Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
178362315106,European Parliament,European Parliament,8861,71
103539582320797,Soluções Sustentáveis EDP,"EDP - Energias de Portugal, S.A.",8635,4
122344957784863,Amnistia Internacional Portugal,Amnistia Internacional Portugal,8125,141
347829038571812,Aldeias de Crianças SOS Portugal,Aldeias de Crianças SOS Portugal,7510,182
197936253581591,Fundação Francisco Manuel dos Santos,Fundação Francisco Manuel dos Santos,5042,93
1845447639031005,Mayor Bradburn,These ads ran without a disclaimer,4636,2
163880252839,Deco Proteste,DECO PROTESTE,4407,31
587845577964346,Médicos Sem Fronteiras,Médicos Sem Fronteiras,3953,156
230595870476677,رنا الجنوبية,These ads ran without a disclaimer,3454,8
123061614692,Nestlé,Nestlé,3126,2
901697383231864,Contas Connosco,Contas Connosco,2385,20
145359705502132,Pordata,PORDATA,1741,42
833033333450772,BPI Solidariedade,Banco BPI,1600,7
107898832590939,European Commission,European Commission,1462,9
147547541961576,Council of the European Union,Council of the European Union,1238,15
1601186910118928,Banco BPI,Banco BPI,1175,12
480077632487005,Daikin Portugal,Daikin Portugal S.A.,1062,4
863284277093093,Pingo Doce,Pingo Doce,944,4
105440292535677,Diversity & Inclusion Journey,Share Your World,810,7
412322482264070,Nespresso,Nespresso,659,8
170555122972051,Parlamento Europeu - Gabinete em Portugal,Parlamento Europeu - Gabinete em Portugal,600,3
102354102776034,EDP Global,"EDP - Energias de Portugal,  S.A.",547,2
170400489279,Representação da Comissão Europeia em Portugal,Representação da Comissão Europeia em Portugal,479,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,436,3
325947881481785,Mais Cofidis,Mais Cofidis,421,3
246126962250063,Grupo PPE no Parlamento Europeu,EPP Group in the European Parliament,387,4
250305668489402,Professor Kenny,These ads ran without a disclaimer,385,10
107252064043989,Luís Montenegro,Partido Social Democrata,347,22
28312410177,World Food Programme,These ads ran without a disclaimer,342,5
604331369992722,Deputados do PCP no PE,Sandra Maria De Brito Pereira,332,32
111348668923618,Ferrache,These ads ran without a disclaimer,326,1
1040873502644920,ZERO - Associação Sistema Terrestre Sustentável,ZERO - Associação Sistema Terrestre Sustentável,291,4
193697864002162,UNICEF Portugal,These ads ran without a disclaimer,268,2
85728663404,Standvirtual,Standvirtual,266,17
1571730739515611,Plataforma Gaia com Norte,Pedro Cavadas,259,3
163880252839,Deco Proteste,Deco Proteste,216,4
2261798497434977,Repsol Portugal,These ads ran without a disclaimer,209,2
1571730739515611,Plataforma Gaia com Norte,Plataforma Gaia com Norte,200,2
130456876990360,European Youth,These ads ran without a disclaimer,197,1
101920814806371,Casa dos livros,Casa dos livros,196,26
101920814806371,Casa dos livros,Manuel Augusto Monteiro,195,20
187489057968093,GAT Grupo de Ativistas em Tratamentos,GAT Grupo de Ativistas em Tratamentos,194,2
527351247377965,European Committee of the Regions,European Committee of the Regions,193,4
226480340878271,Infralobo,Infralobo,175,7
112857423489214,Ajuda em Ação,Ajuda em Ação,173,14
604331369992722,Deputados do PCP no PE,Deputados do PCP no PE,167,13
265045206959890,L'Oréal Group,These ads ran without a disclaimer,156,1
481847405755917,Teva Portugal,Teva Portugal,156,11
1601186910118928,Banco BPI,These ads ran without a disclaimer,150,1
123051634390412,Partido Social Democrata,Partido Social Democrata,150,2
665625840163409,Desobedoc - mostra de cinema insubmisso,Desobedoc - mostra de cinema insubmisso,150,2
771876069610385,Central Pharma Group,Central Pharma Group,143,19
169926916451285,Continental Pneus,Continental Pneus,133,1
1709939012603940,Ricardo Baptista Leite,Ricardo Baptista Leite,125,4
246745978739119,Cenertec - Centro de Energia e Tecnologia,These ads ran without a disclaimer,113,8
193697864002162,UNICEF Portugal,UNICEF Portugal,106,2
798351403875776,Sara Cerdas,Gabinete da Europa,≤100,2
152559446094,SPEA - Sociedade Portuguesa para o Estudo das Aves,SPEA - Sociedade Portuguesa para o Estudo das Aves,≤100,1
113309632023126,Sindicato Independente dos Médicos,Sindicato Independente dos Médicos,≤100,1
179851552092632,Manuel Portugal Lage,Manuel Malheiro Portugal De Nascimento Lage,≤100,8
101689725164965,BifeLovers,These ads ran without a disclaimer,≤100,3
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,5
202907266393447,FGS I Fundação Gonçalo da Silveira,FGS I Fundação Gonçalo da Silveira,≤100,2
105930235490595,Provedora do Animal,Provedora do Animal,≤100,9
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100,3
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100,3
311215249042615,Gerador,These ads ran without a disclaimer,≤100,2
156244977755673,Torres Vedras CM,Município de Torres Vedras,≤100,1
129586383695,Município de Oeiras,Município de Oeiras,≤100,5
706144582783217,PSD Santo Tirso,PSD Santo Tirso,≤100,10
103930608502,Real Associação de Lisboa,Real Associação de Lisboa,≤100,3
371358802881568,Freguesia de Aradas,Freguesia de Aradas,≤100,10
173112366078072,Fundação Luso-Americana,Fundação Luso-Americana para o Desenvolvimento,≤100,1
106496518935775,Manamiga,Manamiga,≤100,4
108383397178648,Bokay,Bokay,≤100,2
108383397178648,Bokay,Tiago Gomes,≤100,2
