Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
320765684460792,Golden Flow,These ads ran without a disclaimer,444,1
110275324170525,Jsem HR do práce,These ads ran without a disclaimer,442,1
104644342489383,Отдел Возврата Финансов,These ads ran without a disclaimer,436,1
315972808450196,ČSOB,These ads ran without a disclaimer,433,1
376809572404232,Kaufland Česká republika,These ads ran without a disclaimer,423,1
164024787880257,Adapterra,Nadace Partnerství,421,1
104511471778072,Adam Volt,Adam Volt,420,1
157741540937883,CARE Česká republika,CARE Česká republika,418,1
114588574914775,Petr Kouba - zastupitel města Třeboň,Petr Kouba - zastupitel města Třeboň,415,1
108726857444837,České zájmy v EU,DFMG,413,3
105693982089835,FÓRUM Blansko,FÓRUM Blansko,413,3
108976551868585,Jistota a Budoucnost,Jistota a budoucnost,401,2
100174253112291,"Václav Kožený, místostarosta Prahy 6",ODS - Občanská demokratická strana,400,2
107166057484330,Zelení pro kraj,Pro KRAJinu,400,2
213802435698566,TVbydleni.cz,Living Media s.r.o.,400,2
101729038539214,Chomutovská koalice,Chomutovská koalice,398,3
353349792067181,Institut Paměti národa Brno,Post Bellum,395,2
226207821151572,Marek Novák,Marek Novák,394,1
802856686473626,Piráti Tábor,Česká pirátská strana,392,1
104208542332869,"Fridays for cars, energy and freedom - CZ",Fridays For Cars CZ,391,2
100187931332535,Michal Chaloupka-zastupitel Líšně,KDU-ČSL Brno,379,1
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,367,1
127724113969641,Unicorn Live,These ads ran without a disclaimer,362,1
186378717891095,Volnost Rovnost Bratrství,Volnost Rovnost Bratrství,360,2
100635512156963,"Český královský institut, z.ú.",These ads ran without a disclaimer,359,2
258581527631807,PRO ZNOJMO,PRO ZNOJMO,358,1
1443742905864726,Zbyněk Linhart - Krásná Lípa,Zbyněk Linhart,353,2
1017575764980188,Petr Kulhánek,Petr Kulhánek,352,3
386408828527231,Mirek Adámek,Mirek Adámek,350,1
2072757199653321,Zachraňme Železniční most,Zachraňme Železniční most,350,1
1017575764980188,Petr Kulhánek,Starostové a nezávislí • STAN,347,3
319285487935496,Cottage Design Agency,These ads ran without a disclaimer,345,1
441954716206226,Piráti Praha 10,Piráti Praha 10,338,1
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,330,2
862682700421415,Piráti Karlovy Vary,Česká pirátská strana,329,1
424905377564022,ODS Litoměřice,Občanská demokratická strana,328,2
113528310021484,Šimon Pánek,These ads ran without a disclaimer,325,1
107476418136976,Někdo Ti uvěří,Někdo Ti uvěří,316,2
111719664857934,PRO Lovosice,PRO Lovosice,311,2
1752120748373620,Jana Šťastná - místostarostka Židenic,Jana Šťastná - místostarostka Židenic,300,1
1167350476752262,Michal Zuna,Michal Zuna,300,1
100937236407839,Nejlevnější Fotovoltaika,These ads ran without a disclaimer,296,1
262797293576362,Sipes Inc,These ads ran without a disclaimer,295,1
189869368286158,Martin Kukla,Martin Kukla,288,1
110359415174945,Nikol Kroužek - místostarostka Prahy 3,Nikol Kroužek - místostarostka Prahy 3,286,1
336346979568723,Eva Zažímalová,Občanská demokratická strana,282,1
198429370872823,Michal Dvouletý,Michal Dvouletý,281,1
106262392577708,Europe News,These ads ran without a disclaimer,272,4
271688916342751,"Michael Sinkule, zastupitel MO Plzeň 3","Michael Sinkule, zastupitel MO Plzeň 3",271,12
143251535705710,Autoškola  Baumruk,Autoškola  Baumruk,270,1
1783952985157539,Omerta Inc.,These ads ran without a disclaimer,262,2
162501966947995,Minimální důstojná mzda,Minimální důstojná mzda,259,5
347585801763836,Fusion Consulting,These ads ran without a disclaimer,257,1
721331648034162,Prostor Prostějov,Prostor Prostějov,250,1
1448847745374153,Piráti Chrudim,Česká pirátská strana,250,1
499602493748090,Jiří Strýček,Jiří Strýček,250,1
60516116431,Člověk v tísni,These ads ran without a disclaimer,247,3
241972749009536,Achievement Aspire Alliance,These ads ran without a disclaimer,242,1
101288484695293,Evropská soda,DFMG,241,2
337320799460806,Mega Progress,These ads ran without a disclaimer,241,1
131932016679741,Alena Maršálková,Alena Maršálková,240,1
111107168256877,Karel Dvořák,Karel Dvořák,240,2
198431717471046,Společně pro Prahu 8 - TOP 09 a STAN,TOP 09,239,3
37925761205,Spase AI,These ads ran without a disclaimer,236,2
304672086055834,UAQA,These ads ran without a disclaimer,232,2
118714278179442,TOP 09 Nymburk,TOP 09 Nymburk,226,2
524782484372112,"Ladislav Valtr, stránka pro Pardubický kraj","Ladislav Valtr, stránka pro Pardubický kraj",226,1
93433992603,Hospodářské noviny,These ads ran without a disclaimer,215,1
192592977261195,Svoboda a přímá demokracie Liberecký kraj - SPD,Svoboda a přímá demokracie Liberecký kraj - SPD,210,1
310564488810253,House of Design Co.,These ads ran without a disclaimer,210,1
100740555869822,Martin Štěrba - zastupitel Prahy 8,Česká pirátská strana - Praha,200,1
557700780951101,"Vojtěch Bednář, sociolog","Vojtěch Bednář, sociolog",200,1
104894102113934,Piráti a Fórum Jihlava,Česká pirátská strana,200,1
126996454685051,Piráti Praha 8,Česká pirátská strana - Praha,200,1
466842586732491,Up Česká republika,These ads ran without a disclaimer,187,1
112174584650686,Pavel Hájek • radní Kraje Vysočina,Pavel Hájek • radní Kraje Vysočina,184,1
102282888493583,"Hana Novotná, zastupitelka Prahy 8",TOP 09,184,1
304300806107281,Zprávy Zprávy,These ads ran without a disclaimer,180,1
117330538358428,KDU-ČSL Vysočina,Krajská organizace KDU-ČSL Vysočina,176,1
338823245986695,Supre Nws,These ads ran without a disclaimer,174,1
206407509818,Blesk.cz,These ads ran without a disclaimer,172,1
104377951969140,Ludmila Šimková Politik,Ludmila Šimková Politik,161,1
100202116270600,Jan Bartko - radní Prahy 3,Jan Bartko - radní Prahy 3,160,1
107180171921766,Nové Vrchlabsko,These ads ran without a disclaimer,149,1
160348493822200,Hurtfullofa,These ads ran without a disclaimer,148,1
106691471931611,PRAHA 2 SOBĚ,PRAHA SOBĚ,146,1
354941557706403,Annie Lee,These ads ran without a disclaimer,143,4
527351247377965,European Committee of the Regions,European Committee of the Regions,141,18
736108196759255,"Martin Jedlička, zastupitel Prahy 8",TOP 09,140,1
197675639025,Kosmas.cz,These ads ran without a disclaimer,135,3
104549845969112,Oldřich Černý,Oldřich Černý,132,5
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,129,1
188170248637576,ODS Tichá,ODS Tichá,127,2
106725941551702,Daniela Kovářová,Daniela Kovářová,122,1
762981400432931,NE množírnám,These ads ran without a disclaimer,122,1
307348365796013,Renata Polygreshna,These ads ran without a disclaimer,121,2
1808923189410425,Za naši Mohelnici a přidružené obce,Za naši Mohelnici a přidružené obce,121,2
198923616951918,"Tomáš Slabihoudek, radní z Osmičky",TOP 09,120,1
106504292172552,PRAHA 3 SOBĚ,PRAHA SOBĚ,118,1
334520286414638,Information development,These ads ran without a disclaimer,117,2
380946205092448,Фонд Европейцев,These ads ran without a disclaimer,114,4
1263685517074337,AllatRa TV Česko-Slovensko,AllatRa TV Česko-Slovensko,110,2
183947234987295,Ministerstvo vnitra,These ads ran without a disclaimer,106,3
104094132476278,Dominik Janků,Dominik Janků,104,1
114236067117538,Zbyněk Miklík,Česká pirátská strana,104,1
1780405542046174,Tomáš Vokurka,Tomáš Vokurka,≤100,1
101912608033407,Petra Prokšanová,Petra Prokšanová,≤100,1
119598071962341,Centrum pro regionální rozvoj České republiky,These ads ran without a disclaimer,≤100,1
105360958907158,Profit Pioneers,These ads ran without a disclaimer,≤100,1
311455292595290,Ivan Hýža - místostarosta Kunratic,Ivan Hýža - místostarosta Kunratic,≤100,1
638792146279755,Martin Netolický,Martin Netolický,≤100,1
154805874557786,Ivan Zimbitskiy,These ads ran without a disclaimer,≤100,1
206284412716963,Plzeňský kraj,These ads ran without a disclaimer,≤100,1
103905768862953,ODS Nový Jičín,ODS Nový Jičín,≤100,1
106319732309590,SkyShowtime Česko,These ads ran without a disclaimer,≤100,1
113445905388170,Universität Graz,These ads ran without a disclaimer,≤100,1
360792887351644,Compufilm,These ads ran without a disclaimer,≤100,2
154933116927,Socialistická Solidarita (SocSol),"Socialistická Solidarita, z.s.",≤100,1
116550511463097,Ondřej Mikmek_jaderný venkovan,Ondřej Mikmek_jaderný venkovan,≤100,2
312019592244807,Swiss Life Select ČR,These ads ran without a disclaimer,≤100,1
424114981002397,Český rozhlas Plus,These ads ran without a disclaimer,≤100,3
384481271512,TOP 09 Beroun,TOP 09 Beroun,≤100,1
113875917058636,Staň se náhradním rodičem,These ads ran without a disclaimer,≤100,1
1314636791961346,Lovecraftians,These ads ran without a disclaimer,≤100,1
107300655789187,Wise Neighboring,These ads ran without a disclaimer,≤100,1
110552020638694,Insider podcast,These ads ran without a disclaimer,≤100,1
845286735483545,Ústav práva a právní vědy,These ads ran without a disclaimer,≤100,1
346569511875731,Ybezlz.Buy,These ads ran without a disclaimer,≤100,1
505662499495564,VINCI Construction,These ads ran without a disclaimer,≤100,2
109725215092123,RFI Українською,These ads ran without a disclaimer,≤100,8
188235971211201,"Organizace pro pomoc uprchlíkům, z.s.",These ads ran without a disclaimer,≤100,1
275628002905797,Cech kyjovských vinařů,These ads ran without a disclaimer,≤100,3
106374455640295,Ivan Kollarik,These ads ran without a disclaimer,≤100,1
104675181949714,Jiří Kraus,These ads ran without a disclaimer,≤100,1
100568506223945,Valdes kouguem,These ads ran without a disclaimer,≤100,1
104011058323850,Nekrachni,These ads ran without a disclaimer,≤100,1
109620971947130,"David Cesar, Sociální demokrat","David Cesar, Sociální demokrat",≤100,1
124116460774024,Ingresos pasivos para todos,These ads ran without a disclaimer,≤100,1
596644233804223,Duke Deuce,These ads ran without a disclaimer,≤100,2
191193241485,Refrakční Centrum Praha,These ads ran without a disclaimer,≤100,1
167693886408,Nakladatelství Host,These ads ran without a disclaimer,≤100,3
239013510106432,Amine Gulsse,These ads ran without a disclaimer,≤100,1
281079825079786,Pelfort,These ads ran without a disclaimer,≤100,1
269936659719181,Martin Kubík - Realitní specialista,These ads ran without a disclaimer,≤100,1
158418976321902,One News,These ads ran without a disclaimer,≤100,1
1559326477712594,International Offices - Prague,These ads ran without a disclaimer,≤100,1
306179319242940,Ulyana Tsegelska,These ads ran without a disclaimer,≤100,1
236488496391722,Forbes Česko,These ads ran without a disclaimer,≤100,1
217385514802329,humantohuman_cz,These ads ran without a disclaimer,≤100,1
245915525601678,Lukáš Wagenknecht - váš senátor,Česká pirátská strana - Praha,≤100,1
2246804255356839,FightLive CZ/SK,These ads ran without a disclaimer,≤100,1
120461304659141,O2 CZ,These ads ran without a disclaimer,≤100,2
102826978386822,Donart Film,These ads ran without a disclaimer,≤100,1
114666049979793,Tabate só tênis,These ads ran without a disclaimer,≤100,1
207033129338145,Antikvariát a knihkupectví Abnormalizace,These ads ran without a disclaimer,≤100,1
310269142173300,Moudrost hvězd,These ads ran without a disclaimer,≤100,1
286483085526,T-Mobile CZ,These ads ran without a disclaimer,≤100,1
102766324940395,Teplárna Liberec,These ads ran without a disclaimer,≤100,1
332809723255725,Badoy Life,These ads ran without a disclaimer,≤100,2
384480341409747,Pcgpmi-CC,These ads ran without a disclaimer,≤100,1
321762510282,Michal Kučera,Michal Kučera,≤100,1
0,Instagram User 5525597498,These ads ran without a disclaimer,≤100,1
136096696963729,TERMO Děčín,These ads ran without a disclaimer,≤100,1
83298494933,BigAir.cz,These ads ran without a disclaimer,≤100,2
318676441338001,Aktuelle Trends,These ads ran without a disclaimer,≤100,1
296648050201361,Mikkstore,These ads ran without a disclaimer,≤100,1
107015004441446,Undeniable Clothing,These ads ran without a disclaimer,≤100,1
350014001518362,Rococody,These ads ran without a disclaimer,≤100,1
106417765871287,bohumilvostal,These ads ran without a disclaimer,≤100,1
367440713110904,Here and now,These ads ran without a disclaimer,≤100,1
101869252545585,House of Power: The Game,These ads ran without a disclaimer,≤100,20
104754345636395,Opravne Plechy by EasyParts,These ads ran without a disclaimer,≤100,1
247496558635779,Jake&James,These ads ran without a disclaimer,≤100,1
6013004059,The Economist,These ads ran without a disclaimer,≤100,2
138278482866502,The Wrestling Game,These ads ran without a disclaimer,≤100,1
122101481612010927,Ppravo.cz,These ads ran without a disclaimer,≤100,1
230910830293992,Investiční FRESH,These ads ran without a disclaimer,≤100,1
105394405894896,Helpster Charity,These ads ran without a disclaimer,≤100,2
248783538569454,Sdružení místních samospráv České republiky,These ads ran without a disclaimer,≤100,1
712663148755957,Krajská hospodářská komora Karlovarského kraje,Krajská hospodářská komora Karlovarského kraje,≤100,1
2724697507604207,Petr Kratochvíl - radní města Brna pro dopravu,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,3
109519018895096,Silberkarpfen.com,These ads ran without a disclaimer,≤100,6
347714908427468,Kosal Sal,These ads ran without a disclaimer,≤100,10
102556005232050,Aurum Bohemica,These ads ran without a disclaimer,≤100,1
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100,6
107359819121720,janbonzurek,These ads ran without a disclaimer,≤100,1
170578859467775,Harainbow,These ads ran without a disclaimer,≤100,13
367465280120665,Arrebatos,These ads ran without a disclaimer,≤100,2
389129157610264,Funwardrobe,These ads ran without a disclaimer,≤100,2
105317285145450,Martin Rybár,These ads ran without a disclaimer,≤100,1
107117445556367,Dragons Tell Tales,These ads ran without a disclaimer,≤100,1
189311407592731,SMA Dua İkra'ya Umut Ol,These ads ran without a disclaimer,≤100,4
323552604512855,"R. Hlavica, sro",These ads ran without a disclaimer,≤100,1
107327711996118,Tuka-knihy.com,These ads ran without a disclaimer,≤100,1
173743006056076,VINCI Construction Grands Projets,These ads ran without a disclaimer,≤100,1
306118026622413,Brocast,These ads ran without a disclaimer,≤100,1
251360678068375,Newblacks,These ads ran without a disclaimer,≤100,15
109431260876425,Jan Paparega,These ads ran without a disclaimer,≤100,1
111259865129281,Mohiuddin,These ads ran without a disclaimer,≤100,1
375223092337766,Petice za zachování svobodného přístupu do lomu Kojetice,These ads ran without a disclaimer,≤100,1
95000441700,Panda Security,These ads ran without a disclaimer,≤100,1
872454636138704,OBRAZ - Obránci zvířat,These ads ran without a disclaimer,≤100,1
313770098478441,Home SafeHaven,These ads ran without a disclaimer,≤100,1
101826935890063,Dva kocouři na cestách,These ads ran without a disclaimer,≤100,1
631911050212445,Roklen,These ads ran without a disclaimer,≤100,1
322001340991936,Achicms,These ads ran without a disclaimer,≤100,8
308839735647429,Vysokorychlostní trať Ústecko logicky a efektivně,These ads ran without a disclaimer,≤100,1
254599917892592,Amden,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,8
1590014867927547,Purple Trading Česko a Slovensko,These ads ran without a disclaimer,≤100,2
104972032239881,AntiYoutuber.cz,These ads ran without a disclaimer,≤100,1
109746907354578,Chrám živočichů,These ads ran without a disclaimer,≤100,1
234562447282992,Koalice pro Cheb,These ads ran without a disclaimer,≤100,1
713310319108617,El poeta de mil penas,These ads ran without a disclaimer,≤100,2
104889235774130,Artur Ziganshin,These ads ran without a disclaimer,≤100,1
103011709305362,Kosteláček,These ads ran without a disclaimer,≤100,1
351603564704697,Service-life-1,These ads ran without a disclaimer,≤100,1
136388786216940,Jiří Jirout,These ads ran without a disclaimer,≤100,1
102571019110150,EU Youth Cinema: Green Deal,These ads ran without a disclaimer,≤100,3
211928638679961,Palestinelivesmatter,These ads ran without a disclaimer,≤100,2
215376148334616,EeyeOpener,These ads ran without a disclaimer,≤100,1
1520364631408268,Transdev,These ads ran without a disclaimer,≤100,1
110745958412337,Plush-gorgeous.gg,These ads ran without a disclaimer,≤100,5
104171266056787,svit_stukmanova,These ads ran without a disclaimer,≤100,1
166738586813797,Břetislav Štefan,These ads ran without a disclaimer,≤100,1
108254295004217,Jdeme o krok dál,These ads ran without a disclaimer,≤100,1
272782365921087,Elizabeth Williams,These ads ran without a disclaimer,≤100,3
100964879545752,niloofar.asadi62,These ads ran without a disclaimer,≤100,1
100304352958623,prahlhans.at,These ads ran without a disclaimer,≤100,1
1798435720478073,新華香港,These ads ran without a disclaimer,≤100,3
102215159428382,Bílkovina,These ads ran without a disclaimer,≤100,1
344031822429741,Jihomoravské lignitové doly,These ads ran without a disclaimer,≤100,1
1617081135243399,Letní Platforma Humpolec,These ads ran without a disclaimer,≤100,1
1197453473649779,Město Jirkov,These ads ran without a disclaimer,≤100,1
342528555618411,Wfghdkiylfkujhgfjhkh,These ads ran without a disclaimer,≤100,1
270548686321298,Bühler Group,These ads ran without a disclaimer,≤100,1
110064435265570,Nefertiti Navratilova,These ads ran without a disclaimer,≤100,1
687112454714403,Jižní Svahy Zlín,Jižní Svahy Zlín,≤100,1
306826092522299,Elonův Svět,These ads ran without a disclaimer,≤100,1
229087490286658,USA Today 2X,These ads ran without a disclaimer,≤100,2
136151763783666,Urbitech,These ads ran without a disclaimer,≤100,1
148083078714007,International Humanitarian Relief - IHR,These ads ran without a disclaimer,≤100,1
101303247913146,Průvodce podnikáním,These ads ran without a disclaimer,≤100,1
172802309398509,European Jewish Congress,These ads ran without a disclaimer,≤100,1
105661902460892,Galacase,These ads ran without a disclaimer,≤100,3
107868038725021,Jenny Otis,These ads ran without a disclaimer,≤100,2
165403306822146,Give Palestine Organization جمعية عطاء فلسطين,These ads ran without a disclaimer,≤100,1
340980249096477,Parcelles non réclamées 2024,These ads ran without a disclaimer,≤100,1
2012617162329822,AI Chat · Chatbot Assistant,These ads ran without a disclaimer,≤100,4
468038140636181,SALTO European Solidarity Corps,These ads ran without a disclaimer,≤100,1
112210295510027,World Zionist Organization - ההסתדרות הציונית העולמית,These ads ran without a disclaimer,≤100,1
226252737238136,Thai-police,These ads ran without a disclaimer,≤100,1
115310031601967,Emilia Garcia,These ads ran without a disclaimer,≤100,1
1896993947201599,Basso.official,These ads ran without a disclaimer,≤100,1
764351450272774,ADMD,These ads ran without a disclaimer,≤100,1
103095565919086,Nadácia Tipsport,These ads ran without a disclaimer,≤100,1
127141870720763,ICJ - jazykový institut,These ads ran without a disclaimer,≤100,1
256270947565989,Cyberlepky.cz,These ads ran without a disclaimer,≤100,1
188789377812793,Kongsberg Gruppen,These ads ran without a disclaimer,≤100,1
123700660816404,architecture.talk,These ads ran without a disclaimer,≤100,1
128594793917500,ŠKODA AUTO Kariéra,These ads ran without a disclaimer,≤100,1
109670551713265,marugame.uchiwa,These ads ran without a disclaimer,≤100,1
114398024969883,"Lương Y Phạm Văn Thanh , Người Thầy Y Đức",These ads ran without a disclaimer,≤100,1
313181271871624,Peter's Fundraising Venture,These ads ran without a disclaimer,≤100,1
1183197131713150,에쓰-오일,These ads ran without a disclaimer,≤100,1
104387498728560,Hype Hub,These ads ran without a disclaimer,≤100,1
109490318648356,JMSE MDPI,These ads ran without a disclaimer,≤100,1
215006782323187,Vlastivědné muzeum Jesenicka,These ads ran without a disclaimer,≤100,1
299704060194977,CRI Ελληνική Υπηρεσία,These ads ran without a disclaimer,≤100,1
102095034867607,Jeem Noon جيم نون,These ads ran without a disclaimer,≤100,1
108619972038603,Vincent Russo,These ads ran without a disclaimer,≤100,1
41649181570,Ensemble Lucidarium,These ads ran without a disclaimer,≤100,1
108878091922519,START Street WEAR,These ads ran without a disclaimer,≤100,1
144776752025,Голос Америки,These ads ran without a disclaimer,≤100,2
106126614965189,One Word,These ads ran without a disclaimer,≤100,1
296282510245087,Mizlily,These ads ran without a disclaimer,≤100,1
116261421370057,Weifang Moment,These ads ran without a disclaimer,≤100,1
375174669014310,armorartifact,These ads ran without a disclaimer,≤100,1
645738972165960,IRU,These ads ran without a disclaimer,≤100,1
108070493931655,Zürcher Presse,These ads ran without a disclaimer,≤100,3
338889802634808,Roselimes,These ads ran without a disclaimer,≤100,1
102342918258592,mike.que.z,These ads ran without a disclaimer,≤100,1
282460974942156,YurtOnline,These ads ran without a disclaimer,≤100,1
164471623406074,The Gallery,These ads ran without a disclaimer,≤100,1
116172715684966,AJ360 الجزيرة 360,These ads ran without a disclaimer,≤100,1
394213003764633,PLM,These ads ran without a disclaimer,≤100,1
610696639428997,VEOCEL,These ads ran without a disclaimer,≤100,1
111163675041261,Makemajor.club,These ads ran without a disclaimer,≤100,2
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
226641550769331,Dilmah Conservation,These ads ran without a disclaimer,≤100,2
346652045194492,Voicerts,These ads ran without a disclaimer,≤100,1
347476561781343,Doug the Duck,These ads ran without a disclaimer,≤100,1
68644810672,"Liorel, Art from Israel",These ads ran without a disclaimer,≤100,1
108245017766966,Madinah US,These ads ran without a disclaimer,≤100,2
114140724904111,Realvesting,These ads ran without a disclaimer,≤100,1
105481768187147,International Intrigue,These ads ran without a disclaimer,≤100,3
216311481960,Bill Gates,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
119405895873,Huawei,These ads ran without a disclaimer,≤100,1
113354736763208,Shari Arison - שרי אריסון,These ads ran without a disclaimer,≤100,3
272968216567208,Феликс Редька,These ads ran without a disclaimer,≤100,1
339932985874704,Flux VPN,These ads ran without a disclaimer,≤100,1
392720663913937,Репетиторство,These ads ran without a disclaimer,≤100,1
1626877920864508,Vodafone Foundation,These ads ran without a disclaimer,≤100,1
642299092580978,Affiliate World Conferences,These ads ran without a disclaimer,≤100,1
341225865739082,KdjcsA,These ads ran without a disclaimer,≤100,2
1051426301642124,Body&Future SK/CZ,These ads ran without a disclaimer,≤100,1
102241316165270,Una finestra aperta,These ads ran without a disclaimer,≤100,4
100681218392111,Еssо ЕU,These ads ran without a disclaimer,≤100,1
308506892352658,Roselimes/H,These ads ran without a disclaimer,≤100,1
143208305534556,celentanosho3s,These ads ran without a disclaimer,≤100,1
110509808692781,Algal-bloom.alg,These ads ran without a disclaimer,≤100,1
176165712395389,World Heart,These ads ran without a disclaimer,≤100,1
171761396207993,Alma Career Czechia,These ads ran without a disclaimer,≤100,2
344556279642937,EIT Manufacturing,These ads ran without a disclaimer,≤100,2
311990062236618,California Wines,These ads ran without a disclaimer,≤100,1
104114521143538,EDGEGroup,These ads ran without a disclaimer,≤100,1
1562489730733029,Internationale Büros,These ads ran without a disclaimer,≤100,1
254733244395212,Ursimer,These ads ran without a disclaimer,≤100,1
310032149022667,ACG World,These ads ran without a disclaimer,≤100,2
311443895386045,ardatovskaya,These ads ran without a disclaimer,≤100,1
102918108583505,Lovessales_home,These ads ran without a disclaimer,≤100,2
360157683839813,momentum_mobile,These ads ran without a disclaimer,≤100,1
359882417204671,JdkrkB,These ads ran without a disclaimer,≤100,1
331965446932156,HORIZON: the EU Research & Innovation magazine,These ads ran without a disclaimer,≤100,2
114045797946748,Mejor comercio,These ads ran without a disclaimer,≤100,1
104128736112744,Bali_Estate,These ads ran without a disclaimer,≤100,1
362493313615794,Повертайся до життя,These ads ran without a disclaimer,≤100,1
114719716603877,Vigoexpress,These ads ran without a disclaimer,≤100,1
102690945081743,𝗞𝗔𝗬 ∙ 𝗟𝗔 𝗙𝗢𝗢𝗗 𝗕𝗟𝗢𝗚𝗚𝗘𝗥,These ads ran without a disclaimer,≤100,1
187429968296722,Harvard Online,These ads ran without a disclaimer,≤100,1
365353986653530,Yichihub,These ads ran without a disclaimer,≤100,2
120911604434578,Deen Wear,These ads ran without a disclaimer,≤100,1
228336613704884,Lineneen,These ads ran without a disclaimer,≤100,1
107443581752203,Get In Gear,These ads ran without a disclaimer,≤100,1
130853400911409,Toyota Mobility Foundation,These ads ran without a disclaimer,≤100,1
100860956171630,Chalet Sami Mta Svaneti,These ads ran without a disclaimer,≤100,1
105651998151076,Uqazart,These ads ran without a disclaimer,≤100,1
45651091362,Network for Animals,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
101418535562588,Fab Crunch Fashionista,These ads ran without a disclaimer,≤100,1
103521266005882,Clove-jewelry.EU,These ads ran without a disclaimer,≤100,1
123557504168649,Verstka Media,These ads ran without a disclaimer,≤100,1
1087491177963859,EU vs Disinformation,These ads ran without a disclaimer,≤100,1
340015952533875,Wiadomości Cyberpolicji,These ads ran without a disclaimer,≤100,2
327978910388274,Era Lens,These ads ran without a disclaimer,≤100,1
505388476235547,Eppi,These ads ran without a disclaimer,≤100,1
111487901741492,Помощь в возврате средств,These ads ran without a disclaimer,≤100,1
252182911302311,Cloud fun magazine,These ads ran without a disclaimer,≤100,1
113493975183347,I'm No Economist Butt,These ads ran without a disclaimer,≤100,1
102716852574488,Makemajor.net,These ads ran without a disclaimer,≤100,6
101512779421553,Global Yo.,These ads ran without a disclaimer,≤100,1
111235555363058,dr_baba_voodoo_chief_priest,These ads ran without a disclaimer,≤100,1
366941060700822,Sinopec in Saudi Arabia,These ads ran without a disclaimer,≤100,2
297318053472698,D5a7w67e4d,These ads ran without a disclaimer,≤100,1
269033716290660,Linenable,These ads ran without a disclaimer,≤100,2
2083981755237973,GootoEU Гражданство ЕС,These ads ran without a disclaimer,≤100,1
104118885840219,Adi Madanes,These ads ran without a disclaimer,≤100,2
23155560578,CGFNS International,These ads ran without a disclaimer,≤100,1
351244834736685,Conquer Countries,These ads ran without a disclaimer,≤100,1
111710758340198,Martils Books,These ads ran without a disclaimer,≤100,1
108645754989425,MATW Project UK,These ads ran without a disclaimer,≤100,4
342533875615627,News24,These ads ran without a disclaimer,≤100,1
106874715839852,Goodteacherlife,These ads ran without a disclaimer,≤100,1
108957242065834,Notionnovel,These ads ran without a disclaimer,≤100,1
101674009233956,"Earthacre, Inc.",These ads ran without a disclaimer,≤100,1
306814092524254,Dresstefo-online,These ads ran without a disclaimer,≤100,1
179713878564871,Maturelion,These ads ran without a disclaimer,≤100,1
100247193137275,AugustshirtTop,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
503569446649440,التحالف الدولي,These ads ran without a disclaimer,≤100,2
103781722706378,BK,These ads ran without a disclaimer,≤100,3
284649071387754,Ulysse Tif,These ads ran without a disclaimer,≤100,2
256986124172405,Koutaoo-BE,These ads ran without a disclaimer,≤100,2
290080554177658,Changyuan Technology Group,These ads ran without a disclaimer,≤100,1
158981418104763,Tbulks Tv,These ads ran without a disclaimer,≤100,1
385401697981454,Bestscloths,These ads ran without a disclaimer,≤100,5
102549492843457,mr.lasotnik,These ads ran without a disclaimer,≤100,1
7258206754,Jeune Afrique,These ads ran without a disclaimer,≤100,1
144915405382050,SpellRock Magazine,These ads ran without a disclaimer,≤100,1
114319561948157,PCRF - Palestine Children's Relief Fund,These ads ran without a disclaimer,≤100,1
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100,1
340577086006224,CRI German,These ads ran without a disclaimer,≤100,1
299342739925363,House Cultures,These ads ran without a disclaimer,≤100,1
106582528748492,Keep-reading,These ads ran without a disclaimer,≤100,1
178355362032581,Daily fun magazine,These ads ran without a disclaimer,≤100,1
1705101369748325,Liberty Adriatic DMC,These ads ran without a disclaimer,≤100,1
118356801554598,EU Food & Farming,These ads ran without a disclaimer,≤100,2
