Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
100994609483646,Mexican,These ads ran without a disclaimer,≤100,1
104285262490088,Maya El-sherbini - مايا الشربيني,These ads ran without a disclaimer,≤100,1
108911934031089,الإعلامي ديفيد سمير,These ads ran without a disclaimer,≤100,1
118101807834727,النائب احمد عبدالمنعم - عضو مجلس النواب,النائب أحمد عبدالمنعم اسماعيل,≤100,2
104851618476335,مدينة العاشر من رمضان,These ads ran without a disclaimer,≤100,1
112416568138364,Al Mashhad المشهد,These ads ran without a disclaimer,≤100,2
156467531137399,معلومات مباشر | Mubasher.info,These ads ran without a disclaimer,≤100,4
100567892670502,ART Academy,These ads ran without a disclaimer,≤100,1
101713992913965,arab_i_me,These ads ran without a disclaimer,≤100,1
116338418108096,The millionaire,These ads ran without a disclaimer,≤100,1
208637116010079,Geely Auto,These ads ran without a disclaimer,≤100,1
102315309058367,محمود فتحي - Mahmoud Fathy,These ads ran without a disclaimer,≤100,1
101907775761859,الشرق رياضة,These ads ran without a disclaimer,≤100,1
103881712593655,danilokalezic,These ads ran without a disclaimer,≤100,1
107410862226340,Make Africa Great Again,These ads ran without a disclaimer,≤100,1
106438895501073,مشدات العالمية,These ads ran without a disclaimer,≤100,5
100172476278127,Easy Study,These ads ran without a disclaimer,≤100,1
710975095775915,بلادي للدعم النفسي,These ads ran without a disclaimer,≤100,1
288144281354856,بلادي جزيرة الإنسانية - Belady,These ads ran without a disclaimer,≤100,1
116566611321205,salalah__oma,These ads ran without a disclaimer,≤100,1
111081008447895,ترند حقيقة,These ads ran without a disclaimer,≤100,1
1127374744005119,فريدة للاثاث بدمياط احمد ابو العنين 01096833227,These ads ran without a disclaimer,≤100,1
134331253305084,ITI International Team for Implantology,These ads ran without a disclaimer,≤100,1
104507479320984,ابدأ محاماه,These ads ran without a disclaimer,≤100,1
191399134327652,aramco,These ads ran without a disclaimer,≤100,1
820262131363591,Arabi21 - عربي21,These ads ran without a disclaimer,≤100,2
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,2
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,4
102237556148356,وجهة+,These ads ran without a disclaimer,≤100,1
101057642967212,بن رشدي أفندي - Roshdy Afendi Coffee,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,66
536001309821838,European Link Coalition,These ads ran without a disclaimer,≤100,1
59130316278,Russ Adams Ministries,These ads ran without a disclaimer,≤100,1
104913465366016,الحج احمد شحاته,These ads ran without a disclaimer,≤100,1
606117676714191,Yoyoasema,These ads ran without a disclaimer,≤100,1
1152781781498287,Dr Abdullah Jassar /د عبدالله جسَّار,These ads ran without a disclaimer,≤100,1
100627269565872,حيّز,These ads ran without a disclaimer,≤100,1
106917901720015,بندر السلمي,These ads ran without a disclaimer,≤100,1
109439531896571,مستشفي النجار التخصصي بطنطا,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,2
109854060656506,المنتدى العربي العلمي,These ads ran without a disclaimer,≤100,1
210516328969635,المعهد العربي للتنمية المهنية المستدامة - معتمد,These ads ran without a disclaimer,≤100,1
128322628212,Falling Walls,These ads ran without a disclaimer,≤100,2
108569438334794,Wael Shafik - وائل شفيق,These ads ran without a disclaimer,≤100,1
832943380103448,Ahmed Bakr,These ads ran without a disclaimer,≤100,1
102593675199818,The Bride,These ads ran without a disclaimer,≤100,1
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100,3
251232431666435,Ahmed Ali photographer,These ads ran without a disclaimer,≤100,1
119895072731710,الموندو - ilmondo,These ads ran without a disclaimer,≤100,1
105405229227120,أنقذوا تايا,These ads ran without a disclaimer,≤100,1
105088028353509,Asharq Business Green اقتصاد الشرق بالأخضر,These ads ran without a disclaimer,≤100,1
109815131926328,Saada Abdelkader,These ads ran without a disclaimer,≤100,1
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100,3
109534135437339,موقع الاتجاه,These ads ran without a disclaimer,≤100,1
384991424994699,Yixiao الشركه المصريه الصينيه,These ads ran without a disclaimer,≤100,1
106839211891183,SATAS International,These ads ran without a disclaimer,≤100,1
161666143844859,Sandvik,These ads ran without a disclaimer,≤100,1
349703458856819,اكاديمية نادي المقاولون العرب ببني سويف,These ads ran without a disclaimer,≤100,1
106456782410206,altayarteam,These ads ran without a disclaimer,≤100,1
429957570419097,Professor Israel,These ads ran without a disclaimer,≤100,1
118788431187675,الزمن الجميل,These ads ran without a disclaimer,≤100,1
100335601463609,عثمانلي,These ads ran without a disclaimer,≤100,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,3
576690225840098,Contending Modernities,These ads ran without a disclaimer,≤100,2
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,4
750763571657946,العيادات الحديثة التخصصية,These ads ran without a disclaimer,≤100,1
101293891956383,Healthy Lifestyle Center Dr-Nourhan Emam,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,8
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,2
1390036711314545,محمد ناصر علي,These ads ran without a disclaimer,≤100,1
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100,2
100851609659466,unrisd,These ads ran without a disclaimer,≤100,1
905686206161287,White Page International,These ads ran without a disclaimer,≤100,1
1541838982729128,Anna Lindh Foundation Network in Sweden - Anna Lindh Stiftelsen i Sverige,These ads ran without a disclaimer,≤100,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,≤100,2
901379033263425,Al saadany -  وزير السعادة السعدني,These ads ran without a disclaimer,≤100,1
111069441793732,جمعية تنمية المجتمع والبيئة بالسعداوي,These ads ran without a disclaimer,≤100,1
117689141230119,Tarek Diab,These ads ran without a disclaimer,≤100,1
114717581486717,Hagar Mohammed,These ads ran without a disclaimer,≤100,1
112854258459158,መድህን ለኢትዮጵያ,These ads ran without a disclaimer,≤100,1
110801340698996,قضاء محكمة الأسرة . مكتب المستشار محمد المغاورى. المحامى,These ads ran without a disclaimer,≤100,1
1147602055415788,Egyptologybookfair,These ads ran without a disclaimer,≤100,1
103747299363819,حزب حماة الوطن امانة التجمع الثالث,These ads ran without a disclaimer,≤100,1
100082986559771,صحيفة الاستقلال - العربية,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,7
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,3
106561774755142,حلم الجمهورية الجديدة,These ads ran without a disclaimer,≤100,1
150793518281117,Covestro,These ads ran without a disclaimer,≤100,1
172630432773629,UCA News,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,2
106834459021540,حزب حماة وطن - أمانة منيا القمح,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,2
95775573753,Frontiers,These ads ran without a disclaimer,≤100,2
500259383489171,Guidable,These ads ran without a disclaimer,≤100,2
152125264826246,Wilo Group,These ads ran without a disclaimer,≤100,1
101289218907718,Web News,These ads ran without a disclaimer,≤100,1
105963665254430,魅力台州 Charm of Taizhou,These ads ran without a disclaimer,≤100,2
114388134934780,أ.دارين حسين المهدوي,These ads ran without a disclaimer,≤100,1
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,1
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,8
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,2
105958935270880,Ignitation DNA Motivation,These ads ran without a disclaimer,≤100,5
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
430258463820053,International School of Ministry with Pastor Chris,These ads ran without a disclaimer,≤100,1
101138836304674,Dave Sharpe,These ads ran without a disclaimer,≤100,1
1062126860561994,B20,These ads ran without a disclaimer,≤100,1
108297654671547,الجرمق الإخباري,These ads ran without a disclaimer,≤100,1
103213472298380,الأمـصـار-Al Amsar,These ads ran without a disclaimer,≤100,1
103172549436914,Noticias del mundo todos los días,These ads ran without a disclaimer,≤100,1
648300648698719,الإعلامي عاطف عبد اللطيف,These ads ran without a disclaimer,≤100,1
426799224176976,ActionAid,These ads ran without a disclaimer,≤100,1
141830003123884,مدارس طلائع المستقبل الخاصة,These ads ran without a disclaimer,≤100,1
1820034408214697,envoPAP,These ads ran without a disclaimer,≤100,1
101404409466744,Belnestore Sustentable,These ads ran without a disclaimer,≤100,1
103448279408629,Mostafa Ibrahim,These ads ran without a disclaimer,≤100,1
113998484914407,النائب أحمد عبدالمنعم اسماعيل,These ads ran without a disclaimer,≤100,1
665908820279437,Manuel García,These ads ran without a disclaimer,≤100,1
113055794976407,𝗘𝗹𝗹𝗲𝗺è𝗻𝗲,These ads ran without a disclaimer,≤100,1
106540078687090,Curiosity Mind,These ads ran without a disclaimer,≤100,1
739140606178650,ليبافيا - Libafia,These ads ran without a disclaimer,≤100,1
101493902773017,SPIC-Turkey,These ads ran without a disclaimer,≤100,1
102204844701925,الشرق للأخبار - سوريا,These ads ran without a disclaimer,≤100,3
79511407410,Mercedes-AMG Petronas F1 Team,These ads ran without a disclaimer,≤100,1
114334440437713,Júlio Moura Voluntário,These ads ran without a disclaimer,≤100,1
100133042448587,Sneaker Toast Magazine,These ads ran without a disclaimer,≤100,3
103970252520982,Yves Lohoré Kragbé,These ads ran without a disclaimer,≤100,1
357444017777047,Bronson.men,These ads ran without a disclaimer,≤100,2
157155707643424,The Nordic Africa Institute,These ads ran without a disclaimer,≤100,1
1498021203828633,Poder Geopolítico,These ads ran without a disclaimer,≤100,1
127902890226424,ghaamid.a,These ads ran without a disclaimer,≤100,1
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,1
100430122967931,Celebrity Buda,These ads ran without a disclaimer,≤100,1
102207552798601,Youth clicks,These ads ran without a disclaimer,≤100,1
178117386051353,SunContract,These ads ran without a disclaimer,≤100,1
1900301730287515,Noura Magazine,These ads ran without a disclaimer,≤100,1
103191549129515,arwa_book,These ads ran without a disclaimer,≤100,1
298861020736,فرانس 24 / FRANCE 24 Arabic,These ads ran without a disclaimer,≤100,1
106722822373735,The Fun Insider,These ads ran without a disclaimer,≤100,1
204740833658478,Exness Life,These ads ran without a disclaimer,≤100,1
984203991753488,Research Outreach,These ads ran without a disclaimer,≤100,1
105130779087864,Antony Hylton,These ads ran without a disclaimer,≤100,1
110099331940978,More Hackz - MediaSmarter,These ads ran without a disclaimer,≤100,2
100223749713609,Gear-D,These ads ran without a disclaimer,≤100,1
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,4
106157461342918,Faisal M Aldhafeeri,These ads ran without a disclaimer,≤100,1
101335125357095,Czapp,These ads ran without a disclaimer,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
100600094630505,bahraindigitalart,These ads ran without a disclaimer,≤100,1
100960082205245,More Hackz - the 1000 page,These ads ran without a disclaimer,≤100,3
102491502776287,Nancy Proxy,These ads ran without a disclaimer,≤100,1
108350544421634,How&Why,These ads ran without a disclaimer,≤100,1
145278877677374,يوميات دودو و اولادها,These ads ran without a disclaimer,≤100,1
1065252286883009,Makur Majeng,These ads ran without a disclaimer,≤100,1
1422513341405155,TAY,These ads ran without a disclaimer,≤100,1
111542721915368,Naturalmente bella,These ads ran without a disclaimer,≤100,1
293937480708088,Clement Hii,These ads ran without a disclaimer,≤100,1
112864228133921,Funnies Now - Stories,These ads ran without a disclaimer,≤100,2
109036555449915,Slenergy,These ads ran without a disclaimer,≤100,1
156466741102918,Monty Mobile,These ads ran without a disclaimer,≤100,2
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,1
114184975000819,Unexplained Beasts,These ads ran without a disclaimer,≤100,2
117697811288537,Super Master,These ads ran without a disclaimer,≤100,1
104517365928280,People's Daily Online Thai,These ads ran without a disclaimer,≤100,1
13477887709,New Tactics in Human Rights,These ads ran without a disclaimer,≤100,1
100136675633592,City University Law Clinic,These ads ran without a disclaimer,≤100,1
1439846809634792,Christians & Muslims Conversations,These ads ran without a disclaimer,≤100,1
1807507359273674,West African Tax Administration Forum,These ads ran without a disclaimer,≤100,1
105882932497074,Mathias - Eternal Ninja,These ads ran without a disclaimer,≤100,1
100939629602339,أمانة شئون العلاقات الحكومية حزب مستقبل وطن القليوبية,These ads ran without a disclaimer,≤100,1
112321087000554,otaibi.noor,These ads ran without a disclaimer,≤100,1
148788988477345,The National,These ads ran without a disclaimer,≤100,1
194886144517585,Solid English School,These ads ran without a disclaimer,≤100,1
117052698001766,First Wala,These ads ran without a disclaimer,≤100,1
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,3
100427526341454,Active active,These ads ran without a disclaimer,≤100,2
100223175785179,Emeraude,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
2480533842232920,POWERCHINA,These ads ran without a disclaimer,≤100,1
112872221753732,Sara Perez,These ads ran without a disclaimer,≤100,2
103717582010621,The Christian Psychologist,These ads ran without a disclaimer,≤100,1
115895401463440,Entretenimiento,These ads ran without a disclaimer,≤100,2
1673669186277733,Freeda,These ads ran without a disclaimer,≤100,1
279870685422915,Eviance,These ads ran without a disclaimer,≤100,1
154680184946903,Superplastic,These ads ran without a disclaimer,≤100,1
1220664628029647,Vets United programme,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,2
109926928389181,Gabriel Nunes,These ads ran without a disclaimer,≤100,5
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
103374201768435,Graduatez - Lifestyle,These ads ran without a disclaimer,≤100,1
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,6
1304973099652147,Food and Travel,These ads ran without a disclaimer,≤100,1
106315305777404,Rafa Alatorre,These ads ran without a disclaimer,≤100,1
107272998891562,محمد علي,These ads ran without a disclaimer,≤100,1
114377231459289,Dr. Ruth Lopes & SergiMedics AB,These ads ran without a disclaimer,≤100,1
109565364510190,Psychics Healing Insights,These ads ran without a disclaimer,≤100,1
105771417733802,_vix.v_,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,2
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,1
567727783246651,فضل عرابي,These ads ran without a disclaimer,≤100,1
108807418502504,White Windmills on the Aegean Coast,These ads ran without a disclaimer,≤100,1
104056301651883,Creative Mediterranean,These ads ran without a disclaimer,≤100,1
112994818439099,Alejandro Martinez,These ads ran without a disclaimer,≤100,1
102587495340235,alberk20,These ads ran without a disclaimer,≤100,1
106931698352366,Materials MDPI,These ads ran without a disclaimer,≤100,1
2200139000274127,Top Speeder 2022,These ads ran without a disclaimer,≤100,2
108240971635234,Bettermanly - Magazine,These ads ran without a disclaimer,≤100,1
103607555996001,j_deniro,These ads ran without a disclaimer,≤100,1
114589821232581,Clean Energist,These ads ran without a disclaimer,≤100,1
410216845762795,Ground Level Ministries,These ads ran without a disclaimer,≤100,1
102217265430671,يمان طرقجي,These ads ran without a disclaimer,≤100,1
104035815666546,Европейское Гражданство,These ads ran without a disclaimer,≤100,1
101093798547044,Catherine Kontar,These ads ran without a disclaimer,≤100,1
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,1
378273073021139,Paxsies Underwear,These ads ran without a disclaimer,≤100,1
1731607937148793,الجزيرة - التعليم الإلكتروني,These ads ran without a disclaimer,≤100,2
106701185163801,Your Hacks Spot,These ads ran without a disclaimer,≤100,3
1106316199392992,Bryan Lambo EFA Coaching,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,4
881675718576355,VIP Diffusion Presse,These ads ran without a disclaimer,≤100,3
1598373943801358,Nabaa نبأ,These ads ran without a disclaimer,≤100,1
188872144758,CCTV,These ads ran without a disclaimer,≤100,1
101179095098420,Zone Optimum Health,These ads ran without a disclaimer,≤100,1
1822470024659191,NAGA Culture,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,2
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,9
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,1
107006272360468,Workers Agency,These ads ran without a disclaimer,≤100,1
102267742254530,babz747,These ads ran without a disclaimer,≤100,1
105686442303512,CTGI,These ads ran without a disclaimer,≤100,1
47815171686,Banyan Tree Hotels & Resorts,These ads ran without a disclaimer,≤100,1
532234200564455,حسين العوضي - Hussain Alawady,These ads ran without a disclaimer,≤100,1
107954162096392,Institute of Public Policy & Diplomacy Research,These ads ran without a disclaimer,≤100,1
244693762372002,Dubai International Award for Best Practices,These ads ran without a disclaimer,≤100,1
116679401363112,Kelce Jam,These ads ran without a disclaimer,≤100,2
229673247503143,Ministère d'Etat de l'intégration Régionale RDC,These ads ran without a disclaimer,≤100,1
108558068531422,Smart doc magazin,These ads ran without a disclaimer,≤100,3
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100,1
53320617721,Global Rescue,These ads ran without a disclaimer,≤100,1
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,≤100,4
141271779363886,Christian Harfouche,These ads ran without a disclaimer,≤100,1
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
108148958352704,Travelers Spot,These ads ran without a disclaimer,≤100,1
103997142547258,和合文化全球论坛 Hehe Culture Global Forum,These ads ran without a disclaimer,≤100,1
461895657190529,NHK WORLD-JAPAN,These ads ran without a disclaimer,≤100,1
113435683445618,beyond_the_ideas,These ads ran without a disclaimer,≤100,1
117710657862170,BelArabiyah بالعربية,These ads ran without a disclaimer,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
2083981755237973,GootoEU Гражданство ЕС,These ads ran without a disclaimer,≤100,1
111254080238119,ZenLyfe,These ads ran without a disclaimer,≤100,1
1490336211217327,AudioPhix,These ads ran without a disclaimer,≤100,1
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,6
1155881051227404,AVIC INTL,These ads ran without a disclaimer,≤100,1
520171088019503,Liforme,These ads ran without a disclaimer,≤100,1
1397405843841104,Ines de la Fressange Paris,These ads ran without a disclaimer,≤100,1
118562497812908,People's Daily Online_BM,These ads ran without a disclaimer,≤100,2
1883003128429295,Queer Majority,These ads ran without a disclaimer,≤100,1
150779984941409,Rave Mobile Safety,These ads ran without a disclaimer,≤100,1
274600149369558,Afrimag,These ads ran without a disclaimer,≤100,1
220898724599599,Ação da Cidadania,These ads ran without a disclaimer,≤100,2
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100,5
761528047280425,Medvoice.,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
137223326998592,Ashleyjtoddblog,These ads ran without a disclaimer,≤100,1
115138161487991,Surf Proxy,These ads ran without a disclaimer,≤100,1
192434641302087,RoshdInsights,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100,1
110860517186353,voestalpine Tubulars,These ads ran without a disclaimer,≤100,1
101358036245588,App Leap,These ads ran without a disclaimer,≤100,1
1576433752583418,ART TV Network,These ads ran without a disclaimer,≤100,1
8428544759,Six Degrees Records,These ads ran without a disclaimer,≤100,1
125540182400469,The Daily Resource,These ads ran without a disclaimer,≤100,2
126341310727603,Lysa Vinci,These ads ran without a disclaimer,≤100,1
306723920233552,Abdelhakim awad,These ads ran without a disclaimer,≤100,1
479653188804784,HRH Prince Ebrahim,These ads ran without a disclaimer,≤100,2
105039417804164,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,1
107130245691025,Daily Gifts 24H,These ads ran without a disclaimer,≤100,1
2418643321715898,Daily Stickers,These ads ran without a disclaimer,≤100,1
110818941452003,Morehackz Stories,These ads ran without a disclaimer,≤100,3
722256984867966,Raytheon Missiles & Defense,These ads ran without a disclaimer,≤100,1
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,2
109831251935707,خليل المقداد,These ads ran without a disclaimer,≤100,4
150830641743673,Tomplay,These ads ran without a disclaimer,≤100,3
102623776002357,Funnies Now - Magazine Page 2,These ads ran without a disclaimer,≤100,1
107647258831836,Weregreenly- Magazine Page 3,These ads ran without a disclaimer,≤100,3
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
104646717812795,IOMRD Deutschland المنظمة العراقية لحقوق الإنسان في ألمانيا,These ads ran without a disclaimer,≤100,1
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,≤100,1
105436942223080,"Yixing, China's Pottery City",These ads ran without a disclaimer,≤100,2
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
113205131621824,WorldOrder.News,These ads ran without a disclaimer,≤100,1
450907898395649,Theresa Ng'ambi,These ads ran without a disclaimer,≤100,1
113084254966376,Edward Maestas,These ads ran without a disclaimer,≤100,1
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100,1
102304832857154,App Lock hua,These ads ran without a disclaimer,≤100,1
1554362044829763,Money Fellows,These ads ran without a disclaimer,≤100,1
106765298897445,Mineração Inteligente,These ads ran without a disclaimer,≤100,1
108061471650955,SoluTec,These ads ran without a disclaimer,≤100,5
1626877920864508,Vodafone Foundation,These ads ran without a disclaimer,≤100,2
264538577602183,DANP Doar amor não tem preço,These ads ran without a disclaimer,≤100,1
260980794911,EU neighbours south,These ads ran without a disclaimer,≤100,1
