Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
82362291274,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,130612,210
34848567724,Kyriakos Mitsotakis,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,86661,42
12224403053,Alexis Tsipras,ΣΥ.ΡΙΖ.Α.,67748,111
31895177275,ΣΥ.ΡΙΖ.Α.,ΣΥ.ΡΙΖ.Α.,27917,42
216089191899991,Νίκος Ανδρουλάκης,ΠΑΣΟΚ - Κίνημα Αλλαγής,21249,28
309795039074935,Vassilis Kikilias,Vassilis Kikilias,14210,57
1572650866310052,Niki Kerameus,Niki Kerameus,14102,93
2219917241402396,Γιάννης Μαντζουράνης,Γιάννης Μαντζουράνης,13779,126
111836563539156,Τάκης Θεοδωρικάκος - Takis Theodorikakos,Takis Theodorikakos,12484,57
178362315106,European Parliament,European Parliament,12246,70
284294775065460,Konstantinos Kyranakis,Konstantinos Kyranakis,10616,37
59097279644,Μπάμπης Καραθάνος,XARALAMPOS KARATHANOS,10458,29
216089191899991,Νίκος Ανδρουλάκης,Νίκος Ανδρουλάκης,9846,6
2131206810510315,George Vrettakos,Γιώργος Βρεττάκος,8506,61
105087309241429,Αθηνά Λινού Υποψήφια Βουλευτής Βόρειου Τομέα Αθηνών,Αθηνά Λινού,8172,64
526882294515877,Νίκος Παπαθανάσης - Nikos Papathanasis,Nikos Papathanasis,7554,55
109236771962514,Χρήστος Ρόκος- Υποψήφιος Βουλευτής Α Θεσ/νίκης- Σύριζα Προοδευτική Συμμαχία,Χρήστος Ρόκος- Υποψήφιος Βουλευτής Α Θεσ/νίκης- Σύριζα Προοδευτική Συμμαχία,7291,102
106460979059304,Στυλιανού Άρης / Stilianou Aris,Στυλιανού Άρης / Stilianou Aris,7084,29
2369859223330947,Kyriakos Pierrakakis,Kyriakos Pierrakakis,6706,66
54529589753,ActionAid Hellas,ActionAid Hellas,6311,51
305998399465211,Νίκος Δένδιας,Νίκος Δένδιας,6134,80
95960413463,Kostis Hatzidakis,Kostis Hatzidakis,6020,161
106465849031966,ΔΕΔΟΜΕΝΟ,ΔΕΔΟΜΕΝΟ,6016,13
101145635135174,ΝΙΚΗ,ΝΙΚΗ,5998,14
91654723211,Mihalis Katrinis,Mihalis Katrinis,5988,83
105222274877224,Sofia Zacharaki,Sofia Zacharaki,5806,24
140247186053373,Όλγα Κεφαλογιάννη / Olga Kefalogianni,Όλγα Κεφαλογιάννη / Olga Kefalogianni,5627,31
