Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
178674135334159,Parrot: AI Voice Generator,These ads ran without a disclaimer,≤100,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,3
100685516644957,Fundación Foro,These ads ran without a disclaimer,≤100,2
107989308686004,EFK platform,These ads ran without a disclaimer,≤100,1
101583879576253,Rubens Lopez,These ads ran without a disclaimer,≤100,10
113303604691604,Kitty Monterrey,These ads ran without a disclaimer,≤100,1
952603051424285,Puertas Abiertas América Latina,These ads ran without a disclaimer,≤100,5
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100,1
597859916903978,Nomad Africa Magazine,These ads ran without a disclaimer,≤100,1
1107005629310630,American English for Educators,These ads ran without a disclaimer,≤100,1
110625302121558,LeNovel2,These ads ran without a disclaimer,≤100,2
102912795966515,Jack Hibbs Español,These ads ran without a disclaimer,≤100,2
275758569814605,Cooking 4 All,These ads ran without a disclaimer,≤100,2
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,15
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
203490816328381,UD Almería,These ads ran without a disclaimer,≤100,4
105558845684859,Instituto Benoist Latinoamericano,These ads ran without a disclaimer,≤100,4
102957171797888,Inspiratorio.org,These ads ran without a disclaimer,≤100,3
1853157721481969,Roche Costa Rica,These ads ran without a disclaimer,≤100,1
172120929468471,Gestiones Legales Esteli,These ads ran without a disclaimer,≤100,1
103819171930334,Asociación de Caballistas Chinandega,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,11
104929039128172,Hoshi Kem Trẻ Hóa Làn Da - Xóa Nám Tàn Nhang,These ads ran without a disclaimer,≤100,6
153371894688575,World Bank,These ads ran without a disclaimer,≤100,5
92288319748,Global Peace Index,These ads ran without a disclaimer,≤100,1
103042622701695,Asesor Ciudad El Doral,These ads ran without a disclaimer,≤100,1
7268844551,Rotary International,These ads ran without a disclaimer,≤100,3
106971745677598,Academia de Cursos Gratuitos,These ads ran without a disclaimer,≤100,1
364080920780895,Corbacho,These ads ran without a disclaimer,≤100,2
104868521318772,God of World,These ads ran without a disclaimer,≤100,1
431841887327995,廣告達人,These ads ran without a disclaimer,≤100,3
117593677945560,Jovenes Por juliaca,These ads ran without a disclaimer,≤100,1
999778296791529,Las Voces Internas,These ads ran without a disclaimer,≤100,1
105039417804164,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,2
106097385150744,Money Wiz,These ads ran without a disclaimer,≤100,1
109660259053008,Alex Medela,These ads ran without a disclaimer,≤100,1
111979235195228,SaludPública247.com,These ads ran without a disclaimer,≤100,1
104294445969790,dazzletellier,These ads ran without a disclaimer,≤100,1
106852784106445,LGMG,These ads ran without a disclaimer,≤100,1
105558754896,Deadline Hollywood,These ads ran without a disclaimer,≤100,2
474338779342002,Guardianes Elementales,These ads ran without a disclaimer,≤100,1
405992869868497,Situary,These ads ran without a disclaimer,≤100,2
100172476278127,Easy Study,These ads ran without a disclaimer,≤100,1
153759051378784,Itä-Suomen yliopisto - University of Eastern Finland (UEF),These ads ran without a disclaimer,≤100,3
378875359494716,NutriNews España,These ads ran without a disclaimer,≤100,3
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100,12
104030615535397,AgriNews Play,These ads ran without a disclaimer,≤100,2
414426511932868,"Trump International, Scotland",These ads ran without a disclaimer,≤100,1
117531371235659,Inspirinia Ok,These ads ran without a disclaimer,≤100,2
195210991410496,Acadian Plant Health LATAM,These ads ran without a disclaimer,≤100,1
175821322956401,Palmas del Ixcán,These ads ran without a disclaimer,≤100,8
117706384671769,Elmaurito,These ads ran without a disclaimer,≤100,1
765302097170348,Línea Cero,These ads ran without a disclaimer,≤100,1
110601208577334,Casa Senator Shop,These ads ran without a disclaimer,≤100,1
858692494244840,"Casas De Walker - Brenda and Chris Walker, Keller Williams PSL",These ads ran without a disclaimer,≤100,1
111928020350442,International Family News,These ads ran without a disclaimer,≤100,1
111934001883608,Emília Anastasia,These ads ran without a disclaimer,≤100,1
109627347940016,"Salón Académico: Trabajos de investigación, Transcripciones y Redacciones",These ads ran without a disclaimer,≤100,1
100254824748185,Jensog-UK,These ads ran without a disclaimer,≤100,16
1936434949715365,Moneywise.com,These ads ran without a disclaimer,≤100,4
256172641494184,Imperivm,These ads ran without a disclaimer,≤100,4
192318294146784,Revista Mundo HVAC&R,These ads ran without a disclaimer,≤100,1
108001762403540,Buscando Migrantes Desaparecidos En La Frontera,These ads ran without a disclaimer,≤100,1
110605941407413,orenda.lectora,These ads ran without a disclaimer,≤100,1
326683317528728,Yesera Monterrey,These ads ran without a disclaimer,≤100,3
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100,3
109522291470320,Zivik Funding Programme,These ads ran without a disclaimer,≤100,1
589018481585705,Animal.mx,These ads ran without a disclaimer,≤100,1
103970775116973,Six98Studio,These ads ran without a disclaimer,≤100,1
466173110104582,"El-Shaddai Ministry, Jesus Is Alive Global Worship Centre",These ads ran without a disclaimer,≤100,2
115363288200059,Henrique M. Lopes,These ads ran without a disclaimer,≤100,5
1409954765977599,IMEP - Institute of Medicine and Psychology,These ads ran without a disclaimer,≤100,1
1571432816412854,Ministerstvo pro místní rozvoj,These ads ran without a disclaimer,≤100,1
846166672192316,El Palacio De Los Niños,These ads ran without a disclaimer,≤100,1
605180843301571,Familias defensoras del planeta,These ads ran without a disclaimer,≤100,4
384700151565649,Centro Científico Tropical,These ads ran without a disclaimer,≤100,1
100817919462106,Misja: Wolna Polska,These ads ran without a disclaimer,≤100,8
729901447085223,Paul Lewis,These ads ran without a disclaimer,≤100,1
106441365472578,SwineTalks_es,These ads ran without a disclaimer,≤100,1
104383672506649,Fact 101,These ads ran without a disclaimer,≤100,5
112984664528580,Investing Gaceta,These ads ran without a disclaimer,≤100,7
105133308239038,Bob's Hideout - Outdoors,These ads ran without a disclaimer,≤100,1
104625499183392,Diario social Investing,These ads ran without a disclaimer,≤100,11
101368689303795,New China Research,These ads ran without a disclaimer,≤100,5
211928638679961,Palestinelivesmatter,These ads ran without a disclaimer,≤100,3
102075811887387,Chocolate.com - Images,These ads ran without a disclaimer,≤100,10
589913688039969,Michigan Online,These ads ran without a disclaimer,≤100,3
104387498728560,Hype Hub,These ads ran without a disclaimer,≤100,2
435128629848177,Dky Fm,These ads ran without a disclaimer,≤100,1
366815896693520,Milo Claure,These ads ran without a disclaimer,≤100,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
1339371959436992,哥倫布 Columbus,These ads ran without a disclaimer,≤100,4
100139849723703,EducaciÒn Financiera 5.0,These ads ran without a disclaimer,≤100,1
993765057429283,Diversey México y Centroamérica,These ads ran without a disclaimer,≤100,2
120174687727377,Leon Lester,These ads ran without a disclaimer,≤100,2
100044596562197,Pastor Tinu George,These ads ran without a disclaimer,≤100,1
479056685476395,T1International,These ads ran without a disclaimer,≤100,3
443464592695498,Owl Pro Drones,These ads ran without a disclaimer,≤100,1
103197641369825,Krissabarre,These ads ran without a disclaimer,≤100,1
1747956948592119,Visit 2 Israel,These ads ran without a disclaimer,≤100,3
109482297640817,estudioorigen,These ads ran without a disclaimer,≤100,1
111237125287210,We Ballin',These ads ran without a disclaimer,≤100,4
101034006287116,MDPI Books,These ads ran without a disclaimer,≤100,3
1509413712605916,ICAO - International Civil Aviation Organization,These ads ran without a disclaimer,≤100,4
141505339052089,Fernando Fernandez,These ads ran without a disclaimer,≤100,1
112572020426812,Family Varieties,These ads ran without a disclaimer,≤100,1
101203429485426,Panstar Cruise,These ads ran without a disclaimer,≤100,1
107553662058080,Germano Romero,These ads ran without a disclaimer,≤100,2
107347575690953,Cliente Express,These ads ran without a disclaimer,≤100,2
100336328399802,Centro estratégico de capacitación y asesoría empresarial de Nicaragua,These ads ran without a disclaimer,≤100,1
103286731467883,Psychedelic Spotlight,These ads ran without a disclaimer,≤100,9
116270664891467,Question Quest,These ads ran without a disclaimer,≤100,3
1543000112660498,JAC Motors Global,These ads ran without a disclaimer,≤100,1
101539366235792,Loving from BTS/Blink Supporter,These ads ran without a disclaimer,≤100,1
140392839153673,Viva España,These ads ran without a disclaimer,≤100,2
115547754831342,Zettyyziro,These ads ran without a disclaimer,≤100,1
148423685184180,"איל""ן - איגוד ישראלי לילדים נפגעים",These ads ran without a disclaimer,≤100,1
351526138314390,Scaling Up Nutrition Civil Society Network,These ads ran without a disclaimer,≤100,2
212341778889162,Punishment Essay,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,9
126052760507,Mama Cash,These ads ran without a disclaimer,≤100,2
287024245298796,Digital Austria,These ads ran without a disclaimer,≤100,1
109004468894881,ps.alejandralopezh,These ads ran without a disclaimer,≤100,1
1741122126009740,Social Skin,These ads ran without a disclaimer,≤100,1
167849823362648,INCRIS - Instituto de Criminalística y Seguridad,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,41
104134471760933,ReUp,These ads ran without a disclaimer,≤100,1
1534715176827369,CATA Centroamerica,These ads ran without a disclaimer,≤100,1
116373134780373,Emprende con Reparaciones y Mantenimiento,These ads ran without a disclaimer,≤100,2
110906265860,The Andrew Schulz,These ads ran without a disclaimer,≤100,6
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,13
107132888440282,Investing Artículos de Galería,These ads ran without a disclaimer,≤100,7
102037482728814,alianzabosques,These ads ran without a disclaimer,≤100,1
103655209133919,M Reader_pa,These ads ran without a disclaimer,≤100,2
375281245833162,Televisión Española Internacional (TVE Internacional),These ads ran without a disclaimer,≤100,1
120725411023273,ruta.hacialafelicidad,These ads ran without a disclaimer,≤100,1
648221911929212,Movimiento Feminista de Nicaragua,These ads ran without a disclaimer,≤100,1
106912715321422,Interseccionale,These ads ran without a disclaimer,≤100,1
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,≤100,4
233146913211739,William Irving Howard López,These ads ran without a disclaimer,≤100,1
1825519887697856,走讀臺灣,These ads ran without a disclaimer,≤100,1
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,3
546533708879734,TECH TREND PRO,These ads ran without a disclaimer,≤100,1
111113447867154,The Daily Dose,These ads ran without a disclaimer,≤100,3
213000859039052,SANY Group,These ads ran without a disclaimer,≤100,2
137320502806277,laesquinamigratoria,These ads ran without a disclaimer,≤100,1
152956984574,International Human Rights Art Movement,These ads ran without a disclaimer,≤100,2
103902772675099,Paola Noboa,These ads ran without a disclaimer,≤100,16
111254080238119,ZenLyfe,These ads ran without a disclaimer,≤100,1
2335613803134168,Okori Digital,These ads ran without a disclaimer,≤100,1
189232005248268,CTG,These ads ran without a disclaimer,≤100,18
35856118060,Be Safe Buy Real,These ads ran without a disclaimer,≤100,1
109501631856985,Gencestyle,These ads ran without a disclaimer,≤100,2
101769325674257,naseartsconsortium,These ads ran without a disclaimer,≤100,1
169687486427698,Jentezen Franklin,These ads ran without a disclaimer,≤100,1
329919520405663,Ederland,These ads ran without a disclaimer,≤100,1
105807338039355,Fork Daily,These ads ran without a disclaimer,≤100,2
103733191524431,Liuxininbeijing,These ads ran without a disclaimer,≤100,5
109197151930600,My Clean Energy,These ads ran without a disclaimer,≤100,1
105541462169892,InkTale App,These ads ran without a disclaimer,≤100,1
103122639107936,Sabai-Boutique,These ads ran without a disclaimer,≤100,2
114025938452734,FactFusion,These ads ran without a disclaimer,≤100,5
222317954292390,Falun Dafa Truth and Hope,These ads ran without a disclaimer,≤100,1
108432715304292,Exceso Tour,These ads ran without a disclaimer,≤100,1
104512079281534,Sueño Fácil,These ads ran without a disclaimer,≤100,1
254697727731989,Juliana Nascimento,These ads ran without a disclaimer,≤100,1
179855312221800,SERNA GROUP,These ads ran without a disclaimer,≤100,4
102641359000922,Multiplikandonos,These ads ran without a disclaimer,≤100,2
1105922709482124,El tiempo en Quintana Roo,These ads ran without a disclaimer,≤100,1
110471551466933,Sala de Investigación by PPM,These ads ran without a disclaimer,≤100,1
426126134104955,TND Autismo: Desarrollo y Arte,These ads ran without a disclaimer,≤100,1
103590738209058,Maria Clara,These ads ran without a disclaimer,≤100,1
1975298409356242,Schaeffler REPXPERT México y CA,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,11
173771992497262,RenuTek,These ads ran without a disclaimer,≤100,1
323789440968177,Calavass,These ads ran without a disclaimer,≤100,3
855254981507596,Atheer – أثير,These ads ran without a disclaimer,≤100,5
188789377812793,Kongsberg Gruppen,These ads ran without a disclaimer,≤100,2
81239734102,Nobel Prize,These ads ran without a disclaimer,≤100,1
0,Instagram User 4942092077,These ads ran without a disclaimer,≤100,1
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,≤100,8
147463988449983,andrea.garciabeltran,These ads ran without a disclaimer,≤100,1
343731779325769,Pastor Tinu George,These ads ran without a disclaimer,≤100,1
104182772737758,Plan de Grama en el Norte,These ads ran without a disclaimer,≤100,1
109322002082471,"Blog de marxismo tercermundista científico, heterodoxo y anti-neocolonial",These ads ran without a disclaimer,≤100,1
150793518281117,Covestro,These ads ran without a disclaimer,≤100,7
233964870507,"Instituto Zacatecano de Estudios Universitarios, IZEU",These ads ran without a disclaimer,≤100,1
100531316051172,Passion 4 nigeria development initiatives,These ads ran without a disclaimer,≤100,1
103768275003624,creativemoodarchitecture,These ads ran without a disclaimer,≤100,2
101945442294584,Debrey,These ads ran without a disclaimer,≤100,1
228073447064109,Arts Of Palestine,These ads ran without a disclaimer,≤100,3
118271861357765,Story time,These ads ran without a disclaimer,≤100,5
176104589110851,IEEE,These ads ran without a disclaimer,≤100,4
292780334633,International Christian Embassy Jerusalem (ICEJ),These ads ran without a disclaimer,≤100,3
104458994617452,Claypots we are,These ads ran without a disclaimer,≤100,1
1337034783073046,Rosalba Wong,These ads ran without a disclaimer,≤100,1
1675360659149686,University of Aberdeen School of Geosciences,These ads ran without a disclaimer,≤100,2
1493546934205422,Instituto Trivium,These ads ran without a disclaimer,≤100,1
108923542529195,Eurofarma,These ads ran without a disclaimer,≤100,1
1451406505135829,Dr Robyn - The Thompson Method Breastfeeding,These ads ran without a disclaimer,≤100,2
333014073461514,Babel,These ads ran without a disclaimer,≤100,1
112275231814174,Los secretos de david,These ads ran without a disclaimer,≤100,1
108875804858437,Antimilitantes,These ads ran without a disclaimer,≤100,1
106881108735476,Britanni Abrego Avila,These ads ran without a disclaimer,≤100,2
100639706272139,Bianca Gomes,These ads ran without a disclaimer,≤100,8
155438574470276,DW українською,These ads ran without a disclaimer,≤100,10
2384287768470877,מוזיאון ידידי ישראל,These ads ran without a disclaimer,≤100,1
100884516087084,Neuro-inglés,These ads ran without a disclaimer,≤100,1
100378731839692,Run Run Ice Cube,These ads ran without a disclaimer,≤100,3
226934770678193,Detén el abuso!,These ads ran without a disclaimer,≤100,3
105480725706202,Consejos de internet,These ads ran without a disclaimer,≤100,1
69554133109,Johnny Araya,These ads ran without a disclaimer,≤100,1
109462710764873,政制及內地事務局,These ads ran without a disclaimer,≤100,3
106148648799051,Funny News,These ads ran without a disclaimer,≤100,1
674374605962850,Future of Life Institute,These ads ran without a disclaimer,≤100,1
108245017766966,Madinah US,These ads ran without a disclaimer,≤100,2
290457440821141,Czerka Labs,These ads ran without a disclaimer,≤100,1
634185290326367,Atlantic Fellows for Social and Economic Equity,These ads ran without a disclaimer,≤100,1
101956259655462,ABG GHOU,These ads ran without a disclaimer,≤100,1
339479575910901,Ayudas Nicaragua,These ads ran without a disclaimer,≤100,1
185547034921407,Portaluz.org,These ads ran without a disclaimer,≤100,1
834391656593215,King Adam of Light,These ads ran without a disclaimer,≤100,1
106452411656233,Dupoin Indonesia,These ads ran without a disclaimer,≤100,2
102839468523186,APEX อันดับหนึ่งเลเซอร์ขน,These ads ran without a disclaimer,≤100,2
110888421752564,SP Aircraft,These ads ran without a disclaimer,≤100,1
74078019638,Better Work,These ads ran without a disclaimer,≤100,2
106117468903008,Aircraft Hyper,These ads ran without a disclaimer,≤100,1
193260427505090,Mack Trucks Latinoamérica,These ads ran without a disclaimer,≤100,2
816582735098905,CMG Media - 씨엠지미디어,These ads ran without a disclaimer,≤100,2
435259723296695,Política Internacional - Otra Mirada,These ads ran without a disclaimer,≤100,3
114247604036354,Инфограф,These ads ran without a disclaimer,≤100,1
365038286972781,Jubileosuramericas,These ads ran without a disclaimer,≤100,1
336459056388664,Asociación Afecto contra el maltrato infantil,These ads ran without a disclaimer,≤100,1
110444908674335,The American News,These ads ran without a disclaimer,≤100,2
105405892275345,Sandra Costa,These ads ran without a disclaimer,≤100,1
111124575115246,Rafaela Santos,These ads ran without a disclaimer,≤100,23
102341045255519,¿Por qué el Islam?,These ads ran without a disclaimer,≤100,1
100452573150296,Formasia,These ads ran without a disclaimer,≤100,2
106212182508242,Éstee Lauder Viet Nam 1,These ads ran without a disclaimer,≤100,2
175158559025224,Chatbot App,These ads ran without a disclaimer,≤100,1
1493551577321676,Chery International,These ads ran without a disclaimer,≤100,2
178355362032581,Daily fun magazine,These ads ran without a disclaimer,≤100,1
51300016841,Integral Life,These ads ran without a disclaimer,≤100,1
102632438543194,Rivers are Life,These ads ran without a disclaimer,≤100,2
654329104958100,China International Import Expo,These ads ran without a disclaimer,≤100,1
103072574822598,FamilyFeed,These ads ran without a disclaimer,≤100,3
187755261089835,Colapso Humano,These ads ran without a disclaimer,≤100,1
500259383489171,Guidable,These ads ran without a disclaimer,≤100,2
142118842309389,Buscando Migrantes Desaparecidos En La Frontera,These ads ran without a disclaimer,≤100,2
105642525462731,Retro Ways,These ads ran without a disclaimer,≤100,1
107213477915343,Anuncios y Negocios,These ads ran without a disclaimer,≤100,1
105953807950158,Tiệm Nail Z,These ads ran without a disclaimer,≤100,1
195586816962817,Francisca Lero,These ads ran without a disclaimer,≤100,1
104784711492573,Vegin: Veganismo más cerca,These ads ran without a disclaimer,≤100,1
707443129460719,Viajes a India,These ads ran without a disclaimer,≤100,1
123572367496203,Mɪᴄʜᴇʟʟᴇ Rᴏᴅʀɪɢᴜᴇᴢ Fans,These ads ran without a disclaimer,≤100,1
104151925811127,Mario Cartaya,These ads ran without a disclaimer,≤100,2
352148948198617,Life Force Homeopathy,These ads ran without a disclaimer,≤100,4
725255337654867,Leo Piccioli,These ads ran without a disclaimer,≤100,1
102394388859794,Elcholu tv,These ads ran without a disclaimer,≤100,1
108330837523754,Im.pulsa,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,10
105794328926903,Hypersonic Aircraft,These ads ran without a disclaimer,≤100,1
151973864666085,ALAM,These ads ran without a disclaimer,≤100,1
869663783106067,הצוק-מסעדת שף,These ads ran without a disclaimer,≤100,1
106300075678269,Nación Pensante,These ads ran without a disclaimer,≤100,1
100119972767683,Aircraft Lover,These ads ran without a disclaimer,≤100,2
103696617643882,Inthemixstyle,These ads ran without a disclaimer,≤100,1
169521923766238,Cibelae,These ads ran without a disclaimer,≤100,4
102272782980480,Shopee Cart PH,These ads ran without a disclaimer,≤100,1
103662962638860,globaldiplomacyleadership,These ads ran without a disclaimer,≤100,2
161665000537800,Global Water Partnership,These ads ran without a disclaimer,≤100,1
105166494637599,Tres60.travel,These ads ran without a disclaimer,≤100,1
20800882791,Break,These ads ran without a disclaimer,≤100,1
444959115580641,RedLacTrans,These ads ran without a disclaimer,≤100,3
100388258930612,Alver Metalli Blog,These ads ran without a disclaimer,≤100,1
102269075953907,Camille Sand,These ads ran without a disclaimer,≤100,12
1789920371248076,Baz-Art,These ads ran without a disclaimer,≤100,1
104220389333061,Infinity Path,These ads ran without a disclaimer,≤100,1
105649928852054,Augustus Charles ៚,These ads ran without a disclaimer,≤100,1
451591788375786,El Colegio de Morelos,These ads ran without a disclaimer,≤100,1
275360522490014,Akãhatã,These ads ran without a disclaimer,≤100,2
111535028099492,New Reality,These ads ran without a disclaimer,≤100,1
100110599507064,Secret Top Aircraft,These ads ran without a disclaimer,≤100,1
233826257775,ComputerTrends,These ads ran without a disclaimer,≤100,7
357444017777047,Bronson.men,These ads ran without a disclaimer,≤100,7
102721402667167,Isabel Santana,These ads ran without a disclaimer,≤100,3
178581175345112,Elzira Buarque,These ads ran without a disclaimer,≤100,14
116308369063243,Kambria,These ads ran without a disclaimer,≤100,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
109228518806718,Juan Antonio Diaz Galindo,These ads ran without a disclaimer,≤100,1
112031550381665,Gaza 365,These ads ran without a disclaimer,≤100,1
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,2
110896168523756,Pao Almontes,These ads ran without a disclaimer,≤100,3
104502135673665,New Earn USDT Platform,These ads ran without a disclaimer,≤100,1
1286486861452393,Asia World Model United Nations,These ads ran without a disclaimer,≤100,2
100136869328198,Hyosung Worldwide,These ads ran without a disclaimer,≤100,3
101436044789330,pato.cine,These ads ran without a disclaimer,≤100,1
430258463820053,International School of Ministry with Pastor Chris,These ads ran without a disclaimer,≤100,1
186234641881494,WIC News,These ads ran without a disclaimer,≤100,2
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100,1
102434796097067,Flow Feed,These ads ran without a disclaimer,≤100,1
109627618546880,Millions Aircraft,These ads ran without a disclaimer,≤100,1
107339455413597,The Crime Story,These ads ran without a disclaimer,≤100,2
1465401507025934,Siemens 지멘스,These ads ran without a disclaimer,≤100,1
335547285501,Redagrícola,These ads ran without a disclaimer,≤100,1
179852495953400,EbookRenta,These ads ran without a disclaimer,≤100,1
399123090502456,情報経営イノベーション専門職大学,These ads ran without a disclaimer,≤100,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
100451442088817,BERNA Media Production,These ads ran without a disclaimer,≤100,3
1051097574989846,डाउन टू अर्थ,These ads ran without a disclaimer,≤100,1
2635695993126737,Isaac Rubio Aguilar - Isaac Happy,These ads ran without a disclaimer,≤100,1
104614299337071,Earth Savers,These ads ran without a disclaimer,≤100,1
272782365921087,Elizabeth Williams,These ads ran without a disclaimer,≤100,3
1017490151713022,ICOM General Conference,These ads ran without a disclaimer,≤100,1
442102293215276,El Pollero Boaco,These ads ran without a disclaimer,≤100,1
202225953152762,Yomeanimo,These ads ran without a disclaimer,≤100,3
151047515056054,Goodtrae-굿뜨래,These ads ran without a disclaimer,≤100,1
501875056613491,ELLAS - Mujeres y Filantropía,These ads ran without a disclaimer,≤100,1
632166130744961,Elecson,These ads ran without a disclaimer,≤100,1
106615745485833,Crime News Online,These ads ran without a disclaimer,≤100,1
108434378958461,Psicóloga Yolidia Altamirano M.,These ads ran without a disclaimer,≤100,1
1845702952345269,Dra. Tulia Copete,These ads ran without a disclaimer,≤100,1
101056148233140,SIGUARD,These ads ran without a disclaimer,≤100,1
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,≤100,1
101270479468121,César de Alegría,These ads ran without a disclaimer,≤100,1
102326065956085,Pop Aircraft,These ads ran without a disclaimer,≤100,1
109570912175181,carlosagudelomontoya,These ads ran without a disclaimer,≤100,1
110522835200642,Rock Legends,These ads ran without a disclaimer,≤100,1
241608615697571,Housing And Life,These ads ran without a disclaimer,≤100,2
101759044820561,TCM Originals,These ads ran without a disclaimer,≤100,1
114413588200270,Selous Advisory,These ads ran without a disclaimer,≤100,1
223476244185939,Full HD,These ads ran without a disclaimer,≤100,3
117414844703213,برنامج القناع,These ads ran without a disclaimer,≤100,1
223745337716768,KOREAZ,These ads ran without a disclaimer,≤100,1
430339687135332,Sadi Melo,These ads ran without a disclaimer,≤100,1
165736370290121,Construir CINE,These ads ran without a disclaimer,≤100,2
436791896382535,Red Eco Alternativo,These ads ran without a disclaimer,≤100,1
106836208267350,Instituto Internacional De Asesoría y Mejoramiento Profesional Ceipej,These ads ran without a disclaimer,≤100,1
105618258917544,Military Power,These ads ran without a disclaimer,≤100,1
108579632162744,CRAZY Machines,These ads ran without a disclaimer,≤100,1
327706557917992,Accedu,These ads ran without a disclaimer,≤100,2
173091762749108,월드프렌즈코리아,These ads ran without a disclaimer,≤100,1
101352349135054,Vernon Bateman,These ads ran without a disclaimer,≤100,1
109452985104987,Officialjombo1,These ads ran without a disclaimer,≤100,2
110469974880603,Biologicals Latam,These ads ran without a disclaimer,≤100,2
102346172649666,FastNet Proxy,These ads ran without a disclaimer,≤100,3
1556009104670971,SimpliRoute,These ads ran without a disclaimer,≤100,1
1418847414842462,Asia Youth International MUN,These ads ran without a disclaimer,≤100,2
111358184771960,zontenniszon,These ads ran without a disclaimer,≤100,1
102420429294614,Luque Academy,These ads ran without a disclaimer,≤100,1
105032392269188,बागेश्वर धाम सरकार छिंदवाड़ा मध्य प्रदेश शिष्य मंडल,These ads ran without a disclaimer,≤100,1
104311554836525,Writeups 24,These ads ran without a disclaimer,≤100,1
100994765608411,INN WORD Revival Now,These ads ran without a disclaimer,≤100,1
109762158400899,B Apps advertise,These ads ran without a disclaimer,≤100,2
108271568123706,TAIHEN Sức Khỏe,These ads ran without a disclaimer,≤100,1
1183197131713150,에쓰-오일,These ads ran without a disclaimer,≤100,2
104343225451560,Du hành tuổi thơ,These ads ran without a disclaimer,≤100,1
109157127557657,Aladdin Fahmy,These ads ran without a disclaimer,≤100,1
311105516082116,Todos Somos Empresa,These ads ran without a disclaimer,≤100,3
333336926758693,VXE Creative Studio,These ads ran without a disclaimer,≤100,1
221890941000581,Royora Fashion,These ads ran without a disclaimer,≤100,1
238044912896496,HISTORY,These ads ran without a disclaimer,≤100,1
347341592056826,Sergio Estigarribia.,These ads ran without a disclaimer,≤100,1
148217568383132,Voice Changer,These ads ran without a disclaimer,≤100,1
107290162152768,Movies 96,These ads ran without a disclaimer,≤100,1
104445971773668,TAIHEN Việc Làm,These ads ran without a disclaimer,≤100,1
146642329371798,Goher Iqbal Punn - Fully Funded Scholarships & Informational Content,These ads ran without a disclaimer,≤100,1
105994068254820,Menkay,These ads ran without a disclaimer,≤100,2
105751625745445,Quatre-04,These ads ran without a disclaimer,≤100,1
108148958352704,Travelers Spot,These ads ran without a disclaimer,≤100,5
218798922334223,COFCO,These ads ran without a disclaimer,≤100,6
114456158257009,Betershe,These ads ran without a disclaimer,≤100,1
335895097308909,Dr Aftab Ahmed Leghari Neurologist,These ads ran without a disclaimer,≤100,1
256346654515877,Mercury Marine Latin America/Caribbean,These ads ran without a disclaimer,≤100,2
174854712654851,Rick Marcel,These ads ran without a disclaimer,≤100,1
114589821232581,Good vibes,These ads ran without a disclaimer,≤100,1
101536679288117,Ringmyhome.com,These ads ran without a disclaimer,≤100,1
212000792504954,Tech Crowdfunding Projects,These ads ran without a disclaimer,≤100,4
109916775214130,JY Vacation 926,These ads ran without a disclaimer,≤100,5
107049282186767,JY Sleep,These ads ran without a disclaimer,≤100,1
1790023264564670,Cchm en vivo,These ads ran without a disclaimer,≤100,1
110745958412337,Plush-gorgeous.gg,These ads ran without a disclaimer,≤100,2
105741532048451,Travelicious,These ads ran without a disclaimer,≤100,5
108494355432529,Rush01,These ads ran without a disclaimer,≤100,1
102915915537661,5irechain,These ads ran without a disclaimer,≤100,4
105221409082542,California001,These ads ran without a disclaimer,≤100,1
112736661782449,Z-64-pro,These ads ran without a disclaimer,≤100,2
105712152391313,Hispanic Kids' Health,These ads ran without a disclaimer,≤100,1
102800215034719,Lux & Lush - Culture,These ads ran without a disclaimer,≤100,3
107367052294027,Yu-58,These ads ran without a disclaimer,≤100,1
105728695286283,الشرق للأخبار - السودان,These ads ran without a disclaimer,≤100,1
103848039309631,chepeelcaballito,These ads ran without a disclaimer,≤100,1
