Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
211239238748682,Saadet Partisi Ortahisar,Saadet Partisi Ortahisar İlçe Başkanlığı,62269,52
248291318363938,Nihal Esin Gürsoy,Nihal Esin Gürsoy,62259,54
180600638478627,Sefa Altıoğlu,Sefa Altıoğlu,62229,2
365305797600089,İbrahim Palaz,Gönen Belediye Başkanlığı,62171,483
174272305771274,Nihat Yalçın,Nihat Yalçın,61817,8
2460602023969969,Erhan Kılıç,Erhan Kılıç,61774,99
1380594035550142,Aydınpost,AYDINPOST,61604,139
100362866327380,Ali Kemal Deveciler,Meta Bilgi Teknolojiler,61600,13
222189490980938,Lâl Denizli,Meta Bilgi Teknolojiler,61573,17
376664092736,Birden Online,Birden Online,61347,21
2229637913924606,Ramazan YAVUZ,Ramazan Yavuz,60866,30
103117038378960,Bursa'nın Gündemi,Bursa'nın Gündemi,60839,86
2220970761477071,Yavuz Selim Din,Yavuz Selim Din,60661,427
109407151806354,İsmail İnlidere,Ismail Inlidere,60639,112
506107706201274,Antalya Esnaf ve Sanatkarlar Odaları Birliği,Antalya Esnaf ve Sanatkarlar Odaları Birliği,60599,53
103185292590218,İlkadım TV Haber,İlkadım TV,60366,63
174623259078194,Tekin Aras,Tekin Aras,60304,152
235415642981221,Yerel Seçim 2024,Yerel Seçim 2024,60049,92
659591417849852,Biz Muhalefetiz,Adem Demirkol,60000,1
240140812509880,Ferhat Epözdemir,Ferhat Epözdemir,59931,64
118534844883372,Murat Aydın,Murat Aydın,59678,27
245450815313218,Zekai Sana,Zekai Sana,59458,99
200032573185295,Ekrem Başer,Ekrem Başer,59344,56
1196826793700652,Necattin Demirtaş,Necattin Demirtaş,59320,26
2024462757669508,BTP Kahramanmaraş İl Başkanlığı,BTP Kahramanmaraş İl Başkanlığı,59317,20
232123276653526,Abdulkadir Özdemir,Abdulkadir Özdemir,59303,71
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,59231,10
162972163563245,Poli Ever,These ads ran without a disclaimer,59205,42
105190591155430,Av. Turgay Sevindi,Av. Turgay Sevindi,59066,59
234471443080818,Mustafa Ravalı,Mustafa Ravalı,58763,45
2408076302761781,Hasan Dalkıran,Hasan Dalkıran,58722,37
201596923028153,Mustafa Çaltılı,Solin Medya,58722,66
167745913099896,Gündem Balıkesir,Gündem Balıkesir,58464,24
1156591567874276,Halil Arda,Halil Arda,58201,46
224024097462747,Galip Atar,Galip Atar,58022,39
102602229468756,Fatih Koca,Fatih Koca,57688,34
192035881739344,Şükrü Başdeğirmen,Şükrü Başdeğirmen,57661,59
682549258439806,Mustafa EROL,Mustafa EROL,57459,13
2267387140161097,Tuncay Tolga Özçakmak,Tuncay Tolga Özçakmak,57210,42
524872117584649,HARUN KURT,HARUN KURT,56983,14
183194111538351,Murat Arukan,soruncozen.com,56768,15
323140201609575,Gökhan Coşar,Gökhan COŞAR,56496,131
106636707429433,Let me Educate,These ads ran without a disclaimer,56348,87
625595944453722,Ali Abbas Ertürk,Ali Abbas Erturk,56332,114
1511644029152612,Prof. Dr. Abdullah Özkırış,Prof. Dr. Abdullah Özkırış,56223,34
111751313846537,Hülya Erdem,Hülya Erdem,56099,175
197168803473761,Recep Çolak,soruncozen.com,56081,26
101415549496060,Mustafa Kazım Alpay,Mustafa Kazım Alpay,56055,46
100815447998260,Serdar Baydar,Serdar Baydar,56006,9
271583160366977,Dr. Halit Atik,Dr. Halit Atik,55849,9
196741676845988,Kadıköy Mesut Olacak,Meta Bilgi Teknolojiler,55843,6
193227407456520,Muğla Flash Haber,Muğla Flash Haber,55827,7
533617450479963,İdris Naim ŞAHİN,İdris Naim ŞAHİN,55743,11
104996909373382,Dr.Gazi Karakurt,Gazi Karakurt,55736,7
230567600135852,Gömeç Belediye Başkanı Melih Bağcı,Acans Medya Reklam Organizasyon Ticaret Limited Şirketi,55713,32
302982416894185,Hasan Baltacı,Hasan Baltacı,55643,57
133190413220568,Emin Palalı Bodrum,fikret hıdır,55603,38
134711239995747,Veni Vidi Göz,These ads ran without a disclaimer,55559,3
179069918622158,Nilüferköy Muhtar Adayı Sercan Yanaz,sercan yanaz,55492,43
532775093532626,Yücel Bulut,Yucel Bulut,55344,300
257544755132930,Mustafa Gürbüz,Mustafa Gürbüz,55323,33
191544700707965,Veli Vural,Veli Vural,55254,61
115219274900927,Smatip1_cinar,Emrah Bilaloglu,55237,18
1282596125212767,Cevdet Cayir,Cevdet Cayir,55177,72
222439804283503,Anıl Yetişkin,Anıl Yetişkin,55146,24
103774136089043,Istanbul Haberi,Istanbul Haberi,55036,13
273568980163535,Serdar Soydan,Serdar Soydan MHP,54891,16
307908556085392,Prof. Dr. Ramazan ÇALIK,Prof. Dr. Ramazan ÇALIK,54774,21
111743906915630,Ekrem Gökay Yüksel,Ekrem Gökay Yüksel,54705,87
112893680400463,Age of Apes,These ads ran without a disclaimer,54680,3
2280989078839762,Mustafa Geyikçi,Mustafa Geyikçi,54519,40
2048459595271379,Av. Hakan Bilecen,Av. Hakan Bilecen,54430,70
2070017563268013,Emel Bilenoğlu,Emel Bilenoğlu,54239,186
100482731619009,Ali Emrah Gürbüz,Ali Emrah Gürbüz,54212,44
490292791126253,Abdullah Erin,Abdullah Erin,54195,89
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,54063,2802
243074609592713,Rasim Ari,Rasim Ari,54038,15
101189962455789,Hekim Birliği,Hekim Birliği,54019,52
161390737068046,Esat Ergüler,Esat Ergüler,53998,48
526384877393739,Selahattin Gürkan,Selahattin Gürkan,53898,10
206711125866482,Muharrem Tutuş,Muharrem Tutuş,53822,131
110222395380504,Vedat Necmettin Arslanoğlu,Vedat Necmettin Arslanoğlu,53818,12
1238173096287495,Azur Games,These ads ran without a disclaimer,53598,18
144096473392,Yeşil Gazete,Yeşil Gazete,53578,255
795099293969459,Mehmet Uğur Tatar,These ads ran without a disclaimer,53430,120
224165780777733,Çayırova Bağımsız Belediye Başkan Adayı Yusuf Emre Cüre,Yusuf Emre Cüre,53425,18
159554370580840,Muhammed Emin Demirkol,Muhammed Emin Demirkol,53357,86
249384714928104,Av.Şükrü Sarıdere,Av. Şükrü Sarıdere,53238,134
239550565909679,Uzm. Dr. Orhan Can,Uzm Dr Orhan Can,53119,15
1413942315515368,Bellabeat,These ads ran without a disclaimer,53073,2
406922336179764,YASİN ÖZTÜRK,YASİN ÖZTÜRK,53018,16
334157933863112,Manisa'da Neler Oluyor?,Manisa'da Neler Oluyor?,52885,6
100741323076695,Türk Askeri,Türk Askeri,52882,5
115775001476010,Bilal Saygılı,Muhammet Bilal Saygılı,52870,55
257540757611364,Gerçek Fethiye Haber,Gerçek Fethiye Haber,52742,15
200954603092856,Ramazan Uğural,Ramazan Uğrural,52669,59
184025894797711,Osman Kalyoncu,Osman Kalyoncu,52641,78
804406263019818,Moderatör TV,Moderatör TV,52617,56
842962915908391,Seçim Oyunu,Mustafa Mete Fisunoglu,52528,2
165901686597917,Özlem Maraş,Özlem Maraş,52517,44
115811261453837,SELİM HOCA,SELİM HOCA,52481,59
207298952470448,Serpil Ünlütürk,Serpil Ünlütürk,52457,71
283833089145006,Doç. Dr. Asım BALCI,Doç. Dr. Asım BALCI,52404,19
108208358926947,Ersin ÇETİN,Ersin ÇETİN,52344,51
288777647641339,Lale Özel - Memleket Partisi Üsküdar Belediye Başkan Adayı,PAF Media,52328,11
169761353228800,İbrahim Gezer,İbrahim Gezer,52281,47
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,52110,3
264932963366441,Nimetullah Narman - Yeniden Refah Partisi,Nimetullah Narman,51979,16
174773480020145,Ömer Bağcı,Ömer Bağcı,51903,79
100938938688886,Adem Bektaş,Adem Bektaş,51871,24
140907912638768,Mehmet Keleş,Mehmet Keleş,51869,69
245983128589177,İbrahim Bitiş,İbrahim Bitiş,51830,67
218560941349470,Onur Şeker,Onur Şeker,51815,40
107556004321967,BTP Eskişehir İl Başkanlığı,BTP Eskişehir İl Başkanlığı,51772,8
1505473923005403,Zeki Kayda,Zeki Kayda,51755,119
101440081322975,Akay Tambulut Fan,Akay Tambulut Fan,51748,55
182019884993727,Kenan Tuzcu,Kenan Tuzcu,51724,19
206633792541104,Cüneyt Korkmaz,Cüneyt Korkmaz,51622,18
1621583011237238,Onur Duruk,Onur Duruk,51505,153
1171300339687031,Ali KILIÇ,Ali KILIÇ,51384,58
2163605993878554,Turgut Devecioğlu,Turgut Devecioğlu,51360,44
201936546957871,Eyüp ceren,Eyüp ceren,51342,37
202489322939871,Yunus OĞAN,Yunus OĞAN,51226,55
105079841119572,Kuşadası Güncel,Kuşadası Güncel,51190,53
165224266861068,Saadet Partisi Konya İl Başkanlığı,Saadet Partisi Konya İl Başkanlığı,51183,38
114623798334636,Dilek Acar GÜLEÇ,Dilek Acar GÜLEÇ,51157,302
264702850051622,Av. Ahmet Gözcü,Saadet Partisi Sarıyer ilçe başkanlığı,51130,43
684235248379788,Albayrak Medya,Piri Medya A.Ş.,50924,14
107487660764415,Hasan Ekici,Bekir Karakuş,50871,44
103728271055286,Selçuk Kılıçaslan,Selçuk Kılıçaslan,50717,37
109832345134392,Anketorg,Anketorg,50591,173
108252655310283,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,50535,23
2150948051634372,Vasfi Kurdoğlu,Vasfi Kurdoğlu,50505,60
190679357469796,Sıtkı Erat,S. Erat,50489,47
674523449330207,Yavuz Aydın,Yavuz Aydın,50472,38
282356908285183,Hatayda Yaşıyorum,HATAY DA YAŞIYORUM,50432,14
243308135735519,Aydın Ses Gazetesi,Aydın Ses Gazetesi,50385,62
111066838761962,Koza Mahallesi Muhtarı Adayı Coşkun Acar Akyildiz,Koza Mahallesi Muhtarı Adayı Coşkun Acar Akyildiz,50381,36
72489021761,SOL Parti,SOL Parti,50378,44
100581622987309,Salih Aydın,SALİH AYDIN,50247,41
224203237438100,Burak Karataşoğlu,Nexova Danışmanlık,50241,22
105915341216004,Mesut Nur,Mesut Nur,50206,114
178024715398368,Harun Abdullah Baysal,Harun Abdullah Baysal,50201,38
723113807768777,Hasan Eryılmaz,Deniz Guner,50136,121
220187061940990,Fatih Karahan Saadet Partisi Aydın Büyükşehir Belediye Başkan Adayı,Fatih Karahan Saadet Partisi Aydın Büyük Şehir Belediye Başkan Adayı,50048,13
128342837340876,Hüseyin Dündar,Hüseyin Dündar,50035,118
217712041637127,AK PARTi Genel Merkez Gençlik Kolları Başkanlığı,AK PARTi Genel Merkez Gençlik Kolları Başkanlığı,50000,1
105051945092974,Memleket Partisi,Mustafa Çağlayan,49959,27
114242991638875,Nedenoyvereyim,Neden Oy Vereyim,49912,9
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,49788,142
545747939221188,Adil Bayındır,Adil Bayındır,49673,47
101519926236417,Mustafa Akın,Mustafa Akın,49471,24
226987293820910,Engin Zeren,Engin Zeren,49333,132
200480966638039,Supremacy 1914,These ads ran without a disclaimer,49128,3
2019693468335102,Ender Gür,Ender Gür,49074,59
100516989042507,Balıkesir Posta TV,Balıkesir Posta TV,49039,124
1417858511841018,Kırklareli Belediye Başkan Adayı Derya Bulut,Kırklareli Belediye Başkan Adayı Derya Bulut,49038,136
402687563199116,Kaan Osman Sarıoğlu,Kaan Osman Sarıoğlu,49025,22
243373915522028,Okan Kısacık,Okan Kısacık,48987,4
263497014353032,Mehmet Bayram,Mehmet Bayram,48924,118
122089247452746,Osman Seçgin,Osman Avci,48918,54
1463356417291006,Lütfü Savaş Sevdalıları,Lütfü Savaş Sevdalıları,48820,286
174532709290967,FBS Markets Inc.,These ads ran without a disclaimer,48706,7
102017931613730,Deva Partisi Edremit İlçe Başkanlığı,Deva Partisi Edremit İlçe Başkanlığı,48603,38
218607924670904,Sadık Güvenç Gebze Belediye Başkan Adayı,Sadık Güvenç,48552,86
102947262620273,Osman Okumuş,Osman Okumuş,48437,7
172239212644729,Hakan Arabacı,Hakan Arabacı,48351,21
326403044634322,Abdurrahman Dursun,Muhammet Isik,48205,73
337354593455612,Hüsnü Ersoy - Bozüyük,Hüsnü Ersoy - Bozüyük,48151,112
268926969627704,Mesut Akbıyık,Mesut Akbıyık,48135,22
112163921768017,Elips Haber,FAB Yayıncılık Anonim Şirketi,48056,9
108826568850478,Yusuf Üras,YUSUF ÜRAS,47825,207
178434335354722,İsmail SÜMER,İsmail SÜMER,47740,4
187384077782331,Fatih Sırmacı,Fatih Sırmacı,47704,8
2349136915368127,Yiğit Karakış,Yiğit Karakış,47683,19
271921005997967,Çeşme Bağımsız Belediye Başkan Adayı Esen Fatma Kabadayı,Esen Fatma Kabadayı Vhiting,47667,20
558621837505400,Kırklareli Halkıyız Biz,Kırklareli Halkıyız Biz,47566,16
169463079767915,Okyanus Yayıncılık,These ads ran without a disclaimer,47492,16
238464342679180,Av. Pelin Eker Karaman,Ozan Karaman,47491,46
100675732413915,Anket Adam,Anketci,47425,88
123509507310356,Orhun Ertürkmen,Orhun Ertürkmen,47396,42
67014122312,U.S. Mission to NATO,These ads ran without a disclaimer,47366,26
174660450018148,Mali Müşavir Ercan Aktan,Mali Müşavir Ercan Aktan,47326,41
733492113338001,Ali Özkan,Ali Özkan,47300,16
529793757126745,İBB TV,İBB TV,47220,4
233226773507899,Muhammet Akyol,Muhammet Akyol,47189,57
671742236573460,Çankırı Haber,Çankırı Haber,47126,93
1002521723283648,Ayhan Kınden,Ayhan Kınden,46987,59
306634296538324,Hamit Nişancı,Hamit Nişancı,46973,30
187806544425796,Hakan Bahçetepe Chp,Hakan Bahçetepe,46879,40
197041050168534,Yüksel Yalçın,Dr Yüksel Yalçın,46872,75
244477415412583,Mehmet Sumak,Mehmet Sumak,46850,17
242752835580825,Hasan Dinçer,Hasan Dinçer,46601,23
2102318023111815,Süleyman GÖNÜL,Süleyman GÖNÜL,46463,34
238866945978315,Kemalettin Tangal,Kemalettin Tangal,46456,38
695755030803321,Saniye Fıçı Foça Belediye Başkan Adayı,Saniye Fıçı Foça Belediye Başkan Adayı,46436,54
234677596392192,HÜDA PAR - Hür Dava Partisi Van İl Başkanlığı,Hür Dava Partisi Van İl Başkanlığı,46416,22
176525228880588,Ahmet Hakan,Ahmet Hakan,46385,92
2056281831121403,Mehmet Yasin Özlü,Mehmet Yasin Özlü,46379,41
161465927056634,Ahmet Bülbül Kahramanmaraş Büyükşehir Belediye Başkan A. Adayı,Ahmet Bülbül AK Parti Kahramanmaraş Büyükşehir Belediye Başkan A. Adayı | Yüksek Mühendis,46161,17
246713796014129,Bünyamin Uçar,Bünyamin Uçar,46066,111
215783088276748,Özleryılmaz,Özleryılmaz,45841,1621
112650710492469,بارتيج,These ads ran without a disclaimer,45785,6
222521860952100,Prof. Dr. Ertaç Ergüven,Prof. Dr. Ertaç Ergüven,45761,22
111975427240318,PTT KREDİ HABER,These ads ran without a disclaimer,45735,15
2293041650931608,Bülent Erdoğan,Bülent Erdoğan,45536,45
792468114181597,Gazete Yenigün,Gazete Yenigün,45481,83
105916954131757,BTP Konya İl Başkanlığı,BTP Konya İl Başkanlığı,45443,42
102824338380925,Başkanımız Cemil Tugay,Başkanımız Cemil Tugay,45443,62
256037874253026,Şükrü Neiş,Şükrü Neiş,45405,38
236817672846258,Kevser Topal,Anıt Rehabilitasyon Merkezi,45404,29
107330875213617,Cem Özbey,Cem Özbey,45263,24
106487850791576,Mustafa Özerdem,Mustafa Özerdem,45243,39
105957345017365,Türkiye İşçi Partisi Ankara İl Örgütü,Türkiye İşçi Partisi Ankara İl Örgütü,45238,93
104720427537890,Time35,Time35,45213,204
1092641820860692,Eskişehir Haber26,Eskişehir Haber26,45177,24
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,45057,28
157354464134461,Yahya Çınkıl,Yahya Çınkıl,45042,32
122104353014004211,Tarkan Akıllı,Tarkan Akıllı,44961,52
192774703913090,Mustafa Akboğa,Mustafa Akboğa,44849,7
243117942219345,Eyüp Yılmaz,Eyüp Yılmaz,44847,43
200734706463613,Fatih Mehmet Maçoğlu,Fatih Mehmet Maçoğlu,44704,24
189962161189070,İsmailağa Camii,İsmailağa camii,44692,94
152362744624747,Dr. Mustafa Sedefoğlu,Dr. Mustafa Sedefoğlu,44514,15
1616340255252210,Mehmet Akpınar,Mehmet Akpınar,44426,401
100278548121239,Osman Topal,Osman Topal,44383,19
678793932148150,Muammer Keskin,Muammer Keskin,44285,76
306491676172909,Gerçek Gazetesi,Gerçek Gazetesi,44088,230
109557384233443,Yüksel Taşkın,Yüksel Taşkın,43931,28
1858043861136663,Ali Rıza Akyüz,Ali Rıza Akyüz,43791,53
185059721347048,Mehmet Çon,Mehmet Çon,43767,20
1414815935509791,MHP Kayseri Milletvekili Baki Ersoy,MHP Kayseri Milletvekili Baki Ersoy,43760,20
203728810212249,Ali ATAY,Ali ATAY,43726,71
205089136032286,Mustafa İsen,Mustafa İsen,43418,13
134482069746787,Büşra Özdemir,Büşra Özdemir,43382,21
177618825444842,Erdal Beşikçioğlu,Erdal Beşikçioğlu,43333,43
721320084588148,Bağımsız Türkiye Partisi Kadın Kolları,Bağımsız Türkiye Partisi Kadın Kolları,43296,36
109927550576204,ozayrdvn,ozayrdvn,43278,154
308240029808345,Bekir Aydın,Bekir Aydın,43226,48
506127689870611,Murat Daban,Murat Daban,43185,23
104526311630962,BTP Sakarya,BTP Sakarya,43135,85
247917298402395,Balıkesir'de Neler Oluyor,Anketci Net,43130,18
1873604536056030,Mustafa Helvacıoğlu,Arslan Bilgi Teknolojileri Ltd. Şti.,43058,48
1915216385271936,Celalettin Kesikbaş Sayfası,Necat Coşkuntuna,42970,27
103132374956372,Metin Ergun,Metin Ergun,42912,24
425757864244456,Süleyman Karaman,Ali Umar,42754,26
106954058590874,HÜDA PAR,HÜDA PAR,42664,99
276261998893346,Şeref Vardi,Şeref Vardı,42630,42
64625878491,Eyüpsultan Belediyesi,Eyüpsultan Belediyesi,42475,28
107826985478243,Yakup Türkal,Yavuz Türkmen,42431,24
1389428918022204,Kanal 5 Televizyonu,Kanal 5 Televizyonu,42308,82
103765018022842,Dr Tugay Çapun,Dr Tugay Çapun,42265,19
106634268688808,Uluslararası Antalya Yörük Türkmen Festivali,Uluslararası Antalya Yörük Türkmen Festivali,42146,80
354148054728177,UMAS Koltuk,These ads ran without a disclaimer,42080,1
271432552714012,Miran Ali Karasu,These ads ran without a disclaimer,42057,7
229372477246646,Alemdar Öztürk,Alemdar Öztürk,42055,41
442119772657104,AK PARTİ Genel Merkez Kadın Kolları Başkanlığı,AK PARTİ Genel Merkez Kadın Kolları Başkanlığı,42000,3
105048025902614,Ahmet Fethan Baykoç,Ahmet Fethan Baykoç,41997,17
104263159112220,Ali Doğan,Ali Doğan,41981,23
245363211993769,Celal Tuyji Baklan Belediye Başkan Adayı,CELAL TUYJİ,41791,105
237239806128695,İdris Turgut,yeniden refah partisi,41766,42
100665102848993,Gün Gün Kurtuluş,Gün Gün Kurtuluş,41755,73
163495006850025,Serkan Sak,serkan sak,41610,132
283345415854103,Necip Topuz,Karataş Belediyesi,41610,167
271568159541836,DRT TV - Denizli Gazetesi,DRT TV - Denizli Gazetesi,41504,10
756997834458624,Türkiye 360,Türkiye 360,41420,21
129348497218806,Afyonkarahisar Belediyesi,Afyonkarahisar Belediyesi,41400,92
114711574885624,İrfanla Olur,İrfanla Olur,41393,4
133089613229113,Mehmet Kamar,Mehmet Kamar,41362,82
278840021970368,Yasin Kalaycı Beykoz,SAADET İSTANBUL İL BAŞKANLIĞI,41352,11
1402872936686179,Rukiye Çinkılıç,Rukiye Çinkılıç,41257,37
134288453099639,Dr. Ali Kamil Soyuak,Ali Kamil Soyuak,41137,118
140867825770011,Miran Yeni,These ads ran without a disclaimer,41045,3
202933319562952,Ali Avan,Ali Avan,41040,131
135555866318971,Görkem Duman,Görkem Duman,40953,49
1437665699815071,Doğruluk Payı,Dogruluk Payı,40873,50
218906204647522,Selim Çetinkaya,Saadet Partisi,40769,32
251188258069823,Mevlüt Ekmekci,Mevlüt Ekmekci,40682,657
186755651196912,Mehmet Uyanık,Mehmet Uyanık,40608,45
180741528456413,Dr. Mustafa Alpay,Mustafa Alpay,40564,19
111386725376973,Günün haberleri,These ads ran without a disclaimer,40553,2
229687516900334,Mustafa Türel Saadet Partisi Gebze Belediye Başkan Adayı,Saadet Partisi,40548,24
171330952965393,Çankaya Belediyesi,Çankaya Belediyesi,40519,45
200139379859793,İbrahim Genç,ibrahim genç,40502,14
185649557975196,Mehmet UĞUR Selçuklu Belediye başkan Adayı,Mehmet Uğur - İyi Parti Selçuklu Belediye Başkan Adayı,40464,43
162330850302291,Said Yaşıyan,Said Yaşıyan,40365,86
158035460734352,İbrahim Çakar,Hakkı CAN,40339,39
463215923715177,Mehmet Yiğiner,Mehmet Yiğiner,40278,1012
185803017949146,Salim Çoruk,İç Anadolu Belediyeler Birliği,40214,9
104208648423622,Collagen Forte,These ads ran without a disclaimer,40179,26
144657235406604,Ömer Oğuz Uçar,Ömer Oğuz UÇAR,40173,140
219415815665879,Eyüp Kahveci,Eyüp Kahveci,40166,24
471694222953551,Ömer Özdoğan,Ömer Özdoğan,40162,68
100771138762297,Avantajlı Kampanyalar,Hava Aslan,39917,44
117838861275362,Fahrettin Tuğrul,Fahrettin Tuğrul,39909,32
222832077755896,Alper Gürsoy,Alper Gürsoy,39859,22
191902777500324,OTAG TV,Levent Açıkgöz,39847,27
181367125067087,Muharrem Gökçe,Muharrem Gökçe,39779,11
196041893592009,İlhan Durak,İlhan Durak,39720,30
116642265047044,Haberler.com,These ads ran without a disclaimer,39663,13
241622166030816,Milli Mücadele,Milli Mücadele,39619,8
234884066377449,Tamer Mandalinci,Tamer Mandalinci,39427,27
106274752543087,ZK,ZK,39385,4
109281337885601,Tespihci Serhat Bilgin,These ads ran without a disclaimer,39365,75
523138894444379,Dr. Veysel Tiryaki,Dr. Veysel Tiryaki,39361,73
154116827785897,Fahri Duran,Fahri Duran,39327,23
186237581240166,Av. Müge Gezginci Ünsal,Av. Müge Gezginci Ünsal,39309,75
137980046074655,Ülkü Şimşek Tutak,Ülkü Şimşek Tutak,39285,82
1620080691588973,Serkan SARI,Serkan SARI,39283,100
167134443155351,Kadir Kumbul,Kadir Kumbul,39177,28
1156899650992439,Antalya Organize Sanayi Bölgesi,Antalya Organize Sanayi Bölgesi,39116,38
825895470758933,Hüseyin OPRUKÇU,Hüseyin OPRUKÇU,39104,23
101667145330608,Yeşim Tektaşlı,Yeşim Tektaşlı,39075,16
230187793504983,İncesu Belediye Başkan Adayı Recep Güngör,Recep Güngör,39053,77
459374448202949,Doruk BULUT,Doruk BULUT,38993,49
170649902807894,Muhammed Ekşioğlu,Saadet Partisi Erenler İlçe Teşkilatı,38903,28
108223931642561,SamsunE-dergi,Samsun E Dergi,38863,137
108674412214382,Onur Karsavran,Onur Karsavran,38840,25
199244216594658,Resul Emrah Şahan,Şişli Belediyesi,38780,23
206225299246587,Ecz. Mustafa Mert Olcar,Mustafa Mert Olcar,38760,13
204015522971210,GemlikLife,GemlikLife,38756,21
174301915773668,Semih Dere,Semih Dere,38644,53
103965639335616,Var mısın Antalya?,Faruk Islek,38631,9
219090987960261,Cafer Güneş,Saadet Partisi Ankara İl Başkanlığı,38559,26
170818226118302,Devrim BALI,Devrim BALI,38551,28
101775486091973,Murat Mahir Altan,Murat Mahir Altan,38490,27
223760197483062,Hasan Ustaoğlu,CUMHURİYET HALK PARTİSİ SEYDİŞEHİR ÖRGÜTÜ,38368,32
2245970165663398,Tahsin Erdem,TahsinErdem,38286,60
228699560315818,Süleyman Özdemir İYİ Parti Karatay Belediye Başkan Adayı,ibrahim özkaynak,38151,27
136185389588475,Zafer Partisi Arsin İlçe Başkanlığı,Zafer Partisi Arsin İlçe Başkanlığı,38106,72
180284242121006,Ahmet Poyraz,Ahmet Poyraz,38096,48
156268740902242,Bener Karagedikli,AVEG ARAŞTIRMA LTD ŞTİ,38082,2
114332312489325,BBP Aksu Belediye Başkan Adayı İsmail Metin,BBP Aksu Belediye Başkan Adayı İsmail Metin,38024,105
114431094926451,Cüneyt OĞUZ,Cüneyt OĞUZ,37986,52
101176942534490,Dr. Ali Rıza Özdeniz,Dr. Ali Rıza Özdeniz,37951,46
2103055930005124,"Songül Gök, SMM Bayraklı","Songül Gök, SMM Bayraklı",37906,28
215376594998133,NigdeKazanacak,Yeniden Refah Partisi,37903,12
249116611610320,Nazım Koşar,Doksanbir Rek Pro A.Ş.,37840,23
526406654765188,Top War,These ads ran without a disclaimer,37762,4
154012084797126,Yeni Şafak,Yeni Şafak,37717,12
1233290636734221,BTP Bağımsız Türkiye Partisi Bursa İl Başkanlığı,BTP Bağımsız Türkiye Partisi Bursa İl Başkanlığı,37681,13
205366559317863,Erol Ölmez,Erol Ölmez,37632,75
492522324185033,Cemil Yıldız,Cemil Yıldız,37618,6
101301202607177,Finansal Gelişime,These ads ran without a disclaimer,37599,2
1493271210816757,Ahmet Türkmen,Ahmet Türkmen,37553,27
285575954982841,Hasan Uzunyayla,Hasan Uzunyayla,37550,13
251071975079055,Mehmet Habalı / Serik Gönül İttifakı,Mehmet Habalı / Serik Gönül İttifakı,37478,23
154119912000220,Muhittin Böcek Severler,Muhittin Böcek Severler,37384,40
112221885150687,DEVA ALTAN ERTAN,DEVA ALTAN ERTAN,37353,32
1945762792412976,Sırrı Şen,Sırrı Şen,37335,48
184096531447991,CHP Özgür Arıcı,CHP Özgür Arıcı,37334,119
2272500692979097,Vedat Günyar,Vedat Günyar,37252,177
136825662858361,Fahrettin Eroğlu,Fahrettin Eroğlu,37157,30
383711502360348,Bağımsız Türkiye Partisi Kocaeli İl Başkanlığı,Bağımsız Türkiye Partisi Kocaeli İl Başkanlığı,37141,20
230751880117122,Süleyman Sırrı Bahadırlı,Süleyman Sırrı Bahadırlı,37051,31
122362084136699,evrimbalbaloglu,Evrim Balbaloglu,37027,50
319374238130637,Osman Gürün,Osman Gurun,36898,241
1138031049563160,Uplive,These ads ran without a disclaimer,36882,1
196374208371,ALİ KESKİNKILIÇ,Ali Keskinkılıç,36877,42
175381998996573,Hüseyin Ünal,Badoworks,36865,72
121482348032599,Devrim Kök,Devrim Kök,36864,13
155808567625938,Mustafa Taştan,Mustafa Taştan,36853,121
243918418808284,Süleyman Tekbaş,Saadet Partisi,36785,26
116867964704909,Av.Ufuk Kanışkan,Ahmet Özer Esgin,36783,41
302403620627247,Halil Öztürk / Elmalı Belediye Başkanı,Halil Öztürk / Elmalı Belediye Başkanı,36738,74
343046426301452,Hakan Koştu,Hakan Koştu,36662,70
400079450460200,Demet Alkan Tekdemir - İYİ Parti Şile Belediye Başkan Adayı,sile tv,36648,29
103696309712707,Büyükçekmece Belediyesi,Arslan Bilgi Teknolojileri Ltd. Şti.,36591,26
173153707711540,Müslüman Kürtler Birliği,These ads ran without a disclaimer,36578,46
230305243500170,Çözüm İsa Berge,Çözüm İsa Berge,36475,29
217818131418938,Mehmet Sadık Tunç,Mehmet Sadık Tunç,36423,48
1952748275030916,Kürşad Mithat ÖZKAN,Kursad Mithat Ozkan,36350,36
285711652034176,Demirhan ELÇİN,Demirhan ELÇİN,36300,35
456818704385741,Ulaş Akbaş,Ulaş Akbaş,36153,44
251411548052287,KADİR DAĞLI,Kadir DAĞLI,36140,37
218678621329921,Mevlüt Demir Alanya Belediye Başkan Adayı,Mevlüt Demir,36085,36
191035180963703,Huawei Enterprise,These ads ran without a disclaimer,36031,43
101058408733446,nusret_toplar,These ads ran without a disclaimer,36027,14
