Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
100479742553915,Nermina's Jewelry,These ads ran without a disclaimer,≤100,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100,24
107670965348411,Dr. sc. Sedad Dedić,Tarik Isakovic,≤100,5
102123588201752,Political Festival of Europe,These ads ran without a disclaimer,≤100,2
106569706154975,Modern Expo,These ads ran without a disclaimer,≤100,23
691695970918701,Amarildo Mulić,These ads ran without a disclaimer,≤100,4
2148270595183779,Station Europe,These ads ran without a disclaimer,≤100,1
644806275636506,CGTN Magyarul,These ads ran without a disclaimer,≤100,3
899012453512935,Nikad nije kasno,These ads ran without a disclaimer,≤100,1
1118117684910772,Sfera 2023,These ads ran without a disclaimer,≤100,1
106446798110553,ROOF GARDENS,These ads ran without a disclaimer,≤100,2
106713777890217,Jasmin Hodzic,Jasmin Hodzic,≤100,2
594926087836971,Željko Dubravac,Stefan Ličina,≤100,1
167394810737,Čečava - Informativni portal,Čečava - Informativni portal,≤100,1
109340368609771,Hanifa Mujkić,Outdoor Marketing doo Tuzla,≤100,1
107578918533328,aleksandarglavas.official,These ads ran without a disclaimer,≤100,1
1467385633585756,"Biblioteka ""Alija Isaković"" Gradačac",These ads ran without a disclaimer,≤100,1
522013827964476,SDBiH,Husein Tokić,≤100,1
101553675779830,Elvis Šabić,Elvis Šabić,≤100,1
113288987176405,Zlatko Miletić,These ads ran without a disclaimer,≤100,3
100648882799289,Damir Mulamehmedović,Damir Mulamehmedović,≤100,1
114207798256879,BOSS Cazin,Admir Šakanović,≤100,1
102099578224199,STOP neakreditovanim visokoškolskim ustanovama,These ads ran without a disclaimer,≤100,1
1647884288854439,Vedran Jakupović,Vedran Jakupovic,≤100,1
657308571043030,Amra Hasagić,Amra Hasagić,≤100,1
100144305792009,Promocija znanosti,These ads ran without a disclaimer,≤100,1
339973326139618,TUI Care Foundation,These ads ran without a disclaimer,≤100,1
101419525395925,ZOOOM TV,These ads ran without a disclaimer,≤100,2
105638557443580,Priprema i asfaltiranje dvorišta,These ads ran without a disclaimer,≤100,1
1286888091405751,Expokos,These ads ran without a disclaimer,≤100,1
103299285009752,MArteLive Europe,These ads ran without a disclaimer,≤100,1
463772493979276,Anuga FoodTec,These ads ran without a disclaimer,≤100,5
105534535191167,Горан Предојевић - Goran Predojević,Mamić Dragan,≤100,1
179833778739127,QS Quacquarelli Symonds,These ads ran without a disclaimer,≤100,1
112857077857582,Omo - Weight Loss With Psychology,These ads ran without a disclaimer,≤100,11
740219622723229,Nermin Ogresevic,These ads ran without a disclaimer,≤100,1
103763922304138,Nikita Bahnenko,These ads ran without a disclaimer,≤100,1
104979848524405,Starts With Us,These ads ran without a disclaimer,≤100,2
244135768974525,Stomatološki specijalistički centar Kostadinović,These ads ran without a disclaimer,≤100,1
104992122558073,Valter.Portal,These ads ran without a disclaimer,≤100,1
1335375626533409,Valentina Kecman - Валентина Кецман,These ads ran without a disclaimer,≤100,1
106260361143584,Forum mladih GO SDBiH Tuzla,These ads ran without a disclaimer,≤100,3
1790876521175258,Safe Journalists,These ads ran without a disclaimer,≤100,1
105672727792575,Clivet South-East Europe,These ads ran without a disclaimer,≤100,1
112216887202002,Stana Burić,These ads ran without a disclaimer,≤100,1
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,≤100,7
21506277966,Acronis,These ads ran without a disclaimer,≤100,4
101660089132919,Scanner,These ads ran without a disclaimer,≤100,1
1018678604951479,Prvasmjena.com,Prva smjena,≤100,3
103186118527828,Gradski.me,These ads ran without a disclaimer,≤100,1
107203148110541,Action Speaks Louder,These ads ran without a disclaimer,≤100,1
1732862606941990,SDP Gornji Vakuf-Uskoplje,These ads ran without a disclaimer,≤100,3
666402816822050,Buka U Modi,These ads ran without a disclaimer,≤100,1
260830060651168,Promoting Enterprise,These ads ran without a disclaimer,≤100,3
104518805180007,Boris Stanišev,These ads ran without a disclaimer,≤100,3
112067388546292,Nasrudin IzMaglaja,These ads ran without a disclaimer,≤100,4
131189377574,MDPI,These ads ran without a disclaimer,≤100,57
482158128556799,Žurnal magazin,These ads ran without a disclaimer,≤100,2
2174517772657414,A21 Middle East News,These ads ran without a disclaimer,≤100,27
102224325029636,Sunčica studio,These ads ran without a disclaimer,≤100,4
302134033587908,Danish Pig Academy,These ads ran without a disclaimer,≤100,1
485957271511444,حملة- المركز العربي لتطوير الإعلام الاجتماعي,These ads ran without a disclaimer,≤100,3
162926690478548,Oslobodjenje,These ads ran without a disclaimer,≤100,2
130524243634087,EU Science & Innovation,These ads ran without a disclaimer,≤100,1
314853454314,UNITED SIKHS,These ads ran without a disclaimer,≤100,9
128176740672395,Docsity.com,These ads ran without a disclaimer,≤100,2
325242907600207,CRI Srpski,These ads ran without a disclaimer,≤100,5
113335433357256,Ecosystems2030,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,38
844386315584131,Volvo Construction Equipment,These ads ran without a disclaimer,≤100,4
657947331038785,Toni Vukadin,Toni Vukadin,≤100,2
107487831525607,Withers test,These ads ran without a disclaimer,≤100,1
100525232629399,Huu:,These ads ran without a disclaimer,≤100,4
493542940657979,Naša stranka,These ads ran without a disclaimer,≤100,6
199389214033231,Riječ i djelo,These ads ran without a disclaimer,≤100,6
101904949365694,Vesko Drljača,Vesko Drljača,≤100,2
279136335570046,Ghedini Attachments,These ads ran without a disclaimer,≤100,1
42061370953,CEU Department of Economics and Business,These ads ran without a disclaimer,≤100,1
109476371475566,Др Љубиша Петровић / Dr Ljubiša Petrović,These ads ran without a disclaimer,≤100,1
108266168318899,Revicon,These ads ran without a disclaimer,≤100,2
103124741119635,Srebrenica Memorial Center,These ads ran without a disclaimer,≤100,2
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,28
339729126948998,Samo nek' ne puca,Samo nek' ne puca,≤100,4
104095664424448,Pisjournal,These ads ran without a disclaimer,≤100,1
101820526552763,Biscani.net,These ads ran without a disclaimer,≤100,3
157907971016536,Bosnian Kingdom Clothing,These ads ran without a disclaimer,≤100,1
114256413714270,Da se ne ponovi maj 2014.,Da se ne ponovi maj 2014.,≤100,2
100791536326177,Eli Ćišić,These ads ran without a disclaimer,≤100,2
120481645203741,Dragan Bursać,These ads ran without a disclaimer,≤100,2
1289617667775249,Sensu boje i lakovi,These ads ran without a disclaimer,≤100,1
784397448422354,Čedomir Stojanović - Чедомир Стојановић,Čedomir Stojanović - Чедомир Стојановић,≤100,1
64670453529,Pipelife International,These ads ran without a disclaimer,≤100,3
363963930757614,Hamdija Abdić Tigar Oficijalna,Hamdija Abdic,≤100,3
129075557117051,Gaia Education,These ads ran without a disclaimer,≤100,1
170608586318343,Hamish McDouall Labour 4 Whanganui,These ads ran without a disclaimer,≤100,4
105972942253770,Edin Kurtić-za Skupštinu TK,Outdoor Marketing doo Tuzla,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,7
102044408391498,Insure Our Future,These ads ran without a disclaimer,≤100,2
437241682996744,Radio Ejani,These ads ran without a disclaimer,≤100,6
709560912457316,Analiziraj.ba,These ads ran without a disclaimer,≤100,2
255127654510160,Karike.ba,These ads ran without a disclaimer,≤100,1
103394081525060,Ernest Imamović,These ads ran without a disclaimer,≤100,2
114118277053586,HSI Europe,These ads ran without a disclaimer,≤100,2
468813716657238,Comtrade System Integration,These ads ran without a disclaimer,≤100,1
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100,6
626456354136358,FNF Western Balkans,These ads ran without a disclaimer,≤100,2
64588666340,Haaretz.com,These ads ran without a disclaimer,≤100,14
104896622212116,RuBusiness,These ads ran without a disclaimer,≤100,75
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,66
111766378086224,Design for Adaptation: Cumulus Detroit 2022,These ads ran without a disclaimer,≤100,1
322599777438,BBD,These ads ran without a disclaimer,≤100,3
105914414470597,Times.ba,These ads ran without a disclaimer,≤100,1
320788968000582,Center for Israel Education,These ads ran without a disclaimer,≤100,1
817063038483786,Putni Kofer,These ads ran without a disclaimer,≤100,5
2274068712864544,Hrvatsko nebo HB,These ads ran without a disclaimer,≤100,2
126052760507,Mama Cash,These ads ran without a disclaimer,≤100,52
246422585907712,Wekeo,These ads ran without a disclaimer,≤100,3
108236315007320,Platforma za progres - Ključ,Alma Kurbegovic,≤100,1
107094724901503,Nenad Prodanović,These ads ran without a disclaimer,≤100,2
102211309402201,Amir Purić,Amir Purić,≤100,1
103020350054953,DNS Trebinje /ДНС Требиње,These ads ran without a disclaimer,≤100,1
452655625245234,Muamer Zukić,These ads ran without a disclaimer,≤100,3
937891379755189,Međureligijsko vijeće u BiH,These ads ran without a disclaimer,≤100,1
186621934709625,Cybervision,Cybervision s.d.,≤100,1
1071482199569006,Уједињена Српска - Ujedinjena Srpska,Goran Filipović,≤100,1
116965184334608,Campaigns for Humanity,These ads ran without a disclaimer,≤100,1
105802984846557,"Zaustavimo nelegalnu eksploataciju šljunka u Maglaju, Zavidovićima i Žepču",These ads ran without a disclaimer,≤100,1
102040535506193,ScubaGene,These ads ran without a disclaimer,≤100,2
337725349603704,Infohouse,Fondacija INFOHOUSE,≤100,1
229836582333079,Wix Playground,These ads ran without a disclaimer,≤100,1
285548888257835,Demokratska Fronta ZDK,Goran Bulajic,≤100,2
103193471256683,PeaceLine,These ads ran without a disclaimer,≤100,2
1567874720172090,Hotel President,These ads ran without a disclaimer,≤100,1
167327710092323,Mollaei Law,These ads ran without a disclaimer,≤100,1
103825908181117,Haris Hodžić,Haris Hodžić,≤100,3
402052193189194,Siemens,These ads ran without a disclaimer,≤100,4
109814588624981,"Udruženje građana ,,Radnički pokret''",These ads ran without a disclaimer,≤100,1
171795872872353,ISPI - Istituto per gli studi di politica internazionale,These ads ran without a disclaimer,≤100,26
1454304308161318,"Koalicija ""Pod lupom""",These ads ran without a disclaimer,≤100,2
477184425709475,Muzej književnosti i pozorišne umjetnosti Bosne i Hercegovine,These ads ran without a disclaimer,≤100,1
106194182251048,Kasim Kamenica,These ads ran without a disclaimer,≤100,1
2094715284076646,Aleksandar Glavaš - Александар Главаш,These ads ran without a disclaimer,≤100,1
2025519554443263,WalkingbytheEarth,These ads ran without a disclaimer,≤100,1
116558861751083,Фронтал,These ads ran without a disclaimer,≤100,1
104092069268284,Possesso nekretnine,These ads ran without a disclaimer,≤100,2
315063938429,GLOBSEC,These ads ran without a disclaimer,≤100,1
102738789236153,Amir Hasičević,These ads ran without a disclaimer,≤100,1
1601155276855669,SEP.hr,These ads ran without a disclaimer,≤100,1
100540378928657,Bolognabookplus,These ads ran without a disclaimer,≤100,1
213178965387804,Union for the Mediterranean,These ads ran without a disclaimer,≤100,2
101081132410002,YourPlastics,These ads ran without a disclaimer,≤100,2
345960609317,REHAU,These ads ran without a disclaimer,≤100,1
113153541365144,Pretres Podcast,These ads ran without a disclaimer,≤100,1
109608420728570,MSD South Eastern Europe,These ads ran without a disclaimer,≤100,2
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,≤100,4
273391486124753,"Economist Impact Events for Greece, Cyprus, Malta and southeast Europe",These ads ran without a disclaimer,≤100,8
109918868478727,Dženana Subašić,Aleksandar Aničić,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,5
1071482199569006,Уједињена Српска - Ujedinjena Srpska,These ads ran without a disclaimer,≤100,1
108520768739507,Peekaboo L,These ads ran without a disclaimer,≤100,1
140758242615096,Симић-Simić,Petar Simić,≤100,2
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100,4
1442994252621442,Centar za humanu politiku,Srđan Đurić,≤100,2
2121472708080924,Stranka za BiH Tuzlanski kanton,Digitalk,≤100,1
579627372084493,Portal Revije Fokus,These ads ran without a disclaimer,≤100,2
110081065195763,Мирјана Ћук/Mirjana Ćuk,Mirjana Ćuk,≤100,1
105641048948858,DC-Jam Records,These ads ran without a disclaimer,≤100,2
100818661526701,Fondacija Alija Izetbegović,These ads ran without a disclaimer,≤100,1
107064071522979,Hello home decor,These ads ran without a disclaimer,≤100,1
473561246005709,Мирко Буквић - Mirko Bukvić,Mirko Bukvić,≤100,4
111032021737291,Milan Kovač - Милан Ковач,Milan Kovač,≤100,3
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,14
109652028193268,Revizije info,These ads ran without a disclaimer,≤100,2
181622395207310,HANNOVER MESSE,These ads ran without a disclaimer,≤100,6
102735349277644,Mirjana Ćuk/Mirjana Cuk,Mirjana Ćuk,≤100,2
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100,3
102918459084823,Visago,These ads ran without a disclaimer,≤100,2
102615481493582,CIRCA,These ads ran without a disclaimer,≤100,2
154923374536050,LKAB,These ads ran without a disclaimer,≤100,7
1126060947467307,Scatter HoldEm Poker,These ads ran without a disclaimer,≤100,3
540509065968980,Alternativni centar za devojke / Alternative girls' center,These ads ran without a disclaimer,≤100,1
566922500122212,IDC CEE,These ads ran without a disclaimer,≤100,2
605935066198735,Aida Sejdić,These ads ran without a disclaimer,≤100,2
231720020225801,BSH Home Appliances,These ads ran without a disclaimer,≤100,4
358941814253755,SNSD Foča - СНСД Фоча,Nenad Puhalo,≤100,1
106059282770844,Stora Enso,These ads ran without a disclaimer,≤100,3
1603592663238606,Svjedok prošlosti,These ads ran without a disclaimer,≤100,2
398067980552180,The Rainforest Company,These ads ran without a disclaimer,≤100,1
164524410285253,GSMA,These ads ran without a disclaimer,≤100,1
143699145672946,Centri civilnih inicijativa (CCI),These ads ran without a disclaimer,≤100,3
103172565828284,Redžo Lemezan,Zenun Mašić,≤100,1
112671178768918,German Design Council,These ads ran without a disclaimer,≤100,1
1094324843916090,WeAreDevelopers,These ads ran without a disclaimer,≤100,2
110105907522931,bento_de_espinoza,These ads ran without a disclaimer,≤100,3
302010117081685,CIOM-Centar za Islamsko Obrazovanje Matuzići,These ads ran without a disclaimer,≤100,2
85069283164,Admir Čavalić,These ads ran without a disclaimer,≤100,1
111892075032611,Top Business Montenegro,These ads ran without a disclaimer,≤100,3
105810721408660,Milan Radović - Милан Радовић,These ads ran without a disclaimer,≤100,2
109484221177414,Online časovi španskog jezika,These ads ran without a disclaimer,≤100,1
1587889924855366,Academia Aestiva Internationalis AAI,These ads ran without a disclaimer,≤100,1
241865326873926,lamonabooks,These ads ran without a disclaimer,≤100,2
217758868356841,Ordine e Fondazione dell'Ordine degli Architetti P.P.C di Milano,These ads ran without a disclaimer,≤100,1
1676047195961611,Impuls,These ads ran without a disclaimer,≤100,1
102092095798552,BLink.ba,These ads ran without a disclaimer,≤100,3
109109030873071,Kritika HDP,These ads ran without a disclaimer,≤100,1
216741958412414,Avon Worldwide,These ads ran without a disclaimer,≤100,9
682799525093643,Poslovna etika,These ads ran without a disclaimer,≤100,1
208189704820,Ellen MacArthur Foundation,These ads ran without a disclaimer,≤100,4
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,2
103895578186139,Kandidat,These ads ran without a disclaimer,≤100,2
103640505731564,Summer images,These ads ran without a disclaimer,≤100,1
101759765933515,Hercegovina 24,These ads ran without a disclaimer,≤100,1
769154923154451,MVSLIM,These ads ran without a disclaimer,≤100,1
269008059900964,Šemsudin Mehmedović,These ads ran without a disclaimer,≤100,2
108018775010647,Srebrenički.ba,Srebrenica.ba,≤100,1
108491201655125,dr.igor.jeremic,These ads ran without a disclaimer,≤100,1
106980930982234,Split the week,These ads ran without a disclaimer,≤100,1
199987774118566,Vrisak.info,These ads ran without a disclaimer,≤100,1
103615125610020,Save Ukraine,These ads ran without a disclaimer,≤100,2
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,≤100,1
114256413714270,Da se ne ponovi maj 2014.,Srđan Đurić,≤100,2
102025441634931,Amel Duharkić,Amel Duharkić,≤100,1
106211661733967,Ne na Buni i u mome Blagaju,These ads ran without a disclaimer,≤100,1
109139390959955,Hasan Tanović,These ads ran without a disclaimer,≤100,1
1481996415461299,EntheoNation,These ads ran without a disclaimer,≤100,21
102025441634931,Amel Duharkić,These ads ran without a disclaimer,≤100,1
400615566669562,Igor Radojičić,These ads ran without a disclaimer,≤100,1
104853624664498,Narod i Pravda Kiseljak,These ads ran without a disclaimer,≤100,1
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,≤100,4
178904278938779,Regional Education and Information Centre - REIC,These ads ran without a disclaimer,≤100,1
105412905161989,Огњен Бодирога,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,11
113061971424250,TravelCo,These ads ran without a disclaimer,≤100,1
1665818453645596,NES BIH-Gradska organizacija Bosanska Krupa,Armin Papić,≤100,1
100678085968477,Polish House Davos,These ads ran without a disclaimer,≤100,6
106278708591533,Foreign Investment Agency Vietnam - FIA Vietnam,These ads ran without a disclaimer,≤100,10
1887394344883841,Leakshare,These ads ran without a disclaimer,≤100,31
108857608584559,Dr Mediha Hasić-Mujanović,These ads ran without a disclaimer,≤100,4
206453316149698,Disugual PetFood,These ads ran without a disclaimer,≤100,1
109463632035877,oktanomanija,These ads ran without a disclaimer,≤100,3
284370804968723,"Croatian service, China radio International",These ads ran without a disclaimer,≤100,6
107207931828456,Next Thing Technologies,These ads ran without a disclaimer,≤100,5
104715858410560,Sphera,These ads ran without a disclaimer,≤100,7
109151715334265,Recasty - AI Mashups Generator,These ads ran without a disclaimer,≤100,1
170718711184,Humanity in Action,These ads ran without a disclaimer,≤100,1
68793499001,UNICEF,UNICEF,≤100,50
200470443431812,Tribuna.com Україна,These ads ran without a disclaimer,≤100,1
149647671720061,HARTMANN GROUP,These ads ran without a disclaimer,≤100,1
23565920773,Shakespeare's Globe,These ads ran without a disclaimer,≤100,1
104877488982288,SLB,These ads ran without a disclaimer,≤100,8
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,125
106500354362241,BiH ESAP 2030+,These ads ran without a disclaimer,≤100,1
274755233004560,Centar za održivi razvoj COR BiH,These ads ran without a disclaimer,≤100,1
63122812048,International Electrotechnical Commission (IEC),These ads ran without a disclaimer,≤100,1
100703931998226,Yu Nostalgija,These ads ran without a disclaimer,≤100,3
195377690922805,CRNA Hronika BIH,These ads ran without a disclaimer,≤100,1
101171432328967,Адвокатське об’єднання «Лексар»,These ads ran without a disclaimer,≤100,1
100251972821778,Burlington Contemporary,These ads ran without a disclaimer,≤100,1
274138756817,Architonic,These ads ran without a disclaimer,≤100,2
102093952999,Reeperbahn Festival,These ads ran without a disclaimer,≤100,1
104440868856860,Inform Time,These ads ran without a disclaimer,≤100,1
57373793897,RedR UK,These ads ran without a disclaimer,≤100,2
108422337384894,BasketNews.com,These ads ran without a disclaimer,≤100,1
2180285045532117,Privredna komora Republike Srpske,These ads ran without a disclaimer,≤100,1
1422393921386710,Pure Air Zone,These ads ran without a disclaimer,≤100,7
968019463291751,Arnel Isak,These ads ran without a disclaimer,≤100,1
102182535301582,drlilalip,These ads ran without a disclaimer,≤100,1
101605869353841,susretisasobom,These ads ran without a disclaimer,≤100,1
422140587928776,LIMET,These ads ran without a disclaimer,≤100,1
114922459886098,Уједињена Српска - Дервента / Ujedinjenа Srpskа - Derventa,These ads ran without a disclaimer,≤100,2
100199438609015,Tomo Bandić,These ads ran without a disclaimer,≤100,1
1846971942211465,Saloodo,These ads ran without a disclaimer,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
557292354434420,Karton revolucija,These ads ran without a disclaimer,≤100,1
307866699304366,Dr Milan Miličević / Др Милан Миличевић,These ads ran without a disclaimer,≤100,1
1509812532424154,Sulapac,These ads ran without a disclaimer,≤100,7
103331908547123,Marko Trivunović - odbornik,These ads ran without a disclaimer,≤100,1
102802955817933,Centralna izborna komisija Bosne i Hercegovine,These ads ran without a disclaimer,≤100,1
103232058470340,Dr Božo Jurić - kandidat HDZ BiH za Skupštinu TK pod rednim brojem 4,These ads ran without a disclaimer,≤100,1
2090053947876432,Siniša Nikić - Синиша Никић,These ads ran without a disclaimer,≤100,2
101134605292305,Mustafa Ružnić,These ads ran without a disclaimer,≤100,1
101666052762028,euyc.green,These ads ran without a disclaimer,≤100,1
102332908107572,TD portal,These ads ran without a disclaimer,≤100,1
169551136529813,Visit Bjelašnica,These ads ran without a disclaimer,≤100,1
104102144529782,Meridianbet,These ads ran without a disclaimer,≤100,2
105981767521503,3T - Zenković,These ads ran without a disclaimer,≤100,1
286094071469577,VINCI Energies,These ads ran without a disclaimer,≤100,3
162150880545539,IONOS,These ads ran without a disclaimer,≤100,2
104704608867829,DCAF Border Security Programme,These ads ran without a disclaimer,≤100,3
916689468494662,NES BiH - Narodni evropski savez BiH,These ads ran without a disclaimer,≤100,1
100886465654997,going to world,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,4
101482062021005,Chinese Language,These ads ran without a disclaimer,≤100,2
433881463342870,United Nations - Serbia,These ads ran without a disclaimer,≤100,1
1608898765820336,Vogue Polska,These ads ran without a disclaimer,≤100,1
297734211010011,Adil Šuta,These ads ran without a disclaimer,≤100,2
411064929744268,Жіночий Ветеранський Рух,These ads ran without a disclaimer,≤100,1
2249659415320780,KK Željo 1971 Bihać,These ads ran without a disclaimer,≤100,1
107243187685739,Горан Марић - Goran Marić,Goran Marić,≤100,1
108801227559988,Tarik Halilović,These ads ran without a disclaimer,≤100,1
112383058932413,Communis Sarajevo,Communis,≤100,1
100646769416836,Adis Varcar,Adis Varcar,≤100,1
1399933563560497,"Romanian Service, China Radio International",These ads ran without a disclaimer,≤100,3
195728538050,Netokracija,These ads ran without a disclaimer,≤100,2
369714413613755,HBL laboratorija,These ads ran without a disclaimer,≤100,1
107701498712145,Ibrahimovic,These ads ran without a disclaimer,≤100,1
105293119509017,Metals News,These ads ran without a disclaimer,≤100,1
107002077988,ROI Community,These ads ran without a disclaimer,≤100,1
502629179923681,South East European Network for Professionalization of Media,These ads ran without a disclaimer,≤100,1
196350137157512,Friedrich-Ebert-Stiftung Bosna i Hercegovina,These ads ran without a disclaimer,≤100,2
104612557802994,1 minut - Biblijske Crtice Ljubavi,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,16
103335412130553,Галіченко Наталія,These ads ran without a disclaimer,≤100,1
111544041335161,Antikorupcija info,These ads ran without a disclaimer,≤100,2
116418106776817,Elvira Abdić Jelenović,These ads ran without a disclaimer,≤100,1
1210034445780962,Міжнародне радіо Китаю,These ads ran without a disclaimer,≤100,4
507855376257502,"Centar za energiju, energijsku efikasnost i okolinu",These ads ran without a disclaimer,≤100,1
111419237837506,Darko Kuzmanović - Дарко Кузмановић,These ads ran without a disclaimer,≤100,1
110874274741931,Podcast Jugoslavija,These ads ran without a disclaimer,≤100,1
120699708033935,The BOMA Project,These ads ran without a disclaimer,≤100,3
108505381788356,_stop_war_in_ukraine_2022,These ads ran without a disclaimer,≤100,1
454338744678093,Sportski savez Kantona Sarajevo,These ads ran without a disclaimer,≤100,1
103672051126994,supeljak_jasmina,These ads ran without a disclaimer,≤100,1
497073450426490,BH novinari,These ads ran without a disclaimer,≤100,1
102582158520411,Miloš Stanišić - Милош Станишић,These ads ran without a disclaimer,≤100,1
401249749923397,Padrino radio - HP,These ads ran without a disclaimer,≤100,1
838311142953864,Dr.sc. Haris Fazlagic,These ads ran without a disclaimer,≤100,1
105220269037193,sasvimsvoja,These ads ran without a disclaimer,≤100,1
240924473112480,Nacional.live,These ads ran without a disclaimer,≤100,1
1490330444520713,Kongres Bošnjaka Svijeta - World Congress of Bosniaks,These ads ran without a disclaimer,≤100,1
112069987360502,Channel F9,These ads ran without a disclaimer,≤100,1
107294185611281,Sneakers_gradacac.ba,These ads ran without a disclaimer,≤100,1
267264199961398,Change the World Model United Nations,These ads ran without a disclaimer,≤100,5
101433375640220,Elvedin Okerić,These ads ran without a disclaimer,≤100,1
104636857906349,Zerow,These ads ran without a disclaimer,≤100,8
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100,2
1522316844651921,Mudrost Kralja Salomona i njegovih Izreka,These ads ran without a disclaimer,≤100,2
279083325560817,Running Out of Time,These ads ran without a disclaimer,≤100,11
351671375760473,The GCCA,These ads ran without a disclaimer,≤100,3
279784679429805,Časopis Odiseja,These ads ran without a disclaimer,≤100,4
554160167957516,UDG Montenegro,These ads ran without a disclaimer,≤100,1
35335786143,Cat Electric Power,These ads ran without a disclaimer,≤100,1
108444878569490,Poslanica Južnim Slavenima,Edin Husković,≤100,2
107973508055762,Istorijski_Retrovizor,These ads ran without a disclaimer,≤100,2
110989470498697,Raport Media,These ads ran without a disclaimer,≤100,1
103626315753960,Green Europe,These ads ran without a disclaimer,≤100,1
719853864726295,Mindvalley,These ads ran without a disclaimer,≤100,23
674374605962850,Future of Life Institute,These ads ran without a disclaimer,≤100,4
1809714036021581,ProVeg International,These ads ran without a disclaimer,≤100,2
104040369123795,Ala je lep ovaj svet,These ads ran without a disclaimer,≤100,1
579848135530446,Porzellanmanufaktur FÜRSTENBERG,These ads ran without a disclaimer,≤100,7
110528465042967,Sakiba Hotović,These ads ran without a disclaimer,≤100,1
102301423242707,Fashion.Beauty.Love,These ads ran without a disclaimer,≤100,1
104260388124109,HYDAC Group,These ads ran without a disclaimer,≤100,4
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,79
333293986861604,Jean Richard MusiK,These ads ran without a disclaimer,≤100,2
100517660010925,Topcon Agriculture,These ads ran without a disclaimer,≤100,1
108677371750255,3Seas Europe,These ads ran without a disclaimer,≤100,1
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,≤100,15
129186373785274,Plazma Sportske igre mladih,These ads ran without a disclaimer,≤100,2
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,≤100,12
555755224474277,Josefinas,These ads ran without a disclaimer,≤100,7
103565348278769,USAID Developing Sustainable Tourism in Bosnia & Herzegovina - Turizam,These ads ran without a disclaimer,≤100,2
509363782429979,Zenith Services,These ads ran without a disclaimer,≤100,1
102393821206111,RainKiss,These ads ran without a disclaimer,≤100,2
650595428332274,Patria,These ads ran without a disclaimer,≤100,1
880616942057280,International Summer University of the University of Tartu,These ads ran without a disclaimer,≤100,1
118094304881048,Semir Osmanagich,These ads ran without a disclaimer,≤100,1
1984620174988993,1945 Air Force,These ads ran without a disclaimer,≤100,2
104764758821194,Obisn,These ads ran without a disclaimer,≤100,4
126166480762310,SelectScience,These ads ran without a disclaimer,≤100,3
696856010503112,Mr.Highline,These ads ran without a disclaimer,≤100,4
106620807391911,Roche,These ads ran without a disclaimer,≤100,3
128460617656602,eeDesignIt,These ads ran without a disclaimer,≤100,6
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,5
105879495731436,passaportus,These ads ran without a disclaimer,≤100,1
107012374953251,SmartCover,These ads ran without a disclaimer,≤100,1
730238507162118,Cryptonary,These ads ran without a disclaimer,≤100,2
303571630153739,Legacy of War Foundation,These ads ran without a disclaimer,≤100,8
916755605128936,Val Publishing House & Bookstore,These ads ran without a disclaimer,≤100,1
1386091578286558,ARX,These ads ran without a disclaimer,≤100,5
107134341801432,"New European Bauhaus: beautiful, sustainable, together",These ads ran without a disclaimer,≤100,2
105628095422868,mehanoviceva_0808,These ads ran without a disclaimer,≤100,2
199298416386,EE Times - Electronic Engineering Times,These ads ran without a disclaimer,≤100,1
107600958493138,Bobo wallpaper,These ads ran without a disclaimer,≤100,1
371764683018,Bezbednost.org,These ads ran without a disclaimer,≤100,1
112486717952649,Super Rich Tax,These ads ran without a disclaimer,≤100,2
100309756118342,Stand For Ukrain,These ads ran without a disclaimer,≤100,2
