Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,G24 News TV,Yayasan Golkar Institut SPKP,3992758146,5265
23383061178,Prabowo Subianto,indonesia Adil makmur,3488048215,260
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,3084874246,1449
120153686360600,Appi - Rahman,Bosowa,2973028234,1071
166677693366218,Gojek Indonesia,Gojek Indonesia,1314797635,26
389748318126373,Perempuan Indonesia,Meyrza Ashrie Tristyana,682104187,488
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,660743904,345
817680508269679,LAZNAS Dewan Dakwah,These ads ran without a disclaimer,539218270,535
959291374109807,Alipay,These ads ran without a disclaimer,486443063,7
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,483795501,208
105994291517117,Kuncie.id,These ads ran without a disclaimer,483213302,8
204862942932993,Nikkei Asia,These ads ran without a disclaimer,479801496,908
678421075696415,Giring Ganesha,Giring Ganesha,474092249,367
614375262100876,Partai Nasdem,Naila Saadah,448016790,475
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,393408298,2003
106026528875581,Pejuang Puan,Pejuang Puan,378912028,1094
695605000462574,CNN Indonesia,CNN Indonesia,346563340,295
106559844743969,kumparanplus,PT. Dynamo Media Network,333345478,412
104940148858518,Bersama Mbak Puan,Bersama Puan,327951445,964
200969413280005,Shell,These ads ran without a disclaimer,311071337,3
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,310277232,314
144214102401186,Maman Abdurrahman,Maman Abdurrahman,284050835,326
104809114963755,Arus Baik,Arus Baik,282475530,4427
102262302515901,Henry Indraguna,Nurazmi Batubara,264249404,101
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,256345728,1573
1051102198265216,Spotify,Spotify,250112532,31
197545083607941,Harian Kompas,Harian Kompas,241808412,1236
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,231316048,280
36786411434,Liputan6,Liputan6,230954970,597
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,230579714,404
1524478027608546,Bizhare,These ads ran without a disclaimer,228547330,8
106659018854198,G24 Golkar Jatim,Yayasan Golkar Institut SPKP,222350507,28
119934529402873,Switch Mobile Indonesia,These ads ran without a disclaimer,218707408,12
164882486874333,antaranews.com,ANTARA,216887266,210
102122622640795,Catatan Menko Airlangga,Yayasan Golkar Institut,211098572,106
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,209658933,568
68793499001,UNICEF,UNICEF with Facebook Ad Credits,197667631,278
104125144837866,Walikota Pilihan Makassar,Bosowa,183437885,92
102793242742002,Jaksapedia,JAKSAPEDIA,181497280,305
278932119108288,Akulaku Indonesia,These ads ran without a disclaimer,175704747,13
54779960819,United Nations,United Nations with Facebook Ad Credits,175335063,3
101971245965029,Siap Kawal Polri,Kawal Polri,175077264,643
620010564801300,Barisan Perempuan Indonesia,Nindra Maharani,171280153,269
108308008686834,G24 Golkar Jabar,Yayasan Golkar Institut SPKP,165670850,23
106452411656233,DCFX Indonesia,These ads ran without a disclaimer,165574134,25
1500140530273695,Kimia Farma Care,Kimia Farma,163554043,94
384349205715508,Sehatkan Udaraku,Cerahkanlah ID,148286522,236
