Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
109443503917063,Hort Americas Mexico,These ads ran without a disclaimer,329,1
109289834689273,Arias.Jurídico,These ads ran without a disclaimer,325,1
102527209215235,Most Active,These ads ran without a disclaimer,323,8
1823807254333065,Soy Más País,These ads ran without a disclaimer,322,6
390209621135277,Leidy Baldo Master Coach,These ads ran without a disclaimer,318,2
113604788660178,repretel.com,These ads ran without a disclaimer,318,2
105890128155344,Hidroponía Completo,These ads ran without a disclaimer,318,3
104450524848549,ruben.ramirez.ph,These ads ran without a disclaimer,312,1
1374826826104281,Sensibo,These ads ran without a disclaimer,302,4
2009798972471052,Gabriel de Carvalho - Espanol,These ads ran without a disclaimer,300,2
762738863923804,Akamai Careers,These ads ran without a disclaimer,297,2
101443721586040,lacasa8astrologia,These ads ran without a disclaimer,282,2
595261557162890,Esperanza y Renovación Fundación FANER,These ads ran without a disclaimer,282,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,280,1
278226958949773,DJ CYN,These ads ran without a disclaimer,280,3
107709654914202,Librería The Book Report,These ads ran without a disclaimer,279,1
472590556175199,La Doble Tracción,These ads ran without a disclaimer,274,1
105480725706202,Consejos de internet,These ads ran without a disclaimer,272,1
1817452751827814,Política Manuel Cordero,These ads ran without a disclaimer,265,1
18983389920,Open Society Foundations,These ads ran without a disclaimer,264,4
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,259,8
793023960883096,Creaciones Leonor CR,These ads ran without a disclaimer,259,1
103992786357969,The Shift Network,These ads ran without a disclaimer,259,6
146822255731958,Fast Travel Games,These ads ran without a disclaimer,252,1
1409954765977599,IMEP - Institute of Medicine and Psychology,These ads ran without a disclaimer,252,1
100870162637541,Mundo del Entretenimiento,These ads ran without a disclaimer,251,1
111269601874307,Comunidade da criança,These ads ran without a disclaimer,246,13
444627685957499,Eucalipto Bienes Raíces,These ads ran without a disclaimer,246,1
107040231870127,SobreVerso,These ads ran without a disclaimer,244,1
1840427712720136,Bruno Acosta,These ads ran without a disclaimer,242,3
292115867501203,La Obra De Marte,These ads ran without a disclaimer,242,1
107210618384652,Kumon Costa Rica,These ads ran without a disclaimer,239,1
111184998082607,Saúl Vega,These ads ran without a disclaimer,239,3
856012741442139,Ipas LAC,These ads ran without a disclaimer,239,1
369321159923080,Directorio,These ads ran without a disclaimer,238,1
106883638833589,El Cambio Posible,These ads ran without a disclaimer,237,5
19740928752,World Animal Protection,These ads ran without a disclaimer,234,3
102420429294614,Luque Academy,These ads ran without a disclaimer,234,4
204771226227499,Ecofeminismo para otro mundo posible,These ads ran without a disclaimer,226,1
115895401463440,Entretenimiento,These ads ran without a disclaimer,223,6
102441338860194,Anatomy of Night,These ads ran without a disclaimer,221,1
116430521327202,Luiza Garcia P,These ads ran without a disclaimer,216,1
794835110567897,Sol Imóveis Solutions,These ads ran without a disclaimer,215,1
103332995742824,Familia MÁS digital,These ads ran without a disclaimer,214,1
103680108384291,lecturasdecompostaje,These ads ran without a disclaimer,213,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,211,16
347683795597970,Representante independiente RENA WARE Liliana Barquero,These ads ran without a disclaimer,211,1
2552060571686733,Novakid Polska,These ads ran without a disclaimer,210,2
104376759188069,Agsky-scrape,These ads ran without a disclaimer,210,6
219647196700303,lecturaycafe_,These ads ran without a disclaimer,210,1
110251450449181,Karol Salas,These ads ran without a disclaimer,202,2
64423413086,The Four Winds Society,These ads ran without a disclaimer,202,2
113738186940566,Sara Cecilia Parra S.,These ads ran without a disclaimer,200,1
2092924957605425,Solis,These ads ran without a disclaimer,199,9
215999198905669,Mascontainer,These ads ran without a disclaimer,195,1
29056789480,Project Syndicate,These ads ran without a disclaimer,194,4
103512969698091,Le Tour de France,These ads ran without a disclaimer,190,1
347265340270,Architecture Competitions,These ads ran without a disclaimer,190,2
117476041631671,AmCham Costa Rica,These ads ran without a disclaimer,189,1
100247060075283,Factura Electrónica,These ads ran without a disclaimer,183,1
106641265403493,Instituto de Arte y Diseño,These ads ran without a disclaimer,182,23
102227728415643,Lundbeck LATAM,These ads ran without a disclaimer,180,4
576321816165141,Impacto Noticias CR,These ads ran without a disclaimer,178,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,178,3
104992342372275,Mattia Surtees,These ads ran without a disclaimer,177,10
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,172,2
1760975187523729,Movimientos Sociales CR,These ads ran without a disclaimer,171,1
114185451261050,mayorga1509,These ads ran without a disclaimer,168,2
102810102487619,Sarah Jones,These ads ran without a disclaimer,167,1
213748235367009,Amigos del Aprendizaje - ADA,These ads ran without a disclaimer,167,1
1102199946478493,Spotlight,These ads ran without a disclaimer,167,8
104556918342289,zenbruja,These ads ran without a disclaimer,166,1
362991517395753,Cinzia Signoretti - Fantasticane,These ads ran without a disclaimer,166,3
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,164,12
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,162,4
107358737810334,Loros Sin Fronteras,These ads ran without a disclaimer,162,4
106394871278125,Dale la Vuelta a la Diabetes,These ads ran without a disclaimer,161,1
108061471650955,SoluTec,These ads ran without a disclaimer,161,5
140609392651493,Centro Alemán de Información para Latinoamérica,These ads ran without a disclaimer,160,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,157,2
105347532154652,D reame-novel-01,These ads ran without a disclaimer,156,1
216311481960,Bill Gates,These ads ran without a disclaimer,156,3
2294896137269340,Planyt,These ads ran without a disclaimer,155,1
1126736284004313,Brando Angulo,These ads ran without a disclaimer,154,1
344769119523208,Adri Duque,These ads ran without a disclaimer,153,2
195210991410496,Acadian Plant Health LATAM,These ads ran without a disclaimer,150,1
2384287768470877,מוזיאון ידידי ישראל,These ads ran without a disclaimer,148,1
113505180167485,Vita_Thani,These ads ran without a disclaimer,146,1
109362777221493,bernardosambra,These ads ran without a disclaimer,145,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,143,5
205093963028353,Collision Conf,These ads ran without a disclaimer,143,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,140,1
102853012160017,La Bronca,These ads ran without a disclaimer,140,1
109391388543268,Mariana Alves,These ads ran without a disclaimer,138,7
17108722387,Fundación Gabo,These ads ran without a disclaimer,137,4
231908277423664,HORA CERO,These ads ran without a disclaimer,135,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,135,16
101434362823135,rolandoprusak,These ads ran without a disclaimer,131,1
101736596126028,kateryna_palanska,These ads ran without a disclaimer,130,2
108562965017764,vaccottifer,These ads ran without a disclaimer,129,5
103355052143433,Tribu Deportiva,These ads ran without a disclaimer,129,1
105434295876078,redjuafro.lac,These ads ran without a disclaimer,129,1
104082302376698,Swarovski Foundation,These ads ran without a disclaimer,129,1
129348553750248,Preserve Planet,These ads ran without a disclaimer,128,1
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,127,11
95775573753,Frontiers,These ads ran without a disclaimer,127,7
108474591067362,INNOVANT.us,These ads ran without a disclaimer,125,1
31292782350,Deutschland.de,These ads ran without a disclaimer,125,62
100162738241949,Xu Zeyu,These ads ran without a disclaimer,124,4
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,123,4
112367426894013,carinacastrofumeronp,These ads ran without a disclaimer,123,1
105363981572150,Moon Colonization Program,These ads ran without a disclaimer,120,2
104768442253876,joab_lector_,These ads ran without a disclaimer,120,1
101567018665085,Kiupik Queer Media,These ads ran without a disclaimer,120,1
109644480828594,Paréntesis Legal,These ads ran without a disclaimer,120,1
115417791490323,fyndulat,These ads ran without a disclaimer,120,1
157080284391723,Oriéntame,These ads ran without a disclaimer,119,4
104313925741650,xenofobia.cero,These ads ran without a disclaimer,119,1
192936377437146,Hacienda Baru,These ads ran without a disclaimer,119,1
630406247597638,ImpactWayv,These ads ran without a disclaimer,119,1
107714748645793,Big Buzz,These ads ran without a disclaimer,119,4
103045249292781,Funnies Now - Magazine Page 3,These ads ran without a disclaimer,119,14
597859916903978,Nomad Africa Magazine,These ads ran without a disclaimer,118,1
738777416145406,The Agam Agenda,These ads ran without a disclaimer,117,8
191367330892004,UBC Engineering,These ads ran without a disclaimer,115,2
100877928721655,Canny 420 - Cultiva tu Bienestar,These ads ran without a disclaimer,115,1
171596616293058,ROOM diseño,These ads ran without a disclaimer,113,3
304895322914950,CloudLabs STEM,These ads ran without a disclaimer,113,1
1699558330295892,HAPPY KIDS,These ads ran without a disclaimer,113,2
100357715349653,Noticias del Oso,These ads ran without a disclaimer,112,4
481214249006897,Modayestilon&g,These ads ran without a disclaimer,111,2
395270890868954,Estúdio África,These ads ran without a disclaimer,111,3
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,110,4
109234018766722,Arkad-03,These ads ran without a disclaimer,108,2
104181035763790,Helena Fernandes,These ads ran without a disclaimer,108,3
655223927913033,Ciudades y Pueblos por el Comercio Justo Latinoamérica y el Caribe,These ads ran without a disclaimer,108,1
115591005188475,Global Times,These ads ran without a disclaimer,108,3
105448452269780,Lifestylecog,These ads ran without a disclaimer,107,4
112048311110004,Más Eme,These ads ran without a disclaimer,107,2
106839411346981,Consultorio Emotivo,These ads ran without a disclaimer,107,2
216513019118177,Roche Chile,These ads ran without a disclaimer,104,4
104847847912336,Shot by Shana,These ads ran without a disclaimer,102,1
111827148225737,Mauricio Leite,These ads ran without a disclaimer,102,1
161668887353842,Bíblica Virtual,These ads ran without a disclaimer,101,1
105414335279632,El Mundo Necesita Ayuda,These ads ran without a disclaimer,≤100,2
204847128458,World Parrot Trust,These ads ran without a disclaimer,≤100,4
437699849757325,Cocina de Hoy con Chef Rebecca por xpertv,These ads ran without a disclaimer,≤100,1
795719297296041,Ined - Instituto Nacional de Educación Digital,These ads ran without a disclaimer,≤100,1
104417307849305,Regiduría Frente Amplio Pérez Zeledón,These ads ran without a disclaimer,≤100,1
102799117789648,Raimundo Santamarta,These ads ran without a disclaimer,≤100,1
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,≤100,3
103035575976782,El Sionon,These ads ran without a disclaimer,≤100,1
125918578151807,Newman Institute,These ads ran without a disclaimer,≤100,1
103389318864681,Mamãe da Ayla,These ads ran without a disclaimer,≤100,1
106394852401795,mg.legit,These ads ran without a disclaimer,≤100,1
111688400614689,J.M Fotografía,These ads ran without a disclaimer,≤100,2
209596159055433,Clase Ejecutiva UC,These ads ran without a disclaimer,≤100,3
401447723612339,Lau Vet,These ads ran without a disclaimer,≤100,1
100684579497796,feuna.cr,These ads ran without a disclaimer,≤100,1
102263001696586,גרין אקדמי- בית ספר מקוון ללימודי קיימות וסביבה,These ads ran without a disclaimer,≤100,1
1358396247570713,Greentech • Educación Ambiental - Hispanoamérica,These ads ran without a disclaimer,≤100,3
109501631856985,Gencestyle,These ads ran without a disclaimer,≤100,5
109992798294853,Good View Hunting,These ads ran without a disclaimer,≤100,2
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,2
2279264422124393,Vibra Latina Houston,These ads ran without a disclaimer,≤100,3
2064451320451155,GHIS,These ads ran without a disclaimer,≤100,2
1174091096006585,Fundació General de la Universitat de València,These ads ran without a disclaimer,≤100,1
103902772675099,Paola Noboa,These ads ran without a disclaimer,≤100,14
111900941299440,paubusa,These ads ran without a disclaimer,≤100,1
1768832216739100,CEMarin,These ads ran without a disclaimer,≤100,2
103061592394639,Flor Liz,These ads ran without a disclaimer,≤100,1
106434161907034,anny.with2n,These ads ran without a disclaimer,≤100,1
133022732713,Fraternidad Teológica Latinoamericana,These ads ran without a disclaimer,≤100,1
102368071158002,Solis Latam,These ads ran without a disclaimer,≤100,2
226340004415678,Hook and Net,These ads ran without a disclaimer,≤100,1
131347596900240,Servindi,These ads ran without a disclaimer,≤100,5
101650324812061,Sabrina la Princess,These ads ran without a disclaimer,≤100,1
103813369353894,Las Andreas,These ads ran without a disclaimer,≤100,1
110994860687642,Slow Greeny,These ads ran without a disclaimer,≤100,3
1854102114877469,Mommy Daily Honduras,These ads ran without a disclaimer,≤100,1
586435545043317,Heberth Alves,These ads ran without a disclaimer,≤100,1
100992972694402,Inteligency Emocional,These ads ran without a disclaimer,≤100,4
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100,2
101055602163554,Too Cool - Stories,These ads ran without a disclaimer,≤100,4
355294818398842,Escuela Mexicana de la Construcción,These ads ran without a disclaimer,≤100,2
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,5
729901447085223,Paul Lewis,These ads ran without a disclaimer,≤100,1
100798171980153,Paragon Institute of Innovation,These ads ran without a disclaimer,≤100,1
537316273852678,"𝘿𝙊𝙉𝘼𝙇𝘿 𝙏𝙍𝙐𝙈𝙋 𝙅𝙍,",These ads ran without a disclaimer,≤100,1
630924141178792,Sneaker Toast,These ads ran without a disclaimer,≤100,10
101633918869065,Shalom for Women I.,These ads ran without a disclaimer,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,5
363515435292,Carmen Espinoza Muñante,These ads ran without a disclaimer,≤100,1
102494762399242,gabrielmondacaphoto,These ads ran without a disclaimer,≤100,2
280879368774303,EntendendoiPhone,These ads ran without a disclaimer,≤100,1
214061167976,El Tiempo Latino,These ads ran without a disclaimer,≤100,5
240336477689,FastPro-Secure&Fast-2,These ads ran without a disclaimer,≤100,2
643307955729923,Rabino Yosef Garmon - יוסף גרמון,These ads ran without a disclaimer,≤100,4
102458904985532,Storyroom,These ads ran without a disclaimer,≤100,1
102354289057608,Por la salud de ellas,These ads ran without a disclaimer,≤100,3
769095856453652,Axel Arigato,These ads ran without a disclaimer,≤100,1
105994068254820,Menkay,These ads ran without a disclaimer,≤100,2
101053125829115,frase_y_alma,These ads ran without a disclaimer,≤100,1
444959115580641,RedLacTrans,These ads ran without a disclaimer,≤100,3
109482297640817,estudioorigen,These ads ran without a disclaimer,≤100,1
596858787607676,Ciudades Verdes,These ads ran without a disclaimer,≤100,2
105147769546861,Centro Educativo Jerusalén,These ads ran without a disclaimer,≤100,1
813579548809411,Compass Travelers Magazine,These ads ran without a disclaimer,≤100,1
2261413827506055,Diálogo Político,These ads ran without a disclaimer,≤100,2
372730414520,IDB Lab,These ads ran without a disclaimer,≤100,3
306196559464049,Coopemedicos Costa Rica,These ads ran without a disclaimer,≤100,1
108381975347189,Inglés desde cero,These ads ran without a disclaimer,≤100,1
138672949500141,"CEMM, Centro Educativo María Montserrat",These ads ran without a disclaimer,≤100,1
1256690557709650,Wholesale A4 Copy Papers - Buy Cheap A4 Copy Papers,These ads ran without a disclaimer,≤100,1
1057037797761604,Universidad José Martí de Latinoamérica Campus Mérida,These ads ran without a disclaimer,≤100,2
104784711492573,Vegin: Veganismo más cerca,These ads ran without a disclaimer,≤100,1
326735954029525,DS Forever Photography,These ads ran without a disclaimer,≤100,1
100365208581323,Revolución Eñame,These ads ran without a disclaimer,≤100,2
101376112507138,Profesores de Humanidades,These ads ran without a disclaimer,≤100,1
275360522490014,Akãhatã,These ads ran without a disclaimer,≤100,2
109252635423688,latidokreativo,These ads ran without a disclaimer,≤100,1
640089569347286,"New Zealand Embassy, Mexico City",These ads ran without a disclaimer,≤100,2
110874571760090,esconesi,These ads ran without a disclaimer,≤100,1
102241185523610,PolitiK,These ads ran without a disclaimer,≤100,1
108452731838045,RecoveryNice-UK,These ads ran without a disclaimer,≤100,5
70088406269,Narconon,These ads ran without a disclaimer,≤100,2
105223385595171,Alice Gomes,These ads ran without a disclaimer,≤100,5
149361515084943,Guardianes,These ads ran without a disclaimer,≤100,2
102535489433789,ev_latam,These ads ran without a disclaimer,≤100,2
1599280066969824,Juan Ramón Ortiz-de la Torre Fernández-Aguarón,These ads ran without a disclaimer,≤100,1
100548002764350,ColorBeix,These ads ran without a disclaimer,≤100,1
1193690844094654,Journal des Français à l'étranger,These ads ran without a disclaimer,≤100,1
751269661657206,Bayer Crop Science México,These ads ran without a disclaimer,≤100,9
629197097193241,Success Resources,These ads ran without a disclaimer,≤100,4
107794167478402,Blow,These ads ran without a disclaimer,≤100,3
100636919496521,Ser.EcoCiente,These ads ran without a disclaimer,≤100,2
244991573096618,Red Mundial de Jóvenes Políticos,These ads ran without a disclaimer,≤100,1
115693791505455,岛屿农场游戏,These ads ran without a disclaimer,≤100,2
149230191754256,IPS Agencia de Noticias,These ads ran without a disclaimer,≤100,2
105132945378235,Soledad Esponda,These ads ran without a disclaimer,≤100,1
1556259461269806,Shareably,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,8
174532709290967,FBS Markets Inc.,These ads ran without a disclaimer,≤100,1
820262131363591,Arabi21 - عربي21,These ads ran without a disclaimer,≤100,1
198454000189884,REW.ca,These ads ran without a disclaimer,≤100,1
104383672506649,Fact 101,These ads ran without a disclaimer,≤100,3
107641428875309,mayesalazart,These ads ran without a disclaimer,≤100,1
674374605962850,Future of Life Institute,These ads ran without a disclaimer,≤100,3
112731733833728,Familias: Ahora,These ads ran without a disclaimer,≤100,2
106037038742792,7LuX NFT,These ads ran without a disclaimer,≤100,1
122857888384102,Colorado 4x4 CR,These ads ran without a disclaimer,≤100,1
146841588715199,Instituto de Investigaciones Antropológicas,These ads ran without a disclaimer,≤100,1
111935394678144,laura.andrade.zacarias,These ads ran without a disclaimer,≤100,1
100727704806957,Alejandro Cabrera M.,These ads ran without a disclaimer,≤100,3
1681705818787042,Soy NNDX,These ads ran without a disclaimer,≤100,1
107924793226971,Última trinchera,These ads ran without a disclaimer,≤100,1
102360976006582,One World,These ads ran without a disclaimer,≤100,1
1464734247164048,Grupo IPS,These ads ran without a disclaimer,≤100,1
365493950497394,Sustainable & Social Tourism Summit,These ads ran without a disclaimer,≤100,7
1450770111846109,Dr. Cristhian Alvarado - Dermatologo,These ads ran without a disclaimer,≤100,1
100884516087084,Neuro-inglés,These ads ran without a disclaimer,≤100,1
104736492007640,Hámer Salazar,These ads ran without a disclaimer,≤100,1
116780567115083,Tissue Online Latinoamérica,These ads ran without a disclaimer,≤100,8
184661098229492,Global Development Network,These ads ran without a disclaimer,≤100,1
2435244703465902,Yo decido cómo,These ads ran without a disclaimer,≤100,2
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,5
111971563794204,Diana Chávez,These ads ran without a disclaimer,≤100,1
110113055153318,Claudia Mota,These ads ran without a disclaimer,≤100,1
105898939096628,Domani Media,These ads ran without a disclaimer,≤100,1
1584418911887676,Roavis,These ads ran without a disclaimer,≤100,4
101684404976806,estefania.danae,These ads ran without a disclaimer,≤100,1
100659939116114,Cursos online,These ads ran without a disclaimer,≤100,1
999188666785524,阿里巴巴集團,These ads ran without a disclaimer,≤100,2
105333165416452,constantino.sc,These ads ran without a disclaimer,≤100,1
104606311810920,Viviendo sin tapujos,These ads ran without a disclaimer,≤100,1
100044596562197,,These ads ran without a disclaimer,≤100,1
103610155754521,gustavopereir_s,These ads ran without a disclaimer,≤100,1
160720010711227,Panel Rey,These ads ran without a disclaimer,≤100,1
102037605939190,Zuma solar,These ads ran without a disclaimer,≤100,1
100685516644957,Fundación Foro,These ads ran without a disclaimer,≤100,1
148649318874288,La Nica Healthy,These ads ran without a disclaimer,≤100,1
103768275003624,creativemoodarchitecture,These ads ran without a disclaimer,≤100,2
206197753093706,AmazingTalker,These ads ran without a disclaimer,≤100,1
1493546934205422,Instituto Trivium,These ads ran without a disclaimer,≤100,1
89567785207,Kingston LATAM,These ads ran without a disclaimer,≤100,1
103733191524431,Liuxininbeijing,These ads ran without a disclaimer,≤100,3
113308084686127,Santuario Mayor del Amarre,These ads ran without a disclaimer,≤100,1
108940641362278,"Praxis TV - Escuela de Filosofía, UNA",These ads ran without a disclaimer,≤100,1
104630912620139,historia.ordenmundial,These ads ran without a disclaimer,≤100,1
1076780052408280,Massagana,These ads ran without a disclaimer,≤100,1
442304599158563,Alianza Mesoamericana de Pueblos y Bosques,These ads ran without a disclaimer,≤100,1
106450964481055,APsystems LATAM,These ads ran without a disclaimer,≤100,3
202225953152762,Yomeanimo,These ads ran without a disclaimer,≤100,4
351968104935075,La Mierda de Vaca,These ads ran without a disclaimer,≤100,2
101436044789330,pato.cine,These ads ran without a disclaimer,≤100,1
106313092408190,Michelle Jota VBE,These ads ran without a disclaimer,≤100,2
193260427505090,Mack Trucks Latinoamérica,These ads ran without a disclaimer,≤100,1
1164694603562682,FastTony.es,These ads ran without a disclaimer,≤100,2
109367938666013,vozamx,These ads ran without a disclaimer,≤100,1
112185261482901,ELAC - Escuela Latinoamericana de Abogacía Comunitaria y Activismo Jurídico,These ads ran without a disclaimer,≤100,1
827366190936708,Valeria Ferreyra,These ads ran without a disclaimer,≤100,1
104091038449997,Ademacoach,These ads ran without a disclaimer,≤100,1
111169113780515,Instituto de Educación y Crianza,These ads ran without a disclaimer,≤100,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
146481695371146,"มูลนิธิเพื่อสุนัขในซอย, ประเทศไทย (Soi Dog - in Thai)",These ads ran without a disclaimer,≤100,2
100104028388916,Descubriendo China,These ads ran without a disclaimer,≤100,1
268188644057058,Global Technologies and Supplies SA de CV,These ads ran without a disclaimer,≤100,2
282536151804068,La Totuga Music,These ads ran without a disclaimer,≤100,1
110453981957668,Tratamiento del autismo,These ads ran without a disclaimer,≤100,6
111113447867154,The Daily Dose,These ads ran without a disclaimer,≤100,2
903379026492506,Articulación de Movimientos Sociales y OSC Nicaragua,These ads ran without a disclaimer,≤100,1
326770580739640,Tikkun Global,These ads ran without a disclaimer,≤100,1
100606059641026,ABC Cocina Vegana,These ads ran without a disclaimer,≤100,1
268034023788373,Foro Liberal de America Latina,These ads ran without a disclaimer,≤100,1
859053560892477,Ojo al Clima,These ads ran without a disclaimer,≤100,1
225073880968974,Sociedad Mexicana Forense,These ads ran without a disclaimer,≤100,1
107444114261581,Foro Humanos,These ads ran without a disclaimer,≤100,1
135962546480912,CIDES Centro de Investigación para el Desarrollo Sustentable,These ads ran without a disclaimer,≤100,1
100398361314850,Maite Vizcarra,These ads ran without a disclaimer,≤100,1
1542909566001517,Fundación Henry Dunant América Latina,These ads ran without a disclaimer,≤100,1
1027692830618537,Soul Alchemy by Carolina Israel,These ads ran without a disclaimer,≤100,1
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,≤100,2
466173110104582,"El-Shaddai Ministry, Jesus Is Alive Global Worship Centre",These ads ran without a disclaimer,≤100,2
106057831076326,ACR Mundo,These ads ran without a disclaimer,≤100,1
222717911120348,Venus Remedies Limited,These ads ran without a disclaimer,≤100,2
107982141982514,Reimagine.meha,These ads ran without a disclaimer,≤100,1
1820034408214697,envoPAP,These ads ran without a disclaimer,≤100,1
100531316051172,Passion 4 nigeria development initiatives,These ads ran without a disclaimer,≤100,1
105347795713762,livisilva.finanzas,These ads ran without a disclaimer,≤100,1
282609205261913,Soy Rico,These ads ran without a disclaimer,≤100,1
100891269592544,globaltrading_pro,These ads ran without a disclaimer,≤100,1
112275231814174,Los secretos de david,These ads ran without a disclaimer,≤100,1
108966741644172,Koray Beserler 1,These ads ran without a disclaimer,≤100,2
106020818387384,Oniceth DeJehova -Oracion Sanadora,These ads ran without a disclaimer,≤100,1
861734543866515,Teresa Galeano Psicóloga,These ads ran without a disclaimer,≤100,1
101539366235792,Loving from BTS/Blink Supporter,These ads ran without a disclaimer,≤100,1
102346172649666,FastNet Proxy,These ads ran without a disclaimer,≤100,2
101304192456744,carososky,These ads ran without a disclaimer,≤100,1
204862942932993,Nikkei Asia,These ads ran without a disclaimer,≤100,4
103546821029168,Sandra Milena Rey / Samy Rey,These ads ran without a disclaimer,≤100,1
105953807950158,Tiệm Nail Z,These ads ran without a disclaimer,≤100,1
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100,4
442328346347422,Rede Amparo,These ads ran without a disclaimer,≤100,1
119354225577592,Paulina López,These ads ran without a disclaimer,≤100,1
116155101806729,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),These ads ran without a disclaimer,≤100,1
1418847414842462,Asia Youth International MUN,These ads ran without a disclaimer,≤100,2
233826257775,Computerworld.hu,These ads ran without a disclaimer,≤100,5
343731779325769,Pastor Tinu George,These ads ran without a disclaimer,≤100,1
20800882791,Break,These ads ran without a disclaimer,≤100,1
100617472209320,La Guachafita,These ads ran without a disclaimer,≤100,2
103913228654305,Pulsión de Radio,These ads ran without a disclaimer,≤100,1
1585145738370333,VEPA Colombia,These ads ran without a disclaimer,≤100,1
120134306496650,Lalo Solaligue,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
816582735098905,CMG Media - 씨엠지미디어,These ads ran without a disclaimer,≤100,2
463117277060098,Franja Visual,These ads ran without a disclaimer,≤100,1
515292708481100,Cambio Climático & Calentamiento Global,These ads ran without a disclaimer,≤100,1
117531371235659,Inspirinia Ok,These ads ran without a disclaimer,≤100,2
111226201784446,Global Jobs Alert,These ads ran without a disclaimer,≤100,1
109754452061707,Ebenezer Afolabi,These ads ran without a disclaimer,≤100,1
105618258917544,Military Power,These ads ran without a disclaimer,≤100,1
1604853376424331,CLAMU,These ads ran without a disclaimer,≤100,1
103119541432541,Leedu,These ads ran without a disclaimer,≤100,1
107419297592072,Noticias_VCM,These ads ran without a disclaimer,≤100,1
765302097170348,Línea Cero,These ads ran without a disclaimer,≤100,1
241409920140717,Lexfender,These ads ran without a disclaimer,≤100,1
1853157721481969,Roche Costa Rica,These ads ran without a disclaimer,≤100,1
335547285501,Redagricola,These ads ran without a disclaimer,≤100,1
315659968914693,FICEM,These ads ran without a disclaimer,≤100,1
101910231442114,mcquade_arts,These ads ran without a disclaimer,≤100,1
427747764026807,ShanghaiEye,These ads ran without a disclaimer,≤100,2
1935931856454063,Entusiasta Toyota,These ads ran without a disclaimer,≤100,2
1888596997878932,Yoga-Go by Welltech,These ads ran without a disclaimer,≤100,1
101850666142382,Bonjour-34,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,3
1387412604814552,Somos Afro,These ads ran without a disclaimer,≤100,2
100126212204265,Homebond Properties,These ads ran without a disclaimer,≤100,1
161999180502449,World Food Programme,These ads ran without a disclaimer,≤100,1
111261401740761,Nuevas Tácticas en Derechos Humanos,These ads ran without a disclaimer,≤100,1
451591788375786,El Colegio de Morelos,These ads ran without a disclaimer,≤100,1
357444017777047,Bronson.men,These ads ran without a disclaimer,≤100,1
104423658970070,Page Down,These ads ran without a disclaimer,≤100,1
154303191887041,Big Global Travel,These ads ran without a disclaimer,≤100,1
173783723538115,Shliza,These ads ran without a disclaimer,≤100,1
115673558130492,Wsp54,These ads ran without a disclaimer,≤100,1
104128911658066,Our Funny Little Site Center,These ads ran without a disclaimer,≤100,1
108182517415789,Clever Classic,These ads ran without a disclaimer,≤100,1
102565298837770,lollauren,These ads ran without a disclaimer,≤100,1
101163591558152,PTC Therapeutics SAM,These ads ran without a disclaimer,≤100,1
270082823183144,Canton Fair,These ads ran without a disclaimer,≤100,3
575492683148162,파송송,These ads ran without a disclaimer,≤100,1
108584201404731,La Civiltà Cattolica - Edición en español,These ads ran without a disclaimer,≤100,2
561815680508842,"Shurya - Meditacion, relajación y sabiduria",These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,6
151225514988828,Lcda. Melanie Rivera Ruiz,These ads ran without a disclaimer,≤100,1
103484238067077,Karla Cisneros,These ads ran without a disclaimer,≤100,1
110807438602372,Steno Research,These ads ran without a disclaimer,≤100,1
105796975492437,sabina.gahramanova,These ads ran without a disclaimer,≤100,1
