Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
239257199941218,玄葉光一郎　,浜秀夫,54997,4
107582504473044,社会民主進歩党,しんじ 鈴木,54923,2
1548994992084036,ペットセーバー,These ads ran without a disclaimer,54773,5
325560461698270,SFビルサポート,These ads ran without a disclaimer,54424,4
114681586845565,Shopsách việt tại nhật - sách hay tìm bạn,These ads ran without a disclaimer,54278,19
108376385402890,センキョマッチ,Saito Kimi,54226,4
246546292078977,三幸学園,These ads ran without a disclaimer,53779,3
105215518691007,akari_tajimi,These ads ran without a disclaimer,53764,4
110048624675110,立憲民主党衆議院茨城県第３区総支部,博樹 梶岡,53612,7
1603179603232312,株式会社グローバルテクノ,Satoru Manki,53595,19
853176414709745,株式会社 スタジオリンクス,These ads ran without a disclaimer,53558,5
110377124421928,地獄の政治活動に断念しそうな選挙候補予定者のための緊急相談窓口「どぶ板選挙ドットウィン！03-6915-2310」,成田幹男,53525,4
105053475364401,Office True,濱田彩,53497,2
456417981224763,ドクターストレッチ,These ads ran without a disclaimer,53024,4
1559490264356988,NPO法人有明支縁会,NPO法人有明支縁会,53020,18
389714567493,Courrier Japon / クーリエ・ジャポン,These ads ran without a disclaimer,52856,1
192399998157650,市来ハヤト（大阪維新の会｜府政対策委員）,市來隼後援会,52522,4
101308415314685,MAC STAR,Tadashi Sato,52363,8
102604312338717,モテ男研究所,These ads ran without a disclaimer,52061,10
101128225082446,かかりつけ薬局支援システム「Pharms」,These ads ran without a disclaimer,51994,2
109341493905358,ｄマガジン,These ads ran without a disclaimer,51779,1
205509726153491,コミックシーモア,These ads ran without a disclaimer,51605,1
2196728247306610,オスカー不動産投資,These ads ran without a disclaimer,51593,5
155789456614494,東京都事業提案制度,These ads ran without a disclaimer,51569,2
246653075381426,事業構想大学院大学,These ads ran without a disclaimer,51464,1
103012319304529,市橋 ひろし,市橋 ひろし,51383,8
766572097059549,平野恭子,郷学,51374,1
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,51359,10
104782619225992,Chocozap_pr,These ads ran without a disclaimer,51349,3
102044008796314,Sustainable Innovation Lab 広報チーム,一般社団法人 Next Commons Lab,51322,4
140329329898233,しょうゆう事務所,しょうゆう事務所,51176,2
207381549306290,国際NGO プラン・インターナショナル,These ads ran without a disclaimer,51163,8
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,51146,2
370490766375823,株式会社中海テレビ放送,株式会社中海テレビ放送,50645,5
232115973652485,山野 之義,山野ゆきよし後援会事務所,50615,1
118177257866209,竹内つねお後援会「持続可能な美浜町を構想する会」,竹内つねお後援会,50570,2
100105765403941,株式会社GOAL-B,These ads ran without a disclaimer,50323,3
481924995889184,和歌山カジノに反対する海南の会,Yasuhiko Sawasaki,50295,17
571443836691356,Fossil Free Japan,These ads ran without a disclaimer,50152,11
1632780266943730,山川ゆりこ【立憲民主党 埼玉3区】,衆議院議員山川百合子,50000,4
184077075049634,石巻青年会議所,石巻青年会議所,50000,3
108438612916460,日本共産党  山口県委員会,山本 祐三,50000,1
108619874239832,Kaigo Pride,一般社団法人KAiGO PRiDE,50000,1
116519890473491,いわて自民党,いわて自民党,50000,1
109287798759243,春山あすか 千代田区政対策委員,春山あすか後援会,50000,2
297852263672733,政策研究大学院大学科学技術イノベーション政策研究センター/科学技術イノベーション政策プログラム,Noel Kikuchi,50000,1
103542895294118,大阪市民の財産を守る会,大阪市民の財産を守る会,50000,2
212089038903659,UNHCR Japan 国連難民高等弁務官駐日事務所,UNHCR駐日事務所,50000,2
1645253382455359,Tsukuba Place Lab,Kyohei Horishita,50000,1
488696161184397,集英社クリエイティブ,集英社クリエイティブ,49999,4
106645241803622,熊本県選挙管理委員会,前山龍介,49999,2
1951006571832338,楽天生命,These ads ran without a disclaimer,49855,1
1677281999208690,広瀬まき応援アカウント,広瀬まき後援会,49848,13
397282540327887,たまごクラブ ひよこクラブ,These ads ran without a disclaimer,49525,1
591510874215375,立憲民主党 海江田万里,海江田万里を支える会,49498,2
107733084252539,Helpfeel-ヘルプフィール,These ads ran without a disclaimer,49266,2
115368006508463,ナムコ,These ads ran without a disclaimer,49172,2
149100958626488,株式会社ブレインワークス,株式会社ブレインワークス,49128,1
317565881606273,公益社団法人　浦安青年会議所,Shun Minezaki,48936,3
1926753657635792,PHC Medicom ピーエイチシー・メディコム,These ads ran without a disclaimer,48932,26
1026259590838613,常陸大宮市役所,These ads ran without a disclaimer,48875,5
101711075096284,時松智弘と大津安心安全を創る会,ともひろ ときまつ,48548,11
1990414947729965,谷川とむ　生き活き泉州！,These ads ran without a disclaimer,48510,31
100853766221298,学校法人中村学園,These ads ran without a disclaimer,48362,4
114564043562052,SDGs Online FESTA,Akiyama Kohjiro,48361,10
1229283280427631,小豆島せとうち感謝館,These ads ran without a disclaimer,48151,1
313893192036685,すららネット,These ads ran without a disclaimer,48075,1
278274305582570,神戸市広報,These ads ran without a disclaimer,48034,3
100483811781094,biup_women,These ads ran without a disclaimer,48033,1
100790764865115,高崎目線  ～高崎に住むということ～,These ads ran without a disclaimer,47999,1
642065195899595,多治見市議会議員 吉田企貴後援会,吉田 企貴,47998,2
336588353019321,公益社団法人京都青年会議所,松山 淳司,47985,4
103562374410263,花秘書,These ads ran without a disclaimer,47687,6
1368986999877458,寺田ひろひで,博英 寺田,47453,9
100391185233942,メンタルコーチ/ヤマギシタカヒト,These ads ran without a disclaimer,47446,3
105358418121058,マンガがうがう,These ads ran without a disclaimer,47332,10
100994278752121,Japan Lgbtq+ Alliance,These ads ran without a disclaimer,47330,2
125257357528046,"株式会社クリーク・アンド・リバー社（Creek and River Co., Ltd.）","株式会社クリーク・アンド・リバー社（Creek and River Co., Ltd.）",47247,1
107190895491621,大富豪の投資術 Investment College,These ads ran without a disclaimer,47141,27
2122449324687872,大阪府議会議員　坂こうき  府政相談所,坂こうき事務所,46865,9
1052634168122979,BizHint - クラウド活用と生産性向上の専門サイト,These ads ran without a disclaimer,46762,2
104046101679172,中澤 伸也 （Repro株式会社）,These ads ran without a disclaimer,46754,1
713716715325327,パチンコキャリア（パックエックス）,These ads ran without a disclaimer,46618,1
114307118145800,まちかど徳島,These ads ran without a disclaimer,46284,1
968050086653224,ベルエポック美容専門学校,These ads ran without a disclaimer,46195,2
482163931796540,株式会社アドテクニカ,These ads ran without a disclaimer,46178,10
105876648826718,リトマス,一般社団法人リトマス,46000,5
111452121171849,選挙しか勝たん！しんどい地獄の政治活動は業者に頼む！「どぶ板選挙ドットウィン！」緊急相談窓口「03-6915-2310」,成田幹男,45811,2
100953098686368,Weiss Ratings,These ads ran without a disclaimer,45669,1
107623741079136,ビジネスinfo,These ads ran without a disclaimer,45512,1
2030876367145888,Gakken 広報,These ads ran without a disclaimer,45442,1
415332481861783,Mcf一般社団法人モバイル・コンテンツ・フォーラム,These ads ran without a disclaimer,45319,1
428645290575384,LINE マンガ,These ads ran without a disclaimer,45303,5
193229817498570,橋本 龍太郎（防府市議会議員）,Ryutaro Hashimoto,45000,3
743501119070289,株式会社　晃栄住宅,These ads ran without a disclaimer,44997,1
215043621924057,SDG4教育キャンペーン,教育協力NGOネットワーク,44953,5
814379938725067,日本認知症リハビリテーション協会,These ads ran without a disclaimer,44593,1
1975160552764244,南相馬市長 門馬和夫,門馬和夫後援会,44496,14
101769088581957,ドクターコーヒー,These ads ran without a disclaimer,44459,1
734148446645567,黒崎ゆういち 港区議会議員,黒崎ゆういち事務所,44299,5
1443670089006058,MONO-MART,These ads ran without a disclaimer,44278,2
158714780827513,UNFPA,These ads ran without a disclaimer,44068,222
303393763078269,かくれ脱水journal,These ads ran without a disclaimer,44045,12
320344561739652,PBアカデミー（ピービーアカデミー）,These ads ran without a disclaimer,43741,6
103881367849397,CIC Tokyo - 日本最大級のイノベーションセンター,Masaru Nagura,43702,6
100428365733199,国民民主党_東京都総支部連合会（東京都連）,国民民主党東京都総支部連合会,43653,7
100865839450589,dolive.media,These ads ran without a disclaimer,43342,3
101496639287438,オーラのひかり,These ads ran without a disclaimer,43203,1
223841390989935,ウォンテッドリー,These ads ran without a disclaimer,43185,3
619120671581553,橋爪まさよし後援会,These ads ran without a disclaimer,43165,17
103330184851382,keisen_cp,These ads ran without a disclaimer,43150,1
120885054247021,しばた正洋,しばた 正洋,42971,2
105817000162440,大分県選挙管理委員会,株式会社エージェントプラス,42880,3
413279168764638,AIC 鷗州グループ,These ads ran without a disclaimer,42807,8
121375287542489,福岡市選挙管理委員会事務局,福岡市選挙管理委員会事務局,42658,1
1978949438987665,マガポケ,These ads ran without a disclaimer,42611,7
1476452572372136,茨木市議会議員　いなばみちのぶ事務所,通宣 稲葉,42556,8
286961748136968,目黒区議会議員　河野陽子,Yoko Kono,42438,2
2088167487891763,ひとり親家庭支援技能習得支援事業,These ads ran without a disclaimer,42407,1
1224713934359421,いしい ともえ,ともえ 石井,42316,8
249029655198193,将星国際特許事務所,将星国際特許事務所,42000,8
102657275365705,山口市議会　市民クラブ,Tsutomu Takashima,41999,1
101278518196907,カルー株式会社,These ads ran without a disclaimer,41923,2
589336204816580,古山よしはる後援会,古山よしはる後援会,41789,5
1574213032824051,交通事故を検証する。,鶴田 敬治,41673,43
226406520645,YSL Beauty,These ads ran without a disclaimer,41362,3
1030876010293488,前田和茂事務所（まえだかずしげ）,和茂 前田,41351,10
234324073685887,一般社団法人熱意ある地方創生ベンチャー連合,一般社団法人熱意ある地方創生ベンチャー連合,41249,1
111153050689786,ミドル・シニア世代のサバイバル「キャリア戦略」,These ads ran without a disclaimer,41103,1
1710429162573491,平野博文,立憲民主党大阪府第11区総支部,41098,3
232242730125151,ESMOD JAPON,These ads ran without a disclaimer,41038,4
819008938180914,ビフテキの南海グリル,These ads ran without a disclaimer,40870,4
207841839252125,株）フォーラムエイト,These ads ran without a disclaimer,40865,3
100573925508087,The Dictator,These ads ran without a disclaimer,40837,9
274559085939785,Ivoclar (JP - Japanese),These ads ran without a disclaimer,40800,4
208714189916571,Wifi Nhật Bản,These ads ran without a disclaimer,40733,2
109520897451797,桜井シュウ（立憲民主党兵庫県第６区総支部長）,立憲民主党兵庫県第6区総支部,40688,9
1086539898090268,日本コンサルティング推進機構,These ads ran without a disclaimer,40681,1
1894987754063193,三好かずひこ後援会,Kazuhiko Miyoshi,40628,17
548488032206145,ひぐちたかあき,ひぐちたかあき/都議会議員/千代田区,40543,14
446534729233804,next_kazuma,These ads ran without a disclaimer,40519,9
118684629521018,Bitkey Inc. / workspace,These ads ran without a disclaimer,40353,5
104681951690427,社会調査支援機構チキラボ,一般社団法人社会調査支援機構チキラボ,40329,6
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,These ads ran without a disclaimer,40209,27
213537612574779,株式会社タイミー,These ads ran without a disclaimer,40197,31
104372834806146,こだわり屋,These ads ran without a disclaimer,40069,5
101147191498365,EDiX Professional Group,EDiX株式会社,40032,6
620778371464907,沢田ひろかず（沢田洋和）,沢田ひろかず事務所,40000,1
492073607520322,認定特定非営利活動法人 ふくしま30年プロジェクト,NPO法人ふくしま30年プロジェクト,40000,5
105880482048812,立憲民主党　愛知県連,立憲民主党愛知県総支部連合会,40000,2
498506186984315,多摩市議会議員・藤條たかゆき,Takayuki Tojo,39990,85
111145543869651,一般社団法人日本GR協会,Yuto Yoshida,39929,4
108389714736377,ABclinic,These ads ran without a disclaimer,39926,1
111135391588050,kogao_byousoku,These ads ran without a disclaimer,39921,1
550749454995848,西崎つばさ,Tsubasa Nishizaki,39884,3
2191273960909166,前小山町長　込山正秀後援会,前小山町長　込山正秀後援会,39871,8
101738612739060,Auひかり お申し込み窓口,These ads ran without a disclaimer,39841,6
726704504140964,一般社団法人 DPCA,These ads ran without a disclaimer,39832,1
1410243545774903,一般社団法人日本wpa,Ogawa Yuzo,39791,7
115011700358682,立憲民主党静岡県総支部連合会,立憲民主党静岡県総支部連合会,39712,3
111304128137888,株式会社村上組,These ads ran without a disclaimer,39596,8
104548281496820,Loco Net,These ads ran without a disclaimer,39367,3
109397934894536,中国新聞U35,These ads ran without a disclaimer,38943,2
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,38912,10
107946473898231,Evoon,Takano Masamitsu,38897,2
106681375206553,社長の右腕、No.2になります！～ヒト・モノ・カネ＋情報～,木津 哲夫,38845,6
340289569406595,未来の文房具アプリ「ロイロノート」,These ads ran without a disclaimer,38837,2
403818429962650,前東京都議会議員　鈴木隆道（目黒区）,Takamithi Suzuki,38773,7
239558679475625,株式会社トマス技術研究所,These ads ran without a disclaimer,38540,7
101056629290640,手羽先サミット2022,村松裕基,38519,1
101687009012831,ナースnavi,These ads ran without a disclaimer,38518,1
1392348127461241,地方自治体を応援するメディア｜Heroes of Local Government,地方自治体を応援するメディア｜Heroes of Local Government,38481,1
113320700038639,Thiên Mộc Hương - Trang Sức Trầm Hương,These ads ran without a disclaimer,38369,178
253908565460094,アース製薬,These ads ran without a disclaimer,38351,1
231065913600375,theresponse【ザ・レスポンス】,These ads ran without a disclaimer,38268,16
103239522434941,マネーの館,These ads ran without a disclaimer,38120,2
374053159276700,FabCafe Tokyo,Mika Kimitsuka,38019,2
448509025311887,株式会社サンクスホーム,These ads ran without a disclaimer,37932,1
101540785333333,rivierahoteldubai,These ads ran without a disclaimer,37768,3
1377187515699967,Online Support for Filipinos in Japan,These ads ran without a disclaimer,37656,12
699707300056773,トヨタ新大阪グループ,These ads ran without a disclaimer,37645,17
597313967040675,SPARKDOJO,These ads ran without a disclaimer,37508,4
1677836569005110,サノフィ,These ads ran without a disclaimer,37500,3
151284414928781,LIG,These ads ran without a disclaimer,37491,5
595485353795889,Bauhaus.,These ads ran without a disclaimer,37400,1
107401054363561,Sentec,These ads ran without a disclaimer,37338,1
216604452329165,FBS CopyTrade,These ads ran without a disclaimer,37309,18
1423350634643339,新金線 いいね！,These ads ran without a disclaimer,37272,2
1644181602539985,中村式心理学マーケティング,These ads ran without a disclaimer,37213,4
108370134868579,小物専門店のsoleil 楽天市場店,These ads ran without a disclaimer,37000,2
114035850234645,スタースカウト総選挙,These ads ran without a disclaimer,36987,7
144580066134672,Economist Impact,These ads ran without a disclaimer,36940,12
102127758925445,アナライザー フランチャイズ加盟店募集,These ads ran without a disclaimer,36939,1
262950504420142,世界平和経済人会議ひろしま東京セッション,Kyoji Sasaki,36900,10
1437229336564924,中川リョウ,中川 亮,36850,10
350420158913003,補助金・融資ナビ,These ads ran without a disclaimer,36843,1
108840510697429,LINE ポケットマネー,These ads ran without a disclaimer,36818,5
1730630540553065,Curio,These ads ran without a disclaimer,36793,5
150213938414012,株式会社新星出版社,These ads ran without a disclaimer,36777,1
241942177757253,歴史に学ぶ100年企業の成長法則,These ads ran without a disclaimer,36723,4
679964202210577,トイビト,トイビト,36708,21
100771368867328,東京都議会議員　両角みのる,Minoru Morozumi,36700,13
113105010871734,Star_man,These ads ran without a disclaimer,36618,8
108437970952883,つくばチェンジチャレンジ（挑戦者：川久保みなみ）,Minami Kawakubo,36586,6
2082109278712739,株式会社アジアンドキュメンタリーズ,These ads ran without a disclaimer,36438,8
1462250810699212,Marshique 마르시끄,These ads ran without a disclaimer,36416,1
1538694079794169,La doce inc,These ads ran without a disclaimer,36322,7
123259362601990,Lightning Stickers,These ads ran without a disclaimer,36317,2
1590535061243274,精神障害当事者会ポルケ,Yuhei Yamada,36282,16
100281251870963,おうちこうそ,These ads ran without a disclaimer,36257,3
1224713934359421,いしい ともえ,いしいともえ事務所,36196,15
164357093628174,知立市議会議員　田中たけし後援会,田中 健,36170,7
391704037582605,ファルマスタッフ（薬剤師求人・転職情報）,These ads ran without a disclaimer,36152,4
100854775757919,Masami nagata,These ads ran without a disclaimer,36074,1
1408770516001000,館林商工会議所青年部,Tomomasa Aoyama,35941,4
481924995889184,和歌山カジノに反対する海南の会,These ads ran without a disclaimer,35761,11
103992878358588,ScoutAsia by Nikkei and The Financial Times,These ads ran without a disclaimer,35716,3
241276063153448,司法書士法人　みどり法務事務所,These ads ran without a disclaimer,35684,1
104147097763138,ソーシャル・イノベーション・スクール,These ads ran without a disclaimer,35650,9
398069450256496,株式会社ランドネット,These ads ran without a disclaimer,35576,4
105442835055009,樹もれび不動産,樹もれび不動産,35503,3
566209513567880,日本共産党河内長野市委員会,だばなか 大介,35447,2
102851421977381,秋丸健一郎後援会,秋丸健一郎後援会,35375,4
112099620919448,髙橋 翔の郡山Revolution,Show Takahashi,35274,21
104939438444068,国民年金基金連合会_お知らせ,These ads ran without a disclaimer,35247,5
100879468123664,ブリジャス 社,These ads ran without a disclaimer,35182,1
110708101095033,三重県明るい選挙推進連合会,三重県選挙管理委員会,35171,1
678965329202886,NEC_Nesic,These ads ran without a disclaimer,35145,3
109711774238502,党員募集獲得代行！ドブ板政治活動サポート「党員ドットウィン！」,成田幹男,35062,10
104219678779075,NEXUS Beauty Clinic,These ads ran without a disclaimer,35000,1
110458214881012,みんしゃか ～みんなで社会を学ぶ会～,前田勝紀,35000,3
100511745024274,Uso zairyu kado ichiban yasui,These ads ran without a disclaimer,34975,44
106540412104645,Quiz Scanner,These ads ran without a disclaimer,34956,2
101421105358533,森久保なつき（夏樹）,夏樹 森久保,34722,2
102141004990685,選挙立候補予定者専門！しんどい地獄のポスター貼りは、選挙.win！,成田幹男,34678,6
590223554383826,公益社団法人宇都宮青年会議所,Masashi Haneishi,34604,2
460991433948017,株式会社 青林堂,These ads ran without a disclaimer,34527,4
1891270781160839,かすかべ再輝動の会,かすかべ再輝動の会,34456,4
113714531652580,中村裕一のページ,中村 裕一,34186,5
449114495175047,うめだ信利（葛飾区議会議員）,うめだ信利,34000,5
163897240844320,高木信明＠葛飾区議会危機管理対策委員長,高木 信明,33998,23
246498569575112,行政書士 鎌倉国際法務事務所 Kamakura International Legal Service,行政書士鎌倉国際法務事務所,33858,13
676692975786082,Fun Games For Free,These ads ran without a disclaimer,33748,1
108494315404532,成田新時代をつくる会,成田新時代をつくる会,33720,2
1973630909536398,チェンジ東京！小金井の会,漢人あきことチェンジ東京！小金井の会,33714,21
501174560264857,VENTURE FOR JAPAN,莉奈 岩部,33707,4
765180096839949,ダイハツ広島販売株式会社,These ads ran without a disclaimer,33674,2
200610023291517,公益社団法人 立川青年会議所,立川青年会議所,33649,3
106396441260526,ひめぎんアプリ,These ads ran without a disclaimer,33633,2
517214982006949,厚木不動産情報館（株式会社キューブ）,These ads ran without a disclaimer,33543,4
633030123480159,グッドライフアワード,These ads ran without a disclaimer,33467,2
103314088375968,𠮷岡古都「科学の目線で米子市政をチェック」,Koto Yoshioka,33393,6
103848382352869,立憲民主党神奈川県参議院選挙区第3総支部,Naoki Yoshida,33347,2
245174422216353,井坂信彦（衆議院兵庫1区／神戸市中央区・灘区・東灘区）,井坂 信彦,33344,3
102029862132114,急上昇ニュースplus,These ads ran without a disclaimer,33182,2
107167041055334,スキンケアニュース,Kazuyoshi Fujii,32966,8
570291796477896,宮沢ひろゆき,宮沢ひろゆき後援会,32777,10
115458413582618,デジタル化・dx推進（odex）,These ads ran without a disclaimer,32756,20
105160295111274,アクト建築社,These ads ran without a disclaimer,32730,2
115658436943402,総理大臣の通訳　坪田充史,These ads ran without a disclaimer,32671,12
241041685980642,熊本県 イマコレニュース,These ads ran without a disclaimer,32624,1
274838759318888,SNS・HP・Web広告で集客するマーケティング会社 新大陸,These ads ran without a disclaimer,32563,1
102484058143379,歩くブランド者（27）,These ads ran without a disclaimer,32506,2
101045372226437,岩谷良平　東大阪衆議院支部長,岩谷 良平,32389,1
2286108518382005,DR Method（ドクターメソッド）,These ads ran without a disclaimer,32343,2
702199869912072,一般社団法人EDAC,EDAC広報,32248,8
311091605922210,波多野やすあき後援会,靖明 波多野,32128,4
111168231729960,前野まみこ,前野まみこ,32029,20
102519445841303,参政党愛媛支部,Akira Setoguchi,32016,2
132761121632774,ギャル霊媒師・飯塚唯,These ads ran without a disclaimer,32000,2
134161303281024,言論NPO,Yosuke Miyaura,31959,6
105501048207281,Trường Học Lái Xe Người Việt,These ads ran without a disclaimer,31634,1
371334186260108,【新宿・横浜】認知行動療法で高い実績を誇る　ハートフルライフカウンセラー学院,These ads ran without a disclaimer,31601,1
186531094815726,公益社団法人　柏青年会議所,株式会社サン・スパッド,31576,2
1589376521307736,飯田まさなり／平塚市食育推進会議委員,飯田まさなり／平塚市食育推進会議委員,31408,9
107880330993613,語学マスター,These ads ran without a disclaimer,31332,2
210407399355421,活 伊勢海老料理 中納言,These ads ran without a disclaimer,31302,1
98673036962,ROLDA,These ads ran without a disclaimer,31227,66
105726942812357,日本ファンドレイジング協会,These ads ran without a disclaimer,31059,1
192188857798620,MimiTV,These ads ran without a disclaimer,31046,3
101256611746332,たいせい住宅 兵庫,安田恭平,30989,5
1968954020002028,"Ubie, Inc.",These ads ran without a disclaimer,30816,5
183016952047014,中西 祐介　(参議院議員　徳島・高知選挙区）,参議院議員中西祐介事務所,30706,10
223324342968906,せんだい自民党,田村勝,30655,7
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,30633,4
111207624095634,ダイワハウス,These ads ran without a disclaimer,30518,3
990883521000045,大西つねき,大西つねき,30479,7
131694670808948,渡辺のりよし,Noriyoshi Watanabe,30429,16
318691345000883,ワールドクラスパートナーズ,These ads ran without a disclaimer,30425,5
389167681712894,SHIFT ‐ 採用,These ads ran without a disclaimer,30419,9
100472924826174,株式会社kaiketsu,These ads ran without a disclaimer,30369,1
295902403878783,東とおる（東徹）,Takahiro Takano,30318,1
1015110425337689,皆生游月,These ads ran without a disclaimer,30277,4
130833150304461,ebookjapan.jp,These ads ran without a disclaimer,30257,17
981456705576473,Datadog Japan,These ads ran without a disclaimer,30245,4
150294649018041,Julia Murça,These ads ran without a disclaimer,30068,2
186197044794160,Billboard Live OSAKA,These ads ran without a disclaimer,30000,3
205953672945051,沢田なおきを応援する会 ＦＢ支部,沢田なおきを応援する会 ＦＢ支部,30000,4
102551948506955,shittouya.kawachinagano,These ads ran without a disclaimer,30000,1
150781718316188,TEENS ROCK IN AICHI,Sumihiro Watanabe,30000,3
113930007073983,Climate Dialogue Japan,Climate Dialogue Japan,30000,6
288385447888433,公益財団法人モラロジー道徳教育財団,公益財団法人モラロジー道徳教育財団,30000,2
486499008189961,Inspire（インスパイア）：地方創生イノベータープラットフォーム,These ads ran without a disclaimer,30000,1
108565695116719,島田雅胤,島田 雅胤,30000,2
1525776877731848,庄原市議会議員 五島誠 - ごしままこと,Tsukihashi Kazufumi,30000,1
1586968331577767,自民党鳥取県連,自由民主党鳥取県支部連合会,30000,3
278883905959095,Prabhu Driving School Japan,These ads ran without a disclaimer,30000,4
214404643347134,久野康成公認会計士事務所,These ads ran without a disclaimer,30000,1
100491602200985,いしとび かおり（石飛 香織 ）【都民ファーストの会】,いしとびかおり後援会,30000,2
1867267126933671,JARWA,These ads ran without a disclaimer,30000,1
484975698235852,尾崎 大介 - 東京都議会議員 / 調布市・狛江市,Daisuke Ozaki,29999,7
104076291335952,OGAWA 6S COMMITMENT,Naoto Shimoda,29995,2
1693424197555537,赤磐市議会議員 佐々木ゆうじ,Sasaki Yuji,29945,7
160212257358540,日経クロステック ＩＴ,These ads ran without a disclaimer,29906,11
192815081355406,Happy Elephant,These ads ran without a disclaimer,29790,1
155737311891020,仙台弁護士会　広報,仙台弁護士会,29787,3
418073948263572,Good Coffee,These ads ran without a disclaimer,29712,1
104401998467387,なか社長,These ads ran without a disclaimer,29711,1
355510927802402,株式会社新和建設,These ads ran without a disclaimer,29707,5
170590069623158,早稲田美容専門学校,These ads ran without a disclaimer,29617,2
102983188907053,南相馬市民の暮らしを守る会,南相馬市民の暮らしを守る会,29533,8
225548437502279,AXN Japan,These ads ran without a disclaimer,29517,1
871469472914488,港区議　榎本あゆみを応援する会,Ayumi Enomoto,29500,7
101134191670711,naturie_niigata,These ads ran without a disclaimer,29455,2
173966375947340,AMI PARIS,These ads ran without a disclaimer,29416,2
257147281006040,ピッチ,These ads ran without a disclaimer,29406,1
439741796397094,ウェーブ産経大阪,These ads ran without a disclaimer,29398,10
902047643314834,JADOH Learning - the Ultimate TOEIC & Language Learning App,These ads ran without a disclaimer,29370,9
1989421444646677,Unipos,These ads ran without a disclaimer,29211,2
102658591823560,2023年以降の未来予測,These ads ran without a disclaimer,29123,13
664606743635130,後藤ひとし 事務所,Hitoshi Goto,29050,6
103096189394200,ラフィネ新卒採用,These ads ran without a disclaimer,28918,1
2049118045115697,"for Startups, Inc.",These ads ran without a disclaimer,28874,33
113636431681669,千葉市・区選挙管理委員会,加藤啓樹,28857,1
202812079819225,江戸川大学　Edogawa University,These ads ran without a disclaimer,28802,6
101163479958212,広沢自動車学校,These ads ran without a disclaimer,28746,1
220442041872969,Action for Korea United JAPAN,These ads ran without a disclaimer,28605,6
1485509485109673,ギノワンテレビ,ギノワンテレビ,28525,8
419270894813010,公益社団法人日本青年会議所東北地区福島ブロック協議会,松本 光基,28400,1
563823250391360,株式会社サーキュレーション,These ads ran without a disclaimer,28271,3
104835831968563,"新しい""政治/選挙""をともに探求・想像する【インターンシッププログラム】",立憲民主党神奈川県第7区総支部,28240,16
102907624877534,Scratch,These ads ran without a disclaimer,28164,1
687589164666184,MasterClass,These ads ran without a disclaimer,28082,5
113422658309473,魔石騎士団 - Puzzle War,These ads ran without a disclaimer,28020,1
635403336589582,エビちゃん応援隊（えびさわけいこ応援隊）,エビちゃん応援隊,28000,7
338694552900329,株式会社バイタル,達也 若林,27984,10
275642556234044,株式会社大興不動産,These ads ran without a disclaimer,27954,1
107076668126919,ScanX JP,These ads ran without a disclaimer,27759,2
104896796256423,WizBiz,These ads ran without a disclaimer,27720,2
103619898451047,koichi_nishino_politician,These ads ran without a disclaimer,27679,4
112741294652827,jrw_discover_west_mall,These ads ran without a disclaimer,27577,4
152634082232330,勝央こころざしシェアスペース/一般社団法人しょうおう志援協会,These ads ran without a disclaimer,27557,3
175877272481363,市民と議員の条例づくり交流会議／自治体議会改革フォーラム,Seiji Kamei,27530,5
385337058215654,大田区議会議員 伊佐治 剛,Go Isaji,27500,4
409786973169158,Tru Earth,These ads ran without a disclaimer,27452,11
1984620174988993,1945 Air Force,These ads ran without a disclaimer,27340,3
324385538005068,週刊文春,These ads ran without a disclaimer,27263,1
111066471273169,物語アニメ工房,These ads ran without a disclaimer,27235,2
553966918049079,サクセス未来塾,These ads ran without a disclaimer,27158,1
109062724954660,丹後の自然と暮らしを守る会,藤村 伸二,27030,8
109769633945935,Discover DHL for Business,These ads ran without a disclaimer,27026,1
146775727524108,神奈川6区（横浜市保土ケ谷区・旭区）衆議院議員 古川なおき,自民党衆議院神奈川6区支部長 古川なおき,27000,4
375392969306250,福岡県議会議員 板橋さとし 事務所,Satoshi Itahashi,26966,8
107654524073749,ニシムタ　中村,These ads ran without a disclaimer,26936,2
107711361388217,かつぬま栄明後援会,かつぬま栄明後援会,26919,8
108703110665963,ひとりビジネス大學,These ads ran without a disclaimer,26885,2
101831264881747,sugarlane_lingerie,These ads ran without a disclaimer,26867,1
102866238086397,勇気の党,These ads ran without a disclaimer,26835,9
160359450685531,Okinawa NGO Center,These ads ran without a disclaimer,26818,3
107545104816804,ママのお悩み解決し隊,These ads ran without a disclaimer,26639,1
107859607614977,Alpro,These ads ran without a disclaimer,26623,1
101610814795443,一般社団法人 Do It Yourself,一般社団法人 Do It Yourself,26617,10
111668093764873,Jinjer - ジンジャー,These ads ran without a disclaimer,26596,4
111155744684124,沖縄大原・エルケア専門学校,These ads ran without a disclaimer,26563,1
103389158756401,うすいりえ（衆議院東京第６選挙区（世田谷）支部長）,うすい りえ,26552,2
112612233948753,ジモ・ミヤ・めし,These ads ran without a disclaimer,26434,3
110088407889918,エスビー食品株式会社【有機ケール青汁】,These ads ran without a disclaimer,26287,3
