Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
105621823292862,Nhất Nhất 9 - Viên Giải Độc Ngự Y Mật Phương,These ads ran without a disclaimer,295313,4
110063372070330,Lê Xuân Thọ,These ads ran without a disclaimer,294524,1
119064701152059,Matéa Hải Phòng - Nhà phân phối  độc quyền trà năng lượng Nam Mỹ Yerba Maté,These ads ran without a disclaimer,294326,1
106425142094465,Hỗ Trợ Giải Quyết Thu Hồi Vốn Bị Treo,These ads ran without a disclaimer,293946,6
105333079151466,Tiệm sách bình dân,These ads ran without a disclaimer,292975,1
109850575214128,Trang Sức Khỏe,These ads ran without a disclaimer,292420,12
393435464830244,Đất đầu tư Bình Phước - Miền Đất Hứa,These ads ran without a disclaimer,292217,4
103111032473035,Lương Y Phạm Văn Thanh - Xương Khớp Vùng Cao,These ads ran without a disclaimer,292099,1
886402284845447,Gia Sư Sinh Viên,These ads ran without a disclaimer,291883,1
1705363526390825,Trường Đại Học Y Khoa Tokyo Việt Nam,These ads ran without a disclaimer,291760,1
312854351919753,Sức Khỏe Cộng Đồng,These ads ran without a disclaimer,291619,2
128908427760717,Du lịch Mỹ giá tốt - Pan American Travel,These ads ran without a disclaimer,291455,2
2257882657784665,International Chess School,These ads ran without a disclaimer,288830,2
102698942614832,Poster.vn - Thư viện đồ họa,These ads ran without a disclaimer,288756,13
290491304142917,Phụ Nữ Làm Chủ Kinh Tế,These ads ran without a disclaimer,288691,3
100668945613996,FPT Bóng Đá,These ads ran without a disclaimer,288447,1
100544522791805,Nhất Nhất - Chóng Mặt Ngự Y Mật Phương,These ads ran without a disclaimer,288281,5
1417674861820359,Tick & Pick,These ads ran without a disclaimer,287892,1
107229770849888,Toán Cô Hiền - SMath,These ads ran without a disclaimer,286985,1
122095069220019445,Làm Giấy Tờ Bằng Cấp Và Sổ Hồng,These ads ran without a disclaimer,285997,27
100576458645665,Đất Nền Hậu Giang,These ads ran without a disclaimer,285512,1
220750271787069,Du học và làm việc tại Úc,These ads ran without a disclaimer,285007,1
107129734670954,Ước Mơ Việt Tân,These ads ran without a disclaimer,284582,5
104015742220554,Mimic,These ads ran without a disclaimer,284075,5
108870968787848,Tổng Kho BIG TÔM Siêu Tăng Trưởng,These ads ran without a disclaimer,282790,3
116102054877404,Du học nghề Đức - Vừa học vừa làm,These ads ran without a disclaimer,281922,3
101986549141719,Thông tin tuyển sinh Trường Đại học Kinh Tế Quốc Dân,These ads ran without a disclaimer,281913,6
349958578734824,UOF 雲端辦公室,These ads ran without a disclaimer,281829,1
102405796273816,Chuyên gia ung bướu Việt Nam -Ths-Bs ck2 Đinh Trọng Toàn,These ads ran without a disclaimer,281652,1
131189377574,MDPI,These ads ran without a disclaimer,281337,60
101204451471923,Xe Trả Góp Hồng Phát,These ads ran without a disclaimer,280892,2
118926027839777,Vinhome Smart City - Đẳng cấp sống phía tây Hà Nội,These ads ran without a disclaimer,280842,1
105603382275089,Nhất Nhất - Hoạt Huyết Ngự Y Mật Phương,These ads ran without a disclaimer,280083,11
121106514425043,Spring Chavez,These ads ran without a disclaimer,280002,1
104010775559776,PGS.TS Trần Quốc Bình - Hạnh Phúc Gia Đình Việt,These ads ran without a disclaimer,280002,1
107627595498910,Dịch Vụ Bằng Cấp Uy Tín Chất Lượng,These ads ran without a disclaimer,279924,2
112296591463833,Đông Trùng TraphacoSapa Tìm Kiếm Đối Tác Kinh Doanh,These ads ran without a disclaimer,279592,1
231528060048021,Học Viện Cảnh Sát Nhân Dân-Cổng Thông Tin .,These ads ran without a disclaimer,279528,1
115331081461409,Trường Cao Đẳng Nghề Số 20 Bộ Quốc Phòng,These ads ran without a disclaimer,279421,1
100735504908838,THỊ NHUNG,These ads ran without a disclaimer,278572,4
210155968848059,Dịch Vụ Giấy Tờ Ngọc Khánh  1,These ads ran without a disclaimer,277609,1
106873128725676,TSpace Việt Nam,Mirolin Việt Nam,277531,1
102129099311596,Tin Nóng Hôm Nay,These ads ran without a disclaimer,277028,2
106054411489329,Bất Động Sản Quảng Bình,These ads ran without a disclaimer,277014,2
100412302938726,XmiHome,These ads ran without a disclaimer,276911,1
111382398349999,Siêu Thị Khỏe Đẹp - Quà Biếu Tặng,These ads ran without a disclaimer,276087,2
108232872091498,Trung Tâm Bằng Cấp Chất Lượng,These ads ran without a disclaimer,275204,1
194409917411900,Vietstock Expo & Forum,These ads ran without a disclaimer,275164,2
106655282345139,Phong Thuỷ Nguyễn Nhung - Thay Tướng Đổi Vận,These ads ran without a disclaimer,274588,4
149585510590688,Cộng đồng chia sẻ kinh nghiệm chữa tiểu đường,These ads ran without a disclaimer,274503,1
157023880835336,Dịch Vụ Ngoại Ngữ - Bao Đầu Ra - Cấp KEY Chuẩn,These ads ran without a disclaimer,274413,4
112400621746491,Timerald Group Visa Consultancy Agency,These ads ran without a disclaimer,273099,1
194476327278883,SGS,These ads ran without a disclaimer,272645,1
103858062152012,Hòa Bình Computer,These ads ran without a disclaimer,272254,1
135139956354548,Nhà Sách Tinh Hoa,These ads ran without a disclaimer,270917,1
1033766176656282,Giày nam - Tonkin,These ads ran without a disclaimer,270361,1
868302899992522,Nhà Sách Tuổi Trẻ Online 1,These ads ran without a disclaimer,269510,1
354820261896532,Bác sĩ Lê Hữu Tuấn,These ads ran without a disclaimer,269374,1
124941770701398,Đầu Tư Thu Lợi Nhuận 2O23 - Vốn Bắt Đầu Từ 3OOK,These ads ran without a disclaimer,268852,2
264376414446684,Trộn Ngôn Ngữ - Tiếng Anh Giao Tiếp 1 kèm 1,These ads ran without a disclaimer,268794,5
101504799482824,Bảo vệ Long Hải - Securitas,These ads ran without a disclaimer,267018,1
177472648774825,"Victoria School - Riverside, Dist.8, HCM City","Victoria School - Riverside, Dist.8, HCM City",265460,2
100738452551464,Lương Y Phạm Văn Thanh - Đặc Trị Xương Khớp,These ads ran without a disclaimer,265236,1
104353365434949,Thuốc Nam Gia Truyền - Điều Trị Vẩy Nến,These ads ran without a disclaimer,265021,1
103846552747837,Xuất Khẩu Lao Động Nhật Bản,These ads ran without a disclaimer,264181,6
103346542766005,Thẩm Mỹ Viện Quốc Tế Như Ý- Chi Nhánh Tây Ninh,These ads ran without a disclaimer,263671,7
108513358619932,Trí Tuệ Đầu Tư 4 chấm 0,These ads ran without a disclaimer,263664,2
104422145731769,Lương Đức Mạnh,These ads ran without a disclaimer,263171,2
109988037938576,Tiệm sách mẹ Mía,These ads ran without a disclaimer,263033,2
456918844744560,Phạm Quang Hùng - QLTQ,These ads ran without a disclaimer,261638,2
112226846879195,Công ty TNHH làng đúc Phước Kiều - Dương Ngọc Thắng,These ads ran without a disclaimer,261612,3
178715521988721,Dịch Vụ Trung Kiên,These ads ran without a disclaimer,261552,2
111510083880445,Thẩm Mỹ Viện Thảo Xinh - CN Gia Lai,These ads ran without a disclaimer,261455,1
157582890762826,Thanh Phúc - Tư Vấn XKLĐ,These ads ran without a disclaimer,261193,6
103482766093175,Suy Giãn Tĩnh Mạch,These ads ran without a disclaimer,259557,1
114037460028409,Biệt thự Shophouse KĐT Đại Kim - Định Công mở rộng,These ads ran without a disclaimer,258549,20
114700008309700,James Gold Hunter,These ads ran without a disclaimer,258189,17
1119616821580883,Global DESE Holdings,These ads ran without a disclaimer,257545,2
101213186084024,Chuyển Động Thế Giới 24h,These ads ran without a disclaimer,256579,1
112528175155839,Sức Khỏe 24h,These ads ran without a disclaimer,256337,1
109334385268969,張淑芬,These ads ran without a disclaimer,256073,1
131083784179373,XKLĐ Nhật Bản - Bộ Lao động Thương binh Xã hội,These ads ran without a disclaimer,256073,2
106256925483792,Viện Da Liễu ASEAN Chi Nhánh TP. Hồ Chí Minh,These ads ran without a disclaimer,255979,1
101288542554821,Kia Bắc Ninh - Mr Tuyển - 0969.191.622,These ads ran without a disclaimer,255714,1
102390382238383,Hợp đồng điện tử AMIS WeSign,These ads ran without a disclaimer,255698,1
104512709069539,Tư Vấn Pháp Lý Luật Hưng Phúc Law Firm,These ads ran without a disclaimer,255348,4
104220458863108,Siêu Thị Sách Giá Rẻ,These ads ran without a disclaimer,254963,3
101750232600473,Đại Việt Sách Cổ 1,These ads ran without a disclaimer,254838,4
2254312617946129,BV Đa Khoa Hà Nội - Chăm Sóc Sức Khỏe Gia Đình,These ads ran without a disclaimer,254594,1
113355615151806,Lương Y Phạm Văn Thanh - Điều Trị Dạ Dày Đại Tràng - 0392.011.098,These ads ran without a disclaimer,254547,1
191347651290,China Daily,These ads ran without a disclaimer,254400,7
111271138729946,Ngô Khánh Linh,These ads ran without a disclaimer,253988,2
110339103945507,Luật Ngầm,These ads ran without a disclaimer,253923,3
129097306956752,Khóa Học Tài Chính,These ads ran without a disclaimer,253264,2
1725573604346784,Kornova - Đầu tư định cư Mỹ,These ads ran without a disclaimer,253055,4
101588036020173,Shop Si Hiệu Lê Hoa 4,These ads ran without a disclaimer,253018,5
108233955496317,"Đề nghị công ty Shinro trả lương tháng 10,11,12 và bảo hiểm 12 tháng",These ads ran without a disclaimer,252856,4
104599638156788,Constipass - Vượt qua táo bón nhanh chóng và dễ dàng,These ads ran without a disclaimer,252157,1
114285391609050,Văn phòng luật sư huyện Hóc Môn và Quận 12,These ads ran without a disclaimer,251378,1
107962498726852,Bluera Việt Nhật,These ads ran without a disclaimer,250880,1
104972642318849,Tâm Điểm 24Giờ,These ads ran without a disclaimer,250611,2
154521201087456,Cao Việt Hoàng Chính Hãng - BS Phạm Việt Hoàng,These ads ran without a disclaimer,249903,4
1578729432168335,MAP Design,These ads ran without a disclaimer,249093,1
128495730357498,Mina Kids,These ads ran without a disclaimer,248945,3
109124974577370,Hoa Sen Home,These ads ran without a disclaimer,248228,2
100110725013150,Yes Study Tư Vấn Du Học Canada,These ads ran without a disclaimer,247887,2
102179125999465,Thẩm Mỹ Viện Thảo Xinh - CN Đắk Lắk,These ads ran without a disclaimer,246387,1
108192062006980,"VIDA NANO - Bí Quyết Trị "" Viêm Da, Vảy Nến "" Ngay Tại Nhà",These ads ran without a disclaimer,246280,2
108802231989704,Joe Hale,These ads ran without a disclaimer,244969,5
123614584166289,Trạng nguyên tiếng anh toàn quốc năm 2024,These ads ran without a disclaimer,244513,2
108553293887345,Hằng Trần Mart - Hồ Chí Minh,These ads ran without a disclaimer,244173,1
112702575076885,Phát Triển Tư Duy Đầu Tư,These ads ran without a disclaimer,243553,3
109382044020644,The Wisteria Hinode Royal Park - Fanpage Chính Thức Chủ Đầu Tư,These ads ran without a disclaimer,243381,1
728131357308380,IGA Việt Nam - Nội Thất Xanh Thông Minh,These ads ran without a disclaimer,243185,2
172584210058782,Bác Sĩ Ngô Kiều Khanh - Chuyên Khoa 1 Da Liễu,These ads ran without a disclaimer,243100,1
109913663791613,Võ Lâm 1 Mobile,These ads ran without a disclaimer,242956,1
1656057874471543,Nam Long Group - Waterpoint,These ads ran without a disclaimer,242214,2
2312730475671357,Success Business School,These ads ran without a disclaimer,241032,2
111436622055456,Y Tế 24h - Hỗ Trợ Điều Trị Tình Trạng Mắt,These ads ran without a disclaimer,240648,1
101885839659736,Vay Tín Chấp Home Credit 2,These ads ran without a disclaimer,239267,3
111661378600896,Sữa Non Xương Khớp Grandsure gold - Chính Hãng,These ads ran without a disclaimer,238927,1
116562981534248,Dịch Vụ Cấp Nhanh Các Loại Giấy Tờ,These ads ran without a disclaimer,238650,1
102789222612115,Đầu Tư BĐS Miền Bắc Chắc Thắng,These ads ran without a disclaimer,238468,2
103291775851503,Medic Skin Đồng Nai - Cấy Mi Sinh Học Nano,These ads ran without a disclaimer,238424,1
191468921018035,Công ty cổ phần hội chợ và xúc tiến thương mại,These ads ran without a disclaimer,238309,3
106240794121371,Liên Minh Huyền Thoại: Tốc Chiến,These ads ran without a disclaimer,238255,2
107068298268894,TĂNG,These ads ran without a disclaimer,238107,2
116067974827401,Viện Quốc Tế OSAKA - NHẬT BẢN,These ads ran without a disclaimer,237516,2
104173202230156,eTower,These ads ran without a disclaimer,237415,1
153822611141000,Hoàng Khang - Dịch Vụ Bằng Cấp Giá Rẻ 2,These ads ran without a disclaimer,236544,3
115144287852249,Phật Pháp Vô Biên,These ads ran without a disclaimer,236511,5
195259106996437,Ts Nguyễn Trí Hiếu,These ads ran without a disclaimer,235200,2
115209223581089,Trại hè quốc tế,These ads ran without a disclaimer,234431,2
127536760592112,Study Melbourne,These ads ran without a disclaimer,234248,2
146369091896255,"BM Bao Miền Nam Ch,ính Xác Phí Sau",These ads ran without a disclaimer,233491,1
107982215654498,Lương Y Nguyễn Văn Lư,These ads ran without a disclaimer,233164,2
102416942901954,Trung tâm điều trị Gút kushiqu,These ads ran without a disclaimer,232711,1
100984398752113,實戰社團,These ads ran without a disclaimer,232655,5
112861724651876,Đầu tư đất nền thanh hoá,These ads ran without a disclaimer,232308,1
162056780324254,HIUP - Cho Tương Lai Con Vươn Xa,These ads ran without a disclaimer,230980,1
110221530682709,Tiệm sách Nhật - Go Go Japanese,These ads ran without a disclaimer,230642,2
108448245225570,Vươn Lên Cuộc Sống 5.0,These ads ran without a disclaimer,230492,1
103487289360938,Trung Tâm Điều Trị U - Triệt Tiêu Các Tế Bào Ung Thư Số 2,These ads ran without a disclaimer,230000,3
103894929114302,Long Hương Tự - Thượng Tọa Thích Tuệ Hải,These ads ran without a disclaimer,229092,1
337383666842030,Tiếp Nhận Hồ Sơ - Hỗ Trợ Thu Hồi Vốn Bị Treo 2024,These ads ran without a disclaimer,229092,4
104369525315444,Đầu Tư Tiếp Xúc Toàn Cầu 3,These ads ran without a disclaimer,229092,1
251936570327,Angie Goff,These ads ran without a disclaimer,229092,1
100292126477041,Lương Y Phạm Văn Thanh - Sỏi Thận - Sỏi Mật,These ads ran without a disclaimer,229092,1
1578105435754127,Intershine - Tiếng Anh cho học sinh phổ thông,These ads ran without a disclaimer,229092,2
185267064665395,Dịch Vụ Làm GIẤY TỜ - Mr Anh Đức,These ads ran without a disclaimer,228340,1
136706177187285,VROSA,These ads ran without a disclaimer,228312,1
1499122343524124,Thiên Trang,These ads ran without a disclaimer,228277,1
107960762266918,Nhà Thuốc Gia Truyền Tiểu Đường - Phạm Văn Thanh,These ads ran without a disclaimer,227818,1
113020961040716,HGTourist - Vòng Quanh Thế Giới,These ads ran without a disclaimer,227792,1
100973116331828,Xe tải Hyundai - Mr Hiếu 0936273238,These ads ran without a disclaimer,227730,2
553189678058964,Trường THPT FPT Hà Nội,These ads ran without a disclaimer,227677,1
169260276262877,Nguyễn Tiến Thành,These ads ran without a disclaimer,227655,12
117632417987271,BẢN CHẤT ĐẦU TƯ-W7,These ads ran without a disclaimer,227121,1
111508197374332,ADB Southeast Asia Development Solutions - SEADS,These ads ran without a disclaimer,227096,13
102454166280732,Sách Hay Truyền Kiếp,These ads ran without a disclaimer,226919,15
105212112674518,Trung Tâm Đào Tạo Cầu Lông - VBF 2023,These ads ran without a disclaimer,226830,1
103082994923743,Bí Quyết Đầu Tư Thành Công,These ads ran without a disclaimer,226442,1
112302857356540,Đầu Tư Mỗi Ngày,These ads ran without a disclaimer,225943,1
848607848648780,ARDOR Green,These ads ran without a disclaimer,225782,1
109631840769492,"Chứng Chỉ Tiếng Anh A2 B1 B2 - Toefl, Aptis, Linguaskill và Tin Học",These ads ran without a disclaimer,225773,2
102794609223366,Tiệm sách Cổ Xưa,These ads ran without a disclaimer,224956,5
2123491961233126,Chứng chỉ tại Huế,These ads ran without a disclaimer,224635,2
101592161194341,Cầu song sát BTL STL,These ads ran without a disclaimer,224453,1
103849352296585,Thu Phương Làm Đẹp,These ads ran without a disclaimer,223751,1
101577811372198,Lê Thu Mai,These ads ran without a disclaimer,223631,1
177968362074424,Xuất Khẩu Lao Động Nhật Bản,These ads ran without a disclaimer,222900,3
104714444292894,Nha Khoa Vạn Thành Sài Gòn,These ads ran without a disclaimer,222620,1
103415652738613,Sữa ALPHA LIPID,These ads ran without a disclaimer,221631,1
168611226910071,BĐS Công Nghiệp Thanh Oai,These ads ran without a disclaimer,221517,4
100693789319881,CHI Pilates,These ads ran without a disclaimer,221183,1
100614016333095,"Viện Điều Trị Suy Giãn Mao Mạch, Tĩnh Mạch - HELIO Uy Tín, Tận Tâm",These ads ran without a disclaimer,221158,1
1046600558767311,The Maze XXX,These ads ran without a disclaimer,221128,3
250328181677408,Chân Trời Mới Media,These ads ran without a disclaimer,220691,5
389343608463177,Trà Sữa Tv,These ads ran without a disclaimer,220399,1
114207511743767,Đại Tá Phạm Hòa Lan 48648,These ads ran without a disclaimer,220271,2
169410812921182,Sống Khỏe Mỗi Ngày,These ads ran without a disclaimer,219519,3
105958092413680,Tài Chính Kinh Tế Bền Vững,These ads ran without a disclaimer,219108,2
178139806219810,Bất Động Sản Thời Quang,These ads ran without a disclaimer,218760,1
134858296378316,Hỗ Trợ Tài Chính Toàn Quốc,These ads ran without a disclaimer,218435,2
118848004546317,Quỹ hỗ trợ sức khỏe xương khớp,These ads ran without a disclaimer,218277,1
101095239618511,Đặc Trị Ung Bướu Việt 1 - Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,218116,1
103141485482515,Babycare - chăm sóc mẹ bé tại Lạng Sơn,These ads ran without a disclaimer,218071,2
361773264013325,Toàn cảnh Thế giới 360,These ads ran without a disclaimer,217669,8
324129694125208,Viên Sủi Tiểu Đường Công Nghệ Nhật Bản - Satochi,These ads ran without a disclaimer,217266,1
1758514687533126,"Chứng Chỉ Tiếng Anh A2 B1 B2 - Aptis, Toefl, Linguaskill và Tin Học",These ads ran without a disclaimer,217075,1
320959554431562,Đất nền Shophouse Liền kề Khu Công Nghiệp Sam Sung Thái Nguyên,These ads ran without a disclaimer,217047,1
110582214828091,Lê Hữu Bộ Dentist,These ads ran without a disclaimer,216924,2
1555109098037426,Chương trình Đào tạo cử nhân Trực tuyến - Trường Đại học Mở Hà Nội,These ads ran without a disclaimer,216774,1
211278712925199,Amnesty International,These ads ran without a disclaimer,216520,49
102548428732328,"UBND phường An Phú, TP Thuận An, Bình Dương",These ads ran without a disclaimer,216329,11
411220352383814,HƯƠNG THỊ Cosmetics,CÔNG TY TNHH HƯƠNG THỊ COSMETICS,216203,1
108919881529426,Đại Tràng HG - Hội Đông Y Tỉnh Hà Giang,These ads ran without a disclaimer,215015,3
102649622560211,Thuốc Gia Truyền Chữa Suy Giãn Tĩnh Mạch-Chữa Là Khỏi,These ads ran without a disclaimer,214431,1
250039154869852,Vilaco Japan - Tổng Đơn Nhật 247,These ads ran without a disclaimer,214117,9
142361135636277,Trảm Hồn Đại Chiến: Soul War,These ads ran without a disclaimer,214081,12
109841738042228,Đào Tạo Kế Toán Trưởng - Học Viện Tài Chính,These ads ran without a disclaimer,213705,1
122097335198007595,經濟博士,These ads ran without a disclaimer,213055,2
108692538830495,Công Ty CP Thức Ăn Chăn Nuôi ViNa Sun,These ads ran without a disclaimer,212893,1
171438666044993,The Gioi News,These ads ran without a disclaimer,212036,6
108550637377919,Nhận Làm Hộ chiếu Passport,These ads ran without a disclaimer,211844,1
249448822389412,Văn phòng luật visa Office Flat - Actis - Fukuoka,These ads ran without a disclaimer,211534,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,211275,19
120364007721389,Ts.Bs Phạm Việt Hoàng - Chuyên Khoa Tiêu Hóa,These ads ran without a disclaimer,209841,2
103329475878027,SỐ GỠ N.Ợ,These ads ran without a disclaimer,209704,1
1452232881531908,UNICEF East Asia & Pacific,These ads ran without a disclaimer,209473,88
107047752125786,Nguyễn Quốc Tuấn,These ads ran without a disclaimer,209042,1
272562476191084,Huyền phi chính hãng,These ads ran without a disclaimer,208583,1
109902612887724,Trường Cao đẳng Cộng đồng Hà nội,These ads ran without a disclaimer,208572,1
101739235339987,Chỉnh Sửa Ảnh-Bill Thanh Toán-Thiết Kế 50k,These ads ran without a disclaimer,208221,1
111363391136911,Bác Sĩ Nguyễn Quốc Định,These ads ran without a disclaimer,207966,1
102269749317263,Sin.U Store,These ads ran without a disclaimer,207957,4
140924759399774,Key Means for Kids: Tiếng Anh 1 Kèm 1,These ads ran without a disclaimer,207645,1
154340207754664,Kho Tàng Sách Xưa,These ads ran without a disclaimer,207379,9
110220934082039,Tổng Kho Hiweight - 0877.875.851,These ads ran without a disclaimer,206946,1
101076452520673,Cty Cổ Phần Thương Mại ATG,These ads ran without a disclaimer,206676,2
104727295960051,Gà Mỷ Cựa Dao,These ads ran without a disclaimer,206588,1
114235928277323,LesPark,These ads ran without a disclaimer,206182,2
101609153006408,Hoàng Anh - TX,These ads ran without a disclaimer,206025,1
108717694734018,Thế Giới Dinh Dưỡng - On Plaza Việt Pháp,These ads ran without a disclaimer,206024,5
115652431632567,Làm giấy tờ + Bằng cấp uy tín,These ads ran without a disclaimer,205908,9
100584342403453,Chùa Long Hương - Thượng Tọa Thầy Thích Tuệ Hải,These ads ran without a disclaimer,205847,2
1781974008742740,Silver Ant Tattoo,These ads ran without a disclaimer,205632,1
110950040392172,Dream Sky Nguyễn Huy Tưởng - Số 200 Nguyễn Huy Tưởng,These ads ran without a disclaimer,204763,3
106017928902575,Nguyễn Thành Công,These ads ran without a disclaimer,204648,1
101384519398514,Chứng Khoán Shinhan Việt Nam - SSV,These ads ran without a disclaimer,204479,6
111017745397510,Bộ Lao Động - Thương Binh & Xã Hội - XKLĐ Nhật Bản,These ads ran without a disclaimer,204293,1
108354147624545,natfarouz,These ads ran without a disclaimer,203855,1
114299117100931,Minh Thư,These ads ran without a disclaimer,203637,1
106973098812677,imvutran,These ads ran without a disclaimer,203637,3
100106239392750,Chuyên điều trị các bệnh lý về xương khớp-PHL,These ads ran without a disclaimer,203637,1
102071369300159,Octavio Oldham,These ads ran without a disclaimer,203637,1
102322272400000,Viện Giảm Béo Chuyên Khoa Công Nghệ Cao,These ads ran without a disclaimer,203637,1
104762045630407,Bá Long 059,These ads ran without a disclaimer,203637,1
104647115694243,QCH Team,These ads ran without a disclaimer,203637,1
100326619269111,適中投資團隊,These ads ran without a disclaimer,203637,1
108120508307791,LionExpose,These ads ran without a disclaimer,203448,1
122099161586016049,Biển Umi,These ads ran without a disclaimer,201669,1
107250828592428,Peugeot Hải Dương - sư tử Pháp  0342.895.895,These ads ran without a disclaimer,201575,1
100515856149675,Hội Chủ lực HAMI,These ads ran without a disclaimer,201473,2
101523018214570,Hợp đồng điện tử FPTeContract,These ads ran without a disclaimer,200994,5
111772248255754,Suy Nhược - Ngự Y Mật Phương Nhất Nhất.,These ads ran without a disclaimer,200386,1
201038813083239,Đất nền sẵn sổ lâu dài - Quảng trường TP Bắc Giang,These ads ran without a disclaimer,200321,4
109394081911021,MP Hương Thị,These ads ran without a disclaimer,200073,1
246987591830202,DWN Việt Nam - Du Học Nghề Đức. Làm Việc - Định Cư Tại Đức,These ads ran without a disclaimer,200051,5
401581886990103,Vietnam Expo in Ho Chi Minh City,These ads ran without a disclaimer,200000,1
101872702103093,Hãng Luật Vạn Lý và Doanh Nghiệp,These ads ran without a disclaimer,200000,1
1676509665929618,Van Export Clothing,These ads ran without a disclaimer,200000,1
100398109825122,Làm các loại giấy tờ giả toàn quốc,These ads ran without a disclaimer,199977,1
103624339401677,Nguyễn Quang Minh,These ads ran without a disclaimer,199881,1
109780218480264,AVT - Du Học Hàn Quốc,These ads ran without a disclaimer,198802,1
322766317751157,CafeBiz,These ads ran without a disclaimer,198545,2
110239595281211,Tủ sách đầu tư,These ads ran without a disclaimer,198335,4
101821019424252,Duong Thuy Linh,These ads ran without a disclaimer,198323,2
144047168800525,Tâm Phúc Yến Nhi,These ads ran without a disclaimer,198184,1
103674238486478,UpGrad International,These ads ran without a disclaimer,197310,1
102105845905405,Tự Nhiên Dính Bầu,These ads ran without a disclaimer,197173,1
103478735406589,Ngày Việt Nam ở nước ngoài - Viet Nam Days abroad,These ads ran without a disclaimer,197114,1
124217410674309,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,196986,3
105362059254439,Xua Tan Cơn Đau Xương Khớp- Cơ Sở 3,These ads ran without a disclaimer,196976,1
175621645643058,Đất nền đầu tư Trung tâm TP Bắc Giang,These ads ran without a disclaimer,196801,6
112107748493418,Nha Khoa Bảo Ngọc - CS TP Thái Nguyên,These ads ran without a disclaimer,196712,1
106046788957336,Tin tức Quảng Tân,These ads ran without a disclaimer,196390,1
115904571472060,Simee,These ads ran without a disclaimer,196273,1
107642675364764,Thuỷ Mộc 3 - Nhang trầm sạch Quảng Nam,These ads ran without a disclaimer,195037,1
105184404482254,Watch Store - Đồng Hồ Nhập Khẩu,These ads ran without a disclaimer,194939,2
101089529419102,Sách y học Việt nam,These ads ran without a disclaimer,194894,1
101215013011728,Bình Dương Nhà Phố 24H,These ads ran without a disclaimer,193877,1
112464994978266,Amor es Clau,These ads ran without a disclaimer,193699,1
109588005248063,LÊ XUÂN NAM XKLĐ.,These ads ran without a disclaimer,193248,2
102624855873651,Nhà sách Hàng Bài,These ads ran without a disclaimer,192078,1
149912014880637,Hỗ Trợ Tất Cả Các Loại Giấy Tờ - Bằng Cấp Mr. Hoàng,These ads ran without a disclaimer,192012,1
105177185639016,Viên Chóng Mặt - Ngự Y Mật Phương Nhất Nhất.,These ads ran without a disclaimer,191900,1
106574085605702,Thư viện 1985,These ads ran without a disclaimer,191847,1
329520140250833,Phòng An Ninh Mạng & PCTP Sử Dụng Công Nghệ Cao,These ads ran without a disclaimer,191733,2
101945615048076,Noritake Vietnam,These ads ran without a disclaimer,190821,2
111704413530494,Phạm Thị Bích Thủy,These ads ran without a disclaimer,190435,3
1594005334231968,Daedong Korea Ginseng,These ads ran without a disclaimer,190000,1
108685817326606,Truther Piece Official,These ads ran without a disclaimer,189786,2
105454012331966,Chủ Tịch Vân Anh,These ads ran without a disclaimer,189725,7
101822809264414,Shop Khoá Học Online,These ads ran without a disclaimer,188588,10
105638205641042,DK-Betics Gold Hỗ Trợ Bệnh Tiểu Đường - 100% Dây Thìa Canh Lá To,These ads ran without a disclaimer,188419,1
111186381897408,Lương Y Phạm Văn Thanh 0867 871 956,These ads ran without a disclaimer,188365,2
107020672147342,José Miguel Martínez Campos,These ads ran without a disclaimer,188125,3
110046528531168,Cô Lan Fashion 6 - Nét Đẹp Tuổi Trung Niên,These ads ran without a disclaimer,188096,5
105675038940219,NTT Group - Đầu Tư Thịnh Vượng,These ads ran without a disclaimer,187705,1
107054883989521,Battlecry Lovers,These ads ran without a disclaimer,187549,1
105740172325020,Bác Sĩ Nguyễn Thị Hằng - Dj Dày Mộc Tỳ Vị 0967.220.284,These ads ran without a disclaimer,187192,2
101483455222269,CEO Nguyễn Tâm - Sữa Tiểu Đường NutriZabet,These ads ran without a disclaimer,186423,1
412409048849179,Behold Israel,These ads ran without a disclaimer,185561,5
108323122175929,Cấp S.ố Lô Chuẩn KQXS Miền Bắc-Phí S.ố Sau Giờ Quay Uy Tín,These ads ran without a disclaimer,185411,1
170751022780014,BS CK 2 Phạm Việt Hoàng- Dạ Dày Việt Khỏe I,These ads ran without a disclaimer,185245,3
108115625413415,M-LMS,M-LMS,185137,2
103462819259532,Xuất Khẩu Lao Động Nước Ngoài Phí Rẻ,These ads ran without a disclaimer,184827,2
101888962807731,Căng Da Trẻ Hóa Toàn Diện - Viện Thẩm Mỹ Quốc Tế  Mega Gangnam,These ads ran without a disclaimer,184468,4
103673934611294,Fantasyland,These ads ran without a disclaimer,184150,1
283907925134674,Đất Nền Thị Xã Phú Mỹ - Giá Rẻ,These ads ran without a disclaimer,184034,1
103491409207779,Hiup - Sữa Hoa Kỳ chính hãng.,These ads ran without a disclaimer,183596,5
108624295276800,Trường Đại học Thành Đông,These ads ran without a disclaimer,183497,7
101508055149960,Chuyện trò với Bình Book,These ads ran without a disclaimer,183055,12
1768678879945264,Vietnam Academy of Debate and Public Speaking,These ads ran without a disclaimer,182941,1
