Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
102121022308793,Democs,These ads ran without a disclaimer,≤100,2
580979592072016,بوابة اللاجئين الفلسطينيين,These ads ran without a disclaimer,≤100,1
108326201649974,bin__maaruf,These ads ran without a disclaimer,≤100,1
106606871032303,merce_rromero,These ads ran without a disclaimer,≤100,1
1673669186277733,Freeda,These ads ran without a disclaimer,≤100,6
100999762554751,مكافأة العمالة الغير منتظمة,These ads ran without a disclaimer,≤100,2
117057614648542,احمد عبد الواحد,These ads ran without a disclaimer,≤100,1
2142247305841946,أكاديمية إسطنبول للخدمات الجامعية,These ads ran without a disclaimer,≤100,1
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100,5
2025261264449924,Mohamed Buisier,These ads ran without a disclaimer,≤100,1
110514924199743,Fadhel Abdelkefi - فاضل عبد الكافي,These ads ran without a disclaimer,≤100,1
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100,3
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,8
142546065601880,السليل نيوز,These ads ran without a disclaimer,≤100,5
116064811424377,ddking_art,These ads ran without a disclaimer,≤100,1
103062282476666,Ahmed Miqdad,These ads ran without a disclaimer,≤100,2
423670114403144,Trending in China,These ads ran without a disclaimer,≤100,8
315160671967064,Council of Europe DG Human Rights and Rule of Law,These ads ran without a disclaimer,≤100,5
101971649108245,SOFARSOLAR,These ads ran without a disclaimer,≤100,3
2174517772657414,A21 Middle East News,These ads ran without a disclaimer,≤100,1
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,32
322236414639606,Académie de Développement des Compétences / Polytech Intl Group,These ads ran without a disclaimer,≤100,1
583477448472521,Ocean Blue Dinghies,These ads ran without a disclaimer,≤100,1
270836426760670,Mona OU,These ads ran without a disclaimer,≤100,1
202228306454759,Thought For Food,These ads ran without a disclaimer,≤100,2
187939517893593,ARIJ,These ads ran without a disclaimer,≤100,2
254321634609404,librairie cendrillon مكتبة سندرلا,These ads ran without a disclaimer,≤100,2
117221254701931,abdoun.abdallah,These ads ran without a disclaimer,≤100,1
184661098229492,Global Development Network,These ads ran without a disclaimer,≤100,3
104504438466,Federal Voting Assistance Program - FVAP,These ads ran without a disclaimer,≤100,34
106556627772814,Yan Wei,These ads ran without a disclaimer,≤100,3
606117676714191,Yoyoasema,These ads ran without a disclaimer,≤100,3
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,23
122361105135046,See,These ads ran without a disclaimer,≤100,1
306110416511695,عدسة ميدان - Midan Lens,These ads ran without a disclaimer,≤100,7
263228033548580,scandale,These ads ran without a disclaimer,≤100,4
100752701913177,العربية.نت Alarabiya.net,These ads ran without a disclaimer,≤100,3
2079991985390610,Vusal abdullayev,These ads ran without a disclaimer,≤100,1
144858089034875,Kudos: Science needs Stories,These ads ran without a disclaimer,≤100,7
119225524764908,Leaders.com.tn,These ads ran without a disclaimer,≤100,2
70877580782,IFC - International Finance Corporation,These ads ran without a disclaimer,≤100,10
105268685019332,사마리안퍼스 코리아,These ads ran without a disclaimer,≤100,2
100172476278127,Easy Study,These ads ran without a disclaimer,≤100,1
1863276370650148,Raida Khalil,These ads ran without a disclaimer,≤100,1
831964717192045,السليل نيوز -Al Salil News,These ads ran without a disclaimer,≤100,5
620490608031594,Baynounah TV,These ads ran without a disclaimer,≤100,5
113502287096979,I Luv Australia,These ads ran without a disclaimer,≤100,2
232687894345722,Middle East Media and Policy Studies Institute,These ads ran without a disclaimer,≤100,4
756877521031964,CCTV+,These ads ran without a disclaimer,≤100,6
112992870832988,Genertec,These ads ran without a disclaimer,≤100,4
102386009265966,Aline Antunes,These ads ran without a disclaimer,≤100,11
1580082582270698,General Auditing Commission,These ads ran without a disclaimer,≤100,2
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,≤100,1
350028562744918,Sida7med,These ads ran without a disclaimer,≤100,1
104102576882,CanadaVisa.com - Cohen Immigration Law,These ads ran without a disclaimer,≤100,2
100637975324893,ميسلون للثقافة والترجمة والنشر,These ads ran without a disclaimer,≤100,1
144485286167033,Arab-German Young Academy of Sciences and Humanities,These ads ran without a disclaimer,≤100,1
100176435465447,Lynn Tehini,These ads ran without a disclaimer,≤100,2
110968164806730,Arabesque.Tn,These ads ran without a disclaimer,≤100,3
113013077228994,CZ,These ads ran without a disclaimer,≤100,4
100478305270763,africatradeagreements.tn,These ads ran without a disclaimer,≤100,1
179266858778113,حُماة الثورة التونسية,These ads ran without a disclaimer,≤100,3
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,24
1877361012493253,China Mosaic,These ads ran without a disclaimer,≤100,6
100328872685559,وزار الشؤون الاجتماعيه,These ads ran without a disclaimer,≤100,2
1575300589358145,China Culture,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,6
100923906349156,Sa Meh,These ads ran without a disclaimer,≤100,7
20446254070,Business Insider,These ads ran without a disclaimer,≤100,7
1908125556089705,Lewis Pugh Foundation,These ads ran without a disclaimer,≤100,1
153145408089596,CNBC Arabia,These ads ran without a disclaimer,≤100,1
1129445490476594,La Tribune Afrique,These ads ran without a disclaimer,≤100,1
229425300412603,Massin Kevin Labidi,These ads ran without a disclaimer,≤100,2
235217173007976,Anouar Tourjman,These ads ran without a disclaimer,≤100,1
1216974131650148,Beijing Mutianyu Great Wall,These ads ran without a disclaimer,≤100,2
19595510126,Annual Reviews,These ads ran without a disclaimer,≤100,8
114373537920804,Akthar Seha - أكثر صحة,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,16
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,≤100,1
100918448981924,Geobat,These ads ran without a disclaimer,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
110953917311397,غدوة خير,These ads ran without a disclaimer,≤100,1
328826734507286,Tabadul channel قناة تبادل,These ads ran without a disclaimer,≤100,2
104100904916531,محمد برسيم,These ads ran without a disclaimer,≤100,2
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,18
105193292256235,อิสอัค แก้วเมือง,These ads ran without a disclaimer,≤100,1
119977681096923,EngAhmad Farwati,These ads ran without a disclaimer,≤100,1
103881712593655,danilokalezic,These ads ran without a disclaimer,≤100,1
102694049539010,Don't Starve: Pocket Edition,These ads ran without a disclaimer,≤100,5
99971718192,Aidsmap - the HIV information charity,These ads ran without a disclaimer,≤100,4
110924622512,Amnesty International Bénin,These ads ran without a disclaimer,≤100,2
449058538530966,New Vision Media and Film Systems,These ads ran without a disclaimer,≤100,2
133430059855544,naimaeladoui,These ads ran without a disclaimer,≤100,2
322865159833,RCD Espanyol de Barcelona,These ads ran without a disclaimer,≤100,5
1126060947467307,Scatter HoldEm Poker,These ads ran without a disclaimer,≤100,2
110243651780757,Hôpital National Donka,These ads ran without a disclaimer,≤100,1
100255639494767,هنا الوطن,These ads ran without a disclaimer,≤100,3
107318165491165,Fondation de l'innovation pour la démocratie,These ads ran without a disclaimer,≤100,2
207268042645317,Macquarie Group,These ads ran without a disclaimer,≤100,6
111661790306473,AnyServ.eu,These ads ran without a disclaimer,≤100,1
104363452271556,D456,These ads ran without a disclaimer,≤100,2
111220968035741,أمتنا 24,These ads ran without a disclaimer,≤100,1
1174024365982168,Howard的家居好物推荐,These ads ran without a disclaimer,≤100,1
497761530287743,Festival International de Béja مهرجان باجة الدولي,These ads ran without a disclaimer,≤100,1
103648398093208,EduTourism for Unity,These ads ran without a disclaimer,≤100,15
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,1
104431689001128,Teens in AI,These ads ran without a disclaimer,≤100,1
103215578496922,PEN MENA,These ads ran without a disclaimer,≤100,1
104797478762872,aly0unes,These ads ran without a disclaimer,≤100,1
102708311680564,لن اموت حتى ازرع في الارض جنتي,These ads ran without a disclaimer,≤100,1
191869120824391,British Institute of International and Comparative Law,These ads ran without a disclaimer,≤100,3
100891076160287,المنصة النسوية السورية Syrian Feminist Platform,These ads ran without a disclaimer,≤100,1
1603668796405733,كشف المستور الصفحة الرسمية,These ads ran without a disclaimer,≤100,1
111675405238863,el.saydaly,These ads ran without a disclaimer,≤100,2
897091320427120,LSE International Inequalities Institute,These ads ran without a disclaimer,≤100,3
112770805029284,Asharq Podcasts الشرق بودكاست,These ads ran without a disclaimer,≤100,1
1193690844094654,Journal des Français à l'étranger,These ads ran without a disclaimer,≤100,1
110250330354380,Discover Beijing,These ads ran without a disclaimer,≤100,9
212732770186,Tom MacDonald,These ads ran without a disclaimer,≤100,4
188789377812793,Kongsberg Gruppen,These ads ran without a disclaimer,≤100,3
688746077896655,台灣中油,These ads ran without a disclaimer,≤100,1
102464428552618,مدوّنة المُراسِل,These ads ran without a disclaimer,≤100,1
102504238965672,womenofcryptonft,These ads ran without a disclaimer,≤100,4
684480475094920,Discover Inner Mongolia,These ads ran without a disclaimer,≤100,4
108350037422144,Hora de Hablar,These ads ran without a disclaimer,≤100,8
101335125357095,CZ App,These ads ran without a disclaimer,≤100,3
102237556148356,وجهة+,These ads ran without a disclaimer,≤100,15
102065549523261,متجر مجان,These ads ran without a disclaimer,≤100,1
604009266788505,T-House,These ads ran without a disclaimer,≤100,6
102303134507801,Ocean Purpose Project,These ads ran without a disclaimer,≤100,6
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,25
1567937160174274,"Say It Wit Yo Chest, LLC",These ads ran without a disclaimer,≤100,1
108872303827681,الأمل ميديا-Alamal Media,These ads ran without a disclaimer,≤100,1
103759516011919,Pierrelouispompanon.fr,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,2
322616801701645,First delivery,These ads ran without a disclaimer,≤100,1
215043468835703,Islam Channel,These ads ran without a disclaimer,≤100,2
447918769373957,CoC Playful Minds,These ads ran without a disclaimer,≤100,1
103433878059522,Morsi Foundation for Democracy - مؤسسة مرسي للديمقراطية,These ads ran without a disclaimer,≤100,2
167878593236712,UNICEF en español,These ads ran without a disclaimer,≤100,6
278272539751773,Yasser Zayed - ياسر زايد,These ads ran without a disclaimer,≤100,6
366011250178842,Muslim World League - رابطة العالم الإسلامي,These ads ran without a disclaimer,≤100,3
92288319748,Global Peace Index,These ads ran without a disclaimer,≤100,5
211454462257570,International Hockey Federation (FIH),These ads ran without a disclaimer,≤100,5
127118874027114,World Intellectual Property Organization,These ads ran without a disclaimer,≤100,1
109835071800438,vaguedenature,These ads ran without a disclaimer,≤100,1
412843900553,Linköping Science Park,These ads ran without a disclaimer,≤100,1
368701976994147,التواصل الحكومي,These ads ran without a disclaimer,≤100,2
109247973239377,Tedallel Travel,These ads ran without a disclaimer,≤100,1
102617125194053,中央广播电视总台中东总站 - CMG MiddleEast,These ads ran without a disclaimer,≤100,3
101105049294796,CNN Business Arabic الاقتصادية CNN,These ads ran without a disclaimer,≤100,2
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,75
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100,2
101366692546244,Green Solutions,These ads ran without a disclaimer,≤100,1
108271242164727,مجلة المجتمع,These ads ran without a disclaimer,≤100,4
102469644872843,akzentfrei,These ads ran without a disclaimer,≤100,1
111014922285371,Transparency International,These ads ran without a disclaimer,≤100,1
149422041595109,AEKYN,These ads ran without a disclaimer,≤100,1
101853702172050,ناصر زهير Nasser Zohair,These ads ran without a disclaimer,≤100,1
110733148166587,Valentin Chéneau,These ads ran without a disclaimer,≤100,1
1967732323438896,ضد الفساد,These ads ran without a disclaimer,≤100,3
362460873844615,Alumni Politecnico di Milano,These ads ran without a disclaimer,≤100,2
193839713985732,Souhaieb Marzouk - CASA,These ads ran without a disclaimer,≤100,2
101656531717431,Art Design by Tharwet,These ads ran without a disclaimer,≤100,1
104492589106886,Tarek Najjar,These ads ran without a disclaimer,≤100,3
176585044433,FRANCE 24 English,These ads ran without a disclaimer,≤100,2
110370156333559,إرادة الحياة و استكمال مسار الثورة,These ads ran without a disclaimer,≤100,1
553677697976494,Alba Granada North Africa Coordination,These ads ran without a disclaimer,≤100,1
103094168970482,nabil_kammoun_17,These ads ran without a disclaimer,≤100,1
243012835881581,Etudier En Allemagne ou en Espagne - Agence WSC,These ads ran without a disclaimer,≤100,1
114752221484681,ڨتلتونا,These ads ran without a disclaimer,≤100,2
103987282580273,Kashf TV كشف,These ads ran without a disclaimer,≤100,1
567711576970492,Foul ana,These ads ran without a disclaimer,≤100,1
102043622712704,lou.elamrani,These ads ran without a disclaimer,≤100,2
132737856598686,Free Palestine Together,These ads ran without a disclaimer,≤100,3
219225884616463,مساندي منذر الزنايدي,These ads ran without a disclaimer,≤100,1
113871994135100,الأطفال أيضًا Children As Well,These ads ran without a disclaimer,≤100,1
100140622437274,Influences Magazine,These ads ran without a disclaimer,≤100,1
102226632290925,Crestron Europe,These ads ran without a disclaimer,≤100,4
323028527784060,Foire Internationale de Sfax,These ads ran without a disclaimer,≤100,1
103239091644719,Tunisie Direct,These ads ran without a disclaimer,≤100,1
164432246934163,Chopard,These ads ran without a disclaimer,≤100,2
158399880691393,Éditions Agence française de développement,These ads ran without a disclaimer,≤100,1
186691125128189,Air Liquide,These ads ran without a disclaimer,≤100,2
248929848838837,Tunisna FM,These ads ran without a disclaimer,≤100,1
100389332165350,Aimac الأكاديمية الدولية للتحكيم و الوساطة قرطاج,These ads ran without a disclaimer,≤100,1
636325056718111,Alliance for Mediterranean Nature & Culture,These ads ran without a disclaimer,≤100,2
105729552522702,social.talks1,These ads ran without a disclaimer,≤100,1
109759368406834,Jaysteky,These ads ran without a disclaimer,≤100,1
110694007466712,البركان الفلسطيني,These ads ran without a disclaimer,≤100,8
175469506172598,Ouédraogo Wendinminté,These ads ran without a disclaimer,≤100,4
237232729813037,FIGO,These ads ran without a disclaimer,≤100,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,≤100,7
102059628621368,ضد الكسر,These ads ran without a disclaimer,≤100,2
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,8
270082823183144,Canton Fair,These ads ran without a disclaimer,≤100,5
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,45
110630174092675,TunisiaMeters,These ads ran without a disclaimer,≤100,1
110853195015779,Rafael Zuin Barrera,These ads ran without a disclaimer,≤100,1
100817919462106,Misja: Wolna Polska,These ads ran without a disclaimer,≤100,8
105558754896,Deadline Hollywood,These ads ran without a disclaimer,≤100,2
564664896917313,Democracy Reporting International Tunisia - DRI,These ads ran without a disclaimer,≤100,3
113072404503848,Lassaad Assad لسعد الأسد,These ads ran without a disclaimer,≤100,3
109200295078532,Latter-day Saints News Hub,These ads ran without a disclaimer,≤100,3
1493551577321676,Chery International,These ads ran without a disclaimer,≤100,5
112939981719865,Thameur Bdida,These ads ran without a disclaimer,≤100,1
101203429485426,Panstar Cruise,These ads ran without a disclaimer,≤100,1
581009929249479,Main Hoon Anjali,These ads ran without a disclaimer,≤100,1
142535995803512,Capgemini,These ads ran without a disclaimer,≤100,2
123444144446173,Raffi Boghosian,These ads ran without a disclaimer,≤100,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,12
109767332109857,Asharq Documentary الشرق الوثائقية,These ads ran without a disclaimer,≤100,1
108123472210927,Diaspora MN,These ads ran without a disclaimer,≤100,1
1418877794858236,Chambre des conditionneurs des huiles alimentaire UTICA,These ads ran without a disclaimer,≤100,1
115059724533689,AN Science,These ads ran without a disclaimer,≤100,1
232769933595660,شبكة تونس للحوار,These ads ran without a disclaimer,≤100,1
318301984887806,Moknine 24,These ads ran without a disclaimer,≤100,1
100508548982400,Goalcast Français,These ads ran without a disclaimer,≤100,1
115916901000107,Wildography,These ads ran without a disclaimer,≤100,1
470744229661695,Mabrouk Korchid المبروك كرشيد,These ads ran without a disclaimer,≤100,1
105229127765506,Pudong China,These ads ran without a disclaimer,≤100,2
1602210006739135,今日海峽,These ads ran without a disclaimer,≤100,1
104238915656696,Kab_Z4,These ads ran without a disclaimer,≤100,1
190118704181241,with.nora.t,These ads ran without a disclaimer,≤100,22
162682437783400,Haroon Chaudhry MD,These ads ran without a disclaimer,≤100,1
1640209509609973,Daraj Media,These ads ran without a disclaimer,≤100,1
101315568044207,Dar El Maaref Edition Diffusion,These ads ran without a disclaimer,≤100,1
206682562535122,Health and beauty,These ads ran without a disclaimer,≤100,1
108467375151680,Recover 18,These ads ran without a disclaimer,≤100,1
222500167837155,جمعية الوحدويين الناصريين - الصفحة الرسمية,These ads ran without a disclaimer,≤100,1
103317748469530,OB Deco,These ads ran without a disclaimer,≤100,1
106059972052680,كلنا مع حمزة صغير,These ads ran without a disclaimer,≤100,1
457773217702135,ConvertKit → Soon to be Kit,These ads ran without a disclaimer,≤100,5
105131908646855,samiatawilmusic,These ads ran without a disclaimer,≤100,1
627314347317466,Union of Arab Chambers,These ads ran without a disclaimer,≤100,1
133808713034770,المارد الصفاقسي,These ads ran without a disclaimer,≤100,1
111787561319681,شعلة الحرية,These ads ran without a disclaimer,≤100,1
164030233642663,ESAT University,These ads ran without a disclaimer,≤100,1
102622048930494,دار المعلم بالنفيضة,These ads ran without a disclaimer,≤100,1
110549998035971,BoisMurs,These ads ran without a disclaimer,≤100,1
105658647919966,Kif-Kif,These ads ran without a disclaimer,≤100,1
1107005629310630,American English for Educators,These ads ran without a disclaimer,≤100,1
117248567975478,Happy House Shop,These ads ran without a disclaimer,≤100,1
100371612052994,Adel khabthani عادل الخبثاني,These ads ran without a disclaimer,≤100,1
109320640866248,Ahmed Eid أحمد عيد,These ads ran without a disclaimer,≤100,2
1601274913421469,Voices with Refugees - أصوات مع اللاجئين,These ads ran without a disclaimer,≤100,2
172478192614533,11.aaza.11,These ads ran without a disclaimer,≤100,1
105910258594914,مجموعة تامر للإعلام و التسويق المباشر,These ads ran without a disclaimer,≤100,1
117382859894249,Lycée Privé Elkendi - Gabès,These ads ran without a disclaimer,≤100,1
105186365579238,Fatima BEYINA-MOUSSA,These ads ran without a disclaimer,≤100,1
377514869435471,Cabinet Maître Matri Fatma,These ads ran without a disclaimer,≤100,1
305116906990763,Sahelia Solar Officiel,These ads ran without a disclaimer,≤100,1
108715375421508,عبدالقدوس ابراهم,These ads ran without a disclaimer,≤100,3
131180680396417,Global Press Journal,These ads ran without a disclaimer,≤100,1
434808766618184,"جمعية المرأة و الشباب و الطفولة  Association femmes ,jeunes et enfants",These ads ran without a disclaimer,≤100,1
164059553658935,Lebambou,These ads ran without a disclaimer,≤100,1
144460788957278,IFT - Institute of Food Technologists,These ads ran without a disclaimer,≤100,1
1441916466099654,Martin Ennals Award for Human Rights Defenders,These ads ran without a disclaimer,≤100,1
112880083626983,Shanhui Zhang 张善辉,These ads ran without a disclaimer,≤100,3
294106550681638,الاقتصاد L'économie,These ads ran without a disclaimer,≤100,1
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,≤100,1
110559337345684,Welcome to Mauritania,These ads ran without a disclaimer,≤100,1
105927668599093,qut_alh,These ads ran without a disclaimer,≤100,3
102316459300947,Hamza Kraim,These ads ran without a disclaimer,≤100,1
1917412668535488,اشكي للعروي -Plains toi à El Aroui,These ads ran without a disclaimer,≤100,1
110470091436602,Ici Beyrouth,These ads ran without a disclaimer,≤100,1
1456172994602986,Beacon of Hope,These ads ran without a disclaimer,≤100,2
103456458223439,أولاد عيار الأحرار,These ads ran without a disclaimer,≤100,2
139448822740695,Radio Bethlehem 2000 راديو بيت لحم,These ads ran without a disclaimer,≤100,1
108928313878884,Youthful Glow,These ads ran without a disclaimer,≤100,1
911589982259614,Виктория Круть Трансформационный тренер,These ads ran without a disclaimer,≤100,3
280939865105657,sarah_eddaly,These ads ran without a disclaimer,≤100,1
102023711572671,أساس ميديا -  Asas Media,These ads ran without a disclaimer,≤100,1
103696149247494,الأستاذ إبراهيم بودربالة _ Maitre brahim bouderbala,These ads ran without a disclaimer,≤100,1
100893458629987,Radio 216,These ads ran without a disclaimer,≤100,3
1857481434390862,آفاق تونس - Afek Tounes,These ads ran without a disclaimer,≤100,1
395540887187435,وطن أنفو  wataninfo,These ads ran without a disclaimer,≤100,1
208637116010079,Geely Auto,These ads ran without a disclaimer,≤100,1
567346113327115,بوابة الوسط,These ads ran without a disclaimer,≤100,3
105033808192642,Chrono Press Tunisie,These ads ran without a disclaimer,≤100,1
414715048574430,UNFPA Arabic - صندوق الأمم المتحدة للسكان للدول العربية,These ads ran without a disclaimer,≤100,1
107405375199194,Dymes Collection,These ads ran without a disclaimer,≤100,1
437153699802747,Brendan Kane,These ads ran without a disclaimer,≤100,6
118818871156611,clubwudan,These ads ran without a disclaimer,≤100,1
119006106155684,PI Energy,These ads ran without a disclaimer,≤100,2
111071390354484,International Conference on Contemporary Oncology,These ads ran without a disclaimer,≤100,1
106703335286088,curly_rania,These ads ran without a disclaimer,≤100,1
1487436584895709,Celal Al,These ads ran without a disclaimer,≤100,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,5
691306584354816,Ummet Vakfi English,These ads ran without a disclaimer,≤100,2
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,9
1402886413315221,Dominion TV,These ads ran without a disclaimer,≤100,2
102915915537661,5irechain,These ads ran without a disclaimer,≤100,4
543506659079193,KADRI Abdelkader - قادري عبد القادر,These ads ran without a disclaimer,≤100,1
21508860465,International Center for Journalists,These ads ran without a disclaimer,≤100,3
232576259943239,Wellio,These ads ran without a disclaimer,≤100,1
23596074088,Dazed and Confused Magazine,These ads ran without a disclaimer,≤100,20
105535055794455,Taqamena,These ads ran without a disclaimer,≤100,3
2124416681170254,Fibocom Wireless,These ads ran without a disclaimer,≤100,5
2260105784319340,IMMO PROM TN,These ads ran without a disclaimer,≤100,1
106852784106445,LGMG,These ads ran without a disclaimer,≤100,1
213000859039052,SANY Group,These ads ran without a disclaimer,≤100,3
379592699288721,Firas Al Nimri - فراس النمري,These ads ran without a disclaimer,≤100,2
110223380476268,Génération Sans Tabac,These ads ran without a disclaimer,≤100,9
174790392674749,Fromage Président Tunisie,These ads ran without a disclaimer,≤100,2
363012053811047,Valiani Cutting Machines,These ads ran without a disclaimer,≤100,2
67380435328,WITNESS,These ads ran without a disclaimer,≤100,3
103184717759561,Club Africain Alliance Community  التحالف من أجل النادي الإفريقي,These ads ran without a disclaimer,≤100,1
220832481274508,Premier League,These ads ran without a disclaimer,≤100,2
103677752091056,ahmed.jaber.ajb,These ads ran without a disclaimer,≤100,1
109148941210280,أسرة حجر الواد  #صادقون - الموقع الرسمي,These ads ran without a disclaimer,≤100,3
1162792560480157,فيديوهات مونت كارلو الدولية / Vidéos MCD,These ads ran without a disclaimer,≤100,5
756076477831684,Medhat El Banna - مدحت البنا,These ads ran without a disclaimer,≤100,1
191182970750227,son.of.a.duckling,These ads ran without a disclaimer,≤100,1
106374985846234,sirleeva,These ads ran without a disclaimer,≤100,1
581961658564804,Learn Chinese,These ads ran without a disclaimer,≤100,10
913138225443874,Demotivateur Food,These ads ran without a disclaimer,≤100,1
171957060300294,المخبر الاقتصادي - Mokhbir Eqtisadi,These ads ran without a disclaimer,≤100,1
1392639070959066,Boosteno Tunisia,These ads ran without a disclaimer,≤100,1
108934430533110,إنّما الأقصى عقيدة,These ads ran without a disclaimer,≤100,2
102091647991325,نقطة,These ads ran without a disclaimer,≤100,2
253114438517,جاسم محمد باحث في الأمن الدولي والإرهاب,These ads ran without a disclaimer,≤100,2
106867241452343,المكتب الإعلامي لرئيس حكومة الوحدة الوطنية,These ads ran without a disclaimer,≤100,1
102289192935475,Tareq Zaino,These ads ran without a disclaimer,≤100,1
100996039228411,fernandolorenz_photogallery,These ads ran without a disclaimer,≤100,1
103035368477515,Mariam KEITA,These ads ran without a disclaimer,≤100,8
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,≤100,4
1637519203176011,ClearFox Wastewater Treatment,These ads ran without a disclaimer,≤100,2
270951116255236,GEA Farming,These ads ran without a disclaimer,≤100,4
173130474741,Yahia Gouasmi,These ads ran without a disclaimer,≤100,2
102757906053545,ثورة وزعيم,These ads ran without a disclaimer,≤100,5
235123059866368,"Hitachi, Ltd. -Global",These ads ran without a disclaimer,≤100,10
112177278825671,King's College London Alumni,These ads ran without a disclaimer,≤100,7
207242941103,The Deen Show,These ads ran without a disclaimer,≤100,4
462816597868668,Maktoum mohammed,These ads ran without a disclaimer,≤100,1
188235807944466,روحانيـــون من الشـــرق,These ads ran without a disclaimer,≤100,1
1326183970737367,OMV,These ads ran without a disclaimer,≤100,1
152255681312680,محمد العادل العزابي,These ads ran without a disclaimer,≤100,1
1302059039869141,Ala Fekra,These ads ran without a disclaimer,≤100,2
101606581438407,أقلام حرة,These ads ran without a disclaimer,≤100,3
216741958412414,Avon Worldwide,These ads ran without a disclaimer,≤100,1
0,Instagram User 9991037002,These ads ran without a disclaimer,≤100,1
102797881910758,تفنيد Tafnied,These ads ran without a disclaimer,≤100,8
142288373333,HIMSS,These ads ran without a disclaimer,≤100,2
333141140132864,China.org.cn,These ads ran without a disclaimer,≤100,2
109926774968672,"Shenzhen Top-Peak Electronics Co.,Ltd.",These ads ran without a disclaimer,≤100,2
333090146816491,الحملة العالمية للعودة إلى فلسطين,These ads ran without a disclaimer,≤100,1
102333412089253,Yalla Sam,These ads ran without a disclaimer,≤100,3
146824565503248,Rosa Luxemburg Stiftung - North Africa,These ads ran without a disclaimer,≤100,2
1197866890273985,الجالية الأردنية في أمريكا Jordanians  in America,These ads ran without a disclaimer,≤100,1
2337899843120214,Latif Yahia لطيف يحيى,These ads ran without a disclaimer,≤100,2
106669812356658,الائتلاف المصري لحقوق الإنسان والتنمية,These ads ran without a disclaimer,≤100,1
1175630379148974,China Xinhua Sci-Tech,These ads ran without a disclaimer,≤100,4
103220467783427,jouhaynah,These ads ran without a disclaimer,≤100,1
109187228232712,F5,These ads ran without a disclaimer,≤100,2
505992806138474,يني شفق العربية,These ads ran without a disclaimer,≤100,6
326936278050470,CScience,These ads ran without a disclaimer,≤100,2
246918948495109,Samwell AI,These ads ran without a disclaimer,≤100,1
670650646396373,ActionAid Vietnam,These ads ran without a disclaimer,≤100,1
103186682224705,Yalla يلا,These ads ran without a disclaimer,≤100,13
335419916512727,International Jazz Day,These ads ran without a disclaimer,≤100,1
393304404377707,中華人民共和國外交部駐香港特別行政區特派員公署,These ads ran without a disclaimer,≤100,8
103429118955699,travelwithmaina,These ads ran without a disclaimer,≤100,8
267410650127820,NRD Companies,These ads ran without a disclaimer,≤100,6
108028731766136,almurqaab1,These ads ran without a disclaimer,≤100,1
7258206754,Jeune Afrique,These ads ran without a disclaimer,≤100,25
101439172535645,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100,8
259546494894687,Golden Bac,These ads ran without a disclaimer,≤100,1
106333873031741,الدكتور معاوية العليوي,These ads ran without a disclaimer,≤100,1
111089812243982,Cité des Sciences à Tunis مدينة العلوم بتونس,These ads ran without a disclaimer,≤100,1
104827978844780,مكافئات العماله التونسيه,These ads ran without a disclaimer,≤100,2
795608570470740,20foursport,These ads ran without a disclaimer,≤100,2
106898664730558,Emirates Loves Tunisia - الإمارات تحب تونس,These ads ran without a disclaimer,≤100,1
101719639093622,حياة وطن,These ads ran without a disclaimer,≤100,2
168508139975104,CGTN Türk,These ads ran without a disclaimer,≤100,1
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,4
110904727326591,Search engine albert einstein محرك البحث ألبرت أينشتاين,These ads ran without a disclaimer,≤100,6
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,3
1543000112660498,JAC Motors Global,These ads ran without a disclaimer,≤100,1
108482371656615,Celebratized,These ads ran without a disclaimer,≤100,1
