Page ID,Page name,Disclaimer,Amount spent (ZAR),Number of ads in Library
103763324999136,runmyerrandssa,These ads ran without a disclaimer,≤100,1
102741728911153,lovefest_loveislove,These ads ran without a disclaimer,≤100,3
132565356767969,Inverdoorn,These ads ran without a disclaimer,≤100,1
100424882934821,Cresta Vaal College - Vereeniging,These ads ran without a disclaimer,≤100,1
112934581747791,Private academy,These ads ran without a disclaimer,≤100,2
105837862009417,MegaNovel: Fictions,These ads ran without a disclaimer,≤100,5
110751925090750,Telema kongolais,These ads ran without a disclaimer,≤100,1
207242941103,The Deen Show,These ads ran without a disclaimer,≤100,4
108373474911757,Cederberg Eerste Gemeenskapsorganisasie,These ads ran without a disclaimer,≤100,5
0,Instagram User 4533385205,These ads ran without a disclaimer,≤100,1
190010265716,Cisco Networking Academy,These ads ran without a disclaimer,≤100,5
800018250057491,Direct Expose,These ads ran without a disclaimer,≤100,2
714691168730873,Bernini,These ads ran without a disclaimer,≤100,1
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,≤100,11
0,Instagram User 6654903041,These ads ran without a disclaimer,≤100,1
106483202242929,Elektra motos calzada,These ads ran without a disclaimer,≤100,1
117423331329455,Career Goals HQ,These ads ran without a disclaimer,≤100,1
284952512352884,Platform45,These ads ran without a disclaimer,≤100,1
101691962235790,Ideal New Life,These ads ran without a disclaimer,≤100,5
106636774386783,Crisis Response Network,These ads ran without a disclaimer,≤100,2
607117336039633,National skills and technical college,These ads ran without a disclaimer,≤100,2
120037437734537,Calvin Strange Crippen,These ads ran without a disclaimer,≤100,2
102623776002357,Funnies Now - Magazine Page 2,These ads ran without a disclaimer,≤100,17
105266645664325,mrstormguy,These ads ran without a disclaimer,≤100,1
1551302135130394,The Calabash Grill & Cocktail Bar,These ads ran without a disclaimer,≤100,1
2552060571686733,Novakid Polska,These ads ran without a disclaimer,≤100,2
100444065759459,The Renata,These ads ran without a disclaimer,≤100,3
1465264777025828,Jura Care Village,These ads ran without a disclaimer,≤100,1
1976346265921936,Business Leadership South Africa,These ads ran without a disclaimer,≤100,1
123519421070204,Shiloh Israel Children's Fund,These ads ran without a disclaimer,≤100,1
605447116479685,History 101,These ads ran without a disclaimer,≤100,18
107084602077236,Busani Gwesela,These ads ran without a disclaimer,≤100,1
101917628467245,Virtuous Con,These ads ran without a disclaimer,≤100,1
109926538596,The Baffler Magazine,These ads ran without a disclaimer,≤100,1
100820255934433,AWS Startups,These ads ran without a disclaimer,≤100,4
109428778388226,Text Stickers - Sticker Maker,These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,3
108532260659720,papitozway,These ads ran without a disclaimer,≤100,1
415568195571594,Mwanasikana Wanhasi,These ads ran without a disclaimer,≤100,2
1821795494503074,Sideshow X,These ads ran without a disclaimer,≤100,1
228226437241644,Treasure House Bible Church International,These ads ran without a disclaimer,≤100,1
105864595266364,the.lovehub,These ads ran without a disclaimer,≤100,2
103891352420476,showing_alliance,These ads ran without a disclaimer,≤100,1
162972087634423,In Good Company_ZA,These ads ran without a disclaimer,≤100,1
430881667374523,News of South Africa,These ads ran without a disclaimer,≤100,1
115223106534001,Major Mixing,These ads ran without a disclaimer,≤100,1
111056251367452,Bliss Day,These ads ran without a disclaimer,≤100,1
104676348412357,The Authors Spot,These ads ran without a disclaimer,≤100,1
259050400804,Dr. Linda Online,These ads ran without a disclaimer,≤100,1
352684881252032,Grand Lodge of Michigan,These ads ran without a disclaimer,≤100,1
256211166289344,Get Serious,These ads ran without a disclaimer,≤100,13
150865164943366,GO Magazine,These ads ran without a disclaimer,≤100,1
107810625092320,ninathealchemist,These ads ran without a disclaimer,≤100,1
119214224885253,The Philadelphia Trumpet,These ads ran without a disclaimer,≤100,6
16387505591,International Rivers,These ads ran without a disclaimer,≤100,2
1691667177798461,Brut,These ads ran without a disclaimer,≤100,1
101430725749274,Canadian Citizenship Immigration & Bureau Veritas,These ads ran without a disclaimer,≤100,1
0,Instagram User 6358796486,These ads ran without a disclaimer,≤100,1
100874694997568,Stop The B,These ads ran without a disclaimer,≤100,1
447101812029449,"Dr Weder, Kauta & Hoveka Inc.",These ads ran without a disclaimer,≤100,1
1929961157257985,Nostalgic Daily Feed,These ads ran without a disclaimer,≤100,2
259053084574400,Wahl SA,Carla Elaine Crooks,≤100,2
113887853369794,Shelter For Prayer Of All Nations,These ads ran without a disclaimer,≤100,3
101370965090487,Magistrates Matter,These ads ran without a disclaimer,≤100,1
108781898614203,Joburg Etc,These ads ran without a disclaimer,≤100,1
146841362045058,Amit,These ads ran without a disclaimer,≤100,5
107712062156713,Marc Bredenkamp,These ads ran without a disclaimer,≤100,1
112315630440653,Cape Independence Advocacy Group,These ads ran without a disclaimer,≤100,1
626159147556279,Phathabakhe Shezi,These ads ran without a disclaimer,≤100,5
1108711572555122,GE Africa,These ads ran without a disclaimer,≤100,3
489179047956298,Allwork.Space,These ads ran without a disclaimer,≤100,20
501074179942614,Vale Lambo,These ads ran without a disclaimer,≤100,2
101045376052091,lerato_fulfilling,These ads ran without a disclaimer,≤100,1
100162244986458,Mr. Cheff,These ads ran without a disclaimer,≤100,5
167873824012557,Oceanus,These ads ran without a disclaimer,≤100,5
580366902450797,Pratilipi Urdu,These ads ran without a disclaimer,≤100,14
898252743643580,Abdullah Aid,These ads ran without a disclaimer,≤100,3
106285403239363,Minister Thapelo,These ads ran without a disclaimer,≤100,3
103983572995108,RoboForex,These ads ran without a disclaimer,≤100,4
169464783086716,Menlyn Park Shopping Centre,These ads ran without a disclaimer,≤100,1
105575218720272,Armell TM,These ads ran without a disclaimer,≤100,1
702031753182052,Pictoric,These ads ran without a disclaimer,≤100,4
123161387835128,HackerEarth,These ads ran without a disclaimer,≤100,1
102165095467044,Bahia Formosa,These ads ran without a disclaimer,≤100,1
457464611714598,The World Around,These ads ran without a disclaimer,≤100,4
189966797754883,Accountability Now - Ifaisa,These ads ran without a disclaimer,≤100,1
109289161692453,Boitekanelo Private Healthcare,These ads ran without a disclaimer,≤100,1
355537401546918,NSProjects,Siyanda Lugomo,≤100,1
122769951206888,Seeff Jhb South & Alberton,These ads ran without a disclaimer,≤100,1
100768466016899,tfresh,These ads ran without a disclaimer,≤100,1
100742894733993,Quest for Eternal Sunshine,These ads ran without a disclaimer,≤100,3
100162105602845,Avi Lewis,These ads ran without a disclaimer,≤100,5
246907365349759,Jurists4Christ Foundation (JFC),These ads ran without a disclaimer,≤100,1
106269305054012,mattapexnutrition,These ads ran without a disclaimer,≤100,1
0,Instagram User 5360142657,These ads ran without a disclaimer,≤100,1
145005255689562,Mikael Johansson Photography,These ads ran without a disclaimer,≤100,1
100272216049863,majedhalawi1_south_gallery,These ads ran without a disclaimer,≤100,2
138528180024579,Daily Feed,These ads ran without a disclaimer,≤100,4
101268822314172,AWP Magazine,These ads ran without a disclaimer,≤100,2
323392049084349,Untitled by Talenthouse,These ads ran without a disclaimer,≤100,3
216604452329165,FBS CopyTrade,These ads ran without a disclaimer,≤100,2
1090090057802788,Amakhabazela Music,These ads ran without a disclaimer,≤100,2
109143498569044,Less Sugar. More Life,These ads ran without a disclaimer,≤100,1
122094853676016135,Trophy Trivia,These ads ran without a disclaimer,≤100,1
128752567238553,Water Research Commission,These ads ran without a disclaimer,≤100,1
101875319855400,Carte Blanche,These ads ran without a disclaimer,≤100,3
109618608579864,All beautiful things,These ads ran without a disclaimer,≤100,9
105448452269780,Lifestylecog,These ads ran without a disclaimer,≤100,6
109045248536816,Coached by Jo,These ads ran without a disclaimer,≤100,1
111070631336806,Hidden Gem South Africa,These ads ran without a disclaimer,≤100,5
107280770707238,TextSticker,These ads ran without a disclaimer,≤100,2
349570375158430,Nigerian Union South Africa-NUSA,These ads ran without a disclaimer,≤100,2
388943641294267,The Sun Exchange,These ads ran without a disclaimer,≤100,1
107804765400555,seeds_of_aspiration,These ads ran without a disclaimer,≤100,1
542954595766793,ANC KZN,These ads ran without a disclaimer,≤100,1
109234484311045,Cheryllyn Dudley,These ads ran without a disclaimer,≤100,3
108798127984153,Aktuality,These ads ran without a disclaimer,≤100,1
0,Instagram User 9839715940,These ads ran without a disclaimer,≤100,1
109834054543701,SolarButterfly,These ads ran without a disclaimer,≤100,6
102527444796887,God Bless Africa Movement,These ads ran without a disclaimer,≤100,14
153698181363705,Democratic Alliance Eastern Cape,These ads ran without a disclaimer,≤100,1
107313365582687,Swag Print,These ads ran without a disclaimer,≤100,2
197232917670467,Chamisa - The People's President,These ads ran without a disclaimer,≤100,1
110712923895171,𝗤𝗚 𝗱𝗲𝘀 𝗟𝗶𝗻𝗴𝗲𝗿𝗶𝗲𝘀,These ads ran without a disclaimer,≤100,5
1471121206480287,Beach and Bush Team Building,These ads ran without a disclaimer,≤100,1
194759637064722,Need to juggle,These ads ran without a disclaimer,≤100,1
1719925368237082,Pro Heed,These ads ran without a disclaimer,≤100,1
229399913834837,P&G,These ads ran without a disclaimer,≤100,2
345626636056884,Wild,These ads ran without a disclaimer,≤100,6
224860895069589,Meraki Lifestyle Brand,These ads ran without a disclaimer,≤100,1
194440870415229,Need Prayer?,These ads ran without a disclaimer,≤100,1
101361287935124,The Shumeez Scott Foundation,These ads ran without a disclaimer,≤100,1
226135904471971,AFM House Of Praise,AFM House Of Praise,≤100,2
109823334046268,Novels and Fiction Stories - G o o d  Novel,These ads ran without a disclaimer,≤100,2
116989810428384,Entertainment Spotlight,These ads ran without a disclaimer,≤100,5
481318695969211,Wild For Change,These ads ran without a disclaimer,≤100,2
1691013484562348,Solidariedade NA Mokili,These ads ran without a disclaimer,≤100,1
88795929350,Cricket South Africa,These ads ran without a disclaimer,≤100,1
269338178239141,Mangaung Ward 19 Councillor - Qondile Peter,These ads ran without a disclaimer,≤100,4
1247434085425966,Outlier.org,These ads ran without a disclaimer,≤100,4
109778495166043,Joevine,These ads ran without a disclaimer,≤100,1
113779677057918,Child welfare south Africa Limpopo,These ads ran without a disclaimer,≤100,10
133290040025084,Israel Forever Foundation,These ads ran without a disclaimer,≤100,2
2092924957605425,Solis,These ads ran without a disclaimer,≤100,14
246425659800809,Central News,These ads ran without a disclaimer,≤100,3
768185273358397,Blydeville Concerned Residents,These ads ran without a disclaimer,≤100,1
1880257952191125,News of South Africa,These ads ran without a disclaimer,≤100,1
105247085765999,Nosiph flamin,These ads ran without a disclaimer,≤100,1
500895353689021,Africa's Business Heroes,These ads ran without a disclaimer,≤100,13
100981592841390,Bongani Buthelezi,These ads ran without a disclaimer,≤100,2
109178145120394,Phumla Mqashi Restaurant Mmamahabane,These ads ran without a disclaimer,≤100,1
103607238740907,Egypt Expo 2020,These ads ran without a disclaimer,≤100,1
107806618256663,Tinya Tanya Services,These ads ran without a disclaimer,≤100,1
103766278329346,fatinharamos,These ads ran without a disclaimer,≤100,10
107172377416132,Envoy Foundation,These ads ran without a disclaimer,≤100,1
407289156764172,City Cancer Challenge,These ads ran without a disclaimer,≤100,5
523587907668556,Life Rocks,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,15
107246535445449,YouthWyze Uganda,These ads ran without a disclaimer,≤100,1
390025999896,Cornerstone Institute,These ads ran without a disclaimer,≤100,1
107600958493138,Bobo wallpaper,These ads ran without a disclaimer,≤100,1
6352578678,Singapore Airlines,These ads ran without a disclaimer,≤100,3
236907056685167,Christ In Action Ministries,These ads ran without a disclaimer,≤100,2
1435582743403260,M&G Investments Southern Africa,These ads ran without a disclaimer,≤100,8
478479492268974,Sunday Times ZA,These ads ran without a disclaimer,≤100,3
1099556003449280,Feenix,These ads ran without a disclaimer,≤100,2
655968144447608,Global Agribusiness Forum,These ads ran without a disclaimer,≤100,2
299197003595192,Funny Texts,These ads ran without a disclaimer,≤100,2
107096751429673,Animal Post,These ads ran without a disclaimer,≤100,4
103657488559934,Abroad Scholars,These ads ran without a disclaimer,≤100,1
103871618450194,Debt Fairy,These ads ran without a disclaimer,≤100,2
112132917280125,Ubuntu Bama Afrika,These ads ran without a disclaimer,≤100,1
102696408163892,Maverick Thinker,Mignon Stephané Dawson,≤100,2
112317714989991,Cabdi Wali Mohamed,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 2170579909,These ads ran without a disclaimer,≤100,1
103165745992479,Bogosi-Litha Malefetse,These ads ran without a disclaimer,≤100,1
249398765348,Internet and Mobile Association of India (IAMAI),These ads ran without a disclaimer,≤100,6
118714234854754,Reform Judaism in Israel,These ads ran without a disclaimer,≤100,2
237780162928365,Gradyzart,These ads ran without a disclaimer,≤100,1
629021617133721,Judges Matter,These ads ran without a disclaimer,≤100,6
719087594924466,Light of Democracy,These ads ran without a disclaimer,≤100,1
1971251063146706,Minister Mose Page,These ads ran without a disclaimer,≤100,1
106047458085610,Inspire kasi lifestyle,These ads ran without a disclaimer,≤100,1
109383444817905,AmoMama Life,These ads ran without a disclaimer,≤100,7
101212409076313,VF Plus - Mosselbaai,These ads ran without a disclaimer,≤100,1
108135035097445,j_de19,These ads ran without a disclaimer,≤100,1
110294097026972,D4F Games,These ads ran without a disclaimer,≤100,1
104615812140018,Tyu,These ads ran without a disclaimer,≤100,1
326093578320372,Coert Coetzee Blog,These ads ran without a disclaimer,≤100,2
344503485608758,La Colombe Restaurant,These ads ran without a disclaimer,≤100,1
113608008709874,Hotel Villa Real,These ads ran without a disclaimer,≤100,5
318336152298900,Ameliorer Wellness,Ameliorer Wellness,≤100,3
102202384790269,DiFluid,These ads ran without a disclaimer,≤100,3
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,67
103991101777373,PMB DEBT Counsellors,These ads ran without a disclaimer,≤100,1
106913565272963,Philly Mapulane,These ads ran without a disclaimer,≤100,1
113159965034772,the_green_food_co,These ads ran without a disclaimer,≤100,1
123492901131057,TechCabal,These ads ran without a disclaimer,≤100,5
343553249697748,Etti Samana Marks,These ads ran without a disclaimer,≤100,2
103590278683,Royal Fireworks Press,These ads ran without a disclaimer,≤100,1
110077338112707,Bible Media News,These ads ran without a disclaimer,≤100,1
108350544421634,How&Why,These ads ran without a disclaimer,≤100,9
324253041382779,Xavier Cormier,These ads ran without a disclaimer,≤100,3
103152251918116,Panda Report,These ads ran without a disclaimer,≤100,2
107647258831836,Weregreenly- Magazine Page 3,These ads ran without a disclaimer,≤100,23
275758569814605,Cooking 4 All,These ads ran without a disclaimer,≤100,8
659820630761849,Sanlam,These ads ran without a disclaimer,≤100,2
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
29092950651,TED,These ads ran without a disclaimer,≤100,2
109275801798123,Haj and Umrah Services multan,These ads ran without a disclaimer,≤100,1
108966741644172,Koray Beserler 1,These ads ran without a disclaimer,≤100,5
199235833463190,Nature Careers,These ads ran without a disclaimer,≤100,1
116706926839633,Braindom,These ads ran without a disclaimer,≤100,11
103211952066425,The Pineapple,These ads ran without a disclaimer,≤100,8
100333822302194,IMPG,These ads ran without a disclaimer,≤100,3
109303824062896,Masizole Mnqasela,These ads ran without a disclaimer,≤100,4
108176937713878,AbafaziPhambili,AbafaziPhambili,≤100,3
100807929383801,DFW Dan Real Estate,These ads ran without a disclaimer,≤100,1
108729435044190,BoBo Wallpaper-1,These ads ran without a disclaimer,≤100,1
111036558607525,WhatsApp Business 2545245440,These ads ran without a disclaimer,≤100,1
131443777573895,The Celebritist,These ads ran without a disclaimer,≤100,4
100467464948528,"Apparel Intelligence, Inc.",These ads ran without a disclaimer,≤100,2
240520509125140,Crimson sunset,These ads ran without a disclaimer,≤100,1
0,Instagram User 3559079209,These ads ran without a disclaimer,≤100,1
104007965152546,Special For U,These ads ran without a disclaimer,≤100,1
177380625645754,Dr. Jeffrey Nall,These ads ran without a disclaimer,≤100,3
225071794660871,MaximillianGroup Inc,These ads ran without a disclaimer,≤100,1
111252617889990,Sophia for Schools,These ads ran without a disclaimer,≤100,1
44409199155,Amazon Conservation Team,These ads ran without a disclaimer,≤100,2
209090664477388,Shell Broken,These ads ran without a disclaimer,≤100,10
101235588517374,MTV Documentary Films,These ads ran without a disclaimer,≤100,5
108854350600603,Katanga Child Hope Restoration.Org,These ads ran without a disclaimer,≤100,4
102275456235341,Mallam Adam Baba,These ads ran without a disclaimer,≤100,1
112621135101685,eastwoodslim_popcult,These ads ran without a disclaimer,≤100,1
296438217073791,11th Hour Racing,These ads ran without a disclaimer,≤100,5
111223537233676,Minister Prince Kayz,These ads ran without a disclaimer,≤100,1
107533071766680,The ACEToken,These ads ran without a disclaimer,≤100,1
1876706275875274,News Moves Markets Forex,These ads ran without a disclaimer,≤100,1
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,16
106311107882095,Hon. Amb Benjamin K Langat,These ads ran without a disclaimer,≤100,1
103397345641864,Knit for GBV,These ads ran without a disclaimer,≤100,2
101971048046703,Your Daily Game Face,These ads ran without a disclaimer,≤100,1
239479583379,Fenton,These ads ran without a disclaimer,≤100,2
106000248338009,Testname-worldwide,These ads ran without a disclaimer,≤100,4
471277542977722,The Braddock Inclusion Project,These ads ran without a disclaimer,≤100,2
1537445366507250,Labour Research Service,Labour Research Service,≤100,2
198139206865208,الهيئة المستقلة لحقوق الإنسان-فلسطين,These ads ran without a disclaimer,≤100,1
112623884898093,Melton Stark,These ads ran without a disclaimer,≤100,1
120350937701180,23rockerz,These ads ran without a disclaimer,≤100,1
141800812358932,Regal Business Group,These ads ran without a disclaimer,≤100,2
103635471684407,Omna Tigray,These ads ran without a disclaimer,≤100,1
101175608989884,Edana Oriana,These ads ran without a disclaimer,≤100,1
542678889114683,The Coca-Cola Company,These ads ran without a disclaimer,≤100,7
265496630195072,Radisson RED,These ads ran without a disclaimer,≤100,1
117592091643709,Tree of Life Ministries｜Evangelism in Israel,These ads ran without a disclaimer,≤100,12
106250888489174,DA Youth Ward 1/Wyk 1-CoT,Karel Edward Roodt,≤100,3
615040838898606,Angry Birds Dream Blast,These ads ran without a disclaimer,≤100,1
1533262130144049,Safe Community Your Smart City Solution,These ads ran without a disclaimer,≤100,2
106955107903290,Система  акселерации бизнеса,These ads ran without a disclaimer,≤100,22
184220038281243,Evolve MMA,These ads ran without a disclaimer,≤100,1
108148958352704,Travelers Spot,These ads ran without a disclaimer,≤100,43
578973868905951,"Dr. Michelle Hadassah Yasmina Reed, MHR Ministries",These ads ran without a disclaimer,≤100,1
60335554408,Biz Kid$,These ads ran without a disclaimer,≤100,1
193104290705132,Agri Wes-Kaap,These ads ran without a disclaimer,≤100,1
111794987937776,Global Balcony,These ads ran without a disclaimer,≤100,13
102370738700333,"Zēco Industries, Inc.",These ads ran without a disclaimer,≤100,1
139912819412385,Edumilestones.com,These ads ran without a disclaimer,≤100,3
104782785988004,londoniaf,These ads ran without a disclaimer,≤100,1
287616751432346,Osart Gallery,These ads ran without a disclaimer,≤100,2
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,10
267308215301,DJ EAZY E,These ads ran without a disclaimer,≤100,1
106750558455234,chrisflakoo,These ads ran without a disclaimer,≤100,1
106609728156997,Courtney Kendall,These ads ran without a disclaimer,≤100,1
28764872018,RFI English,These ads ran without a disclaimer,≤100,7
153721696786166,Vox Weather,These ads ran without a disclaimer,≤100,2
110689383976104,VF Plus - Middelburg MP,These ads ran without a disclaimer,≤100,1
306299085892890,Michael Bagraim,These ads ran without a disclaimer,≤100,1
103766745419222,The Debt Guys,These ads ran without a disclaimer,≤100,1
104217131838981,elementoftruth_za,These ads ran without a disclaimer,≤100,1
435615586607465,I'm not Plastic,These ads ran without a disclaimer,≤100,4
1685361985038839,Taylor Blinds & Shutters,These ads ran without a disclaimer,≤100,3
279918852642290,Brave to Love,These ads ran without a disclaimer,≤100,2
518828318236401,Palestinian Rights Institute مؤسسة الحق الفلسطيني,These ads ran without a disclaimer,≤100,1
142869282390688,Open Secrets ZA,These ads ran without a disclaimer,≤100,1
102441058153107,Dreame-Love-twice,These ads ran without a disclaimer,≤100,3
233022620980830,Ebrahim Sheik,These ads ran without a disclaimer,≤100,45
111369148376737,African traditional medicine,These ads ran without a disclaimer,≤100,1
130105057816,Southern Sun,These ads ran without a disclaimer,≤100,1
115591005188475,Global Times,These ads ran without a disclaimer,≤100,25
716006655227486,Politically Aweh,These ads ran without a disclaimer,≤100,1
106529191798468,Councillor Yusuf Mohamed - Ward 57,These ads ran without a disclaimer,≤100,2
107930028616683,mpiafrica,These ads ran without a disclaimer,≤100,1
103753388705058,Nick Staab Coach,These ads ran without a disclaimer,≤100,2
105304542415053,Alabaster Branding,These ads ran without a disclaimer,≤100,2
677053222330221,Prophet Abel Nwobi,These ads ran without a disclaimer,≤100,1
1953987054812651,Mayor Chris Pappas,These ads ran without a disclaimer,≤100,1
103000965893191,Vamanghovo Entertainment,These ads ran without a disclaimer,≤100,1
553255924708025,Brioche Food and Coffee,These ads ran without a disclaimer,≤100,1
100492211912028,The Riaan Roux Show,The Riaan Roux Show,≤100,1
103986432745607,Riaan Roux,The Riaan Roux Show,≤100,1
119936706067817,The Gerry Callahan Show,These ads ran without a disclaimer,≤100,1
100924385025722,Thandabantu Human Capital Solutions,These ads ran without a disclaimer,≤100,1
143009419151746,Daleen Nieuwoudt Attorneys,These ads ran without a disclaimer,≤100,1
109103933774793,Alpha,These ads ran without a disclaimer,≤100,1
1898061280481958,Tasting Climate Change,These ads ran without a disclaimer,≤100,1
103090619040383,Zaviyalova Ekaterinaa,These ads ran without a disclaimer,≤100,5
445713452243348,Apeiron Art,These ads ran without a disclaimer,≤100,1
102454687807723,Sofanovel,These ads ran without a disclaimer,≤100,2
544706998891527,Garowe Online,These ads ran without a disclaimer,≤100,2
102935728632927,canary_is_mine,These ads ran without a disclaimer,≤100,1
253491764742889,Section27,These ads ran without a disclaimer,≤100,2
537598379621303,Ark Designs SA,These ads ran without a disclaimer,≤100,1
455302361969697,O’Fela African Restaurant and Lounge,These ads ran without a disclaimer,≤100,1
100996296372360,high sprit,These ads ran without a disclaimer,≤100,1
2448347601855713,GRACE GRACE with Nina and Michelle,These ads ran without a disclaimer,≤100,1
168740099627,Apartheid Museum,These ads ran without a disclaimer,≤100,4
217696894929887,FW de Klerk Foundation,These ads ran without a disclaimer,≤100,2
683436135352620,Rothoblaas solutions for safety,These ads ran without a disclaimer,≤100,1
167580079975960,Newnham Associates,These ads ran without a disclaimer,≤100,8
1997429833858876,Institute for Essential Services Reform,These ads ran without a disclaimer,≤100,2
105069498905916,Cde Thembeni Nxangisa,These ads ran without a disclaimer,≤100,4
110465511723265,Ababili Adventures,These ads ran without a disclaimer,≤100,1
2347286422222296,CALM Ministries - Apostle Tendani Emmanuel,These ads ran without a disclaimer,≤100,2
110250330354380,Discover Beijing,These ads ran without a disclaimer,≤100,10
115204951496999,drnatasha_,These ads ran without a disclaimer,≤100,2
100306442898373,_circle_of_success_,These ads ran without a disclaimer,≤100,1
122724759129541,Veganuary Deutschland,These ads ran without a disclaimer,≤100,6
447351976007008,Rural Sports Magazine,These ads ran without a disclaimer,≤100,1
56844830907,ESET,These ads ran without a disclaimer,≤100,8
216135638510823,ConversionWise,These ads ran without a disclaimer,≤100,2
1052785355111518,Rico Sullivan,These ads ran without a disclaimer,≤100,1
1841729342819138,Ancient Times,These ads ran without a disclaimer,≤100,1
100892755046519,Zvido Zvevanhu Peoples Party,These ads ran without a disclaimer,≤100,4
149919053925,St Michael's World Apostolate,These ads ran without a disclaimer,≤100,1
103129614853062,Sport Foy,These ads ran without a disclaimer,≤100,6
147460752380358,Sounda,These ads ran without a disclaimer,≤100,1
178482078837675,Say Peace,These ads ran without a disclaimer,≤100,1
101670205657272,Real marketing signals,These ads ran without a disclaimer,≤100,3
110206684121600,growfish.co,These ads ran without a disclaimer,≤100,1
1593820680884174,Ocean Generation,These ads ran without a disclaimer,≤100,4
2847932505247470,Breteau Foundation,These ads ran without a disclaimer,≤100,1
102889415909913,Recommended.SA,These ads ran without a disclaimer,≤100,1
472901656168578,The European Championships,These ads ran without a disclaimer,≤100,3
556266534498748,DS Smith,These ads ran without a disclaimer,≤100,2
1464779663812914,Springer Nature,These ads ran without a disclaimer,≤100,2
104961699036373,prosprwithus,These ads ran without a disclaimer,≤100,1
103281751597066,xskarma,These ads ran without a disclaimer,≤100,16
1893753027550598,Happy Stems Florist & Bakery,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100,11
20186429434,Hope and Homes for Children,These ads ran without a disclaimer,≤100,3
110159135064039,trader_films,These ads ran without a disclaimer,≤100,1
134489816734327,Action Change,These ads ran without a disclaimer,≤100,1
624555907649924,Christian Family Church Tzaneen,These ads ran without a disclaimer,≤100,1
223138651663362,FEM Assurance Company,These ads ran without a disclaimer,≤100,1
415588781855236,Representative Wendy Horman,These ads ran without a disclaimer,≤100,3
0,Marketplace Seller 1169327368,These ads ran without a disclaimer,≤100,1
176493072401004,Stellenbosch Municipality,These ads ran without a disclaimer,≤100,1
107068194956756,Coastline Projects Africa,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,57
230718188181158,Crime Over Cocktails,These ads ran without a disclaimer,≤100,2
110213674212871,Health hazards due to mobile Radiation,These ads ran without a disclaimer,≤100,1
114421513654385,Technical Centre for Climate Change and Agricultural Development,These ads ran without a disclaimer,≤100,9
579835555547932,Cllr. Farouk Cassim,These ads ran without a disclaimer,≤100,1
104836609250328,Thomas Yuta,These ads ran without a disclaimer,≤100,1
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,≤100,2
109785634777749,VividLucky-DE,These ads ran without a disclaimer,≤100,8
112177278825671,King's College London Alumni,These ads ran without a disclaimer,≤100,4
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,9
100784474876985,Greater Johannesburg SMME Chamber of Commerce,These ads ran without a disclaimer,≤100,2
104890339043025,Tacit voyage,These ads ran without a disclaimer,≤100,2
557658244293061,Capital Legacy,These ads ran without a disclaimer,≤100,1
235176106566951,DA Bitou / Plettenberg Bay,These ads ran without a disclaimer,≤100,1
103226945235684,RED NOSES Emergency Smile,These ads ran without a disclaimer,≤100,1
1111008669009678,RXGlobal,These ads ran without a disclaimer,≤100,1
148423685184180,"איל""ן - איגוד ישראלי לילדים נפגעים",These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,98
108141148778630,Moeshfieka Botha,These ads ran without a disclaimer,≤100,1
106813207597143,Rahmina Paullete,These ads ran without a disclaimer,≤100,14
114578930404602,Ava's publishers,These ads ran without a disclaimer,≤100,1
880611255347800,Phoenix TV 鳳凰衛視,These ads ran without a disclaimer,≤100,4
11949538375,Dialogue Earth,These ads ran without a disclaimer,≤100,6
100144204832742,VF Plus - Balfour / Grootvlei / Greylingstad,These ads ran without a disclaimer,≤100,1
95067328018,Tigerlily Foundation,These ads ran without a disclaimer,≤100,1
228073447064109,Arts Of Palestine,These ads ran without a disclaimer,≤100,3
101339102207809,Vigilant Church of God,These ads ran without a disclaimer,≤100,1
104229641922663,Joyread-Massive Amazing,These ads ran without a disclaimer,≤100,2
9012050691,Scribol,These ads ran without a disclaimer,≤100,12
100264376287543,Ward 105 Tshwane - Lida Erasmus,These ads ran without a disclaimer,≤100,1
110290261999485,Okeyah Abel Nwobi,These ads ran without a disclaimer,≤100,2
795544750535757,Gorata Geegarl,These ads ran without a disclaimer,≤100,2
1124793390872447,Smokey&Co,These ads ran without a disclaimer,≤100,1
118960647895185,Morongwa Mdletshe,These ads ran without a disclaimer,≤100,1
110447491708549,Ahmed Shafeek,These ads ran without a disclaimer,≤100,1
0,Instagram User 8563563667,These ads ran without a disclaimer,≤100,1
954298964703081,Abbott FreeStyle,These ads ran without a disclaimer,≤100,3
102492225937717,Eco Cashew,These ads ran without a disclaimer,≤100,1
