Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
100447962231379,Od Pakulu ke Kongresáku,KCP ART/MozART Praha s.r.o.,4644,15
718338384898548,Jan Zahradníček,Tomáš Škurek,4636,31
651094301940271,KDU - ČSL Ostrožská Nová Ves,Miroslav Hanus,4632,55
348394825788,Piráti Liberecký kraj,These ads ran without a disclaimer,4630,19
187560732537,ODS Poděbrady,Michal Zapletal,4630,7
2302369613323321,ODS Klánovice,Ferdinand Polak,4629,12
107357665377128,Změna společně - Společně za lepší Hodonín,Patrik Orsak,4623,8
656604737704726,olomouc.cz - nejlepší adresa ve městě,David Kopřiva,4620,18
234562447282992,Koalice pro Cheb,Martin Tůma,4619,13
1979906548942349,Vít Céza,ČSSD,4616,10
202451429883,Novinky.cz,Borgis a.s.,4611,5
223701741482175,Moravské zemské hnutí,Hysek Ondrej,4605,5
101283005480613,Pirátská tajemství,Richard Král,4597,24
43855944703,Svobodní,Soska Marek,4589,2
707458719329186,Starostové Praha,Starostové a nezávislí,4585,12
1406315296263632,"Milan Golas, Dolní Chabry",Milan Golas,4579,32
104622121026372,Earth Breeze,These ads ran without a disclaimer,4579,4
112950418715468,TOP 09 - Praha 2,TOP 09 - Praha 2,4570,30
522700607809595,GORDIC,GORDIC spol. s r.o.,4569,9
106495177577528,Jan Macháček,3PK,4568,11
2079838238922997,ODS a TnT společně za Třebíč,Ta naše Třebíč,4566,9
1365388263565053,MORITZ BAKER,These ads ran without a disclaimer,4561,4
105822804344879,Martin Klika,Martin Klika,4556,6
158980731475210,Nina Spitalnikova,Nina Spitalnikova,4555,2
535611970260854,Evropa společně,These ads ran without a disclaimer,4555,9
150003828819986,Dedoles,These ads ran without a disclaimer,4554,5
168197034004209,David Vodrážka,ODS Praha 13,4550,6
294674561247936,Radek Hlaváček,Hlavacek Radek,4545,16
180995542422359,KSČM - Jičín,OV KSČM Jičín,4530,14
100585762760977,My jsme Přísaha Poděbrady,František Třeštik,4530,12
128356043848931,NMS Market Research Czech,NMS Market Research s.r.o.,4529,4
108017670576661,David Žofka,David Žofka,4528,13
111090641719655,Lanškroun - náš domov,Filip Kráčmar,4521,11
201535993705342,Radim Sršeň,These ads ran without a disclaimer,4510,1
105793248620071,Kavárna Meziřečí,Martin Kaman,4506,7
109866818410016,Starostové a nezávislí Praha 17 Řepy,Martin Čechlovský,4504,14
104122031809048,Čtvrťák,"Spolek pro rozvoj lokálních médií a komunit, z.s.",4502,4
138335622088,MAXIMA REALITY,Alexandra Urbancová,4500,1
50154761945,Živě.cz,CZECH NEWS CENTER a. s.,4500,3
195765777641,Mariánský sloup v Praze na Staroměstském náměstí,These ads ran without a disclaimer,4500,1
216399032618857,Petr Kapounek,Petr Kapounek,4500,4
103902545758582,Chceme tady slušně žít,Karel Hornyicki,4500,8
186911408779571,Eva Špačková,ODS Praha 1,4500,6
104816639573834,Hlas pro Martina Soukupa,Martin Soukup,4500,2
632715980192350,Městský obvod Moravská Ostrava a Přívoz,Mobilní Rozhlas,4499,3
1619155818397047,Petr Orel,Filip Larmer,4499,8
349496602364,ODS Středočeský kraj,ODS Středočeský kraj,4499,9
384432825008174,Kontramarka.ua,These ads ran without a disclaimer,4499,5
455221007864967,Ekumenická akademie,Ekumenická akademie,4496,10
524011267773691,Česká křesťanská akademie ve Strážnici,Mucka Jakub,4493,5
146558492026,ONDRÁŠOVKA,These ads ran without a disclaimer,4492,7
134937073279530,Dr. Max Lékárna,These ads ran without a disclaimer,4492,5
127991711368196,ZaBudějovice,Za lepší Budějovice,4491,12
233310997324608,Nezávislí pro Stříbro,These ads ran without a disclaimer,4490,5
762176520477539,MND,These ads ran without a disclaimer,4488,1
351453861673167,Za čisté a klidné Modřice,Libor Procházka,4487,12
103082838103056,Andrea Wlochová,Andrea Wlochová,4486,11
278652988669153,Heyeucz,HeyEU,4486,8
114989650375925,Čáslav sobě,Čáslav sobě,4482,6
236486863149324,František Kopřiva,František Kopřiva,4482,18
2035300043161107,Brod v dobrých rukou,KDU-ČSL Havlíčkův Brod,4476,17
105536732228230,Jiří Lévay - SPD Svoboda a přímá demokracie,Jiří Lévay,4472,23
105085385816298,Přestavby AT,These ads ran without a disclaimer,4472,6
786579091515979,ODS Znojmo,František Koudela,4472,6
103343347903605,Tomáš Hocke,Starostové pro Liberecký kraj,4457,12
102033331850450,Jihlava mi není fuk,KVAS o.s.,4456,11
107491384331255,Stalo se nad Nisou,Petr Mikula,4452,1
102264545849342,Právo Respekt Odbornost - PRO - Chomutov,Zdeněk Vaňkát,4451,15
416639148709255,Zelení - Český Krumlov,Zelení - Český Krumlov,4449,14
103005225924210,Debatní spolek,Debatní spolek,4447,14
580041029096178,Český rozhlas Karlovy Vary,Český rozhlas,4445,7
384386858342009,Liftago,These ads ran without a disclaimer,4445,1
352172529231,ODS PRAHA 17,Michal Mrskoč,4443,7
101997004521344,9 proti kolapsu zdravotnictví,These ads ran without a disclaimer,4443,9
307366403475293,Michal Frantík - sport a pohybová gramotnost,Frantik Michal,4442,51
108635649009885,Právo Respekt Odbornost - PRO -Středočeský kraj,Právo Respekt Odbornost - PRO -Středočeský kraj,4440,4
372556892940505,Rosice Našima Očima,Rosice našima očima,4428,11
223701741482175,Moravské zemské hnutí,These ads ran without a disclaimer,4427,5
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,4424,34
102411589158005,VY,Eva Krhánková,4422,14
143233242363818,Volba pro Poděbrady,Volba pro Poděbrady,4421,10
1721987611202174,Michal Zapletal - Předseda ODS Kolín,These ads ran without a disclaimer,4417,5
566449463537820,Průmyslová ekologie,Martina Jandusová,4414,6
420031541516422,František Elfmark,Česká pirátská strana,4407,12
112077440518386,natbase.cz,These ads ran without a disclaimer,4404,4
168706679163,Ulice,These ads ran without a disclaimer,4402,2
107964555315370,Spojenci Příbram,Václav Švenda,4401,16
112758851612930,Monika Shaw Salajová - místostarostka Prahy 5,Monika Shaw Salajová - místostarostka Prahy 5,4399,7
100197192559708,STAN Jihlavsko,Starostové a nezávislí,4396,6
290047845064999,Správná Volba,Správná volba PRO Zdraví a Sport,4396,20
108352037751716,Dr-Ahmed Azmy,These ads ran without a disclaimer,4395,57
636362799772077,Jan Železný - komentáře,Jan Železný - komentáře,4392,13
243299736759156,Václav Bernard,STAROSTOVÉ A NEZÁVISLÍ,4388,17
313290552179385,Lesensky.cz,LESENSKY.CZ s.r.o.,4387,66
131038043610155,Katedra mediálních a kulturálních studií a žurnalistiky FF UP v Olomouci,These ads ran without a disclaimer,4383,1
100337566108036,"Libor Jelínek, zastupitel Města Uhlířské Janovice",Libor Jelínek,4369,6
238198436671166,Jiří Horecký,Jiří Horecký,4357,18
194460987239229,TOP 09 Havlíčkův Brod,TOP 09,4355,32
2387150641523648,Jan Šenkýř - Starosta zpod kopca,Jan Šenkýř,4351,5
102055234640947,Zákony zavčas,These ads ran without a disclaimer,4346,5
306514249430227,Inside Amazon,These ads ran without a disclaimer,4342,2
145522932180283,Masarykova demokratická akademie,"Masarykova demokratická akademie, z. s.",4339,32
121226931083433,Pohodové bydlení,These ads ran without a disclaimer,4338,4
777638625687541,Právo Respekt Odbornost - PRO - Ústecký kraj,Právo Respekt Odbornost - PRO - Ústecký kraj,4337,3
162748197126,Motto nakladatelství,These ads ran without a disclaimer,4335,3
113487364881416,Jiří Rezek - Váš místostarosta Plzně Jedničky,Jiří Rezek - Váš místostarosta Plzně Jedničky,4334,9
167226383603,Mladí ladí jazz,Nerudný Fest,4333,9
105998488267274,Robert Teleky,Robert Teleky,4333,16
937836309745848,ODS Napajedla,Vilém Skála,4321,5
1451805735037441,Čisté Ústí,Tomáš Vandas,4318,11
191487317696220,Vladimír Barák - novinář,Vladimír Barák,4308,34
252574801885347,Plus - pravicově-konzervativní křídlo,These ads ran without a disclaimer,4301,25
2119732698342937,Vodafone Group,These ads ran without a disclaimer,4300,13
107744397623418,Pavel Křeček • radní Prahy 3,Starostové a nezávislí,4299,13
703613623075671,Taťána Malá,ANO bude líp,4297,1
645958022418728,Magu,These ads ran without a disclaimer,4294,3
517971212068689,Žijeme Znojemskem,Pavel Štohl,4294,8
233238716854624,Společně pro Jablonec,Petr Klápště,4291,29
105317285145450,Martin Rybár,Jan Mlynářík,4289,3
111664013910338,ZaRegion,Impression Media,4288,4
104077915293317,Alena Kopejtková starostka,Alena Kopejtkova,4287,9
542571202537813,Mgr. Radek Vincour,ODS,4274,7
370302013674124,Tvořivá společnost • Tvorivá spoločnosť,These ads ran without a disclaimer,4254,5
106840744186103,Podbořanský PRAVDOvod,Martin Řepík,4245,5
114385477127693,Morava1918,Jiří Novotný,4245,7
110178328228079,NinjaOne Europe,These ads ran without a disclaimer,4244,8
386508422184056,"Ing.Alexandr Gegalčij, kandidat-PS Parlamentu ČR, ANS&Národní Demokracie",Gegalczij Alexandr,4244,15
301655750591979,ODS Prachatice,ODS,4242,10
404301233381225,Náš Vyškov,Jiří Valter Kopáček,4239,13
104115922416168,Zuzana Vöröšová - členka Rady MČ Brno-Vinohrady,Zuzana Vöröšová,4233,12
100950258849633,Petr Fifka,ODS - Občanská demokratická strana,4232,13
235990960437159,Změna pro Třebovou,Zuzana Mičková,4232,24
108926818582146,My jsme Přísaha Pohořelice,PŘÍSAHA - občanské hnutí Roberta Šlachty,4230,3
280185545439690,Rada pro mezinárodní vztahy,Rada pro mezinárodní vztahy,4230,2
409231149204178,Nezávislí - Tvoříme JIH,Josef Grendziok,4226,6
408295059195044,NGO Market,Daniel Zeman,4223,10
884837951550237,"Ondřej Kolář, poslanec z Prahy 6","Ondřej Kolář, poslanec z Prahy 6",4221,22
1803608073027117,Společně Ústí nad Labem,Petr Vidlák,4221,15
146955527905,EU Civil Protection & Humanitarian Aid,These ads ran without a disclaimer,4216,16
127724113969641,Unicorn Live,These ads ran without a disclaimer,4216,7
288627030991926,Jiří Řehák,SEN 21,4213,5
645659332140518,Otto Schwarz,Otto Schwarz,4211,10
278781882181636,Jihočeši 2012,Bc. Martin Stejskal,4208,8
157185390961423,Břevnovské posvícení - Oficiální stránky,These ads ran without a disclaimer,4207,1
100867319375760,Simplistic haircut,These ads ran without a disclaimer,4203,5
103855997827256,Muzeum paměti XX. století,Muzeum paměti XX. století,4202,3
131077510392252,Škoda Group,Škoda Transportation,4200,5
401218907157652,Mladí pro Pardubický kraj,Mladí pro Pardubický kraj,4200,2
100501219214090,Filip Leder-starosta MČ Brno-Žabovřesky,These ads ran without a disclaimer,4200,10
109897861301984,Michal Výstup,Miroslav Hanus,4198,42
155581198490580,SPD Praha 5,SPD,4192,4
695302664275996,Ostravský PRAJD,Klára Stolinská,4189,13
226406520645,YSL Beauty,These ads ran without a disclaimer,4188,4
268855381127,SodaStream CZ,These ads ran without a disclaimer,4185,7
137772860082574,ซอฟต์แวร์โปรแกรมช่าง,These ads ran without a disclaimer,4177,8
108268154129861,Damokles.cz,These ads ran without a disclaimer,4164,1
288677555262802,Yoga Garden,Barbora Svorová,4159,11
523064847825794,ODS Dobruška,Jan Špaček,4156,29
108061391003890,Ondřej Feber - senátor,Ondřej Feber,4156,16
105752894157530,Novorent,NOVORENT SE,4155,5
109706565121379,SPOLU Vysoké Mýto,Dusek Jan,4151,5
274358416733104,"Smiřice, Rodov, Trotina - Náš domov",Lukáš Novotný,4151,21
1677508659222759,Jakub Macek • Společně pro Jablonec,Macek Jakub,4150,7
102356108517656,Czech Advanced Technology and Research Institute,These ads ran without a disclaimer,4145,2
241125683294662,Piráti Frýdek-Místek,Piráti Frýdek-Místek,4137,10
107685452090075,Martin Kákona do Senátu,Česká pirátská strana,4128,2
198910890909558,Neplatiči s.r.o,These ads ran without a disclaimer,4127,5
729382317107073,100pro Zbraslav,Ondřej Klíště Šlocar,4113,7
109971530524897,Hrot24.cz,These ads ran without a disclaimer,4104,13
762006560504701,ODS Brno - Komín,Tim Kratochvíl,4101,10
101680762129424,Kateřina Stojanová - Pirátka,Česká pirátská strana,4100,2
110038557114533,Imagine5,These ads ran without a disclaimer,4099,28
2318160795089768,Docent Peter Koliba,Peter Koliba,4098,4
107211128142281,Staráti a Pirostové,Richard Král,4093,22
479728625867303,Divadlo RePublika,Jan Julínek,4093,29
100495556143967,"SPOLU - Vysoký Újezd, Kuchař, Kozolupy",SPOLU VyKuKo,4090,16
111733501520149,Jaroslav REIF - Olomouc,Frantik Michal,4090,6
1958623787693604,Oběti české justice,These ads ran without a disclaimer,4088,22
543820122428341,Matouš Vencálek • Zelení,Matouš Vencálek,4088,11
110867741728106,SPOLU pro Strakonice,Občanská demokratická strana,4087,16
105693982089835,FÓRUM Blansko,Luk Toman,4085,13
102763112397884,Jan Hušbauer,Jan Hušbauer,4083,10
1601272696606781,Petr Globočník - politik,These ads ran without a disclaimer,4080,1
105993794508462,Centrum žije,Centrum žije! - spolek pro restart Prahy,4070,9
1716285315339294,Portu,These ads ran without a disclaimer,4069,13
162620837267478,Jan Bartošek,These ads ran without a disclaimer,4056,8
435101493242798,Piráti Mariánské Lázně,Lukáš Guga Jadlovský,4055,7
445158312161575,StartupJobs,StartupJobs,4050,10
105993305066465,Ondřej Chrást - politik,Ondřej Chrást,4049,7
100211632787467,Ing. Roman Kliský,Roman Klisky,4049,7
102937347929221,Alena Šírová,3PK,4045,6
101257121242761,Věci zásadní z.s.,These ads ran without a disclaimer,4031,27
100191411972962,Karel Ptáček - Praha 8,Česká pirátská strana,4031,6
101948248244787,Předvolební debaty - Ústecký kraj,Jan Smítka,4029,8
325598224118133,Viessmann Climate Solutions,These ads ran without a disclaimer,4029,40
408721373223964,Green Energy Solartruck,These ads ran without a disclaimer,4015,6
1870450529906750,TERA.cz,These ads ran without a disclaimer,4006,3
1469905643286553,ODS Břeclav,Místní Sdružení ODS Břeclav,4003,21
105497228847319,Lidovci & Starostové Brno-jih,Jakub Holas,4001,12
138416608152,"TADY A TEĎ, o.p.s","SPOLEČNOST TADY A TEĎ, o. p. s.",4000,1
135144949863739,ParlamentníListy.cz,Ladislav Šoufek,4000,1
111126344023093,Jiří Dohnal - radní Prahy 11,Česká pirátská strana - Praha,4000,5
128577896275,Marek Benda,Hopp Alan,4000,2
1586675371632962,Monika Oborná,Monika Oborná,4000,4
101982421558473,Proti Doměřování,Envirex Holding a.s.,4000,6
144434798975573,PROPAMÁTKY,"Institut pro památky a kulturu, o.p.s.",4000,1
150154625109581,Roman Celý,KDU-ČSL,4000,1
119078923228030,Jiřina Rosáková do Senátu,Jiřina Rosáková,4000,6
149928956216,Běhej.com,Behej.com,4000,2
1794651450559144,"Zdraví, Sport, Prosperita - Ústí nad Labem",Radim Holecek,4000,8
104832030896296,Animal Rebellion Česká republika,Animal Rebellion Czech Republic z.s.,4000,1
115024295206267,Pardubáci,Matej Zelinka,4000,6
1463409583937241,Milan Foukal,ODS Zlín,3999,4
102763972476799,Společně oživíme Ropici,Martin Chmiel,3999,65
102636664700472,Praha čistá a průjezdná,Svencom,3998,3
257529307701966,Jiří Pospíšil,Jiří Pospíšil,3996,3
102933879043536,Brod Žije,Kamila Buranova,3992,11
107415778426373,Lipensko pro život,"Lipensko pro život, z.s.",3992,19
1349390305148283,SEMTIX.cz,SEMTIX s.r.o.,3991,3
194268297419434,"ANO, tohle jsou Semily",ANO 2011,3991,3
355004424357828,Spolu pro lidi a krajinu,Strana zelených,3990,13
103572125613085,Společně pro Prahu 22,Martin Langmajer,3988,26
863704530313828,Nezávislá volba Šumperk,Martin Kuchtík,3988,8
418722500458,Michal Ondra,Česká pirátská strana,3984,53
227251021071983,"Ostražitý Ostravák, z.s.",These ads ran without a disclaimer,3984,1
176618874475277,Martina Ochodnická - poslankyně z Vysočiny,TOP 09,3984,20
110984740352591,Re:publikum,"Re:publikum, z.s.",3984,4
466501367126112,Hlinsko sobě,AS ROVI s.r.o.,3983,5
459555667429837,Brašnářství Tlustý a spol.,These ads ran without a disclaimer,3981,1
108651807679403,Kateřina Daczická,safranada,3977,5
158158938269,Impact Hub Praha,Impact Hub Praha,3972,5
1696541430584339,ODS Pravý hlas pro Olomoucký kraj,Petr Sokol,3972,18
981962295256718,Táňa Valentová Nersesjan,ČSSD,3970,5
106138857557725,Zachraňme Baťovu nemocnici,Tomáš Goláň - senátor,3969,16
1220066088147062,Ondřej Krutílek,Ondřej Krutílek,3966,7
110464978438283,Lepší Kralupy,Lepší Kralupy,3966,12
103608115389051,Petr Mikuláš,Petr Mikuláš,3960,8
110202394956780,My jsme Přísaha Praha,PŘÍSAHA - občanské hnutí Roberta Šlachty,3950,1
109312294926861,2. ekonomická transformace,Digital First Marketing Group s.r.o.,3947,8
226207821151572,Marek Novák,These ads ran without a disclaimer,3947,10
236188077099716,"Prof. MUDr. Jan Čáp, CSc",Jan Čáp,3930,16
117961988257236,Sedita Rodinné,These ads ran without a disclaimer,3929,1
411145352422813,"Město Bílina, oficiální stránka",Mobilní Rozhlas,3926,4
188818527830758,TIC Zlín,TIC Zlín,3919,1
241669269037364,Tomáš Messing,Spolek Odchod,3918,7
373589366156209,Saxo Bank,These ads ran without a disclaimer,3912,4
734952839931034,Spět ke zdravému městu Český Brod,Evžen Pospíšil,3908,7
109155350763664,MCore,These ads ran without a disclaimer,3899,2
656594044727811,"ANO, tohle je Nový Jičín",ANO 2011,3899,4
113523098408774,Hight vol,These ads ran without a disclaimer,3898,1
105536608938707,Starostové a nezávislí Slaný,Martin Janda,3893,19
460072524405386,Hlavný denník,These ads ran without a disclaimer,3879,11
437210819674800,Živý kraj,These ads ran without a disclaimer,3877,9
676692975786082,Fun Games For Free,These ads ran without a disclaimer,3876,1
102108872635431,Dominik Kolder,Dominik Kolder,3873,5
106164041900049,queerspacesnetwork,These ads ran without a disclaimer,3868,4
1927613447274181,JazyGo - Language school,These ads ran without a disclaimer,3865,12
346094695922955,Severočeši - Rumburk,Radek Slavík,3864,2
2258442857759226,Aiways,These ads ran without a disclaimer,3863,1
1729039174076892,Piráti Klatovy,Česká pirátská strana,3860,19
108587085367325,Dr. Uhlí,These ads ran without a disclaimer,3857,1
50309511751,Český rozhlas - Radiožurnál,These ads ran without a disclaimer,3853,10
2087313321544905,VIZE 21,VIZE 21,3850,13
252673128998993,Daniela Ostrá • Sociální demokracie,Daniela Ostrá,3850,9
100874651853105,Arnošt Štěpánek - náměstek hejtmana Královéhradeckého kraj,Česká pirátská strana,3849,13
101705226314145,Karel Jurka - starosta Vyškova a radní Jihomoravského kraje,ODS,3848,43
188170248637576,ODS Tichá,Jiří Adamec,3844,10
1510242952524260,Jana Plamínková,STAROSTOVÉ A NEZÁVISLÍ,3840,11
383535481698460,VIDA science centrum,These ads ran without a disclaimer,3837,6
560477904056459,ŽĎÁR - ŽIVÉ MĚSTO,ŽĎÁR - ŽIVÉ MĚSTO,3830,14
102618841638008,Petice - PID Nepřebarvovat,These ads ran without a disclaimer,3826,3
621358831228004,Institut politického marketingu,"IPM Consulting, s.r.o.",3825,9
111719664857934,PRO Lovosice,PRO Lovosice,3823,23
117116997643952,Sports Info,These ads ran without a disclaimer,3813,1
103358809697830,Starbucks Česká republika,These ads ran without a disclaimer,3812,1
944358442253364,Jihočeský kraj - oficiální,These ads ran without a disclaimer,3810,9
382900875172177,Vršovické divadlo MANA,Centrum MANA z.s.,3809,7
109275571635180,"ANO, tohle jsou Kohoutovice",ANO Jihomoravský kraj,3800,4
294808211378024,Piráti Mělník,Česká pirátská strana,3798,11
215259109014756,Tâm Đức - Tài Chính & Kế Toán,These ads ran without a disclaimer,3797,4
107630938749964,Ing. Pavel Staněk,Josef Kopko,3796,4
111166250487774,KDU - ČSL Okresní organizace Hodonín,KDU-ČSL,3793,9
1728221284064393,Chytrá Nemovitost,These ads ran without a disclaimer,3789,3
100400784849173,Václav Mikeš - místostarosta města Kaplice - SPD,Michael Lovász,3784,15
546646498803276,"ANO, Plzeň MO1",Ivana Bubeníčková,3783,9
91773724160,NEWTON University,These ads ran without a disclaimer,3779,13
103922107871230,Eva Zbrojová,Starostové pro Liberecký kraj,3776,10
1786966461421767,Nezávislí 2010 a STAN,STAROSTOVÉ A NEZÁVISLÍ,3772,9
157259294964127,Žijeme Rudnou,Gabriel Kovács,3768,2
162578233752234,Za lepší Hejnice,Jaroslav Demčák,3767,26
110009630471996,Darekvakci.cz,These ads ran without a disclaimer,3765,5
168384613213781,BiOOO.cz,These ads ran without a disclaimer,3764,7
1693260377378636,Změna pro Rakovník,Barbora Vaicová,3754,17
107733504431288,CEVRO ARENA,"CEVRO ARENA, s.r.o.",3751,10
122406776211778,Ivo Bárek- Senátor,Česká strana sociálně demokratická,3750,24
404826636367180,Manipulátoři.cz,Manipulátoři.cz,3749,2
119507111085664,matesgregor,These ads ran without a disclaimer,3741,1
566910516721103,Jaroslava Pokorná Jermanová,Jaroslava Pokorná Jermanová,3740,2
594767370610812,Marek Doležal - doprava Praha 9,Roman Drnovec,3739,6
100120928940243,Vize pro Krumlov,VIZE PRO KRUMLOV,3737,8
187248724472240,KDU - ČSL Zlínský kraj,KDU - ČSL Zlínský kraj,3735,17
214545975335100,Prace.cz,These ads ran without a disclaimer,3735,13
2508000755881727,Štěpán Juránek,Štěpán Juránek - místostarosta,3732,20
811870538837173,Eurojackpot,These ads ran without a disclaimer,3721,2
451338294899166,Benn Harradine,These ads ran without a disclaimer,3720,9
290204967518463,Pavel Linzer,STAROSTOVÉ A NEZÁVISLÍ,3720,8
112514130247111,Markéta Monsportová - Kandidátka na hejtmanku Karlovarského kraje,Markéta Monsportová - Zastupitelka Karlovarského kraje,3717,3
104087131747633,Zaostřeno,Petr Vrabec,3714,17
88822578037,lidovky.cz,These ads ran without a disclaimer,3708,13
252673128998993,Daniela Ostrá • Sociální demokracie,Vasatkova Daniela,3704,9
713015556168009,Novinky Czech,These ads ran without a disclaimer,3701,1
103078914442329,KDU - ČSL místní organizace Louny - oficiální stránka,Petr Kožíšek,3700,6
106678374343331,Trikolora Ústecký kraj,Miroslava Čermáková,3700,4
563581857430794,Boskováci,Michal Staněk,3700,4
458314914582582,Piráti Sušice,Pavel Hais,3700,8
413032816112511,SPD Chomutov - Oblastní klub,These ads ran without a disclaimer,3693,7
110201831541176,Rozumně a srdcem za Odry,Denis Dimitrov,3690,10
315562646001,Veolia CZ,These ads ran without a disclaimer,3690,4
1381693482064780,Avast Software,These ads ran without a disclaimer,3681,12
166628854208874,Morava sobě - M3,Morava sobě - M3,3679,19
180430115412006,Partners finanční skupina,Partners finanční skupina,3673,24
468955840244651,Kabelová televize Kopřivnice,"Kabelová televize Kopřivnice, s.r.o.",3662,2
1595793927201209,David Aleš - místostarosta Brno-sever,David Aleš,3659,16
679070988836095,Libčický občanský spolek LOS,Libčický občanský spolek LOS,3656,12
113575165174742,Učím o klimatu,Člověk v tísni o.p.s.,3654,11
232236933454144,Městská část Praha 11,Městská část Praha 11,3650,7
360274454307557,Piráti Praha 9,Piráti Praha 9,3650,20
132870382164,Našipolitici.cz,Našipolitici.cz,3645,12
110819457198233,homo.politicus,These ads ran without a disclaimer,3645,30
112329648788739,"Někdo má štěstí v lásce, někdo ve hře a někdo v ničem. :-(",These ads ran without a disclaimer,3644,3
105842788672229,Filip Vítek,These ads ran without a disclaimer,3642,5
1404048749623228,Jiří Sochor,Jiri Sochor,3642,5
321754948555757,Vojtěch Krňanský - starosta,Vojtěch Krňanský - starosta,3639,7
157741540937883,CARE Česká republika,These ads ran without a disclaimer,3638,11
157675528222654,"Martin Valovič, starosta Prahy 10",ODS - Občanská demokratická strana,3636,8
312677329384317,SPOLU pro Kosmonosy a Horní Stakory,Petr Boubín,3633,1
103984831988176,Matouš Vanča - kandidát do Poslanecké sněmovny,Matouš Vanča,3630,2
568661299974409,Akfipe advokátní kancelář,Palec s.r.o.,3628,8
103799772391619,PRO Hostivici,Marek Nebesky,3627,9
106741878743084,Starostové pro Ostravu - Slezská Ostrava,Viktor Jelonek,3626,38
236082213261851,Ta naše Třebíč,Ta naše Třebíč,3626,2
396483583711937,Čarodějnice na Ladronce,These ads ran without a disclaimer,3626,3
164586926900213,Sociální demokracie - Děčín,Jaroslav Horak,3624,12
107427901292400,ELETO,These ads ran without a disclaimer,3623,1
1505689656340996,Královéhradecký kraj,Královéhradecký kraj,3622,12
221801875358932,Společně pro Vrané nad Vltavou,Společně pro Vrané nad Vltavou,3612,6
102176319150440,Aleš Tolar - náměstek primátora Plzně,STAROSTOVÉ A NEZÁVISLÍ,3610,8
110607370770540,Gameparic,These ads ran without a disclaimer,3608,10
107397121685979,Lidoviky CZ,These ads ran without a disclaimer,3605,1
105280227637808,Trikolora Ústí nad Labem,Petr Krause,3605,16
390154164452958,Charley Olomouc,These ads ran without a disclaimer,3600,2
102297688546009,Sdružení českých firem venkovní reklamy,Sdružení českých firem venkovní reklamy,3600,16
286151105540772,Tomáš Janča,ANO,3600,6
106287274112925,Plazit Polygal a Plaskolite Company,These ads ran without a disclaimer,3598,1
219912351399182,Miele,These ads ran without a disclaimer,3597,8
104178915762560,"Lidé za Tomáše Zimu, Tomáš Zima prezidentem",Jirka Bejlovec,3596,16
334091820272155,"JUDr. David Pytela, MBA, LL.M, advokátní kancelář",David Pytela,3594,7
105204972187199,Vaše volba,Vaše volba,3588,20
249781968476848,Radlická radiála - www.radiala.cz,radiala.cz,3584,3
236186909771988,NELUMBO Energy a.s.,These ads ran without a disclaimer,3581,5
232304553456879,Centrum politických studií,"Centrum politických studií, z.s.",3581,5
1853986151354832,Lepší Volba,Lepší Volba,3577,8
151060188238408,Tábor Jinak,Petr Mikuláš,3576,9
232416540847976,Jeseník srdcem,Jeseník srdcem,3574,16
109423727286984,Trikolóra Děčín,Trikolóra,3574,7
321721155252835,ODS Nové Město nad Metují,Jiří Klemt,3574,7
131801950026298,Právo Respekt Odbornost - PRO - Praha,Právo Respekt Odbornost - PRO - Praha,3570,2
273677889897777,SPD Litoměřice,Dominik Hanko,3566,8
690369544383065,Vodňany 2022,Jan Kalianko,3564,53
109035029115272,Inizio Internet Media s.r.o.,These ads ran without a disclaimer,3563,3
110141981668594,Petr Slanina - liberecký kandidát Pirátů,Česká pirátská strana,3561,11
1419383834970848,Úřad v mobilu / Hlášenírozhlasu.cz,URBITECH s.r.o.,3560,12
623521487687579,Alarm,Alarm,3557,1
104608564296964,Xương Khớp Ông Bảo,These ads ran without a disclaimer,3556,5
155988153227801,Impact Hub Innovation,Impact Hub Innovation,3554,5
633386900109922,Volte číslo 1 - Sdružení nezávislých kandidátů,Tomáš Horák,3553,17
102061842583379,TUŘICE a SOBĚTUCHY SOBĚ,Antonín Šimonka,3551,9
308305179255281,Prostějovští Piráti,Česká pirátská strana,3543,13
617051264984122,ODS Turnov,These ads ran without a disclaimer,3542,3
175976309118191,Zelení - Jihočeský kraj,Stanislav Černý,3539,9
286483085526,T-Mobile CZ,These ads ran without a disclaimer,3535,2
1760714940902212,Pokračujme v Tom Společně,Starostové a nezávislí,3533,13
592824774517879,ODS Třeboň,Vladan Pikl,3532,14
162501966947995,Minimální důstojná mzda,Minimální důstojná mzda,3531,15
102432445505325,State.Io,These ads ran without a disclaimer,3530,3
172947177653,ODS Louny,Jan Vaic,3528,10
145701478615877,Kariéra v Hexagon Business,These ads ran without a disclaimer,3524,3
134582662117508,CO2IN_cz,"The CO2IN, a.s.",3520,3
118358546218030,Ladislav Hynek,ČSSD,3518,4
1474978352789418,ODS Litomyšl,Lukáš Novák,3515,16
625081641212524,Sdružení nezávislých Kopřivnice,Sdružení nezávislých Kopřivnice,3513,10
2508000755881727,Štěpán Juránek,Štěpán Juránek,3511,19
106563654565729,Právo Respekt Odbornost - PRO - Karlovarský kraj,Právo Respekt Odbornost - PRO - Karlovarský kraj,3511,2
100602721795096,Tereza Vodáková - zastupitelka města Jeseník,Tereza Vodáková,3509,11
