Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
139928446074309,紳裝西服 Leegentux,至誠李,15000,1
677459252427759,車之輪汽車百貨岡山門市,These ads ran without a disclaimer,15000,1
287766215130059,桃園誌,敬昕盧,14998,5
104207912105629,翁杰 地方事我的事,杰翁,14998,43
192165170847259,李眉蓁,永杰張,14997,5
861682803846323,許慧玉議員粉絲團,永杰張,14996,5
105035232199398,唐楷瀚 大直大小事,唐楷瀚,14996,15
496978040737077,反對阿銘獨立參選,敬昕盧,14996,5
102385165210276,1657禾倫通訊/手機無卡免卡分期/0元交機,These ads ran without a disclaimer,14984,4
113765665329554,Morespace 摩爾空間個人倉庫,These ads ran without a disclaimer,14983,9
106890832160797,林清松 大園趴趴走,慧菁林,14981,19
106133145009498,蝦魚樂購 購物,These ads ran without a disclaimer,14965,3
233140110222019,簡榮宗,艾普特媒體有限公司,14954,5
102215798918493,怪老子理財,These ads ran without a disclaimer,14954,6
140406793181025,香港之聲,These ads ran without a disclaimer,14953,8
1478435305776760,國民黨青年部,冠安陳,14951,11
1474050862905347,哲學與社會民主工作室,騰柯,14945,23
1229091790553521,謝金河 投資理財,These ads ran without a disclaimer,14936,1
478718052203227,李日勝,These ads ran without a disclaimer,14921,1
102633352493748,微光134移動救偏鄉,微光134移動救偏鄉,14915,12
191918174684707,林易瑩 台南市議員,易瑩林,14900,20
280155675348611,得來素蔬食連鎖餐飲,These ads ran without a disclaimer,14897,9
257332267797964,Userism 靓肌靚 - 分效美療,These ads ran without a disclaimer,14897,54
108392043969212,顧吉熙,顧吉熙,14889,36
2180444295361823,林柏勛,柏勛 林,14886,15
107586837798624,Young-Sky 太平體重管理俱樂部,These ads ran without a disclaimer,14826,3
144131508778561,三竹股市,These ads ran without a disclaimer,14820,1
240811039372635,HOLA 和樂家居,These ads ran without a disclaimer,14813,10
102929735680129,良誠急時,These ads ran without a disclaimer,14803,5
105605597565972,李奇峰,奇峰 李,14800,31
705909009790487,WeDate 交友約會 APP,These ads ran without a disclaimer,14793,5
114434513604981,林家豪 Buyung Sigi,林家豪,14780,12
114998738616924,Mdmmd.,These ads ran without a disclaimer,14774,1
104522975372350,百邑富都匯,These ads ran without a disclaimer,14760,6
101241818009327,天母樂漾,甲桂林廣告,14760,3
1741503392790057,Oz Cricket Fans,These ads ran without a disclaimer,14756,1
110050828215276,陳慶元,陳慶元,14755,48
346654512601113,若水學院,These ads ran without a disclaimer,14755,27
161364814238853,葉孟龍,國信王,14750,21
163199420208759,程正樺 艦長,These ads ran without a disclaimer,14749,52
491176550931779,黃玉芬,玉芬 黃,14742,9
2174736529463075,Elephant Cuppa,These ads ran without a disclaimer,14741,5
1897551657186955,很角色傳媒,很角色傳媒(很角色時報有限公司),14738,28
101197358223778,幸福虎尾 林嘉弘,幸福虎尾 林嘉弘,14731,11
430452180845796,啾甘心企業 Jiu Gan Xin,凱仁蕭,14725,24
100962928057222,勞動黨,Juhsing Tsang,14704,10
112975770670568,Amanda Stele,These ads ran without a disclaimer,14687,5
123921939003376,母湯呷 Tastesgood,These ads ran without a disclaimer,14686,3
100162202584984,房市氣象台,房市氣象台,14679,13
1734754080151654,曹桓榮．高雄繁榮,曹桓榮．高雄繁榮,14667,36
1013279742085330,陳乃瑜 美人瑜媽媽,簡安卉,14667,5
112719978102155,Hà Kiều Linh,These ads ran without a disclaimer,14660,1
835545346525507,蔡銘軒,銘軒 蔡,14658,23
213639482164089,新北市議員 蔡健棠 幸福棒棒棠,蔡承恕,14648,18
103152651955741,呂宗耀,These ads ran without a disclaimer,14643,17
281204395599747,台達 Delta,These ads ran without a disclaimer,14630,4
1415510845137238,我就是Aiko愛分享,These ads ran without a disclaimer,14606,23
103589851163157,Taizaku火星生技,These ads ran without a disclaimer,14600,15
353801478448258,Ørsted 沃旭能源,These ads ran without a disclaimer,14599,34
1207098039389407,OASIS Coffees,These ads ran without a disclaimer,14597,5
110282468297148,股市小白鴿,These ads ran without a disclaimer,14590,2
333970583760110,張凱鈞 Ken Chang,凱鈞 張,14525,7
2380468298644600,生技先生 Mr.Liu,These ads ran without a disclaimer,14505,1
2202148550020280,劉德林 高雄市議員,永杰張,14500,5
113356017110711,初星留遊學 Stay True Education,張碩芬,14483,22
204087286129409,許宇甄,許宇甄,14482,75
706267162753971,陳明達,明達陳,14465,6
1695889637360770,Hempire,These ads ran without a disclaimer,14461,17
106864908806664,劉椿榮 竹北市中興里里長參選人,劉椿榮,14458,6
1190007924468302,新共和通訊New Republic Report,Project Coup.cc,14450,21
332397547514367,Love Pakistan,These ads ran without a disclaimer,14449,1
101148779244486,达人翡翠,These ads ran without a disclaimer,14447,6
114159468223784,張建焜-齊心出發 照亮青商,林杰,14445,22
144411525414845,專選低價好股,These ads ran without a disclaimer,14436,18
132535226618301,財經日報,These ads ran without a disclaimer,14428,12
105363971764750,吳文豪-有你真好,吳文豪,14413,5
109571563912412,鷹之眼,These ads ran without a disclaimer,14410,26
550175435051921,中視新聞,These ads ran without a disclaimer,14407,3
106265361106594,海鼎離岸風電計畫 Formosa III,海鼎離岸風電計畫 Formosa III,14400,6
112570843421623,社團法人台灣你不是一個人實踐協會,柏岑 葉,14397,58
149882255050114,國立雲林科技大學會計系,國立雲林科技大學會計系,14396,8
113463601842346,UP Hou侯友宜後援會,UP Hou侯友宜後援會,14390,20
599314863445468,WUFI-Taiwan（台灣獨立建國聯盟）,台灣獨立建國聯盟,14379,9
196701461237373,蘇煥鈞·遠見行動為屏東,蘇煥鈞,14359,31
107359554768143,江品璁,These ads ran without a disclaimer,14339,5
333156536798977,Kaohsiung Pride - 高雄同志大遊行 - KHPride,Kaohsiung Pride - 高雄同志大遊行 - KHPride,14294,8
1564517980427563,石一佑 - 小佑子粉絲團,石一佑,14290,24
283565625404703,嚴選精品-雷雕博士,These ads ran without a disclaimer,14283,4
361382484016227,Impact Hub Taipei / 社會影響力製造所,Impact Hub Taipei / 社會影響力製造所,14281,17
100403415861378,水曜日聊世界,民視新聞網,14263,14
139905952749510,台灣勞工陣線協會,台灣勞工陣線協會,14256,29
105757771201972,Q寶愛看書,These ads ran without a disclaimer,14234,25
111425135025522,劉倉堯  2號中崙里里長候選人,劉倉堯,14226,23
112013784452704,今周刊-呂宗耀投資週記,These ads ran without a disclaimer,14214,34
102626755933314,國泰永續識務所,國泰永續識務所,14209,5
304523069563786,黃色小鴨Piyo,These ads ran without a disclaimer,14195,9
915235141981103,高雄市議員 鄭安秝,高雄市議員 鄭安秝,14181,16
185914782035884,StockTime 雲端股務管理系統,These ads ran without a disclaimer,14180,8
198653540190704,焦糖哥哥-陳嘉行,LYNN DYN 琳蒂保養,14171,4
165421790161057,新視紀整合行銷傳播股份有限公司,新視紀整合行銷傳播股份有限公司,14164,2
294835663907656,太咪瘋韓國,These ads ran without a disclaimer,14141,5
330682823610653,余紀忠文教基金會,余紀忠文教基金會,14119,7
218527404848441,Dun & Bradstreet Taiwan(美商鄧白氏),These ads ran without a disclaimer,14097,8
1170450106378791,購有錢 Goyomoney,These ads ran without a disclaimer,14080,1
540499035986723,聖寶華香品 沉香,These ads ran without a disclaimer,14078,3
500807503294761,翁翁旅食空間,These ads ran without a disclaimer,14067,9
108309494873567,一卡通通有,These ads ran without a disclaimer,14057,4
1454364971557221,華南永昌證券,These ads ran without a disclaimer,14003,7
1400966923282323,宏其國際生殖醫學中心-試管嬰兒、不孕症、人工生殖,梅良楊,14000,8
110158014819936,林致兵（中和人的兵友）,林致兵,13998,8
107675221674745,486時事評論網第二站,486團購網,13998,1
105765388980294,金牌獵人  Golden Hunter,These ads ran without a disclaimer,13975,3
116232431771237,Home Shop,These ads ran without a disclaimer,13970,25
110125264121324,自由路上藝術節,林冠億,13967,18
102002721267282,王婉諭,立法委員王婉諭國會辦公室,13964,22
104947228428722,樂活大叔 - - 施 昇 輝,These ads ran without a disclaimer,13964,3
110858134884421,楊仲傑 潭陽里里長,楊仲傑 潭陽里里長,13953,28
197008103698657,嘖嘖 zeczec,These ads ran without a disclaimer,13939,6
106083882775455,江志銘 台北市議員,簡安卉,13938,9
2496937133920003,中正紀念堂歷史小旅行,永和社區大學,13931,7
128650137748,HIDESAN 海蒂山,These ads ran without a disclaimer,13925,17
156435698616,大潤發 RT-mart,These ads ran without a disclaimer,13916,14
2331568353729375,Bowling Crew,These ads ran without a disclaimer,13911,4
104891044714005,玩科學&逗積木,These ads ran without a disclaimer,13889,9
181963995756378,臺北流行音樂中心 Taipei Music Center,These ads ran without a disclaimer,13889,20
101990615224455,朱正軒 Tsu Tsìng-hian,瑋婷劉,13887,24
2073221829641181,"不孕症諮詢,ivf-黎惠波醫師",These ads ran without a disclaimer,13873,4
107070952670430,"下港的囝仔, 蔡金晏",Yu Hung Tsai,13869,5
68793499001,UNICEF,UNICEF with Facebook Ad Credits,13859,22
125473444743187,芙姵爾生醫,芙姵爾生醫,13859,4
110864867037602,成令方教授 X 台灣基進,正洪,13846,9
1921640797974222,草屯鎮長 簡景賢,簡呈宇,13845,19
105324241690765,筱君 台灣plus,These ads ran without a disclaimer,13821,34
2430676163671873,創思學習 - 精緻小班教學 & 專業一對一個別指導,These ads ran without a disclaimer,13817,1
1868081493330695,新世代新虎尾-勇敢承擔-林明正,新世代新虎尾-勇敢承擔-林明正,13795,18
160576251021134,元吉環境科技,秀玉 何,13770,40
107079851907302,博康幸福之本,These ads ran without a disclaimer,13764,12
110484151109792,台灣民眾黨 台北市黨部,台灣民眾黨台北市黨部,13758,11
561198714029127,Cofit 我的專屬營養師,These ads ran without a disclaimer,13754,18
189053895206333,太陽人全民電廠 Hello Solarman,These ads ran without a disclaimer,13746,14
370040056424487,徐耀昌加油讚,苗栗縣政府,13743,6
109957758121761,PinMed 有趣知識 找到醫師,PinMed-24/7預約你的看診醫師,13724,28
300993567232935,食物分享地圖 eFOOOD sharing map,eFOOOD Social Innovation Inc.,13723,15
104670818053871,中華民國有機生活環境教育推廣協會,中華民國有機生活環境教育推廣協會,13713,4
135144676563279,邱月香 粉絲團,立佐張,13713,8
102129199153672,零號候選人,儷潔王,13702,37
107359554768143,江品璁,品璁 江,13700,10
111659248907302,中租基金平台,These ads ran without a disclaimer,13696,4
220562291272,至善基金會,These ads ran without a disclaimer,13692,4
1399683190258327,脊髓損傷基金會,脊髓損傷基金會,13685,3
1557447207851163,小蒙牛頂級麻辣養生鍋《烤》台中河南店,These ads ran without a disclaimer,13675,15
101615881633110,Smart Shopping,These ads ran without a disclaimer,13656,9
852969588088569,公視+,These ads ran without a disclaimer,13645,3
103366205636965,539專業數據分析部落,These ads ran without a disclaimer,13635,1
484876274960636,鍾宏仁,鍾宏仁,13628,13
101368618688017,國際橋牌社 和平歸來,Geema studio,13619,5
186834891871424,南得極品,These ads ran without a disclaimer,13614,4
292652795877175,程美蓮 Sayun Taji,柏元李,13592,60
468039426560294,NEC Corporation,These ads ran without a disclaimer,13587,6
118060661563380,王孝維,孝維 王,13570,19
8047221596,Save the Children US,These ads ran without a disclaimer,13567,23
751384364883409,柯呈枋,女育邱,13563,37
150539295008812,台南捐血站,承學李,13547,49
259202001263173,老天鵝娛樂,老天鵝娛樂,13547,13
206013579428194,勞工保險局,勞工保險局,13531,6
360823134063476,李柏毅 拚搏未來,博軒 徐,13525,6
421251727925471,翔盛國際baby888,These ads ran without a disclaimer,13517,4
418540781823237,Unpackaged.U商店,Unpackaged.U商店,13505,11
191317317662350,TFDA 化粧品安全使用,TFDA 化粧品安全使用,13500,1
2089876484631235,鹿港鎮長許志宏,These ads ran without a disclaimer,13500,23
107873177848611,天天耕耘-我是洪千芸,王暐心,13491,6
108233474101024,天下學習,These ads ran without a disclaimer,13484,13
148233418554712,台中沙鹿紘日舘龍獅鼓藝團 Taichung Shalu Kung-Jih Kung Long Lion Drum Skill Group,These ads ran without a disclaimer,13480,14
102072969342145,嘉義縣議員候選人   王啟瑞,王楷強,13477,30
416781661731088,IKEA 宜家家居 台中店,IKEA 宜家家居 台中店,13477,4
425759277837179,林瑞文,林瑞文,13474,13
111334415587885,國家兩廳院 NTCH,These ads ran without a disclaimer,13471,18
102242011137826,Essence Travel 本質旅行,These ads ran without a disclaimer,13458,7
494812340941352,OMIA學東西,These ads ran without a disclaimer,13456,11
109190821481101,吳家靖粉絲團,吳家靖,13447,20
2359567157407721,福山里里長葉德龍,榆臻陳,13446,26
111581223111614,MedEx 醫適能 ｜特殊族群專業訓練,These ads ran without a disclaimer,13444,2
103605232201330,Guh,These ads ran without a disclaimer,13440,4
285499948144519,嘉義市政府社會處,威宇 陳,13430,15
209856472373391,李世斌,世斌 李,13413,8
222454641957181,林昭賢,林昭賢,13390,13
100359671902425,台中風報,Fong News,13388,5
271066329736342,TDSA 台灣牙醫學生聯合會,蕭任廷,13384,4
109876537299422,玩艸植造-用水草吸管玩出植物的永續價值,玩艸植造股份有限公司,13383,30
183546618352366,聲音訓練專家-周震宇,These ads ran without a disclaimer,13371,10
103672686980763,牛哥超市生鮮企業行,These ads ran without a disclaimer,13358,6
628210660663641,自由時報地產天下,Peiyeh Lin,13323,2
110241110757305,X Mrs.kuo的棉花糖白日夢x,These ads ran without a disclaimer,13318,2
114734789929793,sogee48 二手手機媒合平台,漢軒 陳,13304,5
100821158755798,政治現實,偉傑 徐,13294,55
113545554162971,權值周刊,These ads ran without a disclaimer,13292,2
1233785179981410,張子蕾,These ads ran without a disclaimer,13288,3
2285647568340971,長江當舖/嘉義合法當舖/汽機車借款/企業融資/土地一二胎,These ads ran without a disclaimer,13283,5
147936022044174,ONEBOY HOME,These ads ran without a disclaimer,13279,1
210056935691181,廣方圓,These ads ran without a disclaimer,13276,6
145882138785925,戴動台北 戴錫欽,玄青林,13269,6
110810081402072,吳柏勳,吳柏勳,13261,24
126535244622269,台北市議員 李柏毅,These ads ran without a disclaimer,13249,7
1503029943345019,洪宗熠-熠起更好,洪宗熠-熠起更好,13248,29
1839278099650322,新北學Bar,These ads ran without a disclaimer,13235,2
102009768411982,台南風報,Fongnews.net,13225,5
127986520557288,多維新聞,These ads ran without a disclaimer,13217,35
102088175618266,林冠年｜新觀念,冠年林,13207,10
102401448268265,大群融資_借錢網2.0,祐愷 劉,13206,3
199377687541543,市政老師傅 陳萬得,萬得 陳,13200,8
503640126734757,朱毅 新竹市文雅里里長,朱毅,13189,14
274440186254638,施義芳,毅恒 鍾,13177,2
111325618381311,北斗鎮長候選人 顏宏霖,北斗鎮長候選人 顏宏霖,13170,24
1632661160110633,江承洲【江江看觀音】,江承洲【江江看觀音】,13139,11
107079701135729,樂洋地產 x 樂于創藝 Leyang & You,緻霖高,13138,12
1312962055505318,孕學林產後護理之家,These ads ran without a disclaimer,13110,19
124473380937123,勵馨基金會 The Garden of Hope Foundation,These ads ran without a disclaimer,13102,15
304971203327961,林意評,李勻,13102,8
395317217235059,Microsoft Taiwan,These ads ran without a disclaimer,13100,2
1693856497304590,竹山鎮長陳東睦,嘉珍許,13099,11
100889602144936,宇帆隊長,These ads ran without a disclaimer,13095,31
102117151255749,Wenzday溫暖過日子,These ads ran without a disclaimer,13088,66
311153399502994,卓榮泰,濬彥 吳,13087,7
101976409251228,這些人那些事,安南區市議員參選人陳瑜緁競選總部,13067,11
101542917346092,五十鈴汽車討論區,These ads ran without a disclaimer,13065,1
1535242033367738,台灣知識種子計畫,台灣知識種子計畫,13065,11
101851524923061,KOT CHEF,These ads ran without a disclaimer,13059,1
1427733054177884,微笑香蕉-黃香菽,微笑香蕉-黃香菽,13057,9
107010525562964,台北市信義區安康里 里長候選人❹ 號 楊嘉能,張秉聖,13054,9
178210012043274,張雅琳 Ngalim Tiunn,張雅琳 Ngalim Tiunn,13054,15
419276894779122,雲林縣政府,忠青 楊,13030,35
103947122181369,李詠芳-青溪里里長候選人,李詠芳,13025,15
110990931249096,Equity capital,These ads ran without a disclaimer,13015,5
105027682033280,大興里大小事-高承洋里長,高承洋,13013,19
109002541829823,我的御劍日記,These ads ran without a disclaimer,13008,6
444515489223030,車之輪汽車百貨民權門市,These ads ran without a disclaimer,13000,1
282353111158,台灣綠黨,Chung Hsien Liu,13000,3
106953284057805,蔡壁如,致帆陳,13000,9
102211884920059,陳玉蟾 關西鎮縣議員補選-候選人,時代力量 New Power Party,13000,4
1907770079504456,車之輪汽車百貨歸仁門市,These ads ran without a disclaimer,13000,1
1970182719728612,新北市農業局-稼日蒔光,新北市政府,13000,3
624022747752408,車之輪汽車百貨-斗南門市,These ads ran without a disclaimer,13000,1
485136741630414,彭俊豪,彭俊豪,12999,7
102411719983,舒翠玲,舒翠玲,12999,10
1815126142110048,西門接髮摩根Morgan｜桃園接髮｜新竹接髮,These ads ran without a disclaimer,12992,25
845620825830146,Deel,These ads ran without a disclaimer,12991,17
375468679737146,Bio Mausah 碧蔓舒,These ads ran without a disclaimer,12990,13
247464422348915,Nineshop美國精品購,These ads ran without a disclaimer,12986,6
165533803086,魏嘉賢,新凱 林,12982,5
414093528740679,鄭光峰 高雄市議員,孟庭楊,12979,14
101946625852405,Ge2,These ads ran without a disclaimer,12975,2
103969782314115,Ge1,These ads ran without a disclaimer,12975,2
2067217396887656,SEQUI,These ads ran without a disclaimer,12971,2
132794020089924,BACK TO BRITISH Tramy 崔咪,These ads ran without a disclaimer,12966,3
450606671719161,觀世音菩薩心靈法門-台灣共修會,These ads ran without a disclaimer,12965,12
191690867518507,江啟臣,中國國民黨 KMT,12956,2
107332528834535,呂宗耀,These ads ran without a disclaimer,12945,10
103765592479944,真愛無價,These ads ran without a disclaimer,12945,1
103523041549295,"浪愛集食,讓愛即時",These ads ran without a disclaimer,12925,1
219315794887869,聯合報,若蘭丁,12921,3
1047871248609007,樂居,These ads ran without a disclaimer,12916,7
1161792920525518,呂謦煒,謦煒吕,12906,13
119810531461512,Mood Shop.連線,These ads ran without a disclaimer,12893,2
1559190201019368,藍士博,士博 藍,12891,3
108944680702827,週轉達人,These ads ran without a disclaimer,12871,15
198970443543,住商不動產─艾佳生活誌,These ads ran without a disclaimer,12868,1
800660560021071,Hong Kong Free Press HKFP,These ads ran without a disclaimer,12864,11
111684051637613,王三郎嚴選,These ads ran without a disclaimer,12847,1
223260104542806,吳滄得 會做事最實在,吳滄得 會做事最實在,12835,7
118279498194504,群英整形外科診所,These ads ran without a disclaimer,12828,1
203326536781536,Matchington Mansion,These ads ran without a disclaimer,12816,3
625285831153390,俊貞冷氣空調-新舊買賣/安裝/移機/維修/保養/設計規劃,These ads ran without a disclaimer,12813,15
148581511858360,前衛出版社,前衛出版社,12800,18
106730077632285,謝易澄律師,These ads ran without a disclaimer,12798,6
151141591586217,劉建國,劉建國,12797,8
110238113650837,3q童書館-批發大盤倉庫網路書城,These ads ran without a disclaimer,12795,26
112703298545378,豹報 OPO,豹報 OPO,12786,32
103830424746629,BIOBEE.tw,These ads ran without a disclaimer,12780,11
102430288425840,DoResearch做研究,峯谷 葉,12775,13
107962814025797,美國金融日記,美國金融日記,12755,7
107144398987971,諾貝爾民調中心,諾貝爾民調中心,12744,3
113386808223599,板橋區福丘里林繼爰,林繼爰,12741,28
111334712256714,勇媽阿惠 - 黃敏惠,兆鈞 鄭,12732,12
243137172396794,Vacanza Accessory 假期飾品,These ads ran without a disclaimer,12720,29
1094926707329194,呂幸潤：請你信任,These ads ran without a disclaimer,12719,4
175124469013995,綠洲互動遊戲,These ads ran without a disclaimer,12701,1
776257359221734,藍敏煌Blue,藍敏煌,12693,25
138434589545344,玫瑰古蹟-蔡瑞月舞蹈研究社(Rose Historic Site-Tsai Jui-yueh Dance Research Institute),These ads ran without a disclaimer,12684,11
120719819319998,張幸松,第二維度股份有限公司,12683,18
1630344373752837,無毒農 等家寶寶的安心水果,These ads ran without a disclaimer,12678,2
106946124135668,2020宜蘭立委民調網,2020宜蘭立委民調網,12671,3
109270151374966,Whitee白T＿樹懶設計,Whitee樹懶設計 2013,12664,3
111291984027561,游國連,國連 游,12655,25
101714588981272,萬得for員山,萬得for員山,12652,66
401859190490,The Body Shop,These ads ran without a disclaimer,12636,1
108277418431650,報新聞 MEGA News,Nick Wang,12635,3
110664888446780,程正樺 艦長,These ads ran without a disclaimer,12633,5
112953657957021,一路發168-539,These ads ran without a disclaimer,12607,7
282353111158,台灣綠黨,冠宇 陳,12588,2
103703905816115,程正樺 艦長,These ads ran without a disclaimer,12583,5
136503196819464,Gift Amuli,These ads ran without a disclaimer,12577,1
108762525863712,漢麟樂器鋼琴店-全台最大展示-德美史坦威中古鋼琴預訂專賣 /二手鋼琴/中古鋼琴/古董鋼琴/自動演奏/靜音鋼琴/數位鋼琴,These ads ran without a disclaimer,12568,44
516247668398091,隔壁老王的實驗室,These ads ran without a disclaimer,12566,26
102325275412395,陳慶鴻,俊憲 邱,12558,8
1340299176009689,啟夢教育 - 「系統化」科系探索,寶玉方,12549,21
103701182092044,李崇義/Charles Lee,These ads ran without a disclaimer,12541,14
372692962824783,工程圖輯隊-新北工務局,These ads ran without a disclaimer,12533,7
154367152164,"SIM Global Education, Singapore Institute of Management",These ads ran without a disclaimer,12524,22
149753175085458,Real Estate,These ads ran without a disclaimer,12521,1
466505160192708,Initium Media 端傳媒,端傳媒,12519,6
111206991666159,莊謦宇,莊謦宇,12509,7
1502028716524124,JD 捷德國際鑽石批發,These ads ran without a disclaimer,12505,4
1087090364685921,美格瑪乳酪蛋糕專賣店,These ads ran without a disclaimer,12504,11
101308388708033,Yi-An Studio,These ads ran without a disclaimer,12501,1
796773450692022,將來銀行 NEXT BANK,彦樺杜,12500,3
103756641993015,合庫投信,暐智曾,12500,2
104624290080479,張育美,Wei-Yuan Chan,12500,8
105552644544444,楠梓情報站,These ads ran without a disclaimer,12499,3
111843535350656,勞動黨 湛秀英惜愛和平,勞動黨 湛秀英惜愛和平,12496,19
285499948144519,嘉義市政府社會處,嘉義市政府社會處,12494,7
1638443496378356,何淑峰議員,佩雯 葉,12491,18
174455783100940,劉韋巡 巡航安樂,劉韋巡,12462,23
195769958936,JUKSY 街星,These ads ran without a disclaimer,12440,5
109436853996728,股市專家-憲哥,These ads ran without a disclaimer,12424,3
111269958588197,吳宗憲專業團隊,These ads ran without a disclaimer,12424,1
110675044790181,竹南鎮民代表 陳嘉榮,陳怡霖,12406,15
100293405606291,大俠武林,These ads ran without a disclaimer,12384,1
200795295882,謝金河 投資理財,耀賢黃,12380,12
333700787493437,味全龍Dragons,These ads ran without a disclaimer,12379,1
295573550636598,臺灣電子商務暨創業聯誼會,These ads ran without a disclaimer,12379,4
102794061248777,活粒適,These ads ran without a disclaimer,12378,1
110984807147131,New Sports,These ads ran without a disclaimer,12373,3
487576624711342,張順朋（如意）-用媽媽的心呵護竹東,俊傑 羅,12367,11
105215575077981,鈔錢部署-盧燕俐,These ads ran without a disclaimer,12364,10
124136087614077,賴秋媚,賴秋媚,12363,11
241744040079991,春山出版,甘彩蓉,12362,27
119344536648119,鄭正（真正）高興見到你,鄭正,12345,18
324563817737422,桃園市政府客家事務局,These ads ran without a disclaimer,12336,4
105858711491621,陳秋豪＠台灣基進,哲軒張,12336,8
547129002067069,杜文中,杜文中,12329,6
2302114776779779,林子丞 「民眾為本，為您服務」,These ads ran without a disclaimer,12321,5
802134029947694,東南長照好鄰居,傑博特數據行銷有限公司,12318,16
106537312118711,Zalo 0327995482 mua via ib mình nhé328811,These ads ran without a disclaimer,12305,9
2095889100428796,窩課360,These ads ran without a disclaimer,12294,4
2277144032604670,欣巴巴-曉陽明,These ads ran without a disclaimer,12274,16
1649157898451893,林世明·芬園會更好,林恩希,12271,33
111296747455211,美麗窕襬,These ads ran without a disclaimer,12269,1
521176024619313,花輪哥,傑齊 黃,12269,18
158714780827513,UNFPA,These ads ran without a disclaimer,12258,235
111654304644525,藍青挺,凱勛 鄧,12241,13
102392822649920,Wentysix-HK,These ads ran without a disclaimer,12234,2
483162002105142,MeetTheOne 心理學見面交友,These ads ran without a disclaimer,12232,2
234636916658305,北區國稅局,北區國稅局,12232,56
455620761591472,魏嘉慶全家 大烏龍在地 社區醫師 幫您顧健康,魏嘉慶全家 大烏龍在地 社區醫師 幫您顧健康,12225,21
243667052403505,鈦美旅行社 TM Travel,These ads ran without a disclaimer,12221,1
274458159931256,Embryolisse Taiwan 恩倍思,These ads ran without a disclaimer,12189,17
107106190767774,橘子送來了！大吉大利,慧如 王,12189,20
219397281995537,HBO Asia,These ads ran without a disclaimer,12187,1
100172739410353,劉彥伶 新竹市議員,彥伶劉,12185,19
500518686797918,CodePro兒童程式創客教育,These ads ran without a disclaimer,12182,11
120202444520849,程正樺 艦長.,These ads ran without a disclaimer,12180,24
268878329957449,陳光軒・dpp苗栗縣議員,陳光軒・dpp苗栗縣議員,12167,81
1387662857929286,電影神搜,These ads ran without a disclaimer,12166,2
320740307949240,紙風車劇團,These ads ran without a disclaimer,12164,12
738770726862330,大大寬頻 TBC 南桃園資深業務-賴家明,These ads ran without a disclaimer,12162,1
101438659233740,卓越電子報,縱橫加策略公司,12134,27
101634079291992,鄭朝鐘 轉動竹東,祖誼 林,12132,10
100367746008077,范格菱-您格壁的好菱居,格菱范,12120,24
103355328696837,熊蓋厚貸,These ads ran without a disclaimer,12114,1
115879621383673,Oatside Taiwan,These ads ran without a disclaimer,12113,2
247426919612,高雄市議會副議長陸淑美,高雄市議會副議長陸淑美,12106,12
150015155172604,無二,These ads ran without a disclaimer,12105,59
435868243545477,莊淙澍 翻轉政治 建設中興,莊淙澍,12100,4
460359517372079,新竹縣政府環境保護局,跨際數位行銷有限公司,12094,11
186034394769383,國泰人壽,These ads ran without a disclaimer,12080,28
198675834075391,海星灣民宿 Starfish Bay,These ads ran without a disclaimer,12079,3
120707384927662,愛宜家傢俱美學中心 IEG Furniture Aesthetics Center,These ads ran without a disclaimer,12077,2
109972264505517,雲天牙醫診所－好的植牙，沒那麼貴！,These ads ran without a disclaimer,12075,11
1460015614106063,洪和成粉專,Honghercheng,12074,16
103452228165579,Ya Chun Hsu,These ads ran without a disclaimer,12070,3
617248525599633,布拉森書店 二館,These ads ran without a disclaimer,12064,1
630551243640039,立達徵信社,俊杰林,12050,9
217414451609942,德鍵職業訓練中心,These ads ran without a disclaimer,12049,27
107761789252125,看見數位行銷力,These ads ran without a disclaimer,12046,12
100693655974916,王正 勞動黨,白勝董,12044,25
882544658795678,SlideQuest,These ads ran without a disclaimer,12021,13
1661286914196139,農業部,These ads ran without a disclaimer,12012,8
104465355009316,Top TXT,These ads ran without a disclaimer,12009,28
112948723584591,吳阿達 吳憲達 - 罷免韓國瑜,憲達 吳,12004,13
848309308675912,狄娃極緻唯美館 Diva Beauty Studio/紋繡部,These ads ran without a disclaimer,12000,1
364732320318478,雙園食品,These ads ran without a disclaimer,12000,4
106265361106594,海鼎離岸風電計畫 Formosa III,毛潔瑜,12000,5
108937285425656,郭貞慧,郭貞慧,12000,6
211224268942685,用心打拼許崑源,用心打拼許崑源,12000,4
791548727562233,吳青山,吳旭豐,12000,3
281460172043948,高雄市公共事務發展協會,高雄市公共事務發展協會,12000,4
2280524595336155,觀點新聞網 VIEW POINT,These ads ran without a disclaimer,11999,1
125559627536012,國豐融資 KF Financial,These ads ran without a disclaimer,11996,12
144460742092549,吳宗憲減重專頁,These ads ran without a disclaimer,11995,2
241811172588841,Analog Devices台灣亞德諾半導體股份有限公司,These ads ran without a disclaimer,11992,1
153367608485115,Sansiri PLC,MKStudio,11987,3
104398581724063,東方-資產理財顧問,振浩王,11978,7
160458147146365,Sophie-張淑芳,These ads ran without a disclaimer,11975,10
225102407596888,物外YSTUDIO,These ads ran without a disclaimer,11967,4
1674241382693432,林禹佑 新竹縣議員,禹佑林,11934,7
104207912105629,翁杰 地方事我的事,翁杰 地方事我的事,11931,18
188406208536829,Alfa手機殼,These ads ran without a disclaimer,11930,4
