Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
125656290834054,Liviu Marian Pop,These ads ran without a disclaimer,928,2
565532923469118,Radu Simionescu,These ads ran without a disclaimer,928,12
1709714102619445,Gheorghe Huja - Primarul orasului Cisnadie,PNL Sibiu,927,6
251473432291837,USR Ciolpani,USR Ilfov,925,10
566034766760308,PSD Piatra Neamt,Media PR Grup,924,4
2182488478635633,Virgil V. Hantiu,Hantiu Virgil-Valentin,923,8
103230374920343,Dr. Bianca Purcărin,Bianca Purcărin,922,2
189842604757753,Oana Bizgan,Oana Bizgan,921,12
461781114583313,Francisk Iulian Chiriac,Francisk Iulian Chiriac,921,2
187131168164793,Cetatenie Romana & Consultanta Imigrari,ILAC OFFICE CONSULTING SRL,921,6
131694680334259,Sorin Moldovan,MOLDOVAN SORIN-DAN,921,10
519093894797918,Eugen Orlando Teodorovici,Partidul Social Democrat Organizatia Tulcea,920,7
113859120516760,Grigoras Ciprian - USR Darabani,Ciprian Grigoras,920,24
117090796752191,PRO România Costișa,Soreb,918,3
107375583933403,Partidul Verde Mures,Partidul Verde,918,10
111936040217493,USR PLUS Sinaia,USR Prahova,918,6
106305774176332,Andrei Plujar,Plujar Andrei,917,16
309299175921676,Wolves Summit,These ads ran without a disclaimer,917,1
135042663176534,Garanti BBVA Romania,These ads ran without a disclaimer,917,7
100300351751901,Dan Nichiforel,Dan Nichiforel,916,33
105077558612445,DE/MO,These ads ran without a disclaimer,916,1
530758214079542,PLUS Gorj,"Partidul Libertate, Unitate și Solidaritate",915,10
104917468815681,Humanitarian help to children,These ads ran without a disclaimer,915,1
1016828251779691,PSD Bicaz,Iosub Robert-Adrian,914,10
1613962815515360,Marius Craina,Marius Craina,914,7
105314021269793,Razvan Stelian Ionita,Razvan Ionita,914,14
2196866860543559,Alianţa pentru Unirea Românilor Organizaţia Teiuş,Cristian Crişan,913,16
1876727935882404,Bogdan Bola,These ads ran without a disclaimer,913,11
288706567858884,Alcedo,These ads ran without a disclaimer,912,3
106902021189023,Radu Marian Nechita,PLUS Iași,912,3
1373091399461335,PLUS Sibiu,PLUS Sibiu,912,20
691609774358353,PRO România  Sibiu,SET ONLY 4 MARKETING pentru PRO ROMANIA,912,5
103276201121479,Loredana Ciumpe,Loredana Ciumpe,912,21
100465674839426,Marin Aftene,"Partidul Libertate, Unitate și Soldaritate",911,29
153217548705577,George Scripcaru,These ads ran without a disclaimer,911,11
220579784732993,Daniel Buda,ETIS Design,910,2
143054402895562,Robo Stiri Vaslui,Ocheana Alexandru,910,12
676692975786082,Fun Games For Free,These ads ran without a disclaimer,909,1
108946994078159,ALDE Medias,PlusView,909,4
3164262100266293,USR Adamclisi,Uniunea Salvați România filiala Constanța,909,9
100632058428775,Dinca Mihalache,Mihalache Dinca,908,30
195140568018525,PRO România București Sector 3,PRO România București Sector 3,908,14
107611618424570,Anonymous Piatra Neamt,Anonymous Piatra Neamt,907,43
105640224605204,Ce Respir?,These ads ran without a disclaimer,906,13
105610928055855,Silviu Ivan-Nunvailer,Silviu Ivan-Nunvailer,905,50
428368927618715,PNL Turnu Magurele,Claudiu Crăcea,905,13
102814777980307,Pro România Lugoj,Partidul Pro Romania Organizatia Judeteana Timis prin GO MEDIA SRL,905,7
108694704289158,PPU SL Lugoj,PPU SL Lugoj,905,2
106487191290704,Constanta 100% - CT100.ro,Constanta 100%,905,21
104281267623702,Carmen Adriana Ichim,Carmen-Adriana Ichim,904,9
503645089829949,Vasile Zaharia,Partidul Social Democrat - Organizatia Judeteana Bacau,904,6
100691521411708,Banica Ionut,Ionut Banica,904,11
1415002928807791,PNL Arad,National,904,16
206739243020505,Aladin Georgescu,These ads ran without a disclaimer,903,5
113807947089309,N-am dar vreau,By The Law,903,11
690908304279648,Ziarul Buna Dimineata Iasi,Ziarul Buna Dimineata Iasi,903,24
105037427896391,Dumitru Leuștean,Dumitru Leuștean,903,30
1715989055291587,Catalin Berenghi,These ads ran without a disclaimer,902,4
447599215375012,Municipiul Piatra-Neamt,System Pro srl,902,14
207840049280847,Artmark,These ads ran without a disclaimer,902,3
132203273503549,TeraSteel,TeraSteel,901,6
123476174412250,Doris Kearns Goodwin,These ads ran without a disclaimer,901,11
107192524409197,George Botoran,PLUS Valcea,900,5
100579721716294,Cristi Budacă,Horatiu Budaca,900,4
357851724578369,Asociația Forestierilor din România - ASFOR,Asociația Forestierilor din România - ASFOR,900,3
1992712767649895,Adrian Miuțescu,ETIS Design,900,3
113241530492661,Frățilă Ioan Adrian,Wecreate Ads,900,2
128010884505077,Partidul Mișcarea Populară Giurgiu Oficial,Partidul Mișcarea Populară Giurgiu,900,11
1750234035208501,Adrian Mocanu,These ads ran without a disclaimer,900,3
182546041796641,Costel Alexe,ETIS Design,900,3
106495464294508,Ana-Maria Vintila,Alianța USR PLUS,900,3
357829818411563,PSD Popesti,Wecreate Ads,900,3
109837159037642,Mediafax.ro,These ads ran without a disclaimer,900,1
459059364248299,OFSD Suceava,OFSD Suceava,900,5
846625925670928,PSD Cociuba Mare,WeCreate Ads,900,4
101197834830876,Initiativa Otopeniul Nostru - ION - Partidul Cetatenilor din Otopeni,Valeriu-Andrei Ionescu,900,19
157305331646935,Aripi de Înger,Lazăr Laurenţiu,900,2
115214090037987,Liviu Alexandru Miroseanu,MARKETING ON-LINE AND BUSINESS ADVANCED COMMUNICATION-M.O.B.A.C. S.R.L,900,6
198657560278189,Asociația SPICC,Asociația SPICC,900,8
2148435555275200,PSD Rieni,WeCreate Ads,899,5
103373884640518,Sorin Ilieș,These ads ran without a disclaimer,899,2
279678448760878,BBC Future,These ads ran without a disclaimer,899,2
1255037557904732,Florin Orțan,These ads ran without a disclaimer,898,22
1196855913693513,PNL Cristian,PNL Cristian,898,19
105740474673919,Dragan Oliwer Claudiu,Partidul Social Democrat Galati,898,4
190333881738069,USR Râmnicu Sărat,Uniunea Salvati Romania,897,9
108276734072497,PRO România Dej,Megasoft Systems,897,14
501525003586271,Natură Cultură Societate civilă,Virgil Alexandru Iordache,896,2
1009385839272299,Dragoș Bistriceanu - Pagina publică,Dragos-Luigi Bistriceanu,895,98
361935444151311,Nicoleta Pauliuc,These ads ran without a disclaimer,895,6
436703793572055,USR Tuzla,USR Constanța,895,5
686039775162251,Viorica Marincaș,Ionut Marincas,895,6
2335779469803945,BetterYou Romania,These ads ran without a disclaimer,895,5
103251221526210,Catalin Ioan Berenghi,Catalin-Ioan Berenghi,894,7
1784061968473541,Miroiu Dumitru Presedinte Al Partidului Ecologist Roman-Gorj,Maria Miroiu,894,16
1456535181340164,Kreatív Kolozsvár,Kreatív Kolozsvár,893,5
111950723901465,Alexandru Holenciuc,Alexandru Holenciuc,892,29
107104984125855,Ramona Cupă președinte PMP Mehedinți,Creative Strada,892,6
1629990253744016,Brut UK,These ads ran without a disclaimer,891,14
623391021427907,Grupul Parlamentar PSD Camera Deputatilor,Grupul Parlamentar PSD Camera Deputatilor,890,21
101067171241323,Mihail David,These ads ran without a disclaimer,890,8
108006897659850,Vilhelm Sfarghie,Forderung Media,889,13
106658920962277,Cotinescu Aurelian,Advertising AD Connect,888,7
101351271369054,Tătăruș Ionel dezbateri-initiative cetatenesti Chiscani,Tătăruș Ionel,888,47
108912420833522,Eduard Koler,Eduard Koler,887,41
1762120650731832,Andrei Nicolae,Nicolae Andrei,886,9
768540020153753,Agora Buzau,Andrei Pitigoi,886,16
126459428753797,Partidul Verde Timișoara,Partidul Verde Timiș,886,5
128003062018458,Gheorghe Frumos,PLUS Maramureș,885,7
106835577566642,Nagy Szabolcs,Nagy Szabolcs,884,21
1518418778488335,Cătălin Marian Militaru,Militaru Catalin Marian,884,21
114844916571858,Alianța Național Țărănistă - Țărăniștii,Alianța Național Țărănistă (2980287758754580),884,10
133003303786721,USR Dâmbovița,USR Dâmbovița,884,7
247907621936037,Cătălin Nechifor,Pro Romania Suceava,883,1
232486986822622,Cseke Attila,RMDSZ,880,4
100272105128778,Balla Ferenc,RMDSZ Kolozs Megye,880,5
114798066929016,Loriana Farkaș,Partidul Libertate Unitate si Solidaritate - PLUS Hunedoara,880,6
234713309926604,Marius Sorin DANGĂ,Marius Sorin Dangă,880,12
119451513295096,Plan de Viață,These ads ran without a disclaimer,880,1
215405775174990,Falca Gheorghe,These ads ran without a disclaimer,879,6
109250603966787,Augustin Maftei,Maftei Augustin,879,17
1570718999843520,Organizatia Municipala PSD Bârlad,Adina Oana Pătr,879,18
2126985230917022,PRO România Dolj,OLTENIA STAR SRL,877,6
215610252346661,PNL Diaspora,BADEA VIOREL-RICEARD,877,22
70937137362,EEA and Norway Grants,These ads ran without a disclaimer,876,13
313555442654386,Vot Corect,Expert Forum (EFOR),875,8
1529113620668822,Airsalm,These ads ran without a disclaimer,874,1
370126719852067,Goldbach Dumitru,Concierge Services SRLd,874,16
108338331744300,Ionel PETRE,Star Systems Packing,874,21
598711374124674,Cozma Cristina Cosmina,PLUS Sălaj,874,10
101362278106987,Dan Croitoru,PNL Sector 5,873,13
111348393864176,Mihai Lupu,VRAI,872,31
277175176075548,Consiliul Județean Neamț,These ads ran without a disclaimer,871,3
1665546440353122,H&M,These ads ran without a disclaimer,871,1
109956797028679,Mihaela-Viorica Stoiciuc,Mihaela-Viorica Stoiciuc,871,10
101363907989983,Primăria Bodești,Media PR Grup,870,23
103979199205166,Vivawealth,These ads ran without a disclaimer,870,1
106622998770089,Partidul S.O.S România - Filiala Galați,Bogdan Dobrescu,870,10
1924822180909998,Andrei Stoican pentru Romania,Andrei Stoican,870,26
103749027864591,Florentina Luca Moise,Ciprian Boroș,869,12
104246858155407,Cosmin Cionca,Cosmin-Samuel Cionca,869,10
181235723048,Romanian Angel Appeal,These ads ran without a disclaimer,868,7
451880978353104,Bucur Bogdan,PNL Sibiu,867,3
438055679575977,TV1 Satu Mare,Otto Web,867,8
103761264881767,Corina Diaconu,ROGER GRAPHIC DESIGN SRL,867,5
131013640276545,AQUA Carpatica,These ads ran without a disclaimer,867,9
126405188840135,Iurie Vlasov,Iurie Vlasov,866,6
106210688186070,TemaZilei.RO,TemaZilei.RO,865,5
461838944252133,PNL Târgoviște,Advertising AD Connect,865,12
101955699864716,Eusebiu Burcas,These ads ran without a disclaimer,864,2
104967301748031,Cristian Mihai Lazăr,Blugento,864,18
103429617929239,ALDE Romania - filiala Tg. Frumos,ALDE Iași,864,4
105975495170481,Bernita.mayert,These ads ran without a disclaimer,863,3
805507802930909,Genicomar MG,Grigore Marian,863,11
322497428187148,Fethullah Gulen Oficial Română,These ads ran without a disclaimer,861,6
100885435052212,Bogdan Zaharia,PLUS Maramureș,861,4
106268504453699,Psd Vinga,Psd Arad CMF 21200019,861,10
102948414847493,Monica Iacob-Ridzi,Monica Iacob-Ridzi,861,17
107737297713558,Împreună pentru Panciu,Robert Cristian - Pro Romania,861,9
232859823464842,Esolar.ro,These ads ran without a disclaimer,861,1
1560147330888040,Winkler Gyula,These ads ran without a disclaimer,861,5
1651525028466405,Microsoft Romania,These ads ran without a disclaimer,861,2
356191071692866,News Room Moldova,These ads ran without a disclaimer,860,2
102601499822802,RMDSZ,These ads ran without a disclaimer,860,9
1714239192011961,Dacian Ciodaru,Dacian Ciodaru,859,8
113244853572790,Primaria Gârcina,Media PR Grup,859,19
101009184622286,Ghișeul 5,Dobrescu Flavia,859,19
220262955197843,PRESShub,These ads ran without a disclaimer,858,5
1634415100191327,Oana Marciana Özmen,Dinu Marian Span,857,39
109826557071160,Uptime,These ads ran without a disclaimer,856,2
111937710287992,Primăria Borlești,Media PR Grup,855,12
100904604721122,Ovidiu Laurenţiu Bălan,HD24.ro,855,6
111050280606748,Partidul Mișcarea Populară Șimleu Silvaniei,Partidul Mișcarea Populară,855,1
669910639850512,Matei Dobrovie,Rares Lazar,854,26
226807931387196,Adrian Stoica,Adrian-Claudiu Stoica,854,10
878943622176495,Răzvan D. Brătianu,Bratianu Razvan,854,20
108354630810359,Robert Alecu,Robert Alecu,852,17
1264511736966134,BonLaVie,These ads ran without a disclaimer,851,1
110335290887293,Tit-Liviu Brăiloiu,Tit-Liviu Brăiloiu,851,18
198394520717736,Bălan Florin - Consilier Local,Balan Florin,851,8
853298731490169,Cursuri In Londra,These ads ran without a disclaimer,851,2
102774834420072,Cadastru24,These ads ran without a disclaimer,850,2
102016861712700,Banciu Daniel,Alianța Renașterea Națională,850,20
190333881738069,USR Râmnicu Sărat,Uniunea Salvați Romania,850,7
1555550338095423,Sorin Cîrjan,Cîrjan Sorin-Valentin,850,7
109264334319030,Mărculescu Dumitru,Țigănele Marius-Sorin,850,16
105718774543302,Constantin Stăvărache,Partidul Miscarea Populara Teleorman,850,9
102903594892073,HARPAI,Gabriel Bălăceanu,849,18
103055518220780,Oltenita 2020,Comunitatea Oltenita 2020,848,7
111024331618659,Partidul REPER,Partidul Reînnoim Proiectul European al României - REPER,847,23
375142642519496,Confort Merino,These ads ran without a disclaimer,846,6
113262693824448,Adrian Seica,Wecreate Ads,846,4
100821965221766,Sfatul Țării,Sfatul Țării,844,19
118775758155920,ExtraHop,These ads ran without a disclaimer,844,1
730400177165347,Cosmin Teodorescu,Uniunea Salvați România,844,6
699071560269240,PSD Ostroveni,PSD Dolj,844,9
412140715514446,Florin-Alexandru Alexe,Florin-Alexandru Alexe,844,3
109215917305032,Alianta USR PLUS Otopeni,"Partidul Libertate, Unitate și Solidaritate",843,9
107416630992250,RE:START ROMÂNIA- SECTOR 2,Iordache Catalin,843,13
113572777071155,MOON România,These ads ran without a disclaimer,843,1
105075450909329,Partidul Impreuna Pentru Moldova,These ads ran without a disclaimer,843,9
103075931649901,Haz de necaz,These ads ran without a disclaimer,842,2
103826231302290,George Mioc,These ads ran without a disclaimer,842,11
812855529113054,USR Solca,USR Suceava,840,8
104665084492158,Cristian Apostol,Cristian Apostol,840,15
1877329969225876,Reset,Mitrofan Daniela,840,9
1524858287788521,Császár Károly,Császár Károly,840,4
266634430608739,Alex Pompiliu Silași,"Partidul Miscarea Populara Filiala Timis, candidat Alex Pompiliu Silasi, prin GO MEDIA SRL",840,8
123296231541108,USR PLUS Săcălaz,USR Timiș,840,8
266419143797226,Tax Back Consulting,These ads ran without a disclaimer,839,1
109231571984405,Accelera,These ads ran without a disclaimer,838,1
501144520087248,Ripostapenet,Micro Media Soft,837,12
289973947756061,eLiberare,Asociatia eLiberare,837,6
1190871690932388,New Star Online TV,These ads ran without a disclaimer,837,10
200504554237674,USR Teleorman,USR PLUS Teleorman,836,13
110731060714656,Lucian Mirea,Ana Maria Pascaru,836,7
324049144863357,PLUS Arad,PLUS Arad,835,6
125179374733697,Big News Buzz,These ads ran without a disclaimer,835,5
114216530323126,Duică Florentin Bogdan,MINCULEASA CLAUDIU-NICOLAE,835,36
149526338728771,OFSD Timis,These ads ran without a disclaimer,835,2
309748249443745,Oláh Emese,Div ads,835,19
161168401169183,Lucian Costin,Lucian-Grigore Costin,834,16
227667517611790,Compact News Buzău,Sorin Pirleci,834,2
1724781964475116,Lavinia Cosma,COSMA LAVINIA-CORINA,833,31
119249250352315,Șoapte politice,Soapte politice,832,1
103704531442804,PER Corbu,Admin Tools SRL,832,6
578138286195024,Dan Cristescu,PSD Teleorman,830,5
670786806650339,Cătălin Sălăgean,Sălăgean Cătălin Marius,830,12
612708488926063,PNT Maniu-Mihalache,Rizescu Radu,829,12
2260140687565360,Gabriel Waspusch,These ads ran without a disclaimer,828,6
194365738037588,Daniela Soroceanu,Daniela Soroceanu,828,7
561185870648625,Stare de Fapt in Oltenia,staredefapt.ro,827,15
363229087342819,Marosvásárhelyiek,Marosvásárhelyiek,826,9
1385405838141456,USR Prahova,These ads ran without a disclaimer,826,12
584809194913970,Partidul Miscarea Populara Alba,Partidul Miscarea Populara Alba,825,23
107905977764672,Cosmin Șandru,Cosmin Sandru,825,5
1446943615605960,Asociația „21 Decembrie 1989”,Marius-Raul Bostan,824,3
123428995870660,Gheorghe Mechenici - Pentru Costinesti - Schitu,Partidul Național Liberal filiala Constanța,823,10
401146403315692,CSL Cluj - Clubul Studentesc Liberal,Tudor Podar,823,24
1092151397615408,Sorin Bălan,Sorin Balan,822,33
109845107083417,Bravo novel,These ads ran without a disclaimer,821,66
592204747588011,Momentum Mozgalom,These ads ran without a disclaimer,821,2
570632853604907,PNL Hârșova,PNL Hârșova,821,20
825305624475174,Hawaiiyak,These ads ran without a disclaimer,821,1
100897298401794,Ștefan Onilă,MUNTEANU MARIUS-CATALIN,821,12
105305681242764,Alexandru Chiriță,Denisa Carmen Ciulinaru,820,9
1009857555804226,PER Suceava,Catalina-Elena Vartic,820,5
198394520717736,Bălan Florin - Consilier Local,ABSOLUT MEDIALIKE PRODUCTION SRL,820,3
940907419347240,Pro România Năvodari,PARTIDUL PRO ROMANIA FILIALA CONSTANTA CMF21200010,820,6
285094182016333,Marius Pavel,Marius Pavel,820,7
165452684079944,Sătui,These ads ran without a disclaimer,819,2
108188594016075,Catalin Popa,Dan Catalin Popa,819,15
380582152593049,USR Predeal,USR Brașov,819,4
101003924638046,Ciprian,Ciprian Petronel Gafița,818,38
104822414679837,Cătălin Brănescu,Partidul Puterii Umaniste - Social Liberal,818,39
219945448554768,Ministerul Investitiilor si Proiectelor Europene,These ads ran without a disclaimer,817,7
344862328881749,Catalin Silegeanu,These ads ran without a disclaimer,817,9
611516016172125,Tănăsescu Mihai,Tănăsescu Mihai-Andrei,816,35
1755275524761981,10tv.ro,These ads ran without a disclaimer,816,1
112568623987356,Claudiu MANTA,Claudiu Manta,815,23
511381328886504,Bulf Cornel Catalin,PMP TV,815,21
106687767764220,Onur Asan,eTrezirea,814,2
1632292020360257,PNL Călinești Argeș,PNL Arges,813,4
1113201785371485,PNL BRAD,Agentia de publicitate Confort Media (Aldo Detail Direct SRL) pentru Partidul National Liberal - Filiala Hunedoara,812,5
1614543505464741,autowass,Ovidiu Vasile Boitor,812,5
687589164666184,MasterClass,These ads ran without a disclaimer,812,26
255044258387148,PRO România Ilfov,Mircea Ionita,811,82
1435968400019830,HC Caras Severin,Reper24h,810,10
103195831388930,Biroul online al deputatului european Dacian Cioloș,Alexandra Crăciun,810,12
106812171141670,Cătălin Dumitru,PLUS,810,3
104782358010565,USR PLUS Dej,Uniunea Salvati Romania,809,15
1594532404143077,PNL Ialomita,PNL Ialomița,809,15
100441165213923,Vargha Fruzsina,Vargha Fruzsina,809,29
110827020832011,Furdui Lucian,Linea Maintenance Srl,808,9
303396150111925,Berea Neumarkt,These ads ran without a disclaimer,808,1
1028428697211383,USR Sibiu,These ads ran without a disclaimer,808,12
733744230138480,Istoria Manelelor,These ads ran without a disclaimer,807,2
108681518020130,Forc,These ads ran without a disclaimer,807,3
490110711151064,SuperMercato,These ads ran without a disclaimer,806,4
480975841983898,Fanatik.ro,Fanatik.ro,806,4
195471437772879,USR Cugir,PARTIDUL UNIUNEA SALVAȚI ROMÂNIA,806,22
111088984015160,Laurențiu Boca - USR Bacău,USR Bacău,806,13
202078200571682,Călin Gal,Calin Gal,806,15
287216397965875,Festivalul Egalităţii de Gen,A.L.E.G.,806,14
550751965021284,Success Resources,These ads ran without a disclaimer,805,8
188878181569726,Daniela Oteşanu,Daniela Oteşanu,805,3
602782303078180,Fancsali Ernő,TT Research,804,16
150687671793710,METRO Romania,These ads ran without a disclaimer,804,8
249396378485872,OfficePlus,These ads ran without a disclaimer,804,7
203735546338537,Curtea Veche Publishing,S.C. Curtea Veche Publishing S.R.L.,804,2
256553688126977,USR Sânmihaiu Român,USR Timiș,803,25
100310618185651,Vera Mitran - Valentina Veronica Mitran Piticu,These ads ran without a disclaimer,803,6
106234731027776,News Moldova Suceava,Ziarul Buna Dimineata Suceava,803,14
109166130619524,Alianța USR PLUS Tunari,Uniunea Salvati Romania,803,7
109525540597609,USR Urziceni,USR,803,3
109306650799421,Patrioții.Info,Patriotii.Info,802,55
166120410257411,Nestlé,These ads ran without a disclaimer,802,1
103756744493754,PNL TURDA,Asociaţia for Turda,801,14
103099254385995,Catalina Badoiu,These ads ran without a disclaimer,801,11
1484087788544892,Pulsul Ieșean,Pulsul Ieșean,800,21
124118095647323,Cosmin Antohi,ADX Digital Agency srl,800,4
103690134304296,Flaviu Udrea,Flaviu Udrea,800,6
104618144609732,Szenner Zoltan,USR Brașov,800,3
1826606554233406,Narcis Constantin,Partidul National Liberal - Filiala - Ilfov,800,3
103026611314870,USR Tineret Cluj,"Uniunea Salvați România, filiala județeană Cluj",800,3
107185320721605,PLUS Cluj-Napoca,PLUS Cluj,800,2
637443890245162,Valer Dumitru,Dumitru Valer,800,10
535973643260186,Cristian Pop,Wecreate Ads,800,2
105018444622826,Partidul Puterii Umaniste - Social Liberal Poarta Alba,PPU-SL,800,4
344160769340169,Renomia SRBA Insurance Broker SRL,These ads ran without a disclaimer,800,1
162657480465,Craiova Forum,CraiovaForum pentru PSD Dolj,800,1
615300575244417,Ponturi Pariuri PRO,These ads ran without a disclaimer,800,2
218710572891597,Daniel Dragoș Tănăsoiu,Partidul Naţional Liberal,800,7
103446918540751,Silviu Iordache,Uniunea Salvati Romania,800,3
1504701373133665,Ora de educatie rutiera,These ads ran without a disclaimer,800,1
109074861968014,Consilieri Municipali USR Zalău,USR Salaj,800,7
2378497412212883,Vremea meteosensibililor,These ads ran without a disclaimer,799,5
1801707806755266,Argentina Culcuș,Alexandru Vlad,799,2
112603300546284,Camelia Bertea,USR Brașov,798,5
102462758427232,T20 Italy 2021,These ads ran without a disclaimer,797,7
350035465484676,Ovidiu-Ioan Ratiu,PR&Media Atelierul de imagini,797,14
545080748992528,Ciprian Ciucu,Ciprian Ciucu,797,21
1140563426028729,PNL Pitești,PNL Pitești,796,8
236554773866054,DonPasquale,These ads ran without a disclaimer,796,19
108832450522386,Koncz Hunor-János Polgármester,Erdélyi Magyar Szövetség,795,20
102919228075618,Step at Work,These ads ran without a disclaimer,794,2
1424258257812314,Steliana Miron,Alde suceava,794,24
103844330970735,Fanatik Sport,Fanatik Social Media,793,36
100120395493106,Verdoo RO - save money & our Planet,These ads ran without a disclaimer,793,18
102991004591819,Razvan Filipescu,PRO România,793,6
100145155065662,Banu V. Florin,Victor Florin Banu,792,21
104268951228465,Fazakas Miklós,Fazakas Miklós,792,32
324049144863357,PLUS Arad,PLUS,792,9
269337423809110,USR Aghireșu,Uniunea Salvați România - USR,792,9
103416237923285,Adrian Pușcaș,Adrian Pușcaș,791,15
151853698991090,Partidul Gorjenilor,These ads ran without a disclaimer,791,3
106265054595388,Raluca Bugnar,Besleaga Liviu-Mihail,791,18
116657837994402,Partidul Câmpina Curată,Partidul Câmpina Curată,791,32
318116092157096,Partidul Mișcarea Populară Argeș,Partidul Mișcarea Populară Argeș,790,3
698917720249397,Botezatu Filip -candidat de primar,Partidul Miscarea Populara CMF21200020,790,8
112205907223005,Partidul Puterii Umaniste - Social Liberal DOLJ,Marin Costache,789,5
103513358142251,Daniel Juravle,Daniel Juravle,788,16
101175938270449,Adrian Slabu Consilier Județean,PLUS Iași,788,2
109392510610919,Costinel Stoica,Costinel Stoica,787,17
114311985765153,Corina Băcanu,Corina Băcanu,787,6
113458596983936,Bogdan Chirvăsuță,Bogdan Chirvasuta,785,4
348490215819103,Stefan Rusu,Stefan-Adrian Rusu,785,18
696290697197961,Nicu Fălcoi,These ads ran without a disclaimer,784,8
491614881647994,Székelyudvarhelyi Szabad Emberek,Partidul Oamenilor Liberi Filiala Odorheiu Secuiesc,784,24
254761898515683,Ponderas Academic Hospital,These ads ran without a disclaimer,784,5
217483435008051,Totul despre mame,These ads ran without a disclaimer,783,3
665580956812598,Asociatia Happy,Asociatia Happy,783,15
118593830049141,Agnes Holcă,Partidul National Liberal - filiala Botosani,783,4
1932360043643424,USR Târgoviște,USR Dambovita,783,19
1585243028421258,PSD Prahova,Zebra Events,782,10
100685438023556,Dan Primarul,These ads ran without a disclaimer,782,8
116274003080801,Power to the People,Alfredo Gimbuta,782,26
110968401174499,Credit Humanik,HUMANIK CREDIT IFN S.A.,782,4
644437482249671,Mihaela Andrei - Consilier Municipal Pnl,These ads ran without a disclaimer,781,24
2201068310197273,PNL Organizatia RamnicuSarat,Viorel Holban,781,9
220331053281434,Festival Dunărea la Giurgiu,EVENT DESIGN CRISTINA ART SRL,780,4
111947093676887,Gelu Margina,PRO România - Organizația Județeană Bacău,780,3
491846097539946,RADU CĂLIN,PSD Alba,780,11
357957991410935,Școli curate,Societatea Academică din România,780,9
402982700310856,Dr. Amelia Dracea,Amelia Dracea,779,4
113997300011304,Impreuna Pentru Moldova - Iasi,Impreuna Pentru Moldova,777,5
618899354811552,Cristian Daniel Stan,Daniel Cristian Stan,777,8
105353185092153,"Primar Zăbrani, Crișan Andrei Cătălin",Victoria Cociotă,777,8
126060760828576,24Bottles,These ads ran without a disclaimer,777,6
406827252696664,Claudiu-Iorga Palaz,Claudiu-Iorga Palaz,777,3
111507510731096,Muica Ivascu Alin,Uniunea Salvati Romania,776,25
1972921123021023,USR Cernica,USR Cernica,775,17
348188605277946,Flavius Maduta,Pro România - CMF 112000018,774,6
110332237161038,Vastum Eco,VASTUM ECO,774,9
2077524885664207,Departamentul pentru Tineret și Sport PSD,Partidul Social Democrat,774,4
101061608482671,Anca Gâtlan,Partidul Mișcarea Populară Suceava,774,1
461760197914443,Alternativa Dreaptă Prahova,PARTIDUL ALTERNATIVA DREAPTA,773,18
587266261407195,POLITICO Europe,These ads ran without a disclaimer,773,14
1981456161950491,PSD ILFOV,These ads ran without a disclaimer,773,8
1140510482748359,USR Buzău,Partidul Uniunea Salvați România,772,6
119833853148239,Ciprian Vacaru,Ciprian Vacaru,772,12
113891243773907,Iulian Gropoșilă,Iulian Groposila,772,2
104618144609732,Szenner Zoltan,PLUS,771,10
110037751658256,Liga pentru Deșteptarea României,Liga pentru Deșteptarea României,771,19
401741783276003,Marius Pașcan,These ads ran without a disclaimer,771,5
1974422129274621,PRO România Tulcea,PRO România Tulcea,771,8
1665415480386176,Radicalisation Awareness Network - RAN,These ads ran without a disclaimer,771,50
106240517684657,Felix Rache pentru Râmnicu Sărat,These ads ran without a disclaimer,771,5
106360637650534,Costea Cristian,Cristian Costea,770,21
901760756635357,USR PLUS Otopeni,USR Ilfov,770,8
113078932581384,Călin Stan,These ads ran without a disclaimer,769,12
103163884940349,Larisa Blanari,Marketing @Cevaltceva,769,3
1611536255814683,Florea Emil,PMP Alba,769,2
249215621898,eMAG,These ads ran without a disclaimer,769,3
560400854158794,Antoneta Ioniță,Antoneta Ionita,768,3
1677279962487180,Partidul Miscarea Populara NEAMT,Biga Catalin,767,11
102772015802715,Climate Change Summit,These ads ran without a disclaimer,767,2
110646020645862,Ioana Panagoreț,PSD Teleorman,767,7
247245385651467,USR Olt,These ads ran without a disclaimer,767,6
111777413667517,Partidul Prahova în Acţiune - Organizaţia Blejoi,Grigore Stelian-Aurel,766,30
113499433369520,Sever Stana,Madalin Nicolae Sarbu,765,13
102718977927554,Prahova în Acțiune - Organizația Câmpina,Daniel Ionita,765,3
450693115669004,Csomortányi István,These ads ran without a disclaimer,765,4
106167701178270,PER Tuzla,Admin Tools SRL,765,7
1147789798617576,Marius Mînzat,These ads ran without a disclaimer,765,7
1213299995450587,Emanuel Ungureanu,These ads ran without a disclaimer,764,6
394503297342272,inTurda.ro,inTurda.ro,764,3
161680180638083,"PMP Harghita, România",Partidul Miscarea Populara Harghita,763,12
486358554821325,Sergiu Bîlcea,These ads ran without a disclaimer,763,13
108802474284645,Alexandru Pușcașu,ALEXANDRU-CLAUDIU PUSCASU,763,13
101384925771908,Andrei Berta,Andrei Daniel Berta,763,11
106653721036545,Dumitru Caragheorghe,Dumitru Caragheorghe,763,20
331180117476294,"Partidul Libertate, Unitate și Solidaritate - PLUS Alba",PLUS Alba Iulia,762,31
