Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
101304768595245,Nico Gómez,Franco Alejandro González,3697,3
104067798463780,Evolución Puerto Rico,Leandro Emanuel Thiessen,3697,4
782952918435708,Claudia Najul,Claudia Najul,3696,2
112892900482953,ambo.medico,Ezequiel Andres Miño,3696,9
1741879106024751,Juntos por General Paz,Maria Florencia Batista,3696,6
1639948049657871,Daniel Orlando,Todos Unidos,3695,3
108716264946901,Sandra Gabriela Kifer,These ads ran without a disclaimer,3695,1
389390854822631,Carlos Luján,Visión Manager,3693,8
105970538063184,Unión por la Patria Darregueira,Unión por la Patria Darregueira,3693,12
103702342314817,Nico Brizuela,Niicolas Briizuela,3693,8
1713828825585616,Unión por la Patria Balcarce,Unión por la Patria Balcarce,3693,2
2084974148265804,Primera Línea Noticias,These ads ran without a disclaimer,3691,1
103341032302737,gipeyro,These ads ran without a disclaimer,3688,2
129628860999878,Iainrenwick,These ads ran without a disclaimer,3688,1
1675738736047890,Municipalidad de Recreo,These ads ran without a disclaimer,3687,1
100289822800664,Francisco Martin Mazzo,These ads ran without a disclaimer,3686,4
1627822184124393,José Rubén Boxler,José Rubén Boxler,3685,5
1644504459201888,Deportes Río Cuarto,These ads ran without a disclaimer,3683,3
104866751919639,Mauro Estrabeau,Mauro David Estrabeau,3683,3
118996362092194,Fernando Esteche,Fernando Esteche,3682,11
1455862281187536,Jóvenes Pro Sunchales,Jóvenes Pro Sunchales,3679,2
104040428921659,armando.vidal.nqn,These ads ran without a disclaimer,3678,2
193279444578132,Dario Pirogovsky Periodista,These ads ran without a disclaimer,3677,5
239284716481955,Hotel Cartagena Royal Inn,These ads ran without a disclaimer,3677,1
231635610267892,Policía de la Ciudad,These ads ran without a disclaimer,3676,1
160747150779042,Roy López Molina,Roy Lopez Molina,3676,2
1640950842805212,Dr. Guadalupe Chávez Torres,These ads ran without a disclaimer,3675,1
109545925557691,Il Ponte,These ads ran without a disclaimer,3674,1
105853649227610,Pablo Ferro,Pablo Ferro,3673,5
106313234446179,Victoria Gomez Bonilla,These ads ran without a disclaimer,3673,2
247193432357291,Diaspora TV  Switzerland,These ads ran without a disclaimer,3671,3
119405895873,Huawei,These ads ran without a disclaimer,3670,28
115341419924156,Revista Bife,Leon Nicanoff,3669,19
619457484745178,Dr. Luciano Moreira,Pablo Luciano Moreira,3669,7
591523174212039,Canal 12 Web,These ads ran without a disclaimer,3667,2
2024097264335693,Guillermo Amstutz,Guillermo Amstutz,3666,3
101465928081661,Nora Gauna Concejal,Nora Beatriz Gauna,3666,12
667513730057889,Nicolás Alcalde - Productor de Seguros,These ads ran without a disclaimer,3664,17
282492105193294,Yenny Fonfach,These ads ran without a disclaimer,3663,11
104414901929144,Roxana Escudero Legisladora,Roxana Escudero,3663,13
110248940510186,Diplomado Derechos Humanos en protección a la infancia,These ads ran without a disclaimer,3661,6
404987660285285,Integremos San Jerónimo,Integremos San Jerónimo,3661,19
109598510909405,Pablo Ponces,Pablo Ponces,3661,7
484779765384,Telefe Noticias,These ads ran without a disclaimer,3657,5
1738306716211322,Buster Blast X,These ads ran without a disclaimer,3657,3
1300253196757593,Santiago Leon Nino,Agustin David Gonzalez Klajnberg,3656,9
56501027948,Fortune,These ads ran without a disclaimer,3654,8
117699406767038,Minuto de Cierre - Rosario,These ads ran without a disclaimer,3654,2
243589342174420,Encolevamos,These ads ran without a disclaimer,3651,1
841476402636647,PJ Concejales,PJConcejales,3650,7
1425092494372471,Alejandro Finocchiaro,These ads ran without a disclaimer,3647,4
103512205554814,Colectivo por la Memoria - Paraguay,These ads ran without a disclaimer,3646,1
105299435284742,CEB Lista Blanca,These ads ran without a disclaimer,3645,6
281591102328227,Carolina Podlesker,Juntos Malvinas Argentinas,3641,4
179573686021149,Unmasking the killer of the missing Beaumont children,These ads ran without a disclaimer,3641,1
281642475632272,Diego Tape Caram,Dario Alberto Cabaña,3639,7
1093607227374077,Violeta Quiroz,These ads ran without a disclaimer,3638,3
102854708980979,Arquitecta Betiana Rossier Zonal de Arquitectura Depto. Colón,These ads ran without a disclaimer,3637,2
1618762461755578,Pepo Bedregal,These ads ran without a disclaimer,3636,1
109502300947485,MP Asesora Comercial,These ads ran without a disclaimer,3636,2
321208194929561,Pionero Pinamar,These ads ran without a disclaimer,3636,1
109092704660964,Proxet Nation,These ads ran without a disclaimer,3636,1
0,Instagram User 8392644238,These ads ran without a disclaimer,3636,1
535503280269676,Xinhua Culture&Travel,These ads ran without a disclaimer,3636,3
106052511055223,Agrupación Tierra Colorada,These ads ran without a disclaimer,3636,1
2156202674615068,La VIDA En Violeta - programa feminista,These ads ran without a disclaimer,3636,1
613297762454883,Lorely Mur,These ads ran without a disclaimer,3636,1
204418846879822,Klaudia Kudełko,These ads ran without a disclaimer,3636,1
106654065081743,MKAKKOii- 0830- 4,These ads ran without a disclaimer,3636,1
112149787275686,The Alternative Art School,These ads ran without a disclaimer,3636,1
157035724407357,Ivan Toth Depeña (Studio),These ads ran without a disclaimer,3636,1
242682012435920,Lone Wild,These ads ran without a disclaimer,3636,1
197321186967584,YIVO Institute for Jewish Research,These ads ran without a disclaimer,3636,1
100244455446483,nicoladill,These ads ran without a disclaimer,3636,1
29613956643,Laura Bruzual Fotografía,These ads ran without a disclaimer,3636,1
652413681921682,EX-Sports,These ads ran without a disclaimer,3636,1
120932577605048,Miguel Orlando Núñez,These ads ran without a disclaimer,3636,2
332527600123061,El Búho,These ads ran without a disclaimer,3636,9
357183421646681,joyeriaobsession,These ads ran without a disclaimer,3636,1
101418535562588,Fab Crunch Fashionista,These ads ran without a disclaimer,3636,2
105144595260047,soyjohannaalvarez,These ads ran without a disclaimer,3636,1
100336855338103,ale.albarracin1,These ads ran without a disclaimer,3636,1
115849549887027,Dawere Global,These ads ran without a disclaimer,3636,2
110381447224074,Wix Studio,These ads ran without a disclaimer,3636,1
103338144528338,Parliament of The Rose,These ads ran without a disclaimer,3636,1
0,Instagram User 2185364022,These ads ran without a disclaimer,3636,1
108136091775114,El podcast SOStenible,These ads ran without a disclaimer,3636,2
102934934766577,newsworldpost,These ads ran without a disclaimer,3636,4
415611999216156,MorenaVision,These ads ran without a disclaimer,3636,1
439907262802977,Consulado H. de Israel en Guayaquil,These ads ran without a disclaimer,3636,1
1906066853055761,Fundación Libera contra la Trata de Personas,These ads ran without a disclaimer,3636,1
102114195935400,The House Project,These ads ran without a disclaimer,3636,1
107478433966579,Liliana Piccolo,These ads ran without a disclaimer,3636,1
0,Instagram User 4731899494,These ads ran without a disclaimer,3636,1
111884967986698,lospadresdelcine,These ads ran without a disclaimer,3636,1
111795834733979,Mega Bibliteca para Emprendedores,These ads ran without a disclaimer,3636,2
102981645295787,Vamos Argentina,These ads ran without a disclaimer,3636,1
604598226218072,CNH Industrial,These ads ran without a disclaimer,3636,2
1806468156348938,CASTILLO INMOBILIARIA,These ads ran without a disclaimer,3636,1
907351152622680,Roberto Sarria,These ads ran without a disclaimer,3636,1
294818577644154,Juventud Socialista FAHCE UNLP,These ads ran without a disclaimer,3636,7
106062765789669,Liliana Medina,These ads ran without a disclaimer,3636,2
109434250775060,Ministério Emanuel.,These ads ran without a disclaimer,3635,1
266305280438102,MT INFO,MT INFO,3634,6
122874482647478,Coopia,These ads ran without a disclaimer,3631,1
226325680740435,Esteban Hernando,These ads ran without a disclaimer,3630,1
385909692193183,Partido Solidario Colonia Caroya,Partido Solidario Colonia Caroya,3630,2
2163824513670621,VOCE alla radio,These ads ran without a disclaimer,3627,1
113746001631919,galassi.carlos,These ads ran without a disclaimer,3627,2
484757575061442,Gobierno de la Ciudad de Alta Gracia,These ads ran without a disclaimer,3625,2
100854288886307,Zonales,These ads ran without a disclaimer,3623,2
1480434875547309,Que Pasa Política,Fernando Ariel Gómez Barbalace,3623,11
173306413137,Institute for European Studies - VUB Brussels,These ads ran without a disclaimer,3622,1
105791061350146,sapientiacultura,These ads ran without a disclaimer,3622,3
328980781116548,Brigitte Sartó,These ads ran without a disclaimer,3620,11
207206736311881,Fotocopias 2H,These ads ran without a disclaimer,3619,2
156065311771629,Santiago Felipoff,Santiago Felipoff,3619,5
120733828485330,Intiem Lingerie,These ads ran without a disclaimer,3618,1
530787780718230,Partido Ciudadanos,Partido Ciudadanos,3618,2
706945029488778,Glenda Henze,Gimena Olga Blanco,3618,5
108596634885949,Hugo Graña,Luciano Ariel Graña,3615,10
1671005399826733,Romina Buzzini,Romina Edith Buzzini,3614,2
100479411618465,Orato,These ads ran without a disclaimer,3614,6
2088278501388267,"Ministerio de Economía, Hacienda y Finanzas de Formosa",These ads ran without a disclaimer,3613,26
201330850164,AméricaEconomía,These ads ran without a disclaimer,3608,1
599607023397325,Editorial Prometeo,These ads ran without a disclaimer,3605,3
0,Marketplace Seller 7852264043,These ads ran without a disclaimer,3604,5
1292912697523144,Osceara Salud Córdoba Comercial,Osceara Salud Córdoba Comercial,3601,2
1596398193728226,Frente Social y Popular Venado Tuerto,Frente Social y Popular Venado Tuerto,3600,63
459830054118341,Diario Urbano,Miguel Angel Garcia,3600,3
111256103628735,daniroquel,Daniel Alberto Roquel,3600,2
172208452924,Abogados Rosario.Com,Jorge Pablo Manuel Jurado,3600,6
101937709546836,Ricardo Buteler,Ricardo Alberto Buteler,3600,2
2139114602876095,Agrupación 14 de Agosto,Lucas Emanuel Araujo,3600,2
426156794647495,Mercedes de Mendieta,Izquierda Socialista,3600,5
2252404241675775,Alejandro Abraham,Pablo Andres Lucero,3600,4
301968603152459,Xylem,These ads ran without a disclaimer,3599,9
297007864420255,Ministerio Quintuple Continental,These ads ran without a disclaimer,3599,1
283628279083728,Plataforma de Pensamiento Latinoamericano,Plataforma de Pensamiento Latinoamericano,3597,3
125183747539071,Noticias Argentinas,These ads ran without a disclaimer,3595,4
848201461922406,Espacio Capital,Espacio Capital,3595,1
1565082210458587,Héctor Chibán,Guillermo Aragón Acuña,3595,11
415664251862755,Identidad,Maria Julia Gatti,3592,16
127913050565248,Universität Luzern,These ads ran without a disclaimer,3590,2
238546219688035,Felipe Alvarez,These ads ran without a disclaimer,3589,3
295251393994140,Fernando R. Rey.,These ads ran without a disclaimer,3589,5
111254813922513,Pato Fernandez,Leonel Fernandez Gross,3589,11
103878769316732,Consulta Jubilación,These ads ran without a disclaimer,3586,2
424622397661629,Leandro Goroyesky,Leandro Goroyesky,3585,2
169872311797020,Cristian Abiakel Candidato a Comisionado por La Cañada 2021,Julián Matías Velásquez,3584,8
101321286190410,Avancemos Salta,These ads ran without a disclaimer,3584,1
100719012293191,Proyect PatHoy,Proyecto Patria Hoy,3584,11
205280732854288,Sergio José Gutiérrez,These ads ran without a disclaimer,3583,1
102035035940569,Da Vida a la Vida,These ads ran without a disclaimer,3583,3
103149205884632,Jorge Alberti,Jorge Alberti,3583,6
310676529001539,Jessica Dominguez,These ads ran without a disclaimer,3582,1
169948080014738,Cauces Ingeniería,Agrupación Cauces,3580,5
287083361467253,MUP San Miguel,These ads ran without a disclaimer,3580,6
1112241058922157,Plan 0km Autos,These ads ran without a disclaimer,3578,1
115959824822742,Fidel Puggioni,FM La Plaza,3577,3
1471970736348311,Esba Escobar,These ads ran without a disclaimer,3576,1
113436945355745,Apasionadas x La Moda,These ads ran without a disclaimer,3575,7
101713446315177,Unión por Todos,These ads ran without a disclaimer,3574,2
105268685019332,사마리안퍼스 코리아,These ads ran without a disclaimer,3573,2
279399739139452,Brokers Girls,These ads ran without a disclaimer,3571,2
418812378271370,Silvia Psicanalista,These ads ran without a disclaimer,3568,1
102680908461490,RadSon,These ads ran without a disclaimer,3565,1
101874416022456,Candidata Intendente Carmen Cordero Villa Pehuenia Moquehue,Carmen Noemi Cordero,3564,6
1479022438980904,Rebeca Fernández,These ads ran without a disclaimer,3564,3
106290857648505,Dip. Luis Copy Aquin,Pablo Nicolás Querejeta,3563,5
107448593924080,Unión por la Patria Lanús,These ads ran without a disclaimer,3562,12
109566197118458,Intendente Andres Hector López,Andres Hector Lopez,3561,3
1510865485797622,Franja Morada UNS,These ads ran without a disclaimer,3557,3
372198922939635,Ciudad Flamante,These ads ran without a disclaimer,3556,25
109168770870123,Partido del Diálogo Ituzaingó,These ads ran without a disclaimer,3555,7
793603324037403,Ricardo Garramuño,Vamos Fueguinos,3554,5
1415736992034229,Bodas Civiles Amor Eterno,These ads ran without a disclaimer,3554,1
113771454929688,Martin Piaggio,These ads ran without a disclaimer,3552,1
159746048033888,Andres Merani,These ads ran without a disclaimer,3550,1
109138024144541,Nuestrapraxis Revista de investigación interdiscplinaria y Crítica Jurídica,These ads ran without a disclaimer,3549,1
247403095459235,Fernando Valdez,These ads ran without a disclaimer,3549,1
2276865009061914,Carmina Besga,La Pampa Peronista,3548,3
116335767332636,Somos Los Hacedores,These ads ran without a disclaimer,3548,3
406625046614735,Marcelo Alvarez Intendente 2019,These ads ran without a disclaimer,3545,3
103047594603166,Palaeontology Rocks,These ads ran without a disclaimer,3545,1
1525872817483381,Doodly,These ads ran without a disclaimer,3545,1
2329945307231544,Automotores Carhue,These ads ran without a disclaimer,3544,1
0,Instagram User 4484263398,These ads ran without a disclaimer,3544,2
100150108064773,Formoseños por el cambio,These ads ran without a disclaimer,3542,5
111206148242072,aresrestobarshows,These ads ran without a disclaimer,3542,4
112185190583049,Ciudadanos,These ads ran without a disclaimer,3538,1
988207167966887,Pro El Calafate,PRO El Calafate,3537,21
1613774468895890,Frente de Izquierda Berisso- PTS,Frente de Izquierda,3535,2
975952289131366,Municipalidad de James Craik,Municipalidad de James Craik,3534,2
787809211585299,Nails Monterrey,These ads ran without a disclaimer,3534,1
112576877746918,Ignacio Soto Borja y Anda,These ads ran without a disclaimer,3534,1
106639291762281,El Momento es Ahora,Daniel Hernan Lopez De Gaetano,3532,2
266797446813961,Lorenzo Beccaria,These ads ran without a disclaimer,3530,3
249083974955006,El Renacimiento del Dragón - Libro,Carrion.com.ar,3529,2
148869158970461,Javier Leiva,These ads ran without a disclaimer,3528,3
107207931828456,Next Thing Technologies,These ads ran without a disclaimer,3527,6
106054102248108,Sociedad de Fomento Villa Rita,Sociedad de Fomento Villa Rita,3527,2
895014627514458,DJ CARY,These ads ran without a disclaimer,3525,1
107712327621327,Nicolás Bari,These ads ran without a disclaimer,3525,8
535684659932537,Socialismo Santacruceño,Maria Belen Tapia,3524,9
1434147170198314,CAPEM Chubut,These ads ran without a disclaimer,3522,1
1357260021008193,Isabel De Vita Diputada,Isabel Marcelina De Vita,3521,4
552009584828490,Comité Internacional de la Cruz Roja,These ads ran without a disclaimer,3518,4
103591774407906,San Nicolas Te Informa,These ads ran without a disclaimer,3516,1
2061561920624160,Tienda Peluches - Peluchea,These ads ran without a disclaimer,3515,1
107314721886177,metodo.mariposa,These ads ran without a disclaimer,3514,1
135563279983066,Partido Obrero Gobernador Gregores,Partido Obrero Gobernador Gregores,3512,3
1914245498845549,Jesus Ramón Villa,Jesus Ramon Villa,3512,6
1641289526192996,Marco Colella,Marco Ezequiel Colella,3512,20
106291508952013,Amigos de Palestina,These ads ran without a disclaimer,3511,12
105939594243852,Taller Duo Canto,These ads ran without a disclaimer,3511,1
100804091452223,Ministerio de Conectividad y Modernización de La Pampa,Pipol SRL,3511,15
308775225846132,Órbita Política,Joaquin Pastormerlo,3510,10
378374369659145,Zona Norte Noticias,These ads ran without a disclaimer,3510,1
1519561135015254,Jorge Lassaga,Jorge Lassaga,3510,2
266763080351589,Gonzalo Monteros,These ads ran without a disclaimer,3509,10
102314429631687,Selci El camporista,These ads ran without a disclaimer,3509,2
526579901074316,JC Santiago,These ads ran without a disclaimer,3509,1
102096312747168,Roberto  Neira,These ads ran without a disclaimer,3509,3
111580264633910,Alberto Berton,Pensar Civico,3507,2
1989347037785637,Santiago Cosme,These ads ran without a disclaimer,3505,1
108426895551486,Mario Rivarola,Mario Osvaldo Rivarola,3503,2
275506825956183,Gabriel Santillan,Gabriel Santillan,3503,1
102559361989803,Por una Ciudad mejor - Puerto Rico,Gustavo Norberto Alegre,3501,11
102230282840713,La Marea UNA - MST,La Marea - MST,3500,1
287647594716066,Leonardo Simoniello,Leonardo Simoniello,3500,1
148464980697404,Frente Amplio Catamarqueño,Roxana Beatriz Moya,3500,4
1398153080491634,PDP Chapuy,Visual,3500,3
515292708481100,Cambio Climático & Calentamiento Global,Eduardo Pedro Fracassi,3500,1
100819412098944,Revocatoria Popular Bialet Massé 2021,Guillaume Emmanuel Hoffmann,3500,3
778570075505575,"Francisco ""Paco"" Durañona",Maria Bettina Fonseca Lopez,3500,10
312002319662597,Superar Gálvez,Marcos Traggiay,3500,6
1380526148691608,Pedro A Wasiejko,Pedro A Wasiejko,3500,2
297701983952281,Cambiemos - Helvecia,Maria Victoria Weiss Ackerley,3500,2
725934227490434,"Cámara de Pehuajó  Comercio, Industria, Producción y Servicios","cámara de comercio, industria y producción de Pehuajó",3500,2
0,Instagram User 3577909765,These ads ran without a disclaimer,3500,1
1557028274617211,Economía Política para la Argentina,Diego Martin Nicolosi,3500,2
103807401861451,"Juan ""Johnny"" Clavin",Maria Eugenia Gandolfo,3500,2
548262308883376,Unión por la Patria Carmen de Areco,Frente de Todos Carmen,3500,3
101780638175141,Progreso Vecinal - Sentimos lo mismo,Progreso Vecinal - Sentimos lo mismo,3500,1
1414994088779507,Willy Gonzalez Heredia,Willy Gonzalez Heredia,3500,1
113991975298936,Movimiento Evita,Organización Movimiento Evita,3500,2
1965245133716598,Surérema,These ads ran without a disclaimer,3499,3
101476158547329,Luciano Anastasi,"FEPES - Fundación de Estudios Políticos, Económicos y Sociales",3499,3
101435358813656,Maria Eugenia Jamarlli,Maria Eugenia Jamarlli,3499,17
678320225876403,Lemon Lei,These ads ran without a disclaimer,3496,2
162950707853572,Hola Manuel Alberti,These ads ran without a disclaimer,3495,6
110879393926724,Sockz,These ads ran without a disclaimer,3494,5
122457563354373,Vamos con Vos Tandil,These ads ran without a disclaimer,3493,1
328643504006398,Everipedia,These ads ran without a disclaimer,3491,2
102539276454846,International Centre for Hydropower - ICH,These ads ran without a disclaimer,3491,1
116954091433548,Libertad y Tradición,These ads ran without a disclaimer,3491,2
0,Instagram User 394343696,These ads ran without a disclaimer,3490,2
100730248407029,JCP Verdadero,These ads ran without a disclaimer,3490,1
104501051737757,Somos Bombal,Manuel Peysere,3490,9
396690877067777,Frente Patria Grande,These ads ran without a disclaimer,3490,2
642392492536960,Códigos,Códigos,3489,1
1862002894047623,El Teclado,El Teclado,3488,6
111168348277967,La Libertad Avanza UNITE rosario,Facundo Nahuel Moreira,3486,2
878476878873871,Partido Obrero Chubut,Partido Obrero Chubut,3483,6
106483024947976,Es Juntos Zárate,Eduardo Martin Finkel,3482,3
108817647376586,Akira Store,These ads ran without a disclaimer,3481,1
1471624973068591,Bettina Romero,Nicolas Luis Martorell Todaro,3481,2
100714332978147,EZIO Intendente 2023,EZIO Intendente 2023,3481,2
348081921714820,OMP Noticias,These ads ran without a disclaimer,3481,4
110924771838227,ciudadaniaitalianadmartin,These ads ran without a disclaimer,3479,3
100665506075795,Sebastián Dutra,Sebastián Dutra,3478,2
106541004915769,Liberales Misiones,Partido de la Libertad la Dignidad y el Bien Común,3474,7
365421454022426,Chernobyl zone with Anna,These ads ran without a disclaimer,3473,1
105776154126371,Eduardo Nobre Leite,Eduardo Nobre Leite,3472,15
2249013481814012,Eduardo Awad Diputado,Eduardo Awad Diputado,3472,8
110389258453375,Mates por Mayor el Irlandes,These ads ran without a disclaimer,3472,1
804669119701925,Martín Fucaraccio,Choco Fucaraccio,3471,8
111552201018504,almons_fucha,These ads ran without a disclaimer,3470,2
1125933050828009,Maximiliano Vivas,Maximiliano Abel Vivas,3469,20
107777238271358,Peñaranda Fernando,Fernando Cesar Peñaranda,3469,9
632688343911574,Consenso Pinamar 2019,These ads ran without a disclaimer,3465,3
107522797412350,AltMediaok,These ads ran without a disclaimer,3465,3
1138943836121508,Alcalá Rock,These ads ran without a disclaimer,3462,1
308602079216533,Matias Posadas,These ads ran without a disclaimer,3458,3
1586721111613580,Juan Ruiz Moreno,Juan Antonio Ruiz Moreno,3457,8
436417176889277,Amazonas,These ads ran without a disclaimer,3457,3
1685755648327288,QMode,These ads ran without a disclaimer,3457,2
210105469113913,Lucila Crexell,Ignacio Fabricio Gonzalez,3456,9
105228014982409,ERDiario,ER Diario,3456,2
104523438135170,Cosme Marino S.R.L,These ads ran without a disclaimer,3456,1
113550541593719,letras.del.exterminio,These ads ran without a disclaimer,3455,1
433575696683311,Ministro Urbano,These ads ran without a disclaimer,3454,4
516359242158856,Garantía Ya,These ads ran without a disclaimer,3453,1
108968045235773,WhatsApp Business 1639025903,These ads ran without a disclaimer,3453,1
118176103774087,María Virginia Borga,Maria Virginia Borga,3453,7
0,Instagram User 946083584,These ads ran without a disclaimer,3452,1
1800853076858541,Juventud del PTS - Frente de Izquierda en Naturales UNLP,Martina Laxague Zabala,3447,2
106432464283708,La NUEVA Cocina Peruana,These ads ran without a disclaimer,3446,1
267540913361049,Sound Diplomacy,These ads ran without a disclaimer,3446,1
103131244896358,Global Awareness,These ads ran without a disclaimer,3445,5
0,Instagram User 7163566041,These ads ran without a disclaimer,3442,1
175306702553672,Escuelas NEF,These ads ran without a disclaimer,3441,3
104906221109538,Primero la Gente,Ezequiel Martin Pereira,3439,8
1184094558368396,Jeremias Toffolo,Jere Toffolo,3438,36
101971347894515,Trend Guru,These ads ran without a disclaimer,3438,5
197959994150683,Reserva Deja Vú,These ads ran without a disclaimer,3436,2
105357988925402,amoga_illustrator,These ads ran without a disclaimer,3436,1
114778855008611,ATE Catamarca Lista Verde Violeta,These ads ran without a disclaimer,3436,1
673071739480496,Franco Böck,Franco Böck,3435,3
104628898602978,José Álvaro Albornoz,José Álvaro Albornoz,3435,3
105558845684859,Instituto Benoist Latinoamericano,These ads ran without a disclaimer,3434,4
100455579475454,cafardomiguelangel,These ads ran without a disclaimer,3434,2
110767204531003,Nord Consultora,Nord Consultora,3434,2
514788548728244,Bonjour Madame40,These ads ran without a disclaimer,3434,2
105329897776197,Prof. Dr. Felipe Salvador Weissheimer,These ads ran without a disclaimer,3434,2
108286245436902,pry_oficial_pry,These ads ran without a disclaimer,3434,1
1562365240650880,Gabriel Abrile,These ads ran without a disclaimer,3433,5
119053376146678,Todos San Martin - Salta,Todos Tartagal,3433,21
594409634410090,Universidad Popular Mendoza,Karina Ferraris,3433,6
460387424697980,Alejandro Demares,These ads ran without a disclaimer,3433,5
0,Instagram User 9236611789,These ads ran without a disclaimer,3432,3
363515435292,Carmen Espinoza Muñante,These ads ran without a disclaimer,3432,4
103789981491374,Newton Broker,Francisco Matías Irigoite,3429,1
141773462361166,Potencial Universitario UNS,These ads ran without a disclaimer,3429,2
2225346120855753,Chana y Cucho infantil,These ads ran without a disclaimer,3427,4
293083911128953,Ariel Rojas,These ads ran without a disclaimer,3427,2
688131427879966,Subversiva.FM,These ads ran without a disclaimer,3427,1
100712238883496,Otras Voces FFyH,Matias Javier Garcia,3426,8
100671681810105,Santiago Remolques,These ads ran without a disclaimer,3425,1
100264679017774,Marchitv,Marcelo Luis Mingorance,3425,2
167718540580211,Unidad Ciudadana Termeña,Diego Alberto Navarro,3424,6
106027855859968,Proyecto Joven Santa Fe,Proyecto Joven Santa Fe,3423,5
108321608468301,anurag.m16,These ads ran without a disclaimer,3423,3
153402565321490,Docta Dent Implantes,These ads ran without a disclaimer,3423,2
0,Instagram User 5204840769,These ads ran without a disclaimer,3423,1
213920445398336,British Council Argentina,These ads ran without a disclaimer,3422,1
265485047233982,CitizenGO Argentina,Silvina Maria De Lujan Spataro,3419,11
106098507626186,Martín Gila,Maria Jose Gila,3416,7
104055335988421,Minicuotas Sur,These ads ran without a disclaimer,3415,4
175667589238918,Juanjo Ciancio,Juan José Ciancio,3415,9
636898803003202,Salta Transparente,Salta Transparente,3413,2
114012736646217,Caly Sánchez,Roberto Carlos Sánchez,3413,4
108182177200374,Rubén Dusso,These ads ran without a disclaimer,3411,2
109241838658348,Matias Germán Salemi,These ads ran without a disclaimer,3411,4
306808303586174,Clare Bonnard,These ads ran without a disclaimer,3409,3
109230263751667,Gerardo Montenegro Senador,Hector Francisco Ulla,3409,14
852845231759667,Iniciativa FIS,These ads ran without a disclaimer,3408,8
111615254730425,Metro Noticias,Metro Noticias,3408,1
107559849090287,Axelente,These ads ran without a disclaimer,3408,3
334810243600712,Liliana Spoljaric,These ads ran without a disclaimer,3407,14
254367711253700,AAOC - Asoc. Arg. de Oncología Clínica,These ads ran without a disclaimer,3407,3
152734418136602,Claudio Lozano,These ads ran without a disclaimer,3406,5
907743149564853,Jorge Abel Fernández,Alexis García Iglesias,3404,3
101596812818183,Avanza VGB,Avanza VGB,3403,2
1076889909044398,MP La Dignidad CABA,MP La Dignidad,3400,6
415270942200578,Adam Smith Works,These ads ran without a disclaimer,3400,5
335445713831878,El Comodín,Gabriel Alejandro Correa Cordoba,3400,4
1633557496707385,Verónica Molina,Veronica Natalia Molina,3400,23
697690847256810,Gustavo Coletti,Gustavo Eduardo Coletti,3399,8
237245847193853,Objetivo Sur,Carlos Gaston Nat,3398,12
107624014995188,Vota La Roja,Daniel Hernan Lopez De Gaetano,3397,2
107610211412703,Somos Lista 9,Diego Armando Fernández,3396,12
104727788948329,Crédito Automotriz,These ads ran without a disclaimer,3396,6
112647010115053,Parte Santiago del Estero Oficial,Angel José Fili,3395,4
598430383926954,HoyChivilcoy.com,HoyChivilcoy.com,3394,8
104566799059892,Agrupación Vecinal Puebla La Costa,These ads ran without a disclaimer,3392,5
104773115325443,lamiacasadesigne,These ads ran without a disclaimer,3389,1
106062125096052,Guaymallén unido,Eduardo Dario Pereyra,3389,7
100433942850642,samvoyag,These ads ran without a disclaimer,3389,1
187525657958953,Autodeterminación y Libertad,These ads ran without a disclaimer,3388,1
200266683408796,Comunicación para la Igualdad,These ads ran without a disclaimer,3388,6
111204228379189,argentina_pais_generoso,These ads ran without a disclaimer,3384,1
1633548233534427,A Uno Noticias,These ads ran without a disclaimer,3384,2
2246842725371940,Vibra Holistica,These ads ran without a disclaimer,3383,1
915998895230995,Jorgelina Manzano,Ulises Martin Torres,3383,2
1973496872876900,Brenda Estefan,These ads ran without a disclaimer,3382,13
126401737394810,Municipalidad de Villa Allende,These ads ran without a disclaimer,3381,3
207847356474737,Micaela Moran,Nicolas Gomez Galatti,3380,5
102200112014500,Misiones con Todos,These ads ran without a disclaimer,3378,2
103635152439502,humanstoconnect,These ads ran without a disclaimer,3376,1
110532705272789,Kofa Consultora,Kofa Consultora,3375,3
242083966311645,Bernardo de Uriarte,Ezequiel Martin Rios,3375,17
109856095315289,Claudio Larraza,These ads ran without a disclaimer,3373,2
1675886949171564,Cometta,These ads ran without a disclaimer,3373,4
769026573250216,Joel Rossi,These ads ran without a disclaimer,3370,1
106801029355293,Centro Nueva Tierra,Nestor Enrique Borri,3370,7
427675310754400,Compromiso con la Gente - Candelaria - Misiones,Compromiso con la Gente - Candelaria - Misiones,3368,3
101198085394929,Republicanos Unidos PBA,Manuel Gonzalo Fariña,3367,3
313470999079569,Alejandro Paulenko Concejal,Alejandro Gabriel Paulenko,3366,5
117885274663993,marioamadomorello,These ads ran without a disclaimer,3364,1
103448546000915,LaMassaneta,Juan Ramon Helman,3363,2
129873310539644,UNAJE,These ads ran without a disclaimer,3359,2
101115865163470,marcelogomez2021,These ads ran without a disclaimer,3358,4
106097781772091,Mario Buseghin,Mario Raul Buseghin,3357,5
110750383845103,Pablokilybenitez,Pablokilybenitez,3356,3
463362060722328,Germán Maximiliano Perelli,Germán Perelli,3355,5
460192827391531,Roberto Cesar Birri,These ads ran without a disclaimer,3355,2
123453587528206,Bill Busby,These ads ran without a disclaimer,3354,1
